"Status","Year","Parent_department","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Male","Unknown","15","10","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wales","Female","Heterosexual / straight","1980","1850","28480","25120"
"In post","2022","Ministry of Justice","Wales","Female","LGBO","125","125","26640","24090"
"In post","2022","Ministry of Justice","Wales","Female","Undeclared","150","140","29580","25700"
"In post","2022","Ministry of Justice","Wales","Female","Unknown","395","365","26570","23170"
"In post","2022","Ministry of Justice","Wales","Male","Heterosexual / straight","1220","1170","30380","27380"
"In post","2022","Ministry of Justice","Wales","Male","LGBO","75","75","26840","24580"
"In post","2022","Ministry of Justice","Wales","Male","Undeclared","130","120","32630","31650"
"In post","2022","Ministry of Justice","Wales","Male","Unknown","335","315","28190","26820"
"In post","2022","Ministry of Justice","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Midlands (England)","Female","Heterosexual / straight","4140","3790","27560","24620"
"In post","2022","Ministry of Justice","West Midlands (England)","Female","LGBO","270","260","27500","24800"
"In post","2022","Ministry of Justice","West Midlands (England)","Female","Undeclared","410","370","27130","24090"
"In post","2022","Ministry of Justice","West Midlands (England)","Female","Unknown","905","820","25870","23170"
"In post","2022","Ministry of Justice","West Midlands (England)","Male","Heterosexual / straight","2890","2795","29630","26610"
"In post","2022","Ministry of Justice","West Midlands (England)","Male","LGBO","160","155","27580","25120"
"In post","2022","Ministry of Justice","West Midlands (England)","Male","Undeclared","305","290","30890","30450"
"In post","2022","Ministry of Justice","West Midlands (England)","Male","Unknown","725","670","27300","25120"
"In post","2022","Ministry of Justice","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Female","Heterosexual / straight","3770","3415","28920","25830"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Female","LGBO","320","305","30210","27380"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Female","Undeclared","390","345","29360","26870"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Female","Unknown","710","655","26980","24800"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Male","Heterosexual / straight","2840","2710","30880","28200"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Male","LGBO","130","125","30630","28200"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Male","Undeclared","340","320","32320","31650"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Male","Unknown","780","735","28400","26610"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Female","Heterosexual / straight","65","60","36140","36410"
"In post","2022","National Crime Agency","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Male","Heterosexual / straight","80","80","41360","40000"
"In post","2022","National Crime Agency","East Midlands (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Female","Heterosexual / straight","60","60","35550","33700"
"In post","2022","National Crime Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Female","Unknown","20","15","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Male","Heterosexual / straight","65","60","39850","38840"
"In post","2022","National Crime Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Male","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","Female","Heterosexual / straight","580","560","42720","40170"
"In post","2022","National Crime Agency","London","Female","LGBO","35","35","41920","39840"
"In post","2022","National Crime Agency","London","Female","Undeclared","50","50","41470","36720"
"In post","2022","National Crime Agency","London","Female","Unknown","80","70","43660","40170"
"In post","2022","National Crime Agency","London","Male","Heterosexual / straight","655","650","46780","43630"
"In post","2022","National Crime Agency","London","Male","LGBO","35","35","43250","39840"
"In post","2022","National Crime Agency","London","Male","Undeclared","60","60","45090","41770"
"In post","2022","National Crime Agency","London","Male","Unknown","125","125","45820","43630"
"In post","2022","National Crime Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Male","Heterosexual / straight","55","55","39730","36740"
"In post","2022","National Crime Agency","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North West (England)","Female","Heterosexual / straight","520","500","35760","34140"
"In post","2022","National Crime Agency","North West (England)","Female","LGBO","35","35","36170","34140"
"In post","2022","National Crime Agency","North West (England)","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","National Crime Agency","North West (England)","Female","Unknown","55","55","37470","36630"
"In post","2022","National Crime Agency","North West (England)","Male","Heterosexual / straight","530","525","38400","36740"
"In post","2022","National Crime Agency","North West (England)","Male","LGBO","25","25","[c]","[c]"
"In post","2022","National Crime Agency","North West (England)","Male","Undeclared","55","55","37340","36410"
"In post","2022","National Crime Agency","North West (England)","Male","Unknown","65","60","40890","40210"
"In post","2022","National Crime Agency","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Female","Heterosexual / straight","50","45","37250","36740"
"In post","2022","National Crime Agency","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Female","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Male","Heterosexual / straight","50","50","42380","40210"
"In post","2022","National Crime Agency","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Male","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Male","Heterosexual / straight","90","90","63940","60840"
"In post","2022","National Crime Agency","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Male","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Male","Heterosexual / straight","35","35","40850","40210"
"In post","2022","National Crime Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Female","Heterosexual / straight","120","115","38500","37560"
"In post","2022","National Crime Agency","South East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Female","Unknown","35","30","38040","37860"
"In post","2022","National Crime Agency","South East (England)","Male","Heterosexual / straight","215","210","41460","40210"
"In post","2022","National Crime Agency","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Male","Unknown","55","55","42800","39840"
"In post","2022","National Crime Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Female","Heterosexual / straight","190","180","35810","34140"
"In post","2022","National Crime Agency","South West (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Female","Unknown","30","30","31030","28840"
"In post","2022","National Crime Agency","South West (England)","Male","Heterosexual / straight","165","165","39940","37150"
"In post","2022","National Crime Agency","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Male","Unknown","30","30","40810","42550"
"In post","2022","National Crime Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Male","Heterosexual / straight","35","35","41790","40000"
"In post","2022","National Crime Agency","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Female","Heterosexual / straight","185","170","35310","36150"
"In post","2022","National Crime Agency","West Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Female","Unknown","25","25","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Male","Heterosexual / straight","215","215","40730","38530"
"In post","2022","National Crime Agency","West Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Male","Unknown","35","35","40020","37630"
"In post","2022","National Crime Agency","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Female","Heterosexual / straight","90","90","36190","35390"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Female","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Female","Unknown","20","20","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Male","Heterosexual / straight","105","105","40390","36950"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Male","Unknown","35","30","39810","37170"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Female","Heterosexual / straight","35","35","40330","36720"
"In post","2022","Northern Ireland Office","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","Heterosexual / straight","120","115","45020","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","Heterosexual / straight","50","45","54790","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Female","Heterosexual / straight","65","65","58080","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Female","Heterosexual / straight","155","150","50960","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Male","Heterosexual / straight","75","75","52760","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","Heterosexual / straight","35","35","62990","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","Heterosexual / straight","260","250","42650","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","Heterosexual / straight","125","125","41430","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","LGBO","30","30","35230","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","Heterosexual / straight","75","70","60880","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","Heterosexual / straight","155","145","47790","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","Heterosexual / straight","85","85","50460","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
