"Status","Year","Disability","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","Unknown","240","230","30550","26670"
"In post","2022","Unknown","Security","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Licensing Agency","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30","30","47010","41170"
"In post","2022","Unknown","Security","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","Unknown","60","60","34910","31600"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","Unknown","35","35","42930","40520"
"In post","2022","Unknown","Security","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","675","660","31140","28890"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","Undeclared","110","105","35180","39070"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","Unknown","850","840","29940","26750"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","Heterosexual / straight","30","30","45180","50850"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","115","110","39460","36650"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","60","60","46870","49530"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","70","70","42480","40650"
"In post","2022","Unknown","Unknown","Disclosure Scotland","Heterosexual / straight","60","55","35640","30040"
"In post","2022","Unknown","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Disclosure Scotland","Unknown","90","85","25190","23230"
"In post","2022","Unknown","Unknown","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","Heterosexual / straight","65","65","60920","66170"
"In post","2022","Unknown","Unknown","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Education Scotland","Unknown","100","95","53540","49860"
"In post","2022","Unknown","Unknown","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","Heterosexual / straight","30","30","39430","36130"
"In post","2022","Unknown","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Food Standards Scotland","Unknown","110","105","35200","31540"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","Unknown","30","30","31550","30020"
"In post","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Heterosexual / straight","1275","1255","33370","28650"
"In post","2022","Unknown","Unknown","Home Office","LGBO","105","105","33130","27740"
"In post","2022","Unknown","Unknown","Home Office","Undeclared","85","85","34070","34840"
"In post","2022","Unknown","Unknown","Home Office","Unknown","4255","4115","32350","27370"
"In post","2022","Unknown","Unknown","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","1110","1055","32090","26670"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","LGBO","35","35","28340","26350"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","Undeclared","210","200","33250","28340"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","Unknown","1435","1360","34850","31470"
"In post","2022","Unknown","Unknown","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","Heterosexual / straight","55","50","38690","36130"
"In post","2022","Unknown","Unknown","National Records of Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","Unknown","130","125","33540","27230"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Royal Fleet Auxiliary","Unknown","1760","1760","37450","34160"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","1105","1055","45540","42650"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","LGBO","75","75","43100","40810"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","Undeclared","75","75","47590","47490"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","Unknown","1700","1635","40820","36130"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Prison Service","Unknown","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","Heterosexual / straight","45","40","27270","25930"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","Unknown","100","95","27930","25930"
"In post","2022","Unknown","Unknown","Social Security Scotland","Heterosexual / straight","170","165","35470","27940"
"In post","2022","Unknown","Unknown","Social Security Scotland","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Security Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Security Scotland","Unknown","685","665","28440","27230"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","Unknown","110","100","28830","24400"
"In post","2022","Unknown","Unknown","Transport Scotland","Heterosexual / straight","75","70","50390","49860"
"In post","2022","Unknown","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Transport Scotland","Unknown","115","115","41860","39770"
"In post","2022","Unknown","Unknown","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","150","145","36640","31210"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","Undeclared","50","45","47230","47470"
"In post","2022","Unknown","Unknown","Welsh Government (excl. agencies)","Unknown","95","95","38140","31210"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","Unknown","5","5","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
