"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","42880","41770"
"In post","2022","Commercial","UK Health Security Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","Yorkshire and The Humber","West Yorkshire","20","15","51740","51840"
"In post","2022","Commercial","UK Hydrographic Office","South West (England)","Dorset and Somerset","85","85","42310","42510"
"In post","2022","Commercial","UK Space Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","South East (England)","Hampshire and Isle of Wight","10","10","48870","50340"
"In post","2022","Commercial","UK Statistics Authority","Wales","East Wales","25","25","41810","36840"
"In post","2022","Commercial","Valuation Office Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Valuation Office Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wilton Park","South East (England)","Surrey, East and West Sussex","25","20","29620","25760"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","London","Inner London - West","15","10","39790","38670"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Office","London","Inner London - West","15","15","44450","38290"
"In post","2022","Communications","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","London","Inner London - West","325","320","49180","43050"
"In post","2022","Communications","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","London","Inner London - West","10","10","50820","51070"
"In post","2022","Communications","Charity Commission","North West (England)","Merseyside","10","10","34560","29230"
"In post","2022","Communications","Charity Commission","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Companies House","Wales","East Wales","25","25","35760","30720"
"In post","2022","Communications","Competition and Markets Authority","London","Inner London - East","35","30","49220","41670"
"In post","2022","Communications","Crown Commercial Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","North West (England)","Merseyside","15","15","40730","38980"
"In post","2022","Communications","Crown Commercial Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","15","15","36950","33070"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","London","Inner London - West","30","30","43460","39750"
"In post","2022","Communications","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Electronics and Components Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","36310","33350"
"In post","2022","Communications","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Communications","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","37490","35500"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","105","100","48780","45100"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","London","Inner London - West","35","35","50620","43000"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education (excl. agencies)","London","Inner London - West","110","110","42990","40230"
"In post","2022","Communications","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","20","20","30300","26000"
"In post","2022","Communications","Department for Education (excl. agencies)","North West (England)","Greater Manchester","40","35","28140","25000"
"In post","2022","Communications","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","30","25","40410","41990"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","15","10","38870","36500"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","120","115","43110","38750"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","39840","37260"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","40450","37080"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Communications","Department for International Trade","London","Inner London - West","105","105","43970","38480"
"In post","2022","Communications","Department for International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Inner London - West","95","95","45720","40590"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","London","Inner London - West","80","80","49140","42890"
"In post","2022","Communications","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","London","Inner London - West","115","110","42390","41880"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","20","20","41580","39890"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","20","15","40780","40840"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","London","Inner London - West","285","280","45630","40650"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","West Yorkshire","45","45","55750","54990"
"In post","2022","Communications","Driver and Vehicle Licensing Agency","Wales","West Wales and The Valleys","70","65","29690","26780"
"In post","2022","Communications","Driver and Vehicle Standards Agency","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","36890","33350"
"In post","2022","Communications","Driver and Vehicle Standards Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","33350","31380"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Inner London - West","15","15","53070","45370"
"In post","2022","Communications","Food Standards Agency","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","Inner London - West","90","90","50690","47340"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Actuary's Department","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","London","Inner London - West","15","15","40290","32570"
"In post","2022","Communications","Health and Safety Executive","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","North West (England)","Merseyside","35","35","42120","39390"
"In post","2022","Communications","HM Courts and Tribunals Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","London","Outer London - South","20","20","41640","37290"
"In post","2022","Communications","HM Land Registry","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","590","580","29500","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","London","Inner London - East","30","30","50610","43810"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","London","Inner London - West","90","85","54590","58600"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","London","Outer London - South","15","15","47920","43620"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","1460","1385","29570","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester","585","575","29680","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","Merseyside","15","15","41990","40520"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","46680","40350"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Wales","East Wales","720","690","29770","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","West Midlands (England)","West Midlands","505","495","28810","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","565","555","29810","26820"
"In post","2022","Communications","HM Treasury (excl. agencies)","London","Inner London - West","30","30","48030","42840"
"In post","2022","Communications","HM Treasury (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","London","Inner London - West","10","10","59040","40630"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","West Midlands (England)","West Midlands","15","15","46000","49960"
"In post","2022","Communications","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Intellectual Property Office","Wales","East Wales","35","35","37230","31360"
"In post","2022","Communications","Legal Aid Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Legal Aid Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Maritime and Coastguard Agency","South East (England)","Hampshire and Isle of Wight","20","15","36550","31290"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medicines and Healthcare Products Regulatory Agency","London","Inner London - East","45","45","42640","39160"
"In post","2022","Communications","Met Office","South West (England)","Devon","35","30","40560","37810"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East Midlands (England)","Lincolnshire","10","10","27050","26930"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","15","15","35230","35150"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East of England","East Anglia","25","25","27810","26800"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","London","Inner London - West","100","100","50040","47500"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","15","15","31050","33000"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65","65","32130","32100"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","120","115","32660","33000"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","10","10","22030","21180"
