"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","South East (England)","Hampshire and Isle of Wight","Central Hampshire","5","5","[c]","[c]"
"In post","2022","Legal","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Hampshire and Isle of Wight","Portsmouth","130","125","40810","33430"
"In post","2022","Legal","South East (England)","Hampshire and Isle of Wight","South Hampshire","150","140","43660","39750"
"In post","2022","Legal","South East (England)","Hampshire and Isle of Wight","Southampton","5","5","[c]","[c]"
"In post","2022","Legal","South East (England)","Kent","East Kent","125","115","39420","30110"
"In post","2022","Legal","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Kent","Mid Kent","10","10","[c]","[c]"
"In post","2022","Legal","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Surrey, East and West Sussex","Brighton and Hove","120","110","41420","30110"
"In post","2022","Legal","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Surrey, East and West Sussex","West Surrey","65","60","45200","40400"
"In post","2022","Legal","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","10","10","46300","40950"
"In post","2022","Legal","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","30","25","38460","34480"
"In post","2022","Legal","South West (England)","Devon","Devon CC","105","100","40580","39030"
"In post","2022","Legal","South West (England)","Devon","Plymouth","15","15","46250","38550"
"In post","2022","Legal","South West (England)","Dorset and Somerset","Dorset","15","10","50860","60520"
"In post","2022","Legal","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","50","45","56430","53850"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","235","220","44020","48080"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","40","35","39500","33840"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","10","10","35850","34480"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","52740","46650"
"In post","2022","Legal","Wales","East Wales","Cardiff and Vale of Glamorgan","270","250","39970","36880"
"In post","2022","Legal","Wales","East Wales","Flintshire and Wrexham","70","65","40530","43130"
"In post","2022","Legal","Wales","East Wales","Monmouthshire and Newport","50","45","47810","41950"
"In post","2022","Legal","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wales","West Wales and The Valleys","Swansea","90","80","44300","48080"
"In post","2022","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","60","55","42790","48080"
"In post","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","10","10","51150","60520"
"In post","2022","Legal","West Midlands (England)","West Midlands","Birmingham","555","520","40240","38000"
"In post","2022","Legal","West Midlands (England)","West Midlands","Coventry","40","35","53100","56870"
"In post","2022","Legal","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","85","75","42000","48080"
"In post","2022","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","North Yorkshire","York","70","65","47810","52530"
"In post","2022","Legal","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","South Yorkshire","Sheffield","135","120","35520","28430"
"In post","2022","Legal","Yorkshire and The Humber","West Yorkshire","Bradford","5","5","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Legal","Yorkshire and The Humber","West Yorkshire","Leeds","620","575","40920","35980"
"In post","2022","Legal","Yorkshire and The Humber","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","1020","905","26470","24090"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","350","310","27780","27570"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","990","920","29460","27570"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","5140","4790","30820","27570"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","1000","910","33630","27570"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","665","625","32220","28010"
"In post","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","2300","2090","26400","24800"
"In post","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","1480","1380","29700","27380"
"In post","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","285","265","28390","27570"
"In post","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","980","905","27280","25210"
"In post","2022","No function","East Midlands (England)","Lincolnshire","Lincolnshire CC","1695","1570","28600","27570"
"In post","2022","No function","East of England","Bedfordshire and Hertfordshire","Bedford","655","610","30650","28140"
"In post","2022","No function","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","75","70","32170","27570"
"In post","2022","No function","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","1895","1795","33960","30000"
"In post","2022","No function","East of England","Bedfordshire and Hertfordshire","Luton","390","355","26920","27570"
"In post","2022","No function","East of England","East Anglia","Breckland and South Norfolk","485","455","29150","27120"
"In post","2022","No function","East of England","East Anglia","Cambridgeshire CC","1930","1810","31890","28700"
"In post","2022","No function","East of England","East Anglia","North and West Norfolk","525","470","28710","27570"
"In post","2022","No function","East of England","East Anglia","Norwich and East Norfolk","1505","1375","27330","26780"
"In post","2022","No function","East of England","East Anglia","Peterborough","755","680","29630","27570"
"In post","2022","No function","East of England","East Anglia","Suffolk CC","2290","2110","29710","27570"
"In post","2022","No function","East of England","Essex","Essex Haven Gateway","430","400","32170","29290"
"In post","2022","No function","East of England","Essex","Essex Thames Gateway","850","765","27500","25110"
"In post","2022","No function","East of England","Essex","Heart of Essex","975","930","30350","29290"
"In post","2022","No function","East of England","Essex","Southend-on-Sea","550","485","29350","29290"
"In post","2022","No function","East of England","Essex","Thurrock","105","95","30670","29290"
"In post","2022","No function","East of England","Essex","West Essex","220","200","35880","29290"
"In post","2022","No function","London","Inner London - East","Hackney and Newham","2770","2620","36910","31880"
"In post","2022","No function","London","Inner London - East","Haringey and Islington","1545","1470","32150","31060"
"In post","2022","No function","London","Inner London - East","Lambeth","2780","2675","41930","37560"
"In post","2022","No function","London","Inner London - East","Lewisham and Southwark","1115","1060","33980","31060"
"In post","2022","No function","London","Inner London - East","Tower Hamlets","2045","1960","44260","37100"
"In post","2022","No function","London","Inner London - West","Camden and City of London","1185","1130","31710","26970"
"In post","2022","No function","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","830","795","32820","31060"
"In post","2022","No function","London","Inner London - West","Wandsworth","870","835","33080","31850"
"In post","2022","No function","London","Inner London - West","Westminster","27915","27295","47200","41750"
"In post","2022","No function","London","Outer London - East and North East","Barking & Dagenham and Havering","605","550","31240","31060"
"In post","2022","No function","London","Outer London - East and North East","Bexley and Greenwich","1600","1530","31940","31060"
"In post","2022","No function","London","Outer London - East and North East","Enfield","340","315","31300","31060"
"In post","2022","No function","London","Outer London - East and North East","Redbridge and Waltham Forest","740","685","31380","31060"
"In post","2022","No function","London","Outer London - South","Bromley","465","430","31440","31060"
"In post","2022","No function","London","Outer London - South","Croydon","2755","2630","37750","33900"
"In post","2022","No function","London","Outer London - South","Merton, Kingston upon Thames and Sutton","625","590","32740","31060"
"In post","2022","No function","London","Outer London - West and North West","Barnet","1450","1345","39150","32330"
"In post","2022","No function","London","Outer London - West and North West","Brent","455","425","30610","31060"
"In post","2022","No function","London","Outer London - West and North West","Ealing","445","415","32830","31060"
"In post","2022","No function","London","Outer London - West and North West","Harrow and Hillingdon","655","610","32570","31060"
"In post","2022","No function","London","Outer London - West and North West","Hounslow and Richmond upon Thames","1730","1645","33010","31060"
"In post","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Northumberland","325","290","30680","27570"
"In post","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Sunderland","3470","2935","25620","22080"
"In post","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Tyneside","9240","8210","26880","22080"
"In post","2022","No function","North East (England)","Tees Valley and Durham","Darlington","780","740","36140","30450"
"In post","2022","No function","North East (England)","Tees Valley and Durham","Durham","4165","3770","28030","27120"
"In post","2022","No function","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","1505","1385","27880","27570"
"In post","2022","No function","North East (England)","Tees Valley and Durham","South Teesside","885","790","25840","25120"
"In post","2022","No function","North West (England)","Cheshire","Cheshire East","680","630","31360","27570"
"In post","2022","No function","North West (England)","Cheshire","Cheshire West and Chester","455","415","27470","27570"
"In post","2022","No function","North West (England)","Cheshire","Warrington","2250","2130","32200","31060"
"In post","2022","No function","North West (England)","Cumbria","East Cumbria","480","445","29580","26830"
"In post","2022","No function","North West (England)","Cumbria","West Cumbria","455","410","28460","27570"
"In post","2022","No function","North West (England)","Greater Manchester","Greater Manchester North East","1140","1055","28080","27570"
"In post","2022","No function","North West (England)","Greater Manchester","Greater Manchester North West","2010","1815","25710","24260"
"In post","2022","No function","North West (England)","Greater Manchester","Greater Manchester South East","980","895","25510","23170"
"In post","2022","No function","North West (England)","Greater Manchester","Greater Manchester South West","3595","3370","29110","26820"
"In post","2022","No function","North West (England)","Greater Manchester","Manchester","5155","4870","31250","27570"
"In post","2022","No function","North West (England)","Lancashire","Blackburn with Darwen","425","380","26970","27570"
"In post","2022","No function","North West (England)","Lancashire","Blackpool","3630","3310","25290","27570"
"In post","2022","No function","North West (England)","Lancashire","Chorley and West Lancashire","1370","1265","29890","27380"
"In post","2022","No function","North West (England)","Lancashire","East Lancashire","500","450","26910","27570"
"In post","2022","No function","North West (England)","Lancashire","Lancaster and Wyre","585","540","27440","27380"
"In post","2022","No function","North West (England)","Lancashire","Mid Lancashire","4440","3960","26710","22600"
"In post","2022","No function","North West (England)","Merseyside","East Merseyside","925","835","28630","27570"
"In post","2022","No function","North West (England)","Merseyside","Liverpool","5630","5190","28290","26590"
"In post","2022","No function","North West (England)","Merseyside","Sefton","2565","2350","31170","27570"
"In post","2022","No function","North West (England)","Merseyside","Wirral","2005","1760","26130","24800"
"In post","2022","No function","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2022","No function","Northern Ireland","Northern Ireland","Ards and North Down","50","45","39290","35730"
"In post","2022","No function","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","10","10","36100","38160"
"In post","2022","No function","Northern Ireland","Northern Ireland","Belfast","1940","1825","30270","26820"
"In post","2022","No function","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","10","10","35670","35060"
"In post","2022","No function","Northern Ireland","Northern Ireland","Mid and East Antrim","10","10","34440","37350"
"In post","2022","No function","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","Overseas","Overseas","1755","1745","53070","53580"
"In post","2022","No function","Scotland","Eastern Scotland","Angus and Dundee City","1015","920","24350","21260"
"In post","2022","No function","Scotland","Eastern Scotland","City of Edinburgh","3815","3625","31790","29180"
"In post","2022","No function","Scotland","Eastern Scotland","Clackmannanshire and Fife","820","740","28820","27570"
"In post","2022","No function","Scotland","Eastern Scotland","East Lothian and Midlothian","95","85","28850","27570"
"In post","2022","No function","Scotland","Eastern Scotland","Falkirk","1615","1415","27030","26900"
"In post","2022","No function","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","875","820","31030","29550"
"In post","2022","No function","Scotland","Eastern Scotland","West Lothian","220","200","27210","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","60","55","27050","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","445","405","28750","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","80","70","27910","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Na h-Eileanan Siar","55","50","30210","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Orkney Islands","15","10","29770","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Shetland Islands","35","30","28780","27570"
"In post","2022","No function","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","980","910","36600","27570"
"In post","2022","No function","Scotland","Southern Scotland","Dumfries and Galloway","280","250","29990","27570"
"In post","2022","No function","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","360","320","26670","27570"
"In post","2022","No function","Scotland","Southern Scotland","Scottish Borders","100","95","27270","27570"
"In post","2022","No function","Scotland","Southern Scotland","South Ayrshire","190","175","27050","27570"
"In post","2022","No function","Scotland","Southern Scotland","South Lanarkshire","2140","1865","26610","23780"
"In post","2022","No function","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","735","675","28280","27570"
"In post","2022","No function","Scotland","West Central Scotland","Glasgow City","5890","5425","29060","27570"
"In post","2022","No function","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","790","710","29170","27570"
"In post","2022","No function","Scotland","West Central Scotland","North Lanarkshire","1255","1120","27000","26820"
"In post","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","1150","1075","32360","29290"
"In post","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","895","840","31130","28930"
"In post","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","1265","1205","29150","27570"
"In post","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","1500","1385","33170","29530"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","Central Hampshire","1370","1305","37630","34130"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","Isle of Wight","745","690","28340","27120"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","North Hampshire","455","420","36080","27570"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","Portsmouth","1110","965","27600","26820"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","South Hampshire","2135","1675","26710","23470"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","Southampton","800","745","33460","27570"
"In post","2022","No function","South East (England)","Kent","East Kent","1215","1135","29560","29290"
"In post","2022","No function","South East (England)","Kent","Kent Thames Gateway","1540","1455","30210","30610"
"In post","2022","No function","South East (England)","Kent","Medway","1280","1220","31120","29290"
"In post","2022","No function","South East (England)","Kent","Mid Kent","840","785","30910","29290"
"In post","2022","No function","South East (England)","Kent","West Kent","235","220","36600","32830"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","Brighton and Hove","540","480","30670","27570"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","East Surrey","1010","955","33440","32660"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","East Sussex CC","1725","1550","26760","26830"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","West Surrey","1615","1505","32300","29290"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","385","355","33270","27570"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","635","580","27950","27570"
"In post","2022","No function","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","1125","1020","27360","27570"
"In post","2022","No function","South West (England)","Devon","Devon CC","2880","2565","28410","26700"
"In post","2022","No function","South West (England)","Devon","Plymouth","1035","925","29260","27570"
"In post","2022","No function","South West (England)","Devon","Torbay","325","275","26780","24800"
"In post","2022","No function","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","560","500","28140","27570"
"In post","2022","No function","South West (England)","Dorset and Somerset","Dorset","1345","1240","28910","27130"
"In post","2022","No function","South West (England)","Dorset and Somerset","Somerset CC","1195","1105","30590","27570"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1480","1365","31980","28800"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","4380","4070","32850","28550"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","1025","905","29750","27570"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","325","300","27720","27570"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","3150","3030","37590","36330"
"In post","2022","No function","Unknown","Unknown","Unknown","890","850","31540","29250"
"In post","2022","No function","Wales","East Wales","Cardiff and Vale of Glamorgan","4995","4645","29790","26820"
"In post","2022","No function","Wales","East Wales","Flintshire and Wrexham","1870","1770","26900","25830"
"In post","2022","No function","Wales","East Wales","Monmouthshire and Newport","3030","2800","31710","27570"
"In post","2022","No function","Wales","East Wales","Powys","140","130","29690","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","700","620","27330","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","Central Valleys","1435","1320","27390","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","Conwy and Denbighshire","255","240","28480","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","Gwent Valleys","710","640","26520","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","Gwynedd","615","565","24610","21260"
"In post","2022","No function","Wales","West Wales and The Valleys","Isle of Anglesey","105","95","29670","27570"
"In post","2022","No function","Wales","West Wales and The Valleys","South West Wales","800","730","27280","26820"
"In post","2022","No function","Wales","West Wales and The Valleys","Swansea","6695","5850","24350","21840"
"In post","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","135","125","32060","27570"
"In post","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","630","575","30460","27570"
"In post","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","1930","1815","28960","26780"
"In post","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Shropshire","620","580","30100","27570"
"In post","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","3115","2915","29180","27380"
"In post","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","1085","970","25070","21440"
"In post","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","925","820","27880","27130"
"In post","2022","No function","West Midlands (England)","West Midlands","Birmingham","8590","8010","30100","27570"
"In post","2022","No function","West Midlands (England)","West Midlands","Coventry","1625","1520","35400","30450"
"In post","2022","No function","West Midlands (England)","West Midlands","Dudley","890","760","25840","27570"
"In post","2022","No function","West Midlands (England)","West Midlands","Sandwell","450","410","27740","27570"
"In post","2022","No function","West Midlands (England)","West Midlands","Solihull","190","175","28930","27570"
"In post","2022","No function","West Midlands (England)","West Midlands","Walsall","640","555","25690","25650"
"In post","2022","No function","West Midlands (England)","West Midlands","Wolverhampton","1005","895","26900","26780"
"In post","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","1450","1350","29300","27380"
"In post","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","1700","1520","27440","27130"
"In post","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","620","545","26530","27570"
"In post","2022","No function","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","590","545","33190","27570"
"In post","2022","No function","Yorkshire and The Humber","North Yorkshire","York","1245","1170","34160","30350"
"In post","2022","No function","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","2535","2280","27620","27570"
"In post","2022","No function","Yorkshire and The Humber","South Yorkshire","Sheffield","2425","2205","33660","29360"
"In post","2022","No function","Yorkshire and The Humber","West Yorkshire","Bradford","1835","1640","26590","26590"
"In post","2022","No function","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","960","860","27830","27570"
"In post","2022","No function","Yorkshire and The Humber","West Yorkshire","Leeds","6470","6095","32070","27570"
"In post","2022","No function","Yorkshire and The Humber","West Yorkshire","Wakefield","1605","1475","30430","27570"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","20","20","44060","42850"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","15","37210","36880"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","280","270","42030","40180"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","25","25","34940","33160"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","10","10","39520","40840"
"In post","2022","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","15","15","38240","38550"
"In post","2022","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","Lincolnshire","Lincolnshire CC","220","210","36260","35630"
"In post","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","65","60","36160","34830"
"In post","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","100","95","46770","44500"
"In post","2022","Project Delivery","East of England","East Anglia","Cambridgeshire CC","160","150","40600","40000"
"In post","2022","Project Delivery","East of England","East Anglia","North and West Norfolk","90","85","34490","33150"
"In post","2022","Project Delivery","East of England","East Anglia","Norwich and East Norfolk","15","15","40860","35000"
"In post","2022","Project Delivery","East of England","East Anglia","Peterborough","10","10","[c]","[c]"
"In post","2022","Project Delivery","East of England","East Anglia","Suffolk CC","100","95","36370","34260"
"In post","2022","Project Delivery","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","Essex","Southend-on-Sea","130","120","44000","40520"
"In post","2022","Project Delivery","London","Inner London - East","Hackney and Newham","695","640","46730","43430"
"In post","2022","Project Delivery","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Inner London - East","Lambeth","25","25","51250","48900"
"In post","2022","Project Delivery","London","Inner London - East","Tower Hamlets","530","515","57040","54320"
"In post","2022","Project Delivery","London","Inner London - West","Camden and City of London","30","30","50330","44840"
"In post","2022","Project Delivery","London","Inner London - West","Westminster","2810","2735","54050","53600"
"In post","2022","Project Delivery","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - South","Croydon","295","280","53960","47240"
"In post","2022","Project Delivery","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - West and North West","Harrow and Hillingdon","15","15","42640","44000"
"In post","2022","Project Delivery","London","Outer London - West and North West","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Northumberland","5","5","[c]","[c]"
"In post","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Sunderland","90","85","41900","40180"
"In post","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Tyneside","1100","1050","41750","40520"
"In post","2022","Project Delivery","North East (England)","Tees Valley and Durham","Darlington","15","10","36320","32820"
"In post","2022","Project Delivery","North East (England)","Tees Valley and Durham","Durham","35","35","39300","38550"
"In post","2022","Project Delivery","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North West (England)","Cheshire","Cheshire East","10","10","[c]","[c]"
"In post","2022","Project Delivery","North West (England)","Cheshire","Warrington","25","25","41340","36740"
"In post","2022","Project Delivery","North West (England)","Cumbria","East Cumbria","105","100","26600","23100"
