"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","75","70","33740","30040"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","30","25","28310","23230"
"In post","2022","Accountant in Bankruptcy","Scotland","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","Heterosexual / straight","55","50","29720","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Nottingham","Unknown","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","Heterosexual / straight","30","30","34760","32750"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","Heterosexual / straight","130","125","44620","39360"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","Undeclared","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Westminster","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Heterosexual / straight","100","90","30170","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Tyneside","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Liverpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Heterosexual / straight","100","90","30810","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Manchester","Unknown","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Heterosexual / straight","70","65","32410","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bournemouth, Christchurch and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bournemouth, Christchurch and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Heterosexual / straight","35","35","33210","31020"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","55","50","31370","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Flintshire and Wrexham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Heterosexual / straight","50","45","32350","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","Unknown","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Heterosexual / straight","45","40","33590","31950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Heart of Essex","Heterosexual / straight","35","35","29950","28830"
"In post","2022","Animal and Plant Health Agency","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","North and West Norfolk","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Suffolk CC","Heterosexual / straight","35","35","31890","29180"
"In post","2022","Animal and Plant Health Agency","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Harrow and Hillingdon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Heterosexual / straight","45","45","32300","31460"
"In post","2022","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Westminster","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
