"Status","Year","Age","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Southern Scotland","Outside London","25","25","20210","21050"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","20","20","24340","23770"
"In post","2022","16-19","Tees Valley and Durham","Outside London","15","15","22540","23140"
"In post","2022","16-19","Unknown","Unknown","35","35","18030","16720"
"In post","2022","16-19","West Central Scotland","Outside London","50","45","21340","21150"
"In post","2022","16-19","West Midlands","Outside London","50","50","22280","21260"
"In post","2022","16-19","West Wales and The Valleys","Outside London","85","70","19770","18310"
"In post","2022","16-19","West Yorkshire","Outside London","70","70","22160","21250"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","700","695","28410","28140"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1470","1455","27700","27570"
"In post","2022","20-29","Cheshire","Outside London","675","670","27030","26350"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","140","140","24020","21260"
"In post","2022","20-29","Cumbria","Outside London","245","245","24690","23360"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","2205","2170","27050","26590"
"In post","2022","20-29","Devon","Outside London","1085","1065","25980","24770"
"In post","2022","20-29","Dorset and Somerset","Outside London","595","585","25610","25100"
"In post","2022","20-29","East Anglia","Outside London","1670","1640","26070","25700"
"In post","2022","20-29","East Wales","Outside London","3525","3475","27530","26410"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","710","695","24460","24090"
"In post","2022","20-29","Eastern Scotland","Outside London","3355","3300","28340","27230"
"In post","2022","20-29","Essex","Outside London","675","670","26740","25040"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5530","5470","28420","27540"
"In post","2022","20-29","Greater Manchester","Outside London","3935","3885","28250","26820"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","1995","1960","28290","27010"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","525","520","24720","24260"
"In post","2022","20-29","Highlands and Islands","Outside London","190","190","25770","25000"
"In post","2022","20-29","Inner London - East","London","3375","3350","35030","32260"
"In post","2022","20-29","Inner London - West","London","16795","16725","38160","34710"
"In post","2022","20-29","Kent","Outside London","1235","1220","26580","25040"
"In post","2022","20-29","Lancashire","Outside London","1715","1675","24750","23170"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","975","950","24310","23170"
"In post","2022","20-29","Lincolnshire","Outside London","315","310","25190","24920"
"In post","2022","20-29","Merseyside","Outside London","3200","3135","25710","24880"
"In post","2022","20-29","North Eastern Scotland","Outside London","245","240","28620","27230"
"In post","2022","20-29","North Yorkshire","Outside London","605","595","27070","26370"
"In post","2022","20-29","Northern Ireland","Outside London","555","545","25460","24500"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","3220","3160","26720","26590"
"In post","2022","20-29","Outer London - East and North East","London","745","735","29170","31060"
"In post","2022","20-29","Outer London - South","London","1605","1590","33590","31040"
"In post","2022","20-29","Outer London - West and North West","London","1435","1400","29950","29250"
"In post","2022","20-29","Overseas","Overseas","325","325","35670","33230"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","1190","1165","25710","24920"
"In post","2022","20-29","South Yorkshire","Outside London","1490","1465","27340","25000"
"In post","2022","20-29","Southern Scotland","Outside London","805","785","26040","24020"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","1195","1175","27660","27570"
"In post","2022","20-29","Tees Valley and Durham","Outside London","1380","1345","25340","24260"
"In post","2022","20-29","Unknown","Unknown","805","800","29380","28980"
"In post","2022","20-29","West Central Scotland","Outside London","2955","2905","27050","25680"
"In post","2022","20-29","West Midlands","Outside London","3370","3305","27020","26130"
"In post","2022","20-29","West Wales and The Valleys","Outside London","1980","1915","24310","22600"
"In post","2022","20-29","West Yorkshire","Outside London","3840","3775","27730","26610"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","910","865","33380","30450"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1885","1810","33020","30700"
"In post","2022","30-39","Cheshire","Outside London","970","930","31840","30640"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","270","245","27090","26670"
"In post","2022","30-39","Cumbria","Outside London","390","360","27650","24920"
"In post","2022","30-39","Derbyshire and Nottinghamshire","Outside London","2865","2705","31180","27570"
"In post","2022","30-39","Devon","Outside London","1830","1705","31650","28340"
"In post","2022","30-39","Dorset and Somerset","Outside London","915","875","30280","27570"
"In post","2022","30-39","East Anglia","Outside London","2390","2240","29970","27570"
"In post","2022","30-39","East Wales","Outside London","5240","5005","33450","30710"
"In post","2022","30-39","East Yorkshire and Northern Lincolnshire","Outside London","890","825","28110","26880"
"In post","2022","30-39","Eastern Scotland","Outside London","5000","4810","35330","32000"
"In post","2022","30-39","Essex","Outside London","895","845","30520","29290"
"In post","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","7030","6680","35990","33840"
"In post","2022","30-39","Greater Manchester","Outside London","5150","4960","33020","29580"
"In post","2022","30-39","Hampshire and Isle of Wight","Outside London","2715","2555","33870","31820"
"In post","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","765","720","27830","26350"
"In post","2022","30-39","Highlands and Islands","Outside London","345","325","29820","27570"
"In post","2022","30-39","Inner London - East","London","4345","4215","43690","38600"
"In post","2022","30-39","Inner London - West","London","16100","15710","49930","52430"
"In post","2022","30-39","Kent","Outside London","1705","1620","29230","29100"
"In post","2022","30-39","Lancashire","Outside London","2490","2340","27690","27120"
"In post","2022","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","1280","1180","27970","27120"
"In post","2022","30-39","Lincolnshire","Outside London","490","470","28320","27120"
"In post","2022","30-39","Merseyside","Outside London","4700","4445","29320","26700"
"In post","2022","30-39","North Eastern Scotland","Outside London","450","430","34230","31540"
"In post","2022","30-39","North Yorkshire","Outside London","800","765","33360","31540"
"In post","2022","30-39","Northern Ireland","Outside London","1005","965","30160","26820"
"In post","2022","30-39","Northumberland, and Tyne and Wear","Outside London","4930","4625","30630","27570"
"In post","2022","30-39","Outer London - East and North East","London","790","755","32060","31060"
"In post","2022","30-39","Outer London - South","London","2205","2125","39550","35200"
"In post","2022","30-39","Outer London - West and North West","London","1765","1700","33150","31060"
"In post","2022","30-39","Overseas","Overseas","1035","1030","46720","49920"
"In post","2022","30-39","Shropshire and Staffordshire","Outside London","1615","1545","29990","27570"
"In post","2022","30-39","South Yorkshire","Outside London","2460","2300","32350","28340"
"In post","2022","30-39","Southern Scotland","Outside London","1310","1235","30990","27570"
"In post","2022","30-39","Surrey, East and West Sussex","Outside London","1490","1385","30910","28420"
"In post","2022","30-39","Tees Valley and Durham","Outside London","1995","1870","28380","27120"
"In post","2022","30-39","Unknown","Unknown","665","655","36750","32700"
"In post","2022","30-39","West Central Scotland","Outside London","4540","4360","32360","29340"
"In post","2022","30-39","West Midlands","Outside London","4690","4435","31060","27570"
"In post","2022","30-39","West Wales and The Valleys","Outside London","3970","3670","27620","26130"
"In post","2022","30-39","West Yorkshire","Outside London","4260","4020","32460","27680"
"In post","2022","40-49","Bedfordshire and Hertfordshire","Outside London","1065","995","35440","30740"
"In post","2022","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","2055","1950","35570","32640"
"In post","2022","40-49","Cheshire","Outside London","985","930","34310","31650"
"In post","2022","40-49","Cornwall and Isles of Scilly","Outside London","365","335","29150","27570"
"In post","2022","40-49","Cumbria","Outside London","675","610","29120","25880"
"In post","2022","40-49","Derbyshire and Nottinghamshire","Outside London","3250","3030","34050","30950"
"In post","2022","40-49","Devon","Outside London","2265","2090","34360","31650"
"In post","2022","40-49","Dorset and Somerset","Outside London","1185","1115","32020","28000"
"In post","2022","40-49","East Anglia","Outside London","3005","2790","32160","28700"
"In post","2022","40-49","East Wales","Outside London","4825","4550","37670","33370"
"In post","2022","40-49","East Yorkshire and Northern Lincolnshire","Outside London","1030","955","29550","27570"
"In post","2022","40-49","Eastern Scotland","Outside London","4865","4595","39340","34600"
"In post","2022","40-49","Essex","Outside London","1225","1130","32400","29290"
"In post","2022","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","6715","6365","40240","38070"
"In post","2022","40-49","Greater Manchester","Outside London","4825","4580","34420","30210"
"In post","2022","40-49","Hampshire and Isle of Wight","Outside London","3235","3020","36150","33000"
"In post","2022","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","965","910","31510","27570"
"In post","2022","40-49","Highlands and Islands","Outside London","465","440","31460","28090"
"In post","2022","40-49","Inner London - East","London","4335","4115","46180","40200"
"In post","2022","40-49","Inner London - West","London","12820","12245","54570","54280"
"In post","2022","40-49","Kent","Outside London","1990","1880","31020","29290"
"In post","2022","40-49","Lancashire","Outside London","3720","3415","30390","27570"
"In post","2022","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","1455","1325","29820","27570"
"In post","2022","40-49","Lincolnshire","Outside London","600","570","29990","27570"
"In post","2022","40-49","Merseyside","Outside London","4990","4645","31240","27570"
"In post","2022","40-49","North Eastern Scotland","Outside London","435","415","40710","34320"
"In post","2022","40-49","North Yorkshire","Outside London","1085","1040","36280","33000"
"In post","2022","40-49","Northern Ireland","Outside London","1085","1030","30700","26820"
"In post","2022","40-49","Northumberland, and Tyne and Wear","Outside London","5790","5345","32090","27570"
"In post","2022","40-49","Outer London - East and North East","London","805","755","32320","31060"
"In post","2022","40-49","Outer London - South","London","2735","2605","41860","37610"
"In post","2022","40-49","Outer London - West and North West","London","2080","1955","35900","31060"
"In post","2022","40-49","Overseas","Overseas","1155","1145","52570","54020"
"In post","2022","40-49","Shropshire and Staffordshire","Outside London","1970","1860","33210","28200"
"In post","2022","40-49","South Yorkshire","Outside London","2550","2335","34810","30820"
"In post","2022","40-49","Southern Scotland","Outside London","1355","1260","32370","27570"
"In post","2022","40-49","Surrey, East and West Sussex","Outside London","1970","1820","34140","29270"
"In post","2022","40-49","Tees Valley and Durham","Outside London","2230","2070","30400","27570"
"In post","2022","40-49","Unknown","Unknown","660","645","39170","33570"
"In post","2022","40-49","West Central Scotland","Outside London","4245","4030","34630","30450"
"In post","2022","40-49","West Midlands","Outside London","4705","4370","34070","28200"
"In post","2022","40-49","West Wales and The Valleys","Outside London","4320","4000","30830","27570"
"In post","2022","40-49","West Yorkshire","Outside London","4415","4115","35280","31650"
"In post","2022","50-59","Bedfordshire and Hertfordshire","Outside London","1430","1350","35010","30700"
"In post","2022","50-59","Berkshire, Buckinghamshire and Oxfordshire","Outside London","2820","2705","35770","33000"
"In post","2022","50-59","Cheshire","Outside London","1320","1240","33450","30640"
"In post","2022","50-59","Cornwall and Isles of Scilly","Outside London","690","645","28360","26930"
"In post","2022","50-59","Cumbria","Outside London","735","685","30320","26830"
"In post","2022","50-59","Derbyshire and Nottinghamshire","Outside London","4070","3795","33910","28430"
"In post","2022","50-59","Devon","Outside London","2955","2755","33790","28200"
"In post","2022","50-59","Dorset and Somerset","Outside London","1930","1810","31570","27570"
"In post","2022","50-59","East Anglia","Outside London","4165","3950","31960","27570"
"In post","2022","50-59","East Wales","Outside London","5280","4985","35830","30660"
"In post","2022","50-59","East Yorkshire and Northern Lincolnshire","Outside London","1740","1600","29720","27570"
"In post","2022","50-59","Eastern Scotland","Outside London","5740","5460","37830","33240"
"In post","2022","50-59","Essex","Outside London","1810","1685","33000","29290"
"In post","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","7910","7600","40430","37830"
"In post","2022","50-59","Greater Manchester","Outside London","5770","5430","33170","27570"
"In post","2022","50-59","Hampshire and Isle of Wight","Outside London","5100","4745","33850","29230"
"In post","2022","50-59","Herefordshire, Worcestershire and Warwickshire","Outside London","1405","1325","30140","27570"
"In post","2022","50-59","Highlands and Islands","Outside London","700","665","30880","27570"
"In post","2022","50-59","Inner London - East","London","5070","4895","43480","37930"
"In post","2022","50-59","Inner London - West","London","11490","11205","51430","46000"
"In post","2022","50-59","Kent","Outside London","2790","2630","31380","29290"
"In post","2022","50-59","Lancashire","Outside London","5115","4705","30950","27570"
"In post","2022","50-59","Leicestershire, Rutland and Northamptonshire","Outside London","1875","1735","29750","27570"
"In post","2022","50-59","Lincolnshire","Outside London","1115","1055","30020","27570"
"In post","2022","50-59","Merseyside","Outside London","5890","5435","31240","27570"
"In post","2022","50-59","North Eastern Scotland","Outside London","600","570","39420","33790"
"In post","2022","50-59","North Yorkshire","Outside London","1565","1495","33780","29360"
"In post","2022","50-59","Northern Ireland","Outside London","1245","1190","30640","26820"
"In post","2022","50-59","Northumberland, and Tyne and Wear","Outside London","6520","5840","30810","27370"
"In post","2022","50-59","Outer London - East and North East","London","1200","1130","32340","31060"
"In post","2022","50-59","Outer London - South","London","3825","3665","39900","35200"
"In post","2022","50-59","Outer London - West and North West","London","2555","2405","35030","31060"
"In post","2022","50-59","Overseas","Overseas","965","960","52380","52400"
"In post","2022","50-59","Shropshire and Staffordshire","Outside London","2965","2795","32790","28200"
"In post","2022","50-59","South Yorkshire","Outside London","3010","2770","33410","28200"
"In post","2022","50-59","Southern Scotland","Outside London","1910","1740","30980","27570"
"In post","2022","50-59","Surrey, East and West Sussex","Outside London","2795","2600","32600","28410"
"In post","2022","50-59","Tees Valley and Durham","Outside London","3125","2860","30490","27570"
"In post","2022","50-59","Unknown","Unknown","865","845","39420","34290"
"In post","2022","50-59","West Central Scotland","Outside London","5980","5550","33010","27570"
"In post","2022","50-59","West Midlands","Outside London","5315","4920","32610","27570"
"In post","2022","50-59","West Wales and The Valleys","Outside London","4650","4300","31370","27570"
"In post","2022","50-59","West Yorkshire","Outside London","5020","4685","35090","30780"
"In post","2022","60-64","Bedfordshire and Hertfordshire","Outside London","445","395","32960","29290"
"In post","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Outside London","885","775","33570","29290"
"In post","2022","60-64","Cheshire","Outside London","340","280","30450","27570"
"In post","2022","60-64","Cornwall and Isles of Scilly","Outside London","225","195","27450","26670"
"In post","2022","60-64","Cumbria","Outside London","210","180","28860","24800"
"In post","2022","60-64","Derbyshire and Nottinghamshire","Outside London","1035","845","30610","27570"
"In post","2022","60-64","Devon","Outside London","850","700","29990","27370"
"In post","2022","60-64","Dorset and Somerset","Outside London","615","525","30180","27570"
"In post","2022","60-64","East Anglia","Outside London","1240","1065","29650","27380"
"In post","2022","60-64","East Wales","Outside London","1445","1185","32190","27570"
"In post","2022","60-64","East Yorkshire and Northern Lincolnshire","Outside London","470","375","28770","27570"
"In post","2022","60-64","Eastern Scotland","Outside London","1520","1245","34400","28920"
"In post","2022","60-64","Essex","Outside London","510","425","30650","28920"
"In post","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2145","1870","38040","33840"
"In post","2022","60-64","Greater Manchester","Outside London","1490","1195","29710","27570"
"In post","2022","60-64","Hampshire and Isle of Wight","Outside London","1750","1480","31110","27570"
"In post","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Outside London","380","320","28790","26670"
"In post","2022","60-64","Highlands and Islands","Outside London","245","210","28730","27570"
"In post","2022","60-64","Inner London - East","London","1355","1205","40990","34650"
"In post","2022","60-64","Inner London - West","London","2560","2370","46870","40580"
"In post","2022","60-64","Kent","Outside London","775","635","30150","27380"
"In post","2022","60-64","Lancashire","Outside London","1360","1070","28770","27380"
"In post","2022","60-64","Leicestershire, Rutland and Northamptonshire","Outside London","545","455","27270","26820"
"In post","2022","60-64","Lincolnshire","Outside London","380","335","27760","25870"
"In post","2022","60-64","Merseyside","Outside London","1855","1475","28110","26120"
"In post","2022","60-64","North Eastern Scotland","Outside London","160","125","35400","27570"
"In post","2022","60-64","North Yorkshire","Outside London","455","405","29990","26700"
"In post","2022","60-64","Northern Ireland","Outside London","270","235","28480","25310"
"In post","2022","60-64","Northumberland, and Tyne and Wear","Outside London","2235","1685","27300","22080"
"In post","2022","60-64","Outer London - East and North East","London","370","305","30820","30780"
"In post","2022","60-64","Outer London - South","London","1040","915","36760","31610"
"In post","2022","60-64","Outer London - West and North West","London","855","730","33530","30780"
"In post","2022","60-64","Overseas","Overseas","175","175","56030","54330"
"In post","2022","60-64","Shropshire and Staffordshire","Outside London","895","740","30240","27570"
"In post","2022","60-64","South Yorkshire","Outside London","745","570","29130","27570"
"In post","2022","60-64","Southern Scotland","Outside London","670","520","28800","26820"
"In post","2022","60-64","Surrey, East and West Sussex","Outside London","920","755","30200","27570"
"In post","2022","60-64","Tees Valley and Durham","Outside London","895","680","27860","27130"
"In post","2022","60-64","Unknown","Unknown","230","210","37480","33570"
"In post","2022","60-64","West Central Scotland","Outside London","1655","1305","30250","26900"
"In post","2022","60-64","West Midlands","Outside London","1540","1265","30330","27570"
"In post","2022","60-64","West Wales and The Valleys","Outside London","1570","1205","29010","26670"
"In post","2022","60-64","West Yorkshire","Outside London","1255","980","30980","27570"
"In post","2022","65+","Bedfordshire and Hertfordshire","Outside London","145","120","33670","29290"
"In post","2022","65+","Berkshire, Buckinghamshire and Oxfordshire","Outside London","380","305","33060","27570"
"In post","2022","65+","Cheshire","Outside London","95","70","30120","27570"
"In post","2022","65+","Cornwall and Isles of Scilly","Outside London","75","60","26650","26130"
"In post","2022","65+","Cumbria","Outside London","55","40","30750","26710"
"In post","2022","65+","Derbyshire and Nottinghamshire","Outside London","250","180","31400","27570"
"In post","2022","65+","Devon","Outside London","300","230","29160","26420"
"In post","2022","65+","Dorset and Somerset","Outside London","220","170","28340","27260"
"In post","2022","65+","East Anglia","Outside London","410","320","28940","26500"
"In post","2022","65+","East Wales","Outside London","490","355","33250","27570"
"In post","2022","65+","East Yorkshire and Northern Lincolnshire","Outside London","105","80","27640","27130"
"In post","2022","65+","Eastern Scotland","Outside London","450","350","32910","27570"
"In post","2022","65+","Essex","Outside London","195","140","29080","28200"
"In post","2022","65+","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","695","555","34770","30220"
"In post","2022","65+","Greater Manchester","Outside London","375","270","29660","27570"
"In post","2022","65+","Hampshire and Isle of Wight","Outside London","740","565","29450","26120"
"In post","2022","65+","Herefordshire, Worcestershire and Warwickshire","Outside London","140","110","27490","26510"
"In post","2022","65+","Highlands and Islands","Outside London","50","45","27210","26780"
"In post","2022","65+","Inner London - East","London","545","450","39180","33270"
"In post","2022","65+","Inner London - West","London","915","800","42860","35900"
"In post","2022","65+","Kent","Outside London","225","175","29160","27370"
"In post","2022","65+","Lancashire","Outside London","355","255","27540","25700"
"In post","2022","65+","Leicestershire, Rutland and Northamptonshire","Outside London","130","100","25950","22550"
"In post","2022","65+","Lincolnshire","Outside London","110","95","28280","26710"
"In post","2022","65+","Merseyside","Outside London","530","390","26610","22080"
"In post","2022","65+","North Eastern Scotland","Outside London","45","35","39550","30500"
"In post","2022","65+","North Yorkshire","Outside London","135","110","28500","25060"
"In post","2022","65+","Northern Ireland","Outside London","90","75","26700","21680"
"In post","2022","65+","Northumberland, and Tyne and Wear","Outside London","495","360","25450","22080"
"In post","2022","65+","Outer London - East and North East","London","140","105","29970","30150"
"In post","2022","65+","Outer London - South","London","395","325","32730","29080"
"In post","2022","65+","Outer London - West and North West","London","430","330","32380","29050"
"In post","2022","65+","Overseas","Overseas","30","30","44570","34710"
"In post","2022","65+","Shropshire and Staffordshire","Outside London","260","195","30380","27570"
"In post","2022","65+","South Yorkshire","Outside London","205","150","27630","26000"
"In post","2022","65+","Southern Scotland","Outside London","165","120","26820","25930"
"In post","2022","65+","Surrey, East and West Sussex","Outside London","375","290","29300","27470"
"In post","2022","65+","Tees Valley and Durham","Outside London","220","155","26150","22210"
"In post","2022","65+","Unknown","Unknown","55","45","33920","30780"
"In post","2022","65+","West Central Scotland","Outside London","420","300","28430","23230"
"In post","2022","65+","West Midlands","Outside London","395","295","29100","27000"
"In post","2022","65+","West Wales and The Valleys","Outside London","470","330","27840","22600"
"In post","2022","65+","West Yorkshire","Outside London","285","205","30300","27570"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Eastern Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","[c]","17930","17140"
"Leaver CS","2022","16-19","Greater Manchester","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Hampshire and Isle of Wight","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - West","London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Kent","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Lancashire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Northumberland, and Tyne and Wear","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","20","[c]","19680","18310"
"Leaver CS","2022","16-19","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Yorkshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Bedfordshire and Hertfordshire","Outside London","150","[c]","27340","27570"
"Leaver CS","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","300","[c]","25430","25840"
"Leaver CS","2022","20-29","Cheshire","Outside London","60","[c]","24820","24240"
"Leaver CS","2022","20-29","Cornwall and Isles of Scilly","Outside London","25","[c]","22250","21260"
"Leaver CS","2022","20-29","Cumbria","Outside London","30","[c]","22810","21300"
