"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Communications","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","North West (England)","15","[c]","28080","27570"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Counter Fraud","Yorkshire and The Humber","10","[c]","29290","27570"
"Leaver CS","2022","60-64","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Other","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","London","15","[c]","51270","53080"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","North East (England)","15","[c]","38740","37100"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","North West (England)","20","[c]","40180","35040"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","South East (England)","15","[c]","38660","40000"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","South West (England)","25","[c]","42090","40000"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","London","10","[c]","53510","53930"
"Leaver CS","2022","60-64","Finance","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","North West (England)","15","[c]","43190","41890"
"Leaver CS","2022","60-64","Finance","Finance","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","South East (England)","10","[c]","34790","32290"
"Leaver CS","2022","60-64","Finance","Finance","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","North West (England)","10","[c]","27260","21300"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","London","20","[c]","60650","45200"
"Leaver CS","2022","60-64","Human Resources","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","South West (England)","10","[c]","34760","34880"
"Leaver CS","2022","60-64","Human Resources","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","London","25","[c]","72560","72840"
"Leaver CS","2022","60-64","Legal","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Geography","South West (England)","10","[c]","35440","33990"
"Leaver CS","2022","60-64","No function","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","Yorkshire and The Humber","25","[c]","28170","26170"
"Leaver CS","2022","60-64","No function","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","London","15","[c]","109650","114000"
"Leaver CS","2022","60-64","No function","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Operational Delivery","East Midlands (England)","145","[c]","27080","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","East of England","165","[c]","29420","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","London","255","[c]","40720","31880"
"Leaver CS","2022","60-64","No function","Operational Delivery","North East (England)","180","[c]","28540","26780"
"Leaver CS","2022","60-64","No function","Operational Delivery","North West (England)","340","[c]","28870","27130"
"Leaver CS","2022","60-64","No function","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Operational Delivery","Scotland","215","[c]","30010","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","South East (England)","260","[c]","28170","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","South West (England)","180","[c]","28980","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","Unknown","60","[c]","23210","21840"
"Leaver CS","2022","60-64","No function","Operational Delivery","Wales","125","[c]","26580","26450"
"Leaver CS","2022","60-64","No function","Operational Delivery","West Midlands (England)","195","[c]","29250","27130"
"Leaver CS","2022","60-64","No function","Operational Delivery","Yorkshire and The Humber","185","[c]","28520","27570"
"Leaver CS","2022","60-64","No function","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","London","25","[c]","50270","40930"
"Leaver CS","2022","60-64","No function","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","Scotland","15","[c]","32810","29780"
"Leaver CS","2022","60-64","No function","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","South West (England)","25","[c]","38820","32160"
"Leaver CS","2022","60-64","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","London","45","[c]","55610","58720"
"Leaver CS","2022","60-64","No function","Policy","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Project Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","East Midlands (England)","10","[c]","44230","45840"
"Leaver CS","2022","60-64","No function","Science and Engineering","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","London","15","[c]","45220","40060"
"Leaver CS","2022","60-64","No function","Science and Engineering","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","South West (England)","20","[c]","47170","43230"
"Leaver CS","2022","60-64","No function","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","East of England","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","London","45","[c]","50630","46350"
"Leaver CS","2022","60-64","No function","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","South East (England)","[c]","[c]","[c]","[c]"
