"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","G7","Heterosexual / straight","55","50","52290","52090"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","G7","Undeclared","50","50","52290","53360"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","HEO","Heterosexual / straight","70","65","31780","32790"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","HEO","Undeclared","45","45","31460","32790"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SEO","Heterosexual / straight","80","80","39620","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","SEO","Undeclared","40","35","39710","40650"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","EO","Heterosexual / straight","40","35","25670","25000"
"In post","2022","Finance","Education and Skills Funding Agency","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G6","Heterosexual / straight","40","40","62630","61680"
"In post","2022","Finance","Education and Skills Funding Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G7","Heterosexual / straight","95","95","50870","50400"
"In post","2022","Finance","Education and Skills Funding Agency","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","G7","Unknown","35","35","51300","50630"
"In post","2022","Finance","Education and Skills Funding Agency","HEO","Heterosexual / straight","150","145","30400","30090"
"In post","2022","Finance","Education and Skills Funding Agency","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","HEO","Unknown","45","45","31350","30200"
"In post","2022","Finance","Education and Skills Funding Agency","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","SEO","Heterosexual / straight","170","165","37890","36780"
"In post","2022","Finance","Education and Skills Funding Agency","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","SEO","Unknown","60","60","39190","37100"
"In post","2022","Finance","Estyn","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","FCDO Services","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","FCDO Services","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Heterosexual / straight","40","40","53220","53610"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Heterosexual / straight","40","35","36020","36780"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Heterosexual / straight","30","30","41260","43300"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SEO","Heterosexual / straight","40","40","41670","41750"
"In post","2022","Finance","HM Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AA","Unknown","35","25","21370","21250"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AO","Heterosexual / straight","450","370","21620","21250"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AO","LGBO","25","20","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AO","Undeclared","90","70","21960","22080"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","AO","Unknown","385","315","21840","21250"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","240","220","27770","26820"
