"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","Inner London - West","10","10","51300","53360"
"In post","2022","Analysis","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","East Wales","15","15","38370","36530"
"In post","2022","Analysis","Digital, Data and Technology","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","38070","38550"
"In post","2022","Analysis","Digital, Data and Technology","Greater Manchester","10","10","38550","37590"
"In post","2022","Analysis","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Inner London - East","10","10","55810","56120"
"In post","2022","Analysis","Digital, Data and Technology","Inner London - West","50","50","48900","45250"
"In post","2022","Analysis","Digital, Data and Technology","South Yorkshire","25","20","43580","42210"
"In post","2022","Analysis","Digital, Data and Technology","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","East Wales","135","130","34270","30710"
"In post","2022","Analysis","Economics","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester","55","55","39750","33380"
"In post","2022","Analysis","Economics","Hampshire and Isle of Wight","15","15","38740","30760"
"In post","2022","Analysis","Economics","Inner London - East","205","200","56470","55800"
"In post","2022","Analysis","Economics","Inner London - West","855","840","47330","41750"
"In post","2022","Analysis","Economics","Merseyside","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - South","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Central Scotland","10","10","48610","47000"
"In post","2022","Analysis","Economics","West Midlands","15","15","50150","46390"
"In post","2022","Analysis","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Yorkshire","25","25","40940","36820"
"In post","2022","Analysis","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Inner London - East","25","25","48180","45670"
"In post","2022","Analysis","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","15","15","50690","50590"
"In post","2022","Analysis","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","10","10","26390","25510"
"In post","2022","Analysis","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","35850","33000"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Shropshire and Staffordshire","10","10","35850","33300"
"In post","2022","Analysis","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","25","25","47350","46050"
"In post","2022","Analysis","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","25","25","30020","30350"
"In post","2022","Analysis","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","35","35","53310","50230"
"In post","2022","Analysis","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Inner London - West","10","10","53280","53360"
"In post","2022","Analysis","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","15","15","30990","29690"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","15","15","38190","31710"
"In post","2022","Analysis","Operational Delivery","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Wales","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","37120","38070"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","15","15","38530","35140"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","140","130","32110","30210"
"In post","2022","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - East","60","60","44570","41750"
"In post","2022","Analysis","Operational Delivery","Inner London - West","105","100","42240","36650"
"In post","2022","Analysis","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Merseyside","15","15","34170","33730"
"In post","2022","Analysis","Operational Delivery","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Northumberland, and Tyne and Wear","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Central Scotland","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Yorkshire","30","30","42590","40550"
"In post","2022","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Derbyshire and Nottinghamshire","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Wales","20","20","35840","32630"
"In post","2022","Analysis","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","37860","39470"
"In post","2022","Analysis","Operational Research","Greater Manchester","40","35","42620","40180"
"In post","2022","Analysis","Operational Research","Hampshire and Isle of Wight","265","250","42890","47010"
"In post","2022","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Inner London - East","115","110","49430","45010"
"In post","2022","Analysis","Operational Research","Inner London - West","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Merseyside","25","20","44460","40520"
"In post","2022","Analysis","Operational Research","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","Outer London - South","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Yorkshire","25","25","33150","32680"
"In post","2022","Analysis","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","East Wales","5","5","[c]","[c]"
"In post","2022","Analysis","Other","Eastern Scotland","10","10","73790","69690"
"In post","2022","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Inner London - East","90","90","44220","37070"
"In post","2022","Analysis","Other","Inner London - West","245","230","63740","57250"
"In post","2022","Analysis","Other","West Central Scotland","30","30","37340","35000"
"In post","2022","Analysis","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Derbyshire and Nottinghamshire","10","10","38430","39240"
"In post","2022","Analysis","Policy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Greater Manchester","30","30","38060","33000"
"In post","2022","Analysis","Policy","Inner London - East","10","5","[c]","[c]"
"In post","2022","Analysis","Policy","Inner London - West","340","325","52250","53360"
"In post","2022","Analysis","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Northumberland, and Tyne and Wear","20","15","39900","35970"
"In post","2022","Analysis","Policy","South Yorkshire","90","85","48620","50400"
"In post","2022","Analysis","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Yorkshire","55","50","43350","41540"
"In post","2022","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Analysis","Science and Engineering","East Anglia","320","305","34760","30220"
"In post","2022","Analysis","Science and Engineering","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","36250","38070"
"In post","2022","Analysis","Science and Engineering","Hampshire and Isle of Wight","90","85","39940","38070"
"In post","2022","Analysis","Science and Engineering","Inner London - East","10","10","58850","61750"
"In post","2022","Analysis","Science and Engineering","Inner London - West","35","30","60840","61370"
"In post","2022","Analysis","Science and Engineering","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","Inner London - West","[c]","[c]","[c]","[c]"
