"Status","Year","Disability","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Bedford","105","95","30790","28140"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Central Bedfordshire","40","40","33780","26840"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Hertfordshire CC","320","300","33520","30020"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Luton","80","75","27640","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","335","315","33480","29290"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","190","180","31460","28670"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","235","220","30680","27570"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","280","265","33230","30450"
"In post","2022","Declared disabled","Cheshire","Cheshire East","135","120","31260","27570"
"In post","2022","Declared disabled","Cheshire","Cheshire West and Chester","90","80","27070","27570"
"In post","2022","Declared disabled","Cheshire","Warrington","240","220","31120","28840"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","250","225","26730","27570"
"In post","2022","Declared disabled","Cumbria","East Cumbria","110","105","29460","26450"
"In post","2022","Declared disabled","Cumbria","West Cumbria","150","130","28560","25230"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Derby","175","155","25660","22510"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","90","80","27060","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","155","145","29080","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","1045","970","31060","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","140","125","31530","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","125","120","31730","29180"
"In post","2022","Declared disabled","Devon","Devon CC","615","550","29470","27570"
"In post","2022","Declared disabled","Devon","Plymouth","365","330","29370","27570"
"In post","2022","Declared disabled","Devon","Torbay","75","65","26720","27570"
"In post","2022","Declared disabled","Dorset and Somerset","Bournemouth, Christchurch and Poole","130","115","26220","27370"
"In post","2022","Declared disabled","Dorset and Somerset","Dorset","260","240","29790","27570"
"In post","2022","Declared disabled","Dorset and Somerset","Somerset CC","270","245","30720","27570"
"In post","2022","Declared disabled","East Anglia","Breckland and South Norfolk","50","50","28380","27570"
"In post","2022","Declared disabled","East Anglia","Cambridgeshire CC","375","355","32500","30890"
"In post","2022","Declared disabled","East Anglia","North and West Norfolk","110","105","28730","27570"
"In post","2022","Declared disabled","East Anglia","Norwich and East Norfolk","275","245","28240","27570"
"In post","2022","Declared disabled","East Anglia","Peterborough","220","200","28990","26740"
"In post","2022","Declared disabled","East Anglia","Suffolk CC","440","400","28950","27570"
"In post","2022","Declared disabled","East Wales","Cardiff and Vale of Glamorgan","1100","1010","32960","27570"
"In post","2022","Declared disabled","East Wales","Flintshire and Wrexham","240","220","27780","26780"
"In post","2022","Declared disabled","East Wales","Monmouthshire and Newport","500","470","33080","30770"
"In post","2022","Declared disabled","East Wales","Powys","50","50","30210","27570"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","175","170","28990","27380"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","270","230","27100","27130"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","100","90","27210","27570"
"In post","2022","Declared disabled","Eastern Scotland","Angus and Dundee City","275","250","25330","22140"
"In post","2022","Declared disabled","Eastern Scotland","City of Edinburgh","1215","1155","37340","33080"
"In post","2022","Declared disabled","Eastern Scotland","Clackmannanshire and Fife","155","140","31150","27570"
"In post","2022","Declared disabled","Eastern Scotland","East Lothian and Midlothian","30","25","30780","27570"
"In post","2022","Declared disabled","Eastern Scotland","Falkirk","200","175","28450","27570"
"In post","2022","Declared disabled","Eastern Scotland","Perth and Kinross, and Stirling","130","125","32170","29970"
"In post","2022","Declared disabled","Eastern Scotland","West Lothian","50","50","32380","27570"
"In post","2022","Declared disabled","Essex","Essex Haven Gateway","115","100","29690","29290"
"In post","2022","Declared disabled","Essex","Essex Thames Gateway","170","150","27930","28710"
"In post","2022","Declared disabled","Essex","Heart of Essex","140","130","32070","29290"
"In post","2022","Declared disabled","Essex","Southend-on-Sea","160","145","32040","29290"
"In post","2022","Declared disabled","Essex","Thurrock","40","35","28480","29290"
"In post","2022","Declared disabled","Essex","West Essex","65","60","30410","29290"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1395","1335","36470","33380"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","760","700","33130","28920"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","185","165","29160","27570"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","80","70","29430","27570"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","605","580","35750","33300"
"In post","2022","Declared disabled","Greater Manchester","Greater Manchester North East","190","175","27510","27570"
"In post","2022","Declared disabled","Greater Manchester","Greater Manchester North West","320","280","25850","23570"
"In post","2022","Declared disabled","Greater Manchester","Greater Manchester South East","165","145","25150","21940"
"In post","2022","Declared disabled","Greater Manchester","Greater Manchester South West","645","600","31800","27570"
"In post","2022","Declared disabled","Greater Manchester","Manchester","1075","1005","33440","29510"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Central Hampshire","360","345","33770","33000"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Isle of Wight","130","120","27500","26330"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","North Hampshire","115","105","30020","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Portsmouth","435","395","29350","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","South Hampshire","460","390","30890","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Southampton","155","140","29450","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","40","35","29100","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","185","165","27810","27380"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","255","240","29600","27570"
"In post","2022","Declared disabled","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","20","15","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","120","105","28970","27570"
"In post","2022","Declared disabled","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","25","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Na h-Eileanan Siar","10","10","[c]","[c]"
