"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Anglia","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Asian","East Anglia","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","East Wales","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","Asian","East Wales","AA/AO","AO","120","115","21530","21250"
"In post","2022","Asian","East Wales","EO","EO","115","110","26580","26820"
"In post","2022","Asian","East Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","G6/G7","G7","35","35","56170","54360"
"In post","2022","Asian","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","SEO/HEO","HEO","95","90","33100","33080"
"In post","2022","Asian","East Wales","SEO/HEO","SEO","50","50","41520","39910"
"In post","2022","Asian","East Wales","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","EO","EO","10","10","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","AA/AO","AO","80","70","22320","21260"
"In post","2022","Asian","Eastern Scotland","EO","EO","60","60","27750","27230"
"In post","2022","Asian","Eastern Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","SEO/HEO","HEO","45","45","33500","32150"
"In post","2022","Asian","Eastern Scotland","SEO/HEO","SEO","40","40","45150","41750"
"In post","2022","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","AA/AO","AO","45","40","24000","24250"
"In post","2022","Asian","Essex","EO","EO","90","80","28410","29290"
"In post","2022","Asian","Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","G6/G7","G7","15","10","[c]","[c]"
"In post","2022","Asian","Essex","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Essex","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Asian","Essex","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Asian","Essex","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","95","85","21910","21260"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","170","160","25540","26670"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","85","80","53200","52510"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","200","190","31700","32550"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","155","150","40710","40520"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","50","50","38450","35980"
"In post","2022","Asian","Greater Manchester","AA/AO","AA","25","20","[c]","[c]"
"In post","2022","Asian","Greater Manchester","AA/AO","AO","475","430","21280","21250"
"In post","2022","Asian","Greater Manchester","EO","EO","600","575","26660","26820"
"In post","2022","Asian","Greater Manchester","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Asian","Greater Manchester","G6/G7","G7","120","120","53070","53000"
"In post","2022","Asian","Greater Manchester","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Greater Manchester","SEO/HEO","HEO","380","370","32510","33080"
"In post","2022","Asian","Greater Manchester","SEO/HEO","SEO","170","170","39310","40180"
"In post","2022","Asian","Greater Manchester","Unknown","Unknown","40","40","30100","25140"
"In post","2022","Asian","Hampshire and Isle of Wight","AA/AO","AA","40","35","20500","19810"
"In post","2022","Asian","Hampshire and Isle of Wight","AA/AO","AO","90","75","22210","21260"
"In post","2022","Asian","Hampshire and Isle of Wight","EO","EO","90","85","27070","26930"
"In post","2022","Asian","Hampshire and Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","G6/G7","G7","30","30","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","SEO/HEO","HEO","55","50","32260","31930"
"In post","2022","Asian","Hampshire and Isle of Wight","SEO/HEO","SEO","35","35","41360","39250"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","70","60","22150","21260"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","EO","EO","75","70","27070","27570"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","30","25","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","AA/AO","AA","30","30","22860","22020"
"In post","2022","Asian","Inner London - East","AA/AO","AO","460","395","25290","25110"
"In post","2022","Asian","Inner London - East","EO","EO","1045","980","30730","31060"
"In post","2022","Asian","Inner London - East","G6/G7","G6","110","105","72750","71760"
"In post","2022","Asian","Inner London - East","G6/G7","G7","355","345","58580","59160"
"In post","2022","Asian","Inner London - East","SCS level","SCS level","50","50","94890","90980"
"In post","2022","Asian","Inner London - East","SEO/HEO","HEO","630","615","36880","37610"
"In post","2022","Asian","Inner London - East","SEO/HEO","SEO","370","360","43530","43430"
"In post","2022","Asian","Inner London - East","Unknown","Unknown","60","60","34100","32090"
"In post","2022","Asian","Inner London - West","AA/AO","AA","75","70","22740","22460"
"In post","2022","Asian","Inner London - West","AA/AO","AO","525","480","25750","24370"
"In post","2022","Asian","Inner London - West","EO","EO","1120","1080","29280","29040"
"In post","2022","Asian","Inner London - West","G6/G7","G6","435","420","68160","66230"
"In post","2022","Asian","Inner London - West","G6/G7","G7","1340","1310","56080","54700"
"In post","2022","Asian","Inner London - West","SCS level","SCS level","165","160","86830","78760"
"In post","2022","Asian","Inner London - West","SEO/HEO","HEO","1530","1505","35270","34710"
"In post","2022","Asian","Inner London - West","SEO/HEO","SEO","1140","1115","42510","41950"
"In post","2022","Asian","Inner London - West","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Kent","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Asian","Kent","AA/AO","AO","55","50","24800","23720"
"In post","2022","Asian","Kent","EO","EO","85","80","29420","29290"
"In post","2022","Asian","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Asian","Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Asian","Kent","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","AA/AO","AA","15","10","[c]","[c]"
"In post","2022","Asian","Lancashire","AA/AO","AO","525","455","21330","21260"
"In post","2022","Asian","Lancashire","EO","EO","315","295","27290","27570"
"In post","2022","Asian","Lancashire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Asian","Lancashire","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Asian","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancashire","SEO/HEO","HEO","65","60","33430","33080"
"In post","2022","Asian","Lancashire","SEO/HEO","SEO","40","35","40690","40490"
"In post","2022","Asian","Lancashire","Unknown","Unknown","40","40","27500","24800"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","AA","30","25","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","485","420","21470","21260"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","EO","EO","350","325","27190","27570"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","30","25","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","65","55","32660","32700"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","40","40","41360","40520"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","45","45","27670","24800"
"In post","2022","Asian","Lincolnshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Asian","Lincolnshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Asian","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","Asian","Merseyside","AA/AO","AO","75","70","21670","21680"
"In post","2022","Asian","Merseyside","EO","EO","70","65","26290","26590"
"In post","2022","Asian","Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","G6/G7","G7","25","20","[c]","[c]"
"In post","2022","Asian","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","SEO/HEO","HEO","30","30","32410","33080"
"In post","2022","Asian","Merseyside","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2022","Asian","Merseyside","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","EO","EO","10","10","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Asian","North Yorkshire","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire","EO","EO","20","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Asian","North Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Asian","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","AA/AO","AO","165","150","21270","21260"
"In post","2022","Asian","Northumberland, and Tyne and Wear","EO","EO","125","115","26690","26820"
"In post","2022","Asian","Northumberland, and Tyne and Wear","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","G6/G7","G7","35","35","54690","55000"
"In post","2022","Asian","Northumberland, and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","SEO/HEO","HEO","60","60","33020","33080"
"In post","2022","Asian","Northumberland, and Tyne and Wear","SEO/HEO","SEO","60","60","40040","40520"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","AA/AO","AO","230","205","25170","25110"
"In post","2022","Asian","Outer London - East and North East","EO","EO","475","430","30860","31060"
"In post","2022","Asian","Outer London - East and North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","SEO/HEO","HEO","40","40","37510","36650"
"In post","2022","Asian","Outer London - East and North East","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","Unknown","Unknown","45","40","30660","27980"
"In post","2022","Asian","Outer London - South","AA/AO","AA","50","40","22390","22460"
"In post","2022","Asian","Outer London - South","AA/AO","AO","375","335","25480","25630"
"In post","2022","Asian","Outer London - South","EO","EO","590","550","29920","29370"
"In post","2022","Asian","Outer London - South","G6/G7","G6","35","35","72320","70960"
"In post","2022","Asian","Outer London - South","G6/G7","G7","165","160","59860","59430"
"In post","2022","Asian","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Outer London - South","SEO/HEO","HEO","395","380","36330","35680"
"In post","2022","Asian","Outer London - South","SEO/HEO","SEO","265","260","43700","42440"
"In post","2022","Asian","Outer London - South","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Outer London - West and North West","AA/AO","AA","100","85","22700","22460"
"In post","2022","Asian","Outer London - West and North West","AA/AO","AO","485","430","25520","25460"
"In post","2022","Asian","Outer London - West and North West","EO","EO","1360","1240","29710","29730"
"In post","2022","Asian","Outer London - West and North West","G6/G7","G6","25","20","[c]","[c]"
"In post","2022","Asian","Outer London - West and North West","G6/G7","G7","80","80","57460","57040"
"In post","2022","Asian","Outer London - West and North West","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Outer London - West and North West","SEO/HEO","HEO","335","325","35510","35200"
"In post","2022","Asian","Outer London - West and North West","SEO/HEO","SEO","170","170","42760","41970"
"In post","2022","Asian","Outer London - West and North West","Unknown","Unknown","45","40","31400","30200"
"In post","2022","Asian","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","EO","EO","25","25","[c]","[c]"
"In post","2022","Asian","Overseas","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","SEO/HEO","HEO","45","45","35050","34070"
"In post","2022","Asian","Overseas","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","AA/AO","AO","85","75","22740","21260"
"In post","2022","Asian","Shropshire and Staffordshire","EO","EO","95","90","27400","27570"
"In post","2022","Asian","Shropshire and Staffordshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","G6/G7","G7","30","25","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","SEO/HEO","HEO","50","50","34550","33300"
"In post","2022","Asian","Shropshire and Staffordshire","SEO/HEO","SEO","45","45","43360","40550"
"In post","2022","Asian","Shropshire and Staffordshire","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","South Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South Yorkshire","AA/AO","AO","150","135","21560","21680"
"In post","2022","Asian","South Yorkshire","EO","EO","155","145","26060","25240"
"In post","2022","Asian","South Yorkshire","G6/G7","G6","5","5","[c]","[c]"
