"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","265","245","56760","55050"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","325","305","56390","55210"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","725","685","34170","33660"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","695","670","35940","34730"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","30","30","96660","94340"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","35","35","100860","1e+05"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","460","435","42540","40980"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","550","540","44090","42210"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","480","445","29430","26310"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","175","170","27630","24090"
"In post","2022","South East (England)","Hampshire and Isle of Wight","AA","Female","525","390","20220","19810"
"In post","2022","South East (England)","Hampshire and Isle of Wight","AA","Male","590","530","20110","19810"
"In post","2022","South East (England)","Hampshire and Isle of Wight","AO","Female","1800","1495","21990","21260"
"In post","2022","South East (England)","Hampshire and Isle of Wight","AO","Male","1545","1380","25050","21840"
"In post","2022","South East (England)","Hampshire and Isle of Wight","EO","Female","1880","1695","26840","26820"
"In post","2022","South East (England)","Hampshire and Isle of Wight","EO","Male","1720","1680","27590","26820"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G6","Female","125","115","70450","67220"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G6","Male","220","210","69780","67770"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G7","Female","655","620","53320","52650"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G7","Male","1040","1010","54530","53500"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Hampshire and Isle of Wight","HEO","Female","1455","1375","32670","33000"
"In post","2022","South East (England)","Hampshire and Isle of Wight","HEO","Male","1415","1385","33090","33300"
"In post","2022","South East (England)","Hampshire and Isle of Wight","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SCS level","Female","40","40","89930","89050"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SCS level","Male","55","50","94650","94070"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SEO","Female","935","885","40510","40000"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SEO","Male","1055","1035","41490","40580"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Unknown","Female","370","335","29590","28200"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Unknown","Male","130","125","31750","29490"
"In post","2022","South East (England)","Kent","AA","Female","205","190","20790","20920"
"In post","2022","South East (England)","Kent","AA","Male","205","200","21050","20890"
"In post","2022","South East (England)","Kent","AO","Female","1275","1155","24660","24250"
"In post","2022","South East (England)","Kent","AO","Male","1245","1215","27360","28000"
"In post","2022","South East (England)","Kent","EO","Female","1755","1575","28270","28640"
"In post","2022","South East (England)","Kent","EO","Male","1805","1715","28320","27370"
"In post","2022","South East (England)","Kent","G6","Female","25","25","[c]","[c]"
"In post","2022","South East (England)","Kent","G6","Male","35","35","71910","67950"
"In post","2022","South East (England)","Kent","G7","Female","100","95","55520","53050"
"In post","2022","South East (England)","Kent","G7","Male","145","140","55420","53050"
"In post","2022","South East (England)","Kent","HEO","Female","455","430","33510","32700"
"In post","2022","South East (England)","Kent","HEO","Male","540","520","34950","33900"
"In post","2022","South East (England)","Kent","SCS level","Female","10","5","[c]","[c]"
"In post","2022","South East (England)","Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Kent","SEO","Female","215","205","42030","40460"
"In post","2022","South East (England)","Kent","SEO","Male","265","255","43050","40520"
"In post","2022","South East (England)","Kent","Unknown","Female","365","335","29950","28200"
"In post","2022","South East (England)","Kent","Unknown","Male","110","105","30170","28760"
"In post","2022","South East (England)","Surrey, East and West Sussex","AA","Female","215","190","21430","20890"
"In post","2022","South East (England)","Surrey, East and West Sussex","AA","Male","210","200","21850","20890"
"In post","2022","South East (England)","Surrey, East and West Sussex","AO","Female","1355","1195","24230","22040"
"In post","2022","South East (England)","Surrey, East and West Sussex","AO","Male","1095","1055","26780","24730"
"In post","2022","South East (England)","Surrey, East and West Sussex","EO","Female","1740","1530","28070","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","EO","Male","1215","1125","28700","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","G6","Female","80","75","69970","67030"
"In post","2022","South East (England)","Surrey, East and West Sussex","G6","Male","90","85","70140","66760"
"In post","2022","South East (England)","Surrey, East and West Sussex","G7","Female","235","225","56130","54670"
"In post","2022","South East (England)","Surrey, East and West Sussex","G7","Male","215","210","55980","55210"
"In post","2022","South East (England)","Surrey, East and West Sussex","HEO","Female","545","505","34000","33180"
"In post","2022","South East (England)","Surrey, East and West Sussex","HEO","Male","440","430","35000","33550"
"In post","2022","South East (England)","Surrey, East and West Sussex","SCS level","Female","25","25","[c]","[c]"
"In post","2022","South East (England)","Surrey, East and West Sussex","SCS level","Male","10","10","[c]","[c]"
"In post","2022","South East (England)","Surrey, East and West Sussex","SEO","Female","345","320","42350","40250"
"In post","2022","South East (England)","Surrey, East and West Sussex","SEO","Male","315","305","42710","40520"
"In post","2022","South East (England)","Surrey, East and West Sussex","Unknown","Female","495","440","30010","28200"
"In post","2022","South East (England)","Surrey, East and West Sussex","Unknown","Male","140","125","32250","29300"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","AA","Female","40","35","19500","19810"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","AA","Male","70","65","19410","19200"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","AO","Female","355","305","21320","21260"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","AO","Male","255","250","21780","21260"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","EO","Female","340","300","27430","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","EO","Male","250","240","27160","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","G6","Female","10","5","[c]","[c]"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","G6","Male","10","10","[c]","[c]"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","G7","Female","30","25","54470","50210"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","G7","Male","35","35","55710","52850"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","HEO","Female","90","80","32550","32070"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","HEO","Male","90","90","33520","33300"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SEO","Female","50","45","40090","37750"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SEO","Male","45","45","40710","40470"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","Female","65","60","28540","24800"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","Male","30","30","31140","27890"
"In post","2022","South West (England)","Devon","AA","Female","215","195","19830","19810"
"In post","2022","South West (England)","Devon","AA","Male","375","360","20610","19810"
"In post","2022","South West (England)","Devon","AO","Female","1320","1095","21950","21260"
"In post","2022","South West (England)","Devon","AO","Male","1130","1075","24940","22600"
"In post","2022","South West (England)","Devon","EO","Female","1210","1045","27080","27570"
"In post","2022","South West (England)","Devon","EO","Male","1035","985","27870","27570"
"In post","2022","South West (England)","Devon","G6","Female","95","85","65150","60740"
"In post","2022","South West (England)","Devon","G6","Male","180","170","64600","60740"
"In post","2022","South West (England)","Devon","G7","Female","300","280","51050","48520"
"In post","2022","South West (England)","Devon","G7","Male","435","420","51650","49120"
"In post","2022","South West (England)","Devon","HEO","Female","585","535","33140","32880"
"In post","2022","South West (England)","Devon","HEO","Male","695","670","34800","33840"
"In post","2022","South West (England)","Devon","SCS level","Female","10","10","[c]","[c]"
"In post","2022","South West (England)","Devon","SCS level","Male","25","20","[c]","[c]"
"In post","2022","South West (England)","Devon","SEO","Female","510","465","40420","39650"
"In post","2022","South West (England)","Devon","SEO","Male","715","690","42080","40580"
"In post","2022","South West (England)","Devon","Unknown","Female","280","255","29430","28200"
"In post","2022","South West (England)","Devon","Unknown","Male","210","205","33290","29750"
"In post","2022","South West (England)","Dorset and Somerset","AA","Female","130","115","20220","19810"
"In post","2022","South West (England)","Dorset and Somerset","AA","Male","235","225","20160","19810"
"In post","2022","South West (England)","Dorset and Somerset","AO","Female","660","590","22320","21260"
"In post","2022","South West (England)","Dorset and Somerset","AO","Male","650","630","24780","23140"
"In post","2022","South West (England)","Dorset and Somerset","EO","Female","865","755","27110","27570"
"In post","2022","South West (England)","Dorset and Somerset","EO","Male","760","730","27790","27570"
"In post","2022","South West (England)","Dorset and Somerset","G6","Female","30","25","[c]","[c]"
"In post","2022","South West (England)","Dorset and Somerset","G6","Male","50","50","69670","67250"
"In post","2022","South West (England)","Dorset and Somerset","G7","Female","90","80","55510","53720"
"In post","2022","South West (England)","Dorset and Somerset","G7","Male","105","100","55190","53720"
"In post","2022","South West (England)","Dorset and Somerset","HEO","Female","380","350","32760","33290"
"In post","2022","South West (England)","Dorset and Somerset","HEO","Male","545","530","34080","33290"
"In post","2022","South West (England)","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Dorset and Somerset","SCS level","Male","5","5","[c]","[c]"
"In post","2022","South West (England)","Dorset and Somerset","SEO","Female","230","220","41680","42010"
"In post","2022","South West (England)","Dorset and Somerset","SEO","Male","360","350","43110","42510"
"In post","2022","South West (England)","Dorset and Somerset","Unknown","Female","260","230","28570","24800"
"In post","2022","South West (England)","Dorset and Somerset","Unknown","Male","105","95","29430","28200"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Female","235","215","19770","19810"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Male","365","360","20100","19810"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","1945","1725","22120","21270"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","1250","1210","24350","21840"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","3075","2770","26150","26670"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","2630","2555","26430","26710"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","435","415","67130","65940"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","765","740","68870","67770"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","1615","1525","52050","51080"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","2470","2425","52980","53500"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","3240","3020","31560","32330"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","3375","3305","32080","32900"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","110","105","93220","87350"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","190","185","100620","92290"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","2505","2345","39990","40000"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","3710","3625","40930","40580"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","1030","950","33320","31420"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","1220","1200","41230","38260"
"In post","2022","Unknown","Unknown","AA","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Female","135","115","22750","21380"
"In post","2022","Unknown","Unknown","AO","Male","50","45","22300","21260"
"In post","2022","Unknown","Unknown","EO","Female","265","245","28560","27570"
"In post","2022","Unknown","Unknown","EO","Male","175","170","27890","27570"
"In post","2022","Unknown","Unknown","G6","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Female","65","60","53240","53000"
"In post","2022","Unknown","Unknown","G7","Male","65","65","54880","54000"
"In post","2022","Unknown","Unknown","HEO","Female","270","265","32820","32000"
"In post","2022","Unknown","Unknown","HEO","Male","215","215","33440","32000"
"In post","2022","Unknown","Unknown","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Female","50","45","40650","40250"
"In post","2022","Unknown","Unknown","SEO","Male","60","60","40940","40600"
"In post","2022","Unknown","Unknown","Unknown","Female","210","205","32530","30780"
"In post","2022","Unknown","Unknown","Unknown","Male","1680","1675","37530","33600"
"In post","2022","Wales","East Wales","AA","Female","165","150","20230","20890"
"In post","2022","Wales","East Wales","AA","Male","280","265","19940","19810"
"In post","2022","Wales","East Wales","AO","Female","2815","2435","21820","21260"
"In post","2022","Wales","East Wales","AO","Male","2100","2015","22760","21260"
"In post","2022","Wales","East Wales","EO","Female","2830","2575","26750","26820"
"In post","2022","Wales","East Wales","EO","Male","2305","2240","27480","26820"
"In post","2022","Wales","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","East Wales","G6","Female","260","245","67930","66960"
"In post","2022","Wales","East Wales","G6","Male","305","300","68090","67790"
"In post","2022","Wales","East Wales","G7","Female","1085","1025","55140","54280"
"In post","2022","Wales","East Wales","G7","Male","1090","1070","56030","55210"
"In post","2022","Wales","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","East Wales","HEO","Female","2100","1975","33210","33080"
"In post","2022","Wales","East Wales","HEO","Male","1775","1730","33630","33370"
"In post","2022","Wales","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","East Wales","SCS level","Female","110","105","82550","78460"
"In post","2022","Wales","East Wales","SCS level","Male","170","160","88260","79950"
"In post","2022","Wales","East Wales","SEO","Female","1460","1375","41560","40520"
"In post","2022","Wales","East Wales","SEO","Male","1380","1350","42020","40520"
"In post","2022","Wales","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","East Wales","Unknown","Female","470","440","29040","26820"
"In post","2022","Wales","East Wales","Unknown","Male","155","150","31350","31310"
"In post","2022","Wales","West Wales and The Valleys","AA","Female","865","645","18450","18310"
"In post","2022","Wales","West Wales and The Valleys","AA","Male","545","505","19290","18310"
"In post","2022","Wales","West Wales and The Valleys","AO","Female","3840","3250","21870","21840"
"In post","2022","Wales","West Wales and The Valleys","AO","Male","1990","1900","22380","21840"
"In post","2022","Wales","West Wales and The Valleys","EO","Female","2805","2505","27350","27570"
"In post","2022","Wales","West Wales and The Valleys","EO","Male","1795","1730","27570","27570"
"In post","2022","Wales","West Wales and The Valleys","G6","Female","100","95","74220","75480"
"In post","2022","Wales","West Wales and The Valleys","G6","Male","150","145","72780","75480"
"In post","2022","Wales","West Wales and The Valleys","G7","Female","305","285","55850","55320"
"In post","2022","Wales","West Wales and The Valleys","G7","Male","385","375","58190","58570"
"In post","2022","Wales","West Wales and The Valleys","HEO","Female","1155","1075","34620","33840"
"In post","2022","Wales","West Wales and The Valleys","HEO","Male","835","810","34630","33840"
"In post","2022","Wales","West Wales and The Valleys","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Wales","West Wales and The Valleys","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Wales","West Wales and The Valleys","SEO","Female","725","685","42960","41980"
"In post","2022","Wales","West Wales and The Valleys","SEO","Male","695","680","43920","42890"
"In post","2022","Wales","West Wales and The Valleys","Unknown","Female","610","575","29020","27500"
"In post","2022","Wales","West Wales and The Valleys","Unknown","Male","195","190","29850","28350"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA","Female","140","125","20310","20890"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA","Male","175","165","20680","20890"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","Female","775","685","22470","21260"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","Male","645","630","25900","24260"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","Female","620","565","27050","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","Male","515","500","27440","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6","Female","35","30","68960","63490"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6","Male","25","25","[c]","[c]"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","Female","70","70","53600","50430"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","Male","60","55","55890","52400"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","Female","230","215","32230","31860"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","Male","200","190","33250","32740"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","Male","10","10","[c]","[c]"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","Female","170","160","41950","40230"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","Male","125","120","42900","41100"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","Female","290","265","29260","28200"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","Male","105","95","31690","28200"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","AA","Female","230","210","20520","20890"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","AA","Male","285","270","20420","20890"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","AO","Female","1525","1355","22390","21260"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","AO","Male","1135","1090","25310","24430"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","EO","Female","1360","1220","27360","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","EO","Male","1165","1125","28420","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","G6","Female","70","65","72120","67910"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","G6","Male","90","90","72020","67910"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","G7","Female","255","245","55190","54540"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","G7","Male","230","225","56500","55210"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","HEO","Female","610","570","33200","33300"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","HEO","Male","535","515","34480","33650"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SCS level","Female","20","20","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SCS level","Male","25","25","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SEO","Female","470","445","41610","40520"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SEO","Male","385","375","43020","40580"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","Female","390","355","29390","28200"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","Male","125","110","30610","28200"
"In post","2022","West Midlands (England)","West Midlands","AA","Female","220","185","19690","19200"
"In post","2022","West Midlands (England)","West Midlands","AA","Male","155","145","19850","19200"
"In post","2022","West Midlands (England)","West Midlands","AO","Female","3175","2705","21410","21260"
"In post","2022","West Midlands (England)","West Midlands","AO","Male","1875","1790","21950","21250"
"In post","2022","West Midlands (England)","West Midlands","EO","Female","3745","3355","27030","27570"
"In post","2022","West Midlands (England)","West Midlands","EO","Male","2445","2365","27260","27570"
"In post","2022","West Midlands (England)","West Midlands","G6","Female","240","230","66480","65630"
"In post","2022","West Midlands (England)","West Midlands","G6","Male","220","220","68100","66970"
"In post","2022","West Midlands (England)","West Midlands","G7","Female","815","775","52610","50630"
"In post","2022","West Midlands (England)","West Midlands","G7","Male","745","735","53580","52270"
"In post","2022","West Midlands (England)","West Midlands","HEO","Female","1690","1595","32510","32310"
"In post","2022","West Midlands (England)","West Midlands","HEO","Male","1450","1425","33100","33080"
"In post","2022","West Midlands (England)","West Midlands","SCS level","Female","75","70","96580","88740"
"In post","2022","West Midlands (England)","West Midlands","SCS level","Male","80","80","100090","89580"
"In post","2022","West Midlands (England)","West Midlands","SEO","Female","1055","995","39730","39210"
"In post","2022","West Midlands (England)","West Midlands","SEO","Male","900","880","40570","40180"
"In post","2022","West Midlands (England)","West Midlands","Unknown","Female","885","805","28930","28200"
"In post","2022","West Midlands (England)","West Midlands","Unknown","Male","295","275","30370","28200"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA","Female","170","155","20670","20890"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA","Male","135","130","21300","20890"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","Female","885","755","22870","21550"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","Male","945","900","26250","25700"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","Female","790","690","27400","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","Male","850","810","28180","27280"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6","Female","15","15","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6","Male","15","15","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","Female","65","60","54100","52670"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","Male","45","40","59550","55950"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","Female","210","190","32710","32210"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","Male","225","210","34560","33840"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","Female","95","90","41620","40120"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","Male","110","105","46010","45660"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","Female","310","280","30010","28200"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","Male","85","80","30050","28200"
"In post","2022","Yorkshire and The Humber","North Yorkshire","AA","Female","65","60","19650","19810"
"In post","2022","Yorkshire and The Humber","North Yorkshire","AA","Male","205","195","19510","19200"
"In post","2022","Yorkshire and The Humber","North Yorkshire","AO","Female","555","495","22160","21300"
"In post","2022","Yorkshire and The Humber","North Yorkshire","AO","Male","485","475","25290","21380"
"In post","2022","Yorkshire and The Humber","North Yorkshire","EO","Female","555","515","26740","26670"
"In post","2022","Yorkshire and The Humber","North Yorkshire","EO","Male","485","470","27590","26670"
"In post","2022","Yorkshire and The Humber","North Yorkshire","G6","Female","65","60","68210","64150"
"In post","2022","Yorkshire and The Humber","North Yorkshire","G6","Male","80","75","66160","63500"
"In post","2022","Yorkshire and The Humber","North Yorkshire","G7","Female","230","215","53950","50610"
"In post","2022","Yorkshire and The Humber","North Yorkshire","G7","Male","225","220","53460","51310"
"In post","2022","Yorkshire and The Humber","North Yorkshire","HEO","Female","430","410","32420","32130"
"In post","2022","Yorkshire and The Humber","North Yorkshire","HEO","Male","425","415","33250","33000"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SEO","Female","305","290","39390","38180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SEO","Male","270","265","39270","38180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","Female","180","165","29650","28200"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","Male","60","55","29140","28200"
"In post","2022","Yorkshire and The Humber","South Yorkshire","AA","Female","160","140","20210","20890"
"In post","2022","Yorkshire and The Humber","South Yorkshire","AA","Male","120","110","20160","20890"
"In post","2022","Yorkshire and The Humber","South Yorkshire","AO","Female","1490","1230","21810","21260"
"In post","2022","Yorkshire and The Humber","South Yorkshire","AO","Male","1110","1060","23670","21680"
"In post","2022","Yorkshire and The Humber","South Yorkshire","EO","Female","1725","1495","26830","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","EO","Male","1130","1080","27420","27370"
"In post","2022","Yorkshire and The Humber","South Yorkshire","G6","Female","185","175","63670","61960"
"In post","2022","Yorkshire and The Humber","South Yorkshire","G6","Male","175","170","65580","63360"
"In post","2022","Yorkshire and The Humber","South Yorkshire","G7","Female","495","465","51970","50630"
"In post","2022","Yorkshire and The Humber","South Yorkshire","G7","Male","485","475","53180","52050"
"In post","2022","Yorkshire and The Humber","South Yorkshire","HEO","Female","860","790","31880","31560"
"In post","2022","Yorkshire and The Humber","South Yorkshire","HEO","Male","645","625","32500","31990"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SCS level","Female","35","35","79510","74100"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SCS level","Male","50","50","81220","75560"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SEO","Female","660","615","38680","37100"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SEO","Male","610","600","39310","37450"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","Female","430","390","29100","28200"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","Male","115","110","31790","30210"
"In post","2022","Yorkshire and The Humber","West Yorkshire","AA","Female","220","195","20460","20890"
"In post","2022","Yorkshire and The Humber","West Yorkshire","AA","Male","210","195","20730","20890"
"In post","2022","Yorkshire and The Humber","West Yorkshire","AO","Female","2495","2120","22180","21260"
"In post","2022","Yorkshire and The Humber","West Yorkshire","AO","Male","2040","1940","23310","21260"
"In post","2022","Yorkshire and The Humber","West Yorkshire","EO","Female","3030","2715","27110","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","EO","Male","2425","2350","27530","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","G6","Female","315","300","65730","64010"
"In post","2022","Yorkshire and The Humber","West Yorkshire","G6","Male","315","305","66820","66610"
"In post","2022","Yorkshire and The Humber","West Yorkshire","G7","Female","945","895","52780","51420"
