"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","UK Statistics Authority","London","10","[c]","33940","32540"
"Leaver Dept.","2022","20-29","Analysis","UK Statistics Authority","Outside London","40","[c]","31730","29540"
"Leaver Dept.","2022","20-29","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Cabinet Office (excl. agencies)","London","20","[c]","33600","34550"
"Leaver Dept.","2022","20-29","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Public Health England","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","15","[c]","27300","27570"
"Leaver Dept.","2022","20-29","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Department for Work and Pensions (excl. agencies)","Outside London","20","[c]","21890","21260"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","20","[c]","35170","34550"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Companies House","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","15","[c]","33140","35310"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Public Health England","London","10","[c]","32910","32490"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Public Health England","Outside London","10","[c]","27450","28590"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Serious Fraud Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
