"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Berkshire","SEO/HEO","HEO","45","40","35350","34130"
"In post","2022","Declared disabled","Berkshire","SEO/HEO","SEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Unknown","Unknown","45","45","29460","25900"
"In post","2022","Declared disabled","Bexley and Greenwich","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","AA/AO","AO","60","55","28400","25560"
"In post","2022","Declared disabled","Bexley and Greenwich","EO","EO","80","75","31920","31060"
"In post","2022","Declared disabled","Bexley and Greenwich","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","AA/AO","AA","35","35","19780","19200"
"In post","2022","Declared disabled","Birmingham","AA/AO","AO","370","330","21810","21250"
"In post","2022","Declared disabled","Birmingham","EO","EO","455","405","27070","27570"
"In post","2022","Declared disabled","Birmingham","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","G6/G7","G7","95","90","54400","55210"
"In post","2022","Declared disabled","Birmingham","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","SEO/HEO","HEO","235","225","32820","33080"
"In post","2022","Declared disabled","Birmingham","SEO/HEO","SEO","125","120","40560","40520"
"In post","2022","Declared disabled","Birmingham","Unknown","Unknown","120","110","30030","28200"
"In post","2022","Declared disabled","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","AA/AO","AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","EO","EO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","AA/AO","AO","335","295","21120","21260"
"In post","2022","Declared disabled","Blackpool","EO","EO","280","250","27500","27570"
"In post","2022","Declared disabled","Blackpool","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","G6/G7","G7","50","45","51260","49170"
"In post","2022","Declared disabled","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","SEO/HEO","HEO","85","80","32460","31990"
"In post","2022","Declared disabled","Blackpool","SEO/HEO","SEO","70","65","37360","36150"
"In post","2022","Declared disabled","Blackpool","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","AA/AO","AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","EO","EO","65","55","27060","27570"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bradford","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bradford","AA/AO","AO","155","125","21300","21260"
"In post","2022","Declared disabled","Bradford","EO","EO","100","85","27420","27570"
"In post","2022","Declared disabled","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bradford","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","Unknown","40","35","31640","30210"
"In post","2022","Declared disabled","Breckland and South Norfolk","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","AA/AO","AO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","EO","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Brent","EO","EO","35","30","30550","31060"
"In post","2022","Declared disabled","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","AO","35","30","21180","21260"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","EO","EO","45","40","27650","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","AA/AO","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","EO","EO","50","45","27560","27570"
"In post","2022","Declared disabled","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","G6/G7","G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","AA/AO","AO","165","150","21870","21270"
"In post","2022","Declared disabled","Bristol, City of","EO","EO","185","165","27160","27570"
"In post","2022","Declared disabled","Bristol, City of","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","G6/G7","G7","80","75","52190","51970"
"In post","2022","Declared disabled","Bristol, City of","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","SEO/HEO","HEO","130","120","32250","32980"
"In post","2022","Declared disabled","Bristol, City of","SEO/HEO","SEO","110","105","40020","39870"
"In post","2022","Declared disabled","Bristol, City of","Unknown","Unknown","45","40","29810","28440"
"In post","2022","Declared disabled","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bromley","EO","EO","40","40","31200","31060"
"In post","2022","Declared disabled","Bromley","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Unknown","Unknown","30","30","35620","32090"
"In post","2022","Declared disabled","Buckinghamshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","AA/AO","AO","45","45","26420","23830"
"In post","2022","Declared disabled","Buckinghamshire","EO","EO","65","60","28450","27570"
"In post","2022","Declared disabled","Buckinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","SEO/HEO","HEO","30","30","34930","35000"
"In post","2022","Declared disabled","Buckinghamshire","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","EO","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","AA/AO","AO","30","25","21040","21260"
"In post","2022","Declared disabled","Calderdale and Kirklees","EO","EO","110","95","27410","27570"
"In post","2022","Declared disabled","Calderdale and Kirklees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Unknown","Unknown","35","35","29210","28200"
"In post","2022","Declared disabled","Cambridgeshire CC","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","AA/AO","AO","85","80","26960","24210"
"In post","2022","Declared disabled","Cambridgeshire CC","EO","EO","100","95","28250","27570"
"In post","2022","Declared disabled","Cambridgeshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","SEO/HEO","HEO","80","80","34570","33300"
"In post","2022","Declared disabled","Cambridgeshire CC","SEO/HEO","SEO","40","40","43100","41100"
"In post","2022","Declared disabled","Cambridgeshire CC","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","AA/AO","AA","20","15","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","AA/AO","AO","65","60","24320","24310"
"In post","2022","Declared disabled","Camden and City of London","EO","EO","55","55","30360","30080"
"In post","2022","Declared disabled","Camden and City of London","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","AO","295","260","22040","21300"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","EO","EO","295","275","27300","26820"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","G6/G7","G6","35","35","68650","67910"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","G6/G7","G7","85","80","55400","55210"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","195","180","33900","33370"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","100","100","42590","40520"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","Unknown","50","45","30670","30210"
"In post","2022","Declared disabled","Causeway Coast and Glens","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","EO","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","AA/AO","AO","55","50","23100","21260"
"In post","2022","Declared disabled","Central Hampshire","EO","EO","80","80","27020","26670"
"In post","2022","Declared disabled","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","G6/G7","G7","40","40","52420","47980"
"In post","2022","Declared disabled","Central Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","SEO/HEO","HEO","95","90","32940","33300"
"In post","2022","Declared disabled","Central Hampshire","SEO/HEO","SEO","65","60","41340","40580"
"In post","2022","Declared disabled","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","AA/AO","AO","90","80","21430","21260"
"In post","2022","Declared disabled","Central Valleys","EO","EO","160","145","27490","27570"
"In post","2022","Declared disabled","Central Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","SEO/HEO","HEO","40","35","35300","34290"
"In post","2022","Declared disabled","Central Valleys","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","Unknown","Unknown","20","20","[c]","[c]"
