"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Property","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Government Property Agency","EO","10","10","24670","24100"
"In post","2022","20-29","Property","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Government Property Agency","G7","10","10","53660","54700"
"In post","2022","20-29","Property","Government Property Agency","HEO","15","15","33040","32000"
"In post","2022","20-29","Property","Government Property Agency","SEO","10","10","38830","37300"
"In post","2022","20-29","Property","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","HM Courts and Tribunals Service","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Property","HM Courts and Tribunals Service","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Property","HM Revenue and Customs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Property","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","AA","50","50","18880","19010"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","EO","45","40","25930","26350"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","HEO","35","35","33640","33300"
"In post","2022","20-29","Property","Ministry of Defence (excl. agencies)","SEO","10","10","42110","40580"
"In post","2022","20-29","Property","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Justice (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Justice (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Property","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Scottish Prison Service","AA","10","10","[c]","[c]"
"In post","2022","20-29","Property","Scottish Prison Service","AO","15","15","28820","29900"
"In post","2022","20-29","Property","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Valuation Office Agency","AO","180","180","22030","22010"
"In post","2022","20-29","Property","Valuation Office Agency","EO","190","180","26590","26030"
"In post","2022","20-29","Property","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Valuation Office Agency","HEO","160","160","31280","31900"
"In post","2022","20-29","Property","Valuation Office Agency","SEO","60","60","43920","43370"
"In post","2022","20-29","Property","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","AO","45","40","21100","21050"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","EO","85","85","25650","26350"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","HEO","45","45","33350","33000"
"In post","2022","20-29","Security","Cabinet Office (excl. agencies)","SEO","15","15","39850","40600"
"In post","2022","20-29","Security","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Transport (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Security","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Driver and Vehicle Licensing Agency","AA","5","5","[c]","[c]"
"In post","2022","20-29","Security","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","FCDO Services","AO","10","10","[c]","[c]"
"In post","2022","20-29","Security","FCDO Services","EO","10","10","28160","26620"
"In post","2022","20-29","Security","FCDO Services","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Security","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Security","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Security","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","20","20","34770","35060"
"In post","2022","20-29","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Security","HM Prison and Probation Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","HM Prison and Probation Service","AO","20","20","23150","22240"
"In post","2022","20-29","Security","HM Prison and Probation Service","EO","30","30","27680","25830"
"In post","2022","20-29","Security","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","HM Prison and Probation Service","HEO","55","55","32080","31390"
"In post","2022","20-29","Security","HM Prison and Probation Service","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Security","HM Revenue and Customs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Security","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","AA","230","230","21100","19810"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","AO","505","505","27660","26750"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","EO","135","135","28580","28700"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","HEO","100","100","36030","37000"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","SEO","25","25","43990","44500"
"In post","2022","20-29","Security","Ministry of Defence (excl. agencies)","Unknown","10","10","27010","27370"
"In post","2022","20-29","Security","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Ministry of Justice (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Security","National Crime Agency","AO","5","5","[c]","[c]"
"In post","2022","20-29","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","UK Statistics Authority","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Security","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Accountant in Bankruptcy","AA","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Accountant in Bankruptcy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Prosecution Service","EO","10","10","26360","26330"
"In post","2022","20-29","Unknown","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Prosecution Service","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","AO","40","40","21800","21260"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","EO","65","65","28470","27570"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","G7","15","15","54170","54070"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","HEO","95","95","34820","36650"
"In post","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","SEO","45","45","38560","39960"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","EO","10","10","25540","25790"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","G7","20","20","52020","53360"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","HEO","30","30","32400","32790"
"In post","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","SEO","10","10","40650","40650"
"In post","2022","20-29","Unknown","Disclosure Scotland","AA","55","50","21710","21050"
"In post","2022","20-29","Unknown","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Disclosure Scotland","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Education Scotland","AA","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Education Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Food Standards Scotland","EO","20","20","27630","27230"
"In post","2022","20-29","Unknown","Food Standards Scotland","HEO","20","20","32240","31540"
"In post","2022","20-29","Unknown","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","15","15","32640","32860"
"In post","2022","20-29","Unknown","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Forestry and Land Scotland","AO","60","60","24550","24020"
"In post","2022","20-29","Unknown","Forestry and Land Scotland","EO","20","20","30270","30020"
"In post","2022","20-29","Unknown","Forestry and Land Scotland","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","HM Treasury (excl. agencies)","AO","10","10","22750","22750"
"In post","2022","20-29","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Home Office","AA","110","100","20340","19210"
"In post","2022","20-29","Unknown","Home Office","AO","1330","1280","22110","21680"
"In post","2022","20-29","Unknown","Home Office","EO","2385","2360","26150","24890"
"In post","2022","20-29","Unknown","Home Office","G6","15","15","69400","68700"
"In post","2022","20-29","Unknown","Home Office","G7","265","265","57710","57430"
"In post","2022","20-29","Unknown","Home Office","HEO","935","930","33790","35050"
"In post","2022","20-29","Unknown","Home Office","SEO","495","495","41800","41950"
"In post","2022","20-29","Unknown","Home Office","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","AA","100","100","19320","19010"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","AO","345","340","21720","21170"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","EO","265","265","27730","26670"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","G7","45","45","59170","58550"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","HEO","245","240","35020","34000"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","SEO","155","155","44000","44500"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","National Records of Scotland","AA","15","15","22840","23230"
"In post","2022","20-29","Unknown","National Records of Scotland","AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","National Records of Scotland","EO","20","20","28340","27230"
"In post","2022","20-29","Unknown","National Records of Scotland","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","National Records of Scotland","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Scottish Charity Regulator","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Royal Fleet Auxiliary","Unknown","365","365","28260","28980"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Forestry","AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","AA","180","175","22120","21050"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","AO","170","165","24900","24400"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","EO","425","420","28120","27230"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","G7","70","70","51930","49860"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","HEO","545","540","33180","31540"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","SEO","205","200","41140","39660"
"In post","2022","20-29","Unknown","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","AO","25","25","25250","25930"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","EO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Social Security Scotland","AA","235","225","21420","21050"
"In post","2022","20-29","Unknown","Social Security Scotland","AO","30","30","24630","24400"
"In post","2022","20-29","Unknown","Social Security Scotland","EO","195","195","27550","27230"
"In post","2022","20-29","Unknown","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Social Security Scotland","HEO","70","70","32110","31540"
"In post","2022","20-29","Unknown","Social Security Scotland","SEO","25","25","42730","43000"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","AA","35","35","22500","23230"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","EO","15","15","27640","27230"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","AA","10","10","22590","23230"
"In post","2022","20-29","Unknown","Transport Scotland","AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","EO","15","15","28400","27940"
"In post","2022","20-29","Unknown","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","HEO","30","30","33250","33070"
"In post","2022","20-29","Unknown","Transport Scotland","SEO","10","10","39760","39660"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","AO","225","220","23810","24630"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","EO","180","180","27630","26820"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","G7","15","15","55000","54280"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","HEO","105","105","33690","33190"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","SEO","15","15","41000","41980"
"In post","2022","20-29","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","20","20","25410","25460"
"In post","2022","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G7","10","10","48490","48080"
"In post","2022","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","50","50","29780","29750"
"In post","2022","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","45","45","36850","36580"
"In post","2022","30-39","Analysis","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Companies House","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Companies House","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Competition and Markets Authority","G6","20","20","74490","74480"
"In post","2022","30-39","Analysis","Competition and Markets Authority","G7","20","20","56980","56110"
"In post","2022","30-39","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Competition and Markets Authority","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Defence Science and Technology Laboratory","G7","60","60","47930","47010"
"In post","2022","30-39","Analysis","Defence Science and Technology Laboratory","HEO","25","25","31100","29230"
"In post","2022","30-39","Analysis","Defence Science and Technology Laboratory","SEO","60","55","39670","38070"
"In post","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","15","15","56960","57620"
