"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AO","Female","325","260","22150","21260"
"In post","2022","Project Delivery","AA/AO","AO","Male","140","130","22100","21260"
"In post","2022","Project Delivery","EO","EO","Female","875","810","27060","26820"
"In post","2022","Project Delivery","EO","EO","Male","535","515","26700","26670"
"In post","2022","Project Delivery","G6/G7","G6","Female","535","520","66630","66610"
"In post","2022","Project Delivery","G6/G7","G6","Male","730","715","67960","67910"
"In post","2022","Project Delivery","G6/G7","G7","Female","1585","1530","53860","54540"
"In post","2022","Project Delivery","G6/G7","G7","Male","1890","1855","54270","54540"
"In post","2022","Project Delivery","SCS level","SCS level","Female","170","165","86680","79990"
"In post","2022","Project Delivery","SCS level","SCS level","Male","205","200","93650","86740"
"In post","2022","Project Delivery","SEO/HEO","HEO","Female","2200","2065","33170","33300"
"In post","2022","Project Delivery","SEO/HEO","HEO","Male","1570","1545","33170","33300"
"In post","2022","Project Delivery","SEO/HEO","SEO","Female","2275","2160","40350","40520"
"In post","2022","Project Delivery","SEO/HEO","SEO","Male","2350","2300","40910","40520"
"In post","2022","Project Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Female","175","165","41250","39860"
"In post","2022","Project Delivery","Unknown","Unknown","Male","320","320","47090","44430"
"In post","2022","Property","AA/AO","AA","Female","190","175","18440","18230"
"In post","2022","Property","AA/AO","AA","Male","345","340","18140","17480"
"In post","2022","Property","AA/AO","AO","Female","255","220","22500","22040"
"In post","2022","Property","AA/AO","AO","Male","195","185","22560","22010"
"In post","2022","Property","EO","EO","Female","760","695","27330","26880"
"In post","2022","Property","EO","EO","Male","775","755","27250","26880"
"In post","2022","Property","G6/G7","G6","Female","140","140","65320","64540"
"In post","2022","Property","G6/G7","G6","Male","315","310","66800","65370"
"In post","2022","Property","G6/G7","G7","Female","370","355","53990","54110"
"In post","2022","Property","G6/G7","G7","Male","685","670","55530","54700"
"In post","2022","Property","SCS level","SCS level","Female","30","30","81240","75200"
"In post","2022","Property","SCS level","SCS level","Male","60","60","93770","90000"
"In post","2022","Property","SEO/HEO","HEO","Female","760","725","32980","33300"
"In post","2022","Property","SEO/HEO","HEO","Male","1080","1050","33800","33300"
"In post","2022","Property","SEO/HEO","SEO","Female","600","560","41880","40580"
"In post","2022","Property","SEO/HEO","SEO","Male","995","960","43150","42940"
"In post","2022","Property","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Male","35","35","22090","21600"
"In post","2022","Psychology","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AO","Female","75","70","21700","21550"
"In post","2022","Psychology","AA/AO","AO","Male","10","5","[c]","[c]"
"In post","2022","Psychology","EO","EO","Female","350","340","27140","26850"
"In post","2022","Psychology","EO","EO","Male","65","65","26840","26850"
"In post","2022","Psychology","G6/G7","G6","Female","20","20","[c]","[c]"
"In post","2022","Psychology","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2022","Psychology","G6/G7","G7","Female","75","70","61720","62010"
"In post","2022","Psychology","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2022","Psychology","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","HEO","Female","460","450","30500","30450"
"In post","2022","Psychology","SEO/HEO","HEO","Male","50","50","32000","31180"
"In post","2022","Psychology","SEO/HEO","SEO","Female","350","325","45840","46260"
"In post","2022","Psychology","SEO/HEO","SEO","Male","35","30","44280","43870"
"In post","2022","Psychology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","AA","Female","40","35","20320","19480"
"In post","2022","Science and Engineering","AA/AO","AA","Male","125","125","18660","19010"
"In post","2022","Science and Engineering","AA/AO","AO","Female","285","270","22290","21820"
"In post","2022","Science and Engineering","AA/AO","AO","Male","655","645","22280","22430"
"In post","2022","Science and Engineering","EO","EO","Female","660","630","26150","26370"
"In post","2022","Science and Engineering","EO","EO","Male","1320","1295","26140","26370"
"In post","2022","Science and Engineering","G6/G7","G6","Female","205","185","68900","67480"
"In post","2022","Science and Engineering","G6/G7","G6","Male","365","350","68970","67840"
"In post","2022","Science and Engineering","G6/G7","G7","Female","775","725","52420","52310"
"In post","2022","Science and Engineering","G6/G7","G7","Male","1790","1730","53400","53290"
"In post","2022","Science and Engineering","SCS level","SCS level","Female","30","25","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","SCS level","Male","65","65","92680","92290"
"In post","2022","Science and Engineering","SEO/HEO","HEO","Female","1120","1045","32110","32310"
"In post","2022","Science and Engineering","SEO/HEO","HEO","Male","2090","2050","32680","32710"
"In post","2022","Science and Engineering","SEO/HEO","SEO","Female","1170","1080","40400","40060"
"In post","2022","Science and Engineering","SEO/HEO","SEO","Male","2455","2385","41750","41100"
"In post","2022","Science and Engineering","Unknown","Unknown","Female","90","85","39650","33870"
"In post","2022","Science and Engineering","Unknown","Unknown","Male","715","705","41020","39860"
"In post","2022","Security","AA/AO","AA","Female","340","330","20590","19810"
"In post","2022","Security","AA/AO","AA","Male","2215","2155","20760","19810"
"In post","2022","Security","AA/AO","AO","Female","515","490","28290","25630"
"In post","2022","Security","AA/AO","AO","Male","2515","2480","33120","39030"
"In post","2022","Security","EO","EO","Female","350","330","29490","27570"
"In post","2022","Security","EO","EO","Male","705","695","35800","33520"
"In post","2022","Security","G6/G7","G6","Female","40","40","68610","65440"
"In post","2022","Security","G6/G7","G6","Male","90","90","69080","68010"
"In post","2022","Security","G6/G7","G7","Female","120","120","55000","54600"
"In post","2022","Security","G6/G7","G7","Male","260","260","56340","55210"
"In post","2022","Security","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Security","SCS level","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Security","SEO/HEO","HEO","Female","435","425","34240","33300"
"In post","2022","Security","SEO/HEO","HEO","Male","710","695","37590","34640"
"In post","2022","Security","SEO/HEO","SEO","Female","290","280","43040","41750"
"In post","2022","Security","SEO/HEO","SEO","Male","480","475","44500","42460"
"In post","2022","Security","Unknown","Unknown","Female","45","45","36070","35280"
"In post","2022","Security","Unknown","Unknown","Male","140","140","31800","28280"
"In post","2022","Social Research","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","EO","Female","40","40","31540","33650"
"In post","2022","Social Research","EO","EO","Male","20","20","[c]","[c]"
"In post","2022","Social Research","G6/G7","G6","Female","45","40","66640","66750"
"In post","2022","Social Research","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2022","Social Research","G6/G7","G7","Female","200","185","55250","54760"
"In post","2022","Social Research","G6/G7","G7","Male","100","100","55730","55230"
"In post","2022","Social Research","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Social Research","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","HEO","Female","315","305","32550","31210"
"In post","2022","Social Research","SEO/HEO","HEO","Male","130","130","32690","31320"
"In post","2022","Social Research","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","SEO","Female","305","285","40750","40100"
"In post","2022","Social Research","SEO/HEO","SEO","Male","115","110","40280","39300"
"In post","2022","Statistics","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2022","Statistics","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2022","Statistics","AA/AO","AO","Female","20","15","[c]","[c]"
"In post","2022","Statistics","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Statistics","EO","EO","Female","100","95","28150","28310"
"In post","2022","Statistics","EO","EO","Male","150","145","27980","27850"
"In post","2022","Statistics","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","G6/G7","G6","Female","80","75","66590","66370"
"In post","2022","Statistics","G6/G7","G6","Male","90","90","67270","66420"
"In post","2022","Statistics","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","G6/G7","G7","Female","300","280","55180","54110"
"In post","2022","Statistics","G6/G7","G7","Male","300","295","56190","55840"
"In post","2022","Statistics","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Statistics","SCS level","SCS level","Male","30","30","86350","77960"
"In post","2022","Statistics","SEO/HEO","HEO","Female","280","265","33550","33210"
"In post","2022","Statistics","SEO/HEO","HEO","Male","365","360","34200","33430"
"In post","2022","Statistics","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","SEO","Female","280","265","40870","40260"
"In post","2022","Statistics","SEO/HEO","SEO","Male","325","320","41250","40520"
"In post","2022","Statistics","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","AA/AO","AO","Female","1820","1655","21370","21250"
"In post","2022","Tax","AA/AO","AO","Male","1580","1525","21340","21250"
"In post","2022","Tax","EO","EO","Female","2395","2200","27450","26820"
"In post","2022","Tax","EO","EO","Male","2405","2340","27340","26820"
"In post","2022","Tax","G6/G7","G6","Female","275","255","69300","67910"
"In post","2022","Tax","G6/G7","G6","Male","460","440","69960","67910"
"In post","2022","Tax","G6/G7","G7","Female","895","850","55790","55210"
"In post","2022","Tax","G6/G7","G7","Male","1375","1335","56330","55210"
"In post","2022","Tax","SCS level","SCS level","Female","40","40","82440","78000"
"In post","2022","Tax","SCS level","SCS level","Male","40","40","81300","79930"
"In post","2022","Tax","SEO/HEO","HEO","Female","2785","2600","34200","33370"
"In post","2022","Tax","SEO/HEO","HEO","Male","3240","3155","34280","33370"
"In post","2022","Tax","SEO/HEO","SEO","Female","1085","1035","40790","40520"
"In post","2022","Tax","SEO/HEO","SEO","Male","1205","1160","41130","40520"
"In post","2022","Unknown","AA/AO","AA","Female","900","830","22140","22140"
"In post","2022","Unknown","AA/AO","AA","Male","755","730","22300","22140"
"In post","2022","Unknown","AA/AO","AO","Female","1590","1455","23200","22810"
"In post","2022","Unknown","AA/AO","AO","Male","1595","1550","23920","22810"
"In post","2022","Unknown","EO","EO","Female","3040","2900","27930","27230"
"In post","2022","Unknown","EO","EO","Male","2395","2365","28340","27500"
"In post","2022","Unknown","G6/G7","G6","Female","1360","1310","70710","69590"
"In post","2022","Unknown","G6/G7","G6","Male","1230","1220","71810","70480"
"In post","2022","Unknown","G6/G7","G7","Female","2885","2765","56630","54700"
"In post","2022","Unknown","G6/G7","G7","Male","2615","2590","57870","56340"
"In post","2022","Unknown","SCS level","SCS level","Female","535","520","92280","83230"
"In post","2022","Unknown","SCS level","SCS level","Male","685","675","100770","93000"
"In post","2022","Unknown","SEO/HEO","HEO","Female","4380","4250","33000","33070"
"In post","2022","Unknown","SEO/HEO","HEO","Male","3510","3480","33540","33250"
"In post","2022","Unknown","SEO/HEO","SEO","Female","2580","2465","42750","40810"
"In post","2022","Unknown","SEO/HEO","SEO","Male","2165","2135","43370","42550"
"In post","2022","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","Female","5","5","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","Male","10","10","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G7","Female","55","55","53430","52070"
"In post","2022","Veterinarian","G6/G7","G7","Male","55","55","53630","54310"
"In post","2022","Veterinarian","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","Female","10","10","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","SEO","Female","145","135","39850","37480"
"In post","2022","Veterinarian","SEO/HEO","SEO","Male","100","95","40910","37910"
"Leaver CS","2022","Commercial","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Female","35","[c]","25650","25970"
"Leaver CS","2022","Commercial","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","HEO","Female","45","[c]","33010","33300"
"Leaver CS","2022","Commercial","SEO/HEO","HEO","Male","45","[c]","33180","33630"
"Leaver CS","2022","Commercial","SEO/HEO","SEO","Female","65","[c]","39980","40560"
"Leaver CS","2022","Commercial","SEO/HEO","SEO","Male","75","[c]","40170","39650"
"Leaver CS","2022","Commercial","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","EO","Female","50","[c]","27550","27680"
"Leaver CS","2022","Communications","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Female","60","[c]","34110","33350"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Male","40","[c]","35480","35830"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","SEO","Female","55","[c]","41960","40990"
"Leaver CS","2022","Communications","SEO/HEO","SEO","Male","35","[c]","41610","40580"
"Leaver CS","2022","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AO","Female","50","[c]","21860","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","EO","Female","70","[c]","27740","27570"
"Leaver CS","2022","Counter Fraud","EO","EO","Male","60","[c]","27810","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AO","Male","40","[c]","22450","21580"
"Leaver CS","2022","Digital, Data and Technology","EO","EO","Female","85","[c]","27330","26700"
"Leaver CS","2022","Digital, Data and Technology","EO","EO","Male","140","[c]","27260","27130"
"Leaver CS","2022","Digital, Data and Technology","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G6","Male","65","[c]","70220","68870"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G7","Female","80","[c]","54690","54350"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G7","Male","195","[c]","56290","56170"
"Leaver CS","2022","Digital, Data and Technology","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HEO","Female","100","[c]","33720","33350"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HEO","Male","220","[c]","34290","33840"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","SEO","Female","90","[c]","40960","40580"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","SEO","Male","265","[c]","41970","40670"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AO","Female","45","[c]","22080","21680"
"Leaver CS","2022","Finance","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","EO","Female","80","[c]","26320","26670"
"Leaver CS","2022","Finance","EO","EO","Male","65","[c]","26010","26670"
"Leaver CS","2022","Finance","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","G7","Female","45","[c]","56040","54540"
"Leaver CS","2022","Finance","G6/G7","G7","Male","45","[c]","54750","54540"
"Leaver CS","2022","Finance","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","HEO","Female","75","[c]","33570","33300"
"Leaver CS","2022","Finance","SEO/HEO","HEO","Male","85","[c]","34620","33300"
"Leaver CS","2022","Finance","SEO/HEO","SEO","Female","55","[c]","42500","41750"
"Leaver CS","2022","Finance","SEO/HEO","SEO","Male","60","[c]","43470","42170"
"Leaver CS","2022","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AO","Female","75","[c]","21830","21380"
"Leaver CS","2022","Human Resources","AA/AO","AO","Male","30","[c]","22210","21170"
"Leaver CS","2022","Human Resources","EO","EO","Female","100","[c]","25920","26670"
"Leaver CS","2022","Human Resources","EO","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","G7","Female","50","[c]","54270","53680"
"Leaver CS","2022","Human Resources","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","HEO","Female","80","[c]","33150","33260"
"Leaver CS","2022","Human Resources","SEO/HEO","HEO","Male","40","[c]","33490","33900"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Female","65","[c]","42030","40580"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Male","40","[c]","41770","41230"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G7","Female","30","[c]","74070","75500"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","SEO","Female","45","[c]","49470","51360"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","EO","Male","45","[c]","28240","27910"
"Leaver CS","2022","Intelligence Analysis","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
