"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","SEO/HEO","Heterosexual / straight","60","60","37310","40350"
"In post","2022","Food Standards Agency","Inner London - West","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Inner London - West","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Merseyside","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Merseyside","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","SEO/HEO","Heterosexual / straight","80","75","34520","34090"
"In post","2022","Food Standards Agency","North Yorkshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","North Yorkshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SEO/HEO","Heterosexual / straight","60","55","34690","37350"
"In post","2022","Food Standards Agency","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - South","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Outer London - West and North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Southern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Southern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Central Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Central Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Central Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","35","35","35740","37350"
"In post","2022","Food Standards Agency","West Wales and The Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Wales and The Valleys","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","West Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","180","175","24280","25000"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","185","180","28110","27350"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","130","115","61850","57750"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","310","300","39880","39580"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","35","35","41120","41840"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","45","45","42350","42080"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","55","55","20970","21600"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","Heterosexual / straight","140","135","28430","28250"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","Unknown","50","50","28010","28250"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","EO","Heterosexual / straight","330","325","31780","30800"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","EO","Unknown","60","60","30840","30630"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","G6/G7","Heterosexual / straight","1115","1075","61510","60470"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","G6/G7","LGBO","85","85","61290","59470"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","G6/G7","Undeclared","135","135","62550","61590"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","G6/G7","Unknown","375","365","58340","56080"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SCS level","Heterosexual / straight","200","195","86120","78010"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SCS level","Unknown","30","30","91720","91130"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SEO/HEO","Heterosexual / straight","960","945","39710","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SEO/HEO","LGBO","80","80","38620","37700"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SEO/HEO","Undeclared","120","120","39270","38230"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","SEO/HEO","Unknown","255","250","38100","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","Heterosexual / straight","55","55","27120","27170"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","Undeclared","10","10","[c]","[c]"
