"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Debt","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","AO","125","[c]","21710","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","EO","95","[c]","28000","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","HEO","40","[c]","34240","33700"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","AO","50","[c]","22400","21430"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","EO","65","[c]","29150","28980"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","AO","55","[c]","21130","21300"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","AA","50","[c]","18790","17540"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","AO","130","[c]","21360","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","EO","65","[c]","27720","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","HEO","35","[c]","32700","33330"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","No function","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Analysis","AO","40","[c]","22580","22620"
"Leaver CS","2022","Declared non-disabled","White","Analysis","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Analysis","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Analysis","G7","40","[c]","55500","54430"
"Leaver CS","2022","Declared non-disabled","White","Analysis","HEO","60","[c]","33130","32010"
"Leaver CS","2022","Declared non-disabled","White","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Analysis","SEO","35","[c]","39060","38070"
"Leaver CS","2022","Declared non-disabled","White","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","HEO","45","[c]","33460","33650"
"Leaver CS","2022","Declared non-disabled","White","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Commercial","SEO","40","[c]","41530","40600"
"Leaver CS","2022","Declared non-disabled","White","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","HEO","55","[c]","34180","34040"
"Leaver CS","2022","Declared non-disabled","White","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Communications","SEO","35","[c]","41480","40070"
"Leaver CS","2022","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","AO","55","[c]","21880","21260"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","EO","90","[c]","27760","27570"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Counter Fraud","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Debt","AO","105","[c]","21190","21260"
"Leaver CS","2022","Declared non-disabled","White","Debt","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Debt","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","AO","30","[c]","21800","21170"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","EO","95","[c]","27480","26900"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","G6","50","[c]","69300","70310"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","G7","125","[c]","55900","54840"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","HEO","115","[c]","34070","33350"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","SEO","140","[c]","42310","40670"
"Leaver CS","2022","Declared non-disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Finance","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","Finance","AO","35","[c]","22110","21660"
