"Status","Year","Age","Function_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Northumberland, and Tyne and Wear","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Debt","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
