"Status","Year","Ethnicity","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","25","25","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","35","35","37190","31600"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65","60","38150","33370"
"In post","2022","Asian","Greater Manchester","Heterosexual / straight","1555","1485","30560","27570"
"In post","2022","Asian","Greater Manchester","LGBO","55","50","28980","26820"
"In post","2022","Asian","Greater Manchester","Undeclared","85","80","28170","26820"
"In post","2022","Asian","Greater Manchester","Unknown","160","140","27810","26820"
"In post","2022","Asian","Hampshire and Isle of Wight","Heterosexual / straight","285","260","30350","26670"
"In post","2022","Asian","Hampshire and Isle of Wight","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Unknown","40","35","31390","27570"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","170","155","28470","26810"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inner London - East","Heterosexual / straight","2425","2320","38440","33440"
"In post","2022","Asian","Inner London - East","LGBO","65","60","38990","35240"
"In post","2022","Asian","Inner London - East","Undeclared","165","155","37270","32090"
"In post","2022","Asian","Inner London - East","Unknown","455","415","38260","33440"
"In post","2022","Asian","Inner London - West","Heterosexual / straight","5515","5365","42550","38600"
"In post","2022","Asian","Inner London - West","LGBO","200","195","43560","40050"
"In post","2022","Asian","Inner London - West","Undeclared","330","315","41440","39050"
"In post","2022","Asian","Inner London - West","Unknown","305","285","43450","39000"
"In post","2022","Asian","Kent","Heterosexual / straight","160","150","28840","29290"
"In post","2022","Asian","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Kent","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Lancashire","Heterosexual / straight","835","755","26280","22600"
"In post","2022","Asian","Lancashire","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Lancashire","Undeclared","50","45","24570","21260"
"In post","2022","Asian","Lancashire","Unknown","135","120","25500","21260"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","825","755","26260","24880"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Undeclared","65","55","25270","21260"
"In post","2022","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","130","110","25810","24810"
"In post","2022","Asian","Lincolnshire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Asian","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Heterosexual / straight","200","185","31670","26590"
"In post","2022","Asian","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Merseyside","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","Merseyside","Unknown","30","30","34200","28240"
"In post","2022","Asian","North Eastern Scotland","Heterosexual / straight","35","30","50600","44070"
"In post","2022","Asian","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","Heterosexual / straight","65","60","32990","29180"
"In post","2022","Asian","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Heterosexual / straight","375","360","30440","27570"
"In post","2022","Asian","Northumberland, and Tyne and Wear","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Northumberland, and Tyne and Wear","Unknown","40","35","28300","22080"
"In post","2022","Asian","Outer London - East and North East","Heterosexual / straight","655","605","30260","31060"
"In post","2022","Asian","Outer London - East and North East","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Outer London - East and North East","Undeclared","50","45","28350","30470"
"In post","2022","Asian","Outer London - East and North East","Unknown","115","95","29200","30330"
"In post","2022","Asian","Outer London - South","Heterosexual / straight","1600","1510","35950","31060"
"In post","2022","Asian","Outer London - South","LGBO","25","20","[c]","[c]"
"In post","2022","Asian","Outer London - South","Undeclared","155","145","32550","29370"
"In post","2022","Asian","Outer London - South","Unknown","110","100","35550","33440"
"In post","2022","Asian","Outer London - West and North West","Heterosexual / straight","2160","1995","31810","29890"
"In post","2022","Asian","Outer London - West and North West","LGBO","50","45","29080","29530"
"In post","2022","Asian","Outer London - West and North West","Undeclared","210","185","30620","29080"
"In post","2022","Asian","Outer London - West and North West","Unknown","200","180","36270","31060"
"In post","2022","Asian","Overseas","Heterosexual / straight","145","145","44240","38300"
"In post","2022","Asian","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","Heterosexual / straight","285","275","33680","27570"
"In post","2022","Asian","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Shropshire and Staffordshire","Unknown","30","25","29920","27570"
"In post","2022","Asian","South Yorkshire","Heterosexual / straight","420","395","29680","25260"
"In post","2022","Asian","South Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","South Yorkshire","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","South Yorkshire","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Southern Scotland","Heterosexual / straight","45","45","32880","27890"
"In post","2022","Asian","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Surrey, East and West Sussex","Heterosexual / straight","320","295","30980","28350"
"In post","2022","Asian","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Surrey, East and West Sussex","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Surrey, East and West Sussex","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Tees Valley and Durham","Heterosexual / straight","115","100","28070","25530"
"In post","2022","Asian","Tees Valley and Durham","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Tees Valley and Durham","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Unknown","Heterosexual / straight","125","110","30290","30330"
"In post","2022","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","West Central Scotland","Heterosexual / straight","290","275","30920","27570"
"In post","2022","Asian","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","West Central Scotland","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","West Central Scotland","Unknown","35","35","30130","26820"
"In post","2022","Asian","West Midlands","Heterosexual / straight","3550","3355","28770","27570"
"In post","2022","Asian","West Midlands","LGBO","60","60","28630","26740"
"In post","2022","Asian","West Midlands","Undeclared","210","190","26460","25580"
"In post","2022","Asian","West Midlands","Unknown","495","440","28170","27570"
"In post","2022","Asian","West Wales and The Valleys","Heterosexual / straight","125","120","28600","26130"
"In post","2022","Asian","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Wales and The Valleys","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","West Wales and The Valleys","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","West Yorkshire","Heterosexual / straight","1895","1775","28980","27570"
"In post","2022","Asian","West Yorkshire","LGBO","40","40","26310","23910"
"In post","2022","Asian","West Yorkshire","Undeclared","100","90","27640","25740"
"In post","2022","Asian","West Yorkshire","Unknown","295","255","27720","26820"
"In post","2022","Black","Bedfordshire and Hertfordshire","Heterosexual / straight","220","215","30910","29290"
"In post","2022","Black","Bedfordshire and Hertfordshire","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","275","265","30310","28140"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Cheshire","Heterosexual / straight","30","30","32460","29010"
"In post","2022","Black","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","Heterosexual / straight","340","325","28430","26820"
"In post","2022","Black","Derbyshire and Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","Undeclared","15","10","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","Unknown","40","35","28030","27570"
"In post","2022","Black","Devon","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Black","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","Heterosexual / straight","110","105","29510","27570"
"In post","2022","Black","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2022","Black","East Anglia","Undeclared","10","5","[c]","[c]"
"In post","2022","Black","East Anglia","Unknown","15","15","[c]","[c]"
"In post","2022","Black","East Wales","Heterosexual / straight","150","145","31500","27570"
"In post","2022","Black","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","East Wales","Unknown","15","15","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","Heterosexual / straight","110","110","31250","27400"
"In post","2022","Black","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","Heterosexual / straight","210","195","30890","29290"
"In post","2022","Black","Essex","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Essex","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Essex","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","475","455","32950","31990"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","35","30","36440","31900"
"In post","2022","Black","Greater Manchester","Heterosexual / straight","575","555","29950","27570"
"In post","2022","Black","Greater Manchester","LGBO","15","15","[c]","[c]"
"In post","2022","Black","Greater Manchester","Undeclared","35","35","32010","27570"
"In post","2022","Black","Greater Manchester","Unknown","50","45","26310","23020"
"In post","2022","Black","Hampshire and Isle of Wight","Heterosexual / straight","150","135","29770","26820"
"In post","2022","Black","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","Unknown","15","10","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","55","55","28920","27570"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","10","5","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - East","Heterosexual / straight","2150","2090","34470","31060"
"In post","2022","Black","Inner London - East","LGBO","50","50","35660","31060"
"In post","2022","Black","Inner London - East","Undeclared","165","160","34000","31060"
"In post","2022","Black","Inner London - East","Unknown","420","395","33540","31070"
"In post","2022","Black","Inner London - West","Heterosexual / straight","3750","3675","38080","34260"
"In post","2022","Black","Inner London - West","LGBO","120","120","40520","34140"
"In post","2022","Black","Inner London - West","Undeclared","210","200","35230","31680"
"In post","2022","Black","Inner London - West","Unknown","270","250","35510","31560"
"In post","2022","Black","Kent","Heterosexual / straight","170","165","30770","29290"
"In post","2022","Black","Kent","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Kent","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Lancashire","Heterosexual / straight","55","50","28470","27570"
"In post","2022","Black","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","170","155","27690","25470"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Lincolnshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Black","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","Heterosexual / straight","135","130","28700","26160"
"In post","2022","Black","Merseyside","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","Unknown","10","10","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Yorkshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Black","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northumberland, and Tyne and Wear","Heterosexual / straight","120","110","28510","26820"
"In post","2022","Black","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northumberland, and Tyne and Wear","Unknown","10","5","[c]","[c]"
"In post","2022","Black","Outer London - East and North East","Heterosexual / straight","635","615","31660","31060"
"In post","2022","Black","Outer London - East and North East","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Outer London - East and North East","Undeclared","25","25","[c]","[c]"
"In post","2022","Black","Outer London - East and North East","Unknown","70","65","30250","31060"
"In post","2022","Black","Outer London - South","Heterosexual / straight","1530","1470","33960","31060"
"In post","2022","Black","Outer London - South","LGBO","20","20","[c]","[c]"
"In post","2022","Black","Outer London - South","Undeclared","85","80","33510","30560"
"In post","2022","Black","Outer London - South","Unknown","85","80","33680","31810"
"In post","2022","Black","Outer London - West and North West","Heterosexual / straight","765","730","31600","31060"
"In post","2022","Black","Outer London - West and North West","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Outer London - West and North West","Undeclared","40","40","33350","30920"
"In post","2022","Black","Outer London - West and North West","Unknown","70","65","34460","31060"
"In post","2022","Black","Overseas","Heterosexual / straight","65","65","43910","38540"
"In post","2022","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Shropshire and Staffordshire","Heterosexual / straight","115","110","29420","27570"
"In post","2022","Black","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Shropshire and Staffordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Shropshire and Staffordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Black","South Yorkshire","Heterosexual / straight","155","145","28670","25310"
"In post","2022","Black","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","South Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Southern Scotland","Heterosexual / straight","30","30","31270","27570"
"In post","2022","Black","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Surrey, East and West Sussex","Heterosexual / straight","210","200","31310","29290"
"In post","2022","Black","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2022","Black","Surrey, East and West Sussex","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Surrey, East and West Sussex","Unknown","15","10","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Heterosexual / straight","30","30","30500","27570"
"In post","2022","Black","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Heterosexual / straight","50","50","34800","31060"
"In post","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Black","West Central Scotland","Heterosexual / straight","120","115","29360","26590"
"In post","2022","Black","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Black","West Midlands","Heterosexual / straight","1030","975","29360","27570"
"In post","2022","Black","West Midlands","LGBO","20","15","[c]","[c]"
"In post","2022","Black","West Midlands","Undeclared","60","55","26220","26800"
"In post","2022","Black","West Midlands","Unknown","115","105","28240","27570"
"In post","2022","Black","West Wales and The Valleys","Heterosexual / straight","45","45","27870","27570"
"In post","2022","Black","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Wales and The Valleys","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
