"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Tax","London","AO","Male","25","25","[c]","[c]"
"In post","2022","Tax","London","EO","Female","270","250","31870","31020"
"In post","2022","Tax","London","EO","Male","225","220","31750","31020"
"In post","2022","Tax","London","G6","Female","55","50","73940","74850"
"In post","2022","Tax","London","G6","Male","110","100","75550","74850"
"In post","2022","Tax","London","G7","Female","135","125","61490","62120"
"In post","2022","Tax","London","G7","Male","265","260","61960","62120"
"In post","2022","Tax","London","HEO","Female","460","435","38370","37930"
"In post","2022","Tax","London","HEO","Male","515","495","38630","37930"
"In post","2022","Tax","London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Tax","London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Tax","London","SEO","Female","155","155","44080","43810"
"In post","2022","Tax","London","SEO","Male","225","220","44600","43850"
"In post","2022","Tax","Outside London","AO","Female","1785","1625","21290","21250"
"In post","2022","Tax","Outside London","AO","Male","1555","1500","21270","21250"
"In post","2022","Tax","Outside London","EO","Female","2125","1950","26890","26820"
"In post","2022","Tax","Outside London","EO","Male","2180","2120","26880","26820"
"In post","2022","Tax","Outside London","G6","Female","220","205","68100","67910"
"In post","2022","Tax","Outside London","G6","Male","350","335","68220","67910"
"In post","2022","Tax","Outside London","G7","Female","760","720","54780","55210"
"In post","2022","Tax","Outside London","G7","Male","1110","1075","54980","55210"
"In post","2022","Tax","Outside London","HEO","Female","2325","2165","33380","33370"
"In post","2022","Tax","Outside London","HEO","Male","2725","2660","33470","33370"
"In post","2022","Tax","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Tax","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Tax","Outside London","SEO","Female","925","880","40230","40520"
"In post","2022","Tax","Outside London","SEO","Male","975","940","40320","40520"
"In post","2022","Tax","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","AO","Female","115","110","24750","24490"
"In post","2022","Unknown","London","AO","Male","100","95","25660","25110"
"In post","2022","Unknown","London","EO","Female","540","530","28830","28700"
"In post","2022","Unknown","London","EO","Male","375","370","28870","28400"
"In post","2022","Unknown","London","G6","Female","490","480","69210","66440"
"In post","2022","Unknown","London","G6","Male","480","480","69800","67500"
"In post","2022","Unknown","London","G7","Female","1155","1115","56890","54700"
"In post","2022","Unknown","London","G7","Male","1135","1125","57370","54700"
"In post","2022","Unknown","London","HEO","Female","1370","1355","32650","32000"
"In post","2022","Unknown","London","HEO","Male","1015","1010","33140","34550"
"In post","2022","Unknown","London","SCS level","Female","325","315","92270","82540"
"In post","2022","Unknown","London","SCS level","Male","420","415","104350","94490"
"In post","2022","Unknown","London","SEO","Female","530","520","41640","40600"
"In post","2022","Unknown","London","SEO","Male","430","430","41790","40650"
"In post","2022","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Outside London","AA","Female","900","825","22130","22140"
"In post","2022","Unknown","Outside London","AA","Male","750","730","22300","22140"
"In post","2022","Unknown","Outside London","AO","Female","1475","1345","23080","21840"
"In post","2022","Unknown","Outside London","AO","Male","1495","1455","23810","21840"
"In post","2022","Unknown","Outside London","EO","Female","2490","2360","27740","27230"
"In post","2022","Unknown","Outside London","EO","Male","2000","1970","28260","27230"
"In post","2022","Unknown","Outside London","G6","Female","860","820","71580","71350"
"In post","2022","Unknown","Outside London","G6","Male","745","735","73100","75340"
"In post","2022","Unknown","Outside London","G7","Female","1685","1600","56480","55210"
"In post","2022","Unknown","Outside London","G7","Male","1440","1425","58330","57190"
"In post","2022","Unknown","Outside London","HEO","Female","2840","2720","33300","33080"
"In post","2022","Unknown","Outside London","HEO","Male","2360","2330","33860","33300"
"In post","2022","Unknown","Outside London","SCS level","Female","205","200","92250","83230"
"In post","2022","Unknown","Outside London","SCS level","Male","255","255","94820","84710"
"In post","2022","Unknown","Outside London","SEO","Female","2020","1920","43060","40810"
"In post","2022","Unknown","Outside London","SEO","Male","1710","1680","43800","43000"
"In post","2022","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Female","40","35","54210","54700"
"In post","2022","Unknown","Unknown","G7","Male","40","40","54070","54540"
"In post","2022","Unknown","Unknown","HEO","Female","170","170","30520","29250"
"In post","2022","Unknown","Unknown","HEO","Male","135","135","30740","29250"
"In post","2022","Unknown","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Male","25","25","[c]","[c]"
"In post","2022","Veterinarian","London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","AO","Male","5","5","[c]","[c]"
"In post","2022","Veterinarian","Outside London","EO","Female","5","5","[c]","[c]"
"In post","2022","Veterinarian","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2022","Veterinarian","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2022","Veterinarian","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2022","Veterinarian","Outside London","G7","Female","50","50","53350","52070"
"In post","2022","Veterinarian","Outside London","G7","Male","50","50","53210","53880"
"In post","2022","Veterinarian","Outside London","HEO","Female","10","10","[c]","[c]"
"In post","2022","Veterinarian","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","SEO","Female","145","135","39830","37480"
"In post","2022","Veterinarian","Outside London","SEO","Male","95","90","40940","37910"
"In post","2022","Veterinarian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","HEO","Female","40","[c]","32710","33300"
"Leaver CS","2022","Commercial","Outside London","HEO","Male","40","[c]","33230","33700"
"Leaver CS","2022","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SEO","Female","40","[c]","39590","40000"
"Leaver CS","2022","Commercial","Outside London","SEO","Male","55","[c]","39590","38920"
"Leaver CS","2022","Commercial","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","HEO","Female","35","[c]","34650","34200"
"Leaver CS","2022","Communications","London","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AO","Female","45","[c]","21640","21260"
"Leaver CS","2022","Counter Fraud","Outside London","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","EO","Female","65","[c]","27590","27570"
"Leaver CS","2022","Counter Fraud","Outside London","EO","Male","50","[c]","27460","27570"
"Leaver CS","2022","Counter Fraud","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","G7","Male","55","[c]","58840","58880"
"Leaver CS","2022","Digital, Data and Technology","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","HEO","Male","55","[c]","35280","35050"
"Leaver CS","2022","Digital, Data and Technology","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","SEO","Male","50","[c]","43280","42670"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AO","Male","30","[c]","22110","21260"
"Leaver CS","2022","Digital, Data and Technology","Outside London","EO","Female","65","[c]","27100","26670"
"Leaver CS","2022","Digital, Data and Technology","Outside London","EO","Male","115","[c]","27150","26930"
"Leaver CS","2022","Digital, Data and Technology","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G6","Male","45","[c]","68190","68680"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G7","Female","45","[c]","52840","52660"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G7","Male","135","[c]","55220","55030"
"Leaver CS","2022","Digital, Data and Technology","Outside London","HEO","Female","65","[c]","33520","33300"
"Leaver CS","2022","Digital, Data and Technology","Outside London","HEO","Male","155","[c]","34030","33380"
"Leaver CS","2022","Digital, Data and Technology","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SEO","Female","60","[c]","39750","39360"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SEO","Male","205","[c]","41540","40580"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","HEO","Male","20","[c]","[c]","[c]"
