"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Department for Transport","AA/AO","AA","185","125","18510","18310"
"In post","2022","60-64","Department for Transport","AA/AO","AO","435","345","23690","21840"
"In post","2022","60-64","Department for Transport","EO","EO","510","430","28150","26780"
"In post","2022","60-64","Department for Transport","G6/G7","G6","20","20","77990","72360"
"In post","2022","60-64","Department for Transport","G6/G7","G7","75","70","59820","57290"
"In post","2022","60-64","Department for Transport","SCS level","SCS level","15","10","115010","106620"
"In post","2022","60-64","Department for Transport","SEO/HEO","HEO","145","130","34070","33350"
"In post","2022","60-64","Department for Transport","SEO/HEO","SEO","105","95","44830","42990"
"In post","2022","60-64","Department for Work and Pensions","AA/AO","AA","50","40","20470","20480"
"In post","2022","60-64","Department for Work and Pensions","AA/AO","AO","3760","2955","21400","21260"
"In post","2022","60-64","Department for Work and Pensions","EO","EO","5025","3875","28060","27570"
"In post","2022","60-64","Department for Work and Pensions","G6/G7","G6","75","60","66640","65610"
"In post","2022","60-64","Department for Work and Pensions","G6/G7","G7","220","185","55120","53430"
"In post","2022","60-64","Department for Work and Pensions","SCS level","SCS level","15","15","96300","90370"
"In post","2022","60-64","Department for Work and Pensions","SEO/HEO","HEO","765","600","34300","34290"
"In post","2022","60-64","Department for Work and Pensions","SEO/HEO","SEO","380","310","42010","39360"
"In post","2022","60-64","Department of Health and Social Care","AA/AO","AA","10","10","21040","20080"
"In post","2022","60-64","Department of Health and Social Care","AA/AO","AO","40","35","21970","21890"
"In post","2022","60-64","Department of Health and Social Care","EO","EO","75","70","27800","27720"
"In post","2022","60-64","Department of Health and Social Care","G6/G7","G6","85","70","71520","70860"
"In post","2022","60-64","Department of Health and Social Care","G6/G7","G7","110","100","54080","53620"
"In post","2022","60-64","Department of Health and Social Care","SCS level","SCS level","80","70","116370","114000"
"In post","2022","60-64","Department of Health and Social Care","SEO/HEO","HEO","70","60","33870","33470"
"In post","2022","60-64","Department of Health and Social Care","SEO/HEO","SEO","95","85","41470","41010"
"In post","2022","60-64","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","60-64","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","EO","EO","70","65","27660","26750"
"In post","2022","60-64","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SEO/HEO","HEO","20","20","31420","30810"
"In post","2022","60-64","Food Standards Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","AA/AO","AO","50","50","26390","25680"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","EO","EO","60","55","29890","30580"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","G6/G7","G6","50","50","70650","70400"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","G6/G7","G7","70","60","57660","56610"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SCS level","SCS level","45","45","95180","93900"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","75","70","36530","34770"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","50","50","46100","46650"
"In post","2022","60-64","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","AA/AO","AO","90","75","22790","22600"
"In post","2022","60-64","HM Land Registry","EO","EO","200","140","27350","27130"
"In post","2022","60-64","HM Land Registry","G6/G7","G7","15","15","64020","65970"
"In post","2022","60-64","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","SEO/HEO","HEO","165","115","34330","33840"
"In post","2022","60-64","HM Land Registry","SEO/HEO","SEO","75","50","42300","40860"
"In post","2022","60-64","HM Revenue and Customs","AA/AO","AA","190","130","21290","21250"
"In post","2022","60-64","HM Revenue and Customs","AA/AO","AO","2060","1570","22080","22080"
"In post","2022","60-64","HM Revenue and Customs","EO","EO","1325","1020","28570","28920"
"In post","2022","60-64","HM Revenue and Customs","G6/G7","G6","160","130","72120","72200"
"In post","2022","60-64","HM Revenue and Customs","G6/G7","G7","355","285","58010","57150"
"In post","2022","60-64","HM Revenue and Customs","SCS level","SCS level","25","25","89730","85880"
"In post","2022","60-64","HM Revenue and Customs","SEO/HEO","HEO","1010","795","35410","34890"
"In post","2022","60-64","HM Revenue and Customs","SEO/HEO","SEO","590","485","42860","42860"
"In post","2022","60-64","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury","EO","EO","15","15","29760","29750"
"In post","2022","60-64","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury","G6/G7","G7","15","15","58480","59090"
"In post","2022","60-64","HM Treasury","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","HM Treasury","SEO/HEO","HEO","20","20","37060","35590"
"In post","2022","60-64","HM Treasury","SEO/HEO","SEO","30","20","44580","43870"
"In post","2022","60-64","Home Office","AA/AO","AA","150","125","19630","18240"
"In post","2022","60-64","Home Office","AA/AO","AO","635","530","22880","21680"
"In post","2022","60-64","Home Office","EO","EO","1010","775","28560","28350"
"In post","2022","60-64","Home Office","G6/G7","G6","50","45","71880","71040"
"In post","2022","60-64","Home Office","G6/G7","G7","110","105","58920","57680"
"In post","2022","60-64","Home Office","SCS level","SCS level","20","20","100300","92000"
"In post","2022","60-64","Home Office","SEO/HEO","HEO","270","225","34200","35030"
"In post","2022","60-64","Home Office","SEO/HEO","SEO","155","140","42470","41970"
"In post","2022","60-64","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Ministry of Defence","AA/AO","AA","880","820","19760","19810"
"In post","2022","60-64","Ministry of Defence","AA/AO","AO","1315","1215","23210","21830"
"In post","2022","60-64","Ministry of Defence","EO","EO","1035","965","27460","26670"
"In post","2022","60-64","Ministry of Defence","G6/G7","G6","120","110","73710","69800"
"In post","2022","60-64","Ministry of Defence","G6/G7","G7","400","355","54630","54540"
"In post","2022","60-64","Ministry of Defence","SCS level","SCS level","40","40","111880","98850"
"In post","2022","60-64","Ministry of Defence","SEO/HEO","HEO","1060","1000","34590","33300"
"In post","2022","60-64","Ministry of Defence","SEO/HEO","SEO","880","805","42730","41920"
"In post","2022","60-64","Ministry of Defence","Unknown","Unknown","255","240","43370","39350"
"In post","2022","60-64","Ministry of Justice","AA/AO","AA","1230","1025","21050","20890"
"In post","2022","60-64","Ministry of Justice","AA/AO","AO","2200","1730","25620","23960"
"In post","2022","60-64","Ministry of Justice","EO","EO","775","625","29530","28310"
"In post","2022","60-64","Ministry of Justice","G6/G7","G6","50","45","75480","72130"
"In post","2022","60-64","Ministry of Justice","G6/G7","G7","125","115","60900","59290"
"In post","2022","60-64","Ministry of Justice","SCS level","SCS level","20","20","90360","89730"
"In post","2022","60-64","Ministry of Justice","SEO/HEO","HEO","450","365","35130","35630"
"In post","2022","60-64","Ministry of Justice","SEO/HEO","SEO","350","300","46480","46380"
"In post","2022","60-64","Ministry of Justice","Unknown","Unknown","1650","1425","30930","28200"
"In post","2022","60-64","National Crime Agency","AA/AO","AO","30","25","25170","24940"
"In post","2022","60-64","National Crime Agency","EO","EO","120","110","35250","36410"
"In post","2022","60-64","National Crime Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","60-64","National Crime Agency","G6/G7","G7","15","15","67640","66260"
"In post","2022","60-64","National Crime Agency","SEO/HEO","HEO","105","95","43410","43710"
"In post","2022","60-64","National Crime Agency","SEO/HEO","SEO","45","45","52590","51480"
"In post","2022","60-64","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","20","15","21410","21410"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","EO","EO","10","10","26650","25880"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","20","20","84650","85550"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","35","35","73280","75500"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","35","35","48750","51360"
"In post","2022","60-64","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","EO","EO","10","10","30060","31730"
"In post","2022","60-64","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","G6/G7","G7","10","10","63650","63920"
"In post","2022","60-64","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Government","AA/AO","AA","200","170","22290","21640"
"In post","2022","60-64","Scottish Government","AA/AO","AO","350","300","25330","25050"
"In post","2022","60-64","Scottish Government","EO","EO","390","300","32470","34040"
"In post","2022","60-64","Scottish Government","G6/G7","G6","85","80","74450","75340"
"In post","2022","60-64","Scottish Government","G6/G7","G7","100","90","61240","62170"
"In post","2022","60-64","Scottish Government","SCS level","SCS level","25","25","89750","83230"
"In post","2022","60-64","Scottish Government","SEO/HEO","HEO","240","190","37700","37710"
"In post","2022","60-64","Scottish Government","SEO/HEO","SEO","215","180","48030","47490"
"In post","2022","60-64","The National Archives","AA/AO","AO","15","10","22560","22640"
"In post","2022","60-64","The National Archives","EO","EO","5","5","[c]","[c]"
"In post","2022","60-64","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","60-64","The National Archives","SEO/HEO","HEO","10","10","34030","34740"
"In post","2022","60-64","The National Archives","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","60-64","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","60-64","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","AA/AO","AA","80","50","20630","19300"
"In post","2022","60-64","UK Statistics Authority","AA/AO","AO","200","140","20430","20350"
"In post","2022","60-64","UK Statistics Authority","EO","EO","55","50","25420","24750"
"In post","2022","60-64","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","G6/G7","G7","35","30","53310","52650"
"In post","2022","60-64","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","SEO/HEO","HEO","50","40","31720","31290"
"In post","2022","60-64","UK Statistics Authority","SEO/HEO","SEO","40","35","38230","37770"
"In post","2022","60-64","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Government","AA/AO","AO","70","60","24490","24630"
"In post","2022","60-64","Welsh Government","EO","EO","75","65","29410","29430"
"In post","2022","60-64","Welsh Government","G6/G7","G6","25","25","75070","75480"
"In post","2022","60-64","Welsh Government","G6/G7","G7","60","50","60810","61440"
"In post","2022","60-64","Welsh Government","SCS level","SCS level","15","10","101160","93070"
"In post","2022","60-64","Welsh Government","SEO/HEO","HEO","100","85","38000","38160"
"In post","2022","60-64","Welsh Government","SEO/HEO","SEO","80","70","47150","47470"
"In post","2022","65+","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","AA/AO","AO","35","30","23390","23770"
"In post","2022","65+","Attorney General's Departments","EO","EO","30","25","28590","28800"
"In post","2022","65+","Attorney General's Departments","G6/G7","G6","20","15","74520","75200"
"In post","2022","65+","Attorney General's Departments","G6/G7","G7","60","40","60490","61000"
"In post","2022","65+","Attorney General's Departments","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","SEO/HEO","HEO","10","10","34300","34480"
"In post","2022","65+","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","AA/AO","AO","15","15","23380","24490"
"In post","2022","65+","Cabinet Office","EO","EO","15","15","27620","28330"
"In post","2022","65+","Cabinet Office","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","65+","Cabinet Office","G6/G7","G7","15","15","56520","54700"
"In post","2022","65+","Cabinet Office","SCS level","SCS level","10","5","[c]","[c]"
"In post","2022","65+","Cabinet Office","SEO/HEO","HEO","15","10","34620","34640"
"In post","2022","65+","Cabinet Office","SEO/HEO","SEO","10","10","42170","42060"
"In post","2022","65+","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","AA/AO","AO","50","40","22600","22740"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","EO","EO","35","30","27810","27460"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","G6/G7","G6","10","10","68240","66820"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","G6/G7","G7","40","30","55390","55390"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","55","45","35740","35010"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","45","35","44560","43440"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","AA/AO","AO","10","10","22340","21250"
"In post","2022","65+","Department for Education","EO","EO","10","10","26420","26000"
"In post","2022","65+","Department for Education","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Department for Education","G6/G7","G7","20","15","54700","53680"
"In post","2022","65+","Department for Education","SEO/HEO","HEO","15","10","32720","32040"
"In post","2022","65+","Department for Education","SEO/HEO","SEO","15","15","40160","40230"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","AA/AO","AO","90","75","22420","21300"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","EO","EO","60","50","26790","26520"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","G6/G7","G7","20","20","53820","54170"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","35","30","32040","31780"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","45","35","41840","40390"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","EO","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","10","23670","22560"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","EO","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","G6/G7","G6","40","25","67580","65270"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","10","10","36150","37600"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","65+","Department for Transport","AA/AO","AA","75","45","18640","18310"
"In post","2022","65+","Department for Transport","AA/AO","AO","145","105","25220","21840"
"In post","2022","65+","Department for Transport","EO","EO","235","165","27950","26780"
"In post","2022","65+","Department for Transport","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","65+","Department for Transport","G6/G7","G7","30","20","59030","59140"
"In post","2022","65+","Department for Transport","SEO/HEO","HEO","40","30","35360","33350"
"In post","2022","65+","Department for Transport","SEO/HEO","SEO","30","25","46770","45900"
"In post","2022","65+","Department for Work and Pensions","AA/AO","AA","35","25","20410","20480"
"In post","2022","65+","Department for Work and Pensions","AA/AO","AO","1175","875","21660","21260"
"In post","2022","65+","Department for Work and Pensions","EO","EO","1290","915","28190","27570"
"In post","2022","65+","Department for Work and Pensions","G6/G7","G6","10","10","69790","70670"
"In post","2022","65+","Department for Work and Pensions","G6/G7","G7","35","25","60900","59270"
"In post","2022","65+","Department for Work and Pensions","SEO/HEO","HEO","170","120","35010","34290"
"In post","2022","65+","Department for Work and Pensions","SEO/HEO","SEO","70","55","46890","40870"
"In post","2022","65+","Department of Health and Social Care","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","AA/AO","AO","30","25","22480","22270"
"In post","2022","65+","Department of Health and Social Care","EO","EO","30","25","28450","28040"
"In post","2022","65+","Department of Health and Social Care","G6/G7","G6","25","20","71260","71290"
"In post","2022","65+","Department of Health and Social Care","G6/G7","G7","35","30","55120","54230"
"In post","2022","65+","Department of Health and Social Care","SCS level","SCS level","30","25","113400","109620"
"In post","2022","65+","Department of Health and Social Care","SEO/HEO","HEO","25","20","32720","32330"
"In post","2022","65+","Department of Health and Social Care","SEO/HEO","SEO","30","25","41460","40320"
"In post","2022","65+","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","G6/G7","G6","5","0","[c]","[c]"
"In post","2022","65+","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","EO","EO","30","25","28060","27860"
"In post","2022","65+","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","65+","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","AA/AO","AO","25","25","28220","28250"
"In post","2022","65+","Foreign, Commonwealth and Development Office","EO","EO","15","10","29800","30020"
"In post","2022","65+","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","71080","70410"
"In post","2022","65+","Foreign, Commonwealth and Development Office","G6/G7","G7","40","25","59730","57540"
"In post","2022","65+","Foreign, Commonwealth and Development Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","25","20","36800","34710"
"In post","2022","65+","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","65+","HM Land Registry","AA/AO","AO","20","15","22950","22600"
"In post","2022","65+","HM Land Registry","EO","EO","50","30","27840","27130"
"In post","2022","65+","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","SEO/HEO","HEO","40","25","34470","33840"
"In post","2022","65+","HM Land Registry","SEO/HEO","SEO","15","10","41440","40860"
"In post","2022","65+","HM Revenue and Customs","AA/AO","AA","80","60","21400","21250"
"In post","2022","65+","HM Revenue and Customs","AA/AO","AO","605","460","22330","22080"
"In post","2022","65+","HM Revenue and Customs","EO","EO","385","265","29190","28920"
"In post","2022","65+","HM Revenue and Customs","G6/G7","G6","35","25","75080","74850"
"In post","2022","65+","HM Revenue and Customs","G6/G7","G7","70","50","58720","58710"
"In post","2022","65+","HM Revenue and Customs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","SEO/HEO","HEO","230","165","36280","35980"
"In post","2022","65+","HM Revenue and Customs","SEO/HEO","SEO","150","100","44090","43710"
"In post","2022","65+","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","G6/G7","G7","10","5","[c]","[c]"
"In post","2022","65+","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","AA/AO","AA","90","70","20300","18240"
"In post","2022","65+","Home Office","AA/AO","AO","290","230","23270","21680"
"In post","2022","65+","Home Office","EO","EO","310","215","29650","29080"
"In post","2022","65+","Home Office","G6/G7","G6","10","10","67800","69390"
"In post","2022","65+","Home Office","G6/G7","G7","20","20","60840","61170"
"In post","2022","65+","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","SEO/HEO","HEO","75","60","34630","33900"
"In post","2022","65+","Home Office","SEO/HEO","SEO","40","30","43590","44400"
"In post","2022","65+","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","AA/AO","AA","360","325","19640","19810"
"In post","2022","65+","Ministry of Defence","AA/AO","AO","460","410","22770","21830"
"In post","2022","65+","Ministry of Defence","EO","EO","390","355","27430","26930"
"In post","2022","65+","Ministry of Defence","G6/G7","G6","45","35","75920","74260"
"In post","2022","65+","Ministry of Defence","G6/G7","G7","105","85","55990","55880"
"In post","2022","65+","Ministry of Defence","SCS level","SCS level","10","10","111890","104240"
"In post","2022","65+","Ministry of Defence","SEO/HEO","HEO","370","330","34870","33630"
"In post","2022","65+","Ministry of Defence","SEO/HEO","SEO","230","190","43460","42630"
"In post","2022","65+","Ministry of Defence","Unknown","Unknown","70","65","40970","38250"
"In post","2022","65+","Ministry of Justice","AA/AO","AA","585","435","20880","20890"
"In post","2022","65+","Ministry of Justice","AA/AO","AO","620","470","24830","23720"
"In post","2022","65+","Ministry of Justice","EO","EO","200","160","28970","28040"
"In post","2022","65+","Ministry of Justice","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Justice","G6/G7","G7","35","30","61820","63500"
"In post","2022","65+","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice","SEO/HEO","HEO","125","90","36440","36480"
"In post","2022","65+","Ministry of Justice","SEO/HEO","SEO","75","60","48050","47100"
"In post","2022","65+","Ministry of Justice","Unknown","Unknown","565","425","31150","28200"
"In post","2022","65+","National Crime Agency","AA/AO","AO","10","10","27060","27650"
"In post","2022","65+","National Crime Agency","EO","EO","20","20","35290","36410"
