"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Operational Delivery","20","[c]","28600","23550"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Human Resources","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","Human Resources","15","[c]","35500","35530"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","45","[c]","32050","26820"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","21690","21250"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Human Resources","15","[c]","25570","20750"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Intellectual Property Office","Human Resources","10","[c]","28630","22920"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Met Office","Human Resources","10","[c]","37660","37420"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","165","[c]","28310","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","70","[c]","32650","30450"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Human Resources","15","[c]","39290","32260"
"New entrant CS","2022","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","25","[c]","40940","38000"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Public Health England","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Courts and Tribunals Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Prison Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Health Security Agency","Human Resources","125","[c]","41300","36330"
"New entrant CS","2022","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Human Resources","15","[c]","36850","31570"
"New entrant CS","2022","Human Resources","Valuation Office Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","Internal Audit","25","[c]","45640","43500"
"New entrant CS","2022","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","10","[c]","35090","35000"
"New entrant CS","2022","Internal Audit","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","Legal","25","[c]","53330","51810"
"New entrant CS","2022","Legal","Crown Office and Procurator Fiscal Service","Legal","85","[c]","37960","41750"
"New entrant CS","2022","Legal","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Prosecution Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Prosecution Service","Legal","245","[c]","44220","48080"
"New entrant CS","2022","Legal","Crown Prosecution Service","Operational Delivery","350","[c]","22410","22200"
"New entrant CS","2022","Legal","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education (excl. agencies)","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Government Legal Department","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Government Legal Department","Legal","200","[c]","46900","50500"
"New entrant CS","2022","Legal","Government Legal Department","Other","95","[c]","27260","26950"
"New entrant CS","2022","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","Legal","15","[c]","39330","38550"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","Legal","75","[c]","41200","37610"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","25","[c]","24260","21250"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Met Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","Legal","20","[c]","53200","54150"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","Legal","10","[c]","55670","67000"
"New entrant CS","2022","Legal","UK Supreme Court","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","40","[c]","25610","24250"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","325","[c]","25100","24920"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Science and Engineering","85","[c]","27540","24370"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Veterinarian","40","[c]","33630","35900"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","810","[c]","31050","28000"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
