"Status","Year","Profession_of_post","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","West Midlands","Outside London","G6/G7","35","35","58020","54220"
"In post","2022","Science and Engineering","West Midlands","Outside London","SEO/HEO","125","115","36940","36330"
"In post","2022","Science and Engineering","West Wales and The Valleys","Outside London","AA/AO","15","10","22120","21430"
"In post","2022","Science and Engineering","West Wales and The Valleys","Outside London","EO","10","10","25940","25770"
"In post","2022","Science and Engineering","West Wales and The Valleys","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Wales and The Valleys","Outside London","SEO/HEO","30","30","39390","38160"
"In post","2022","Science and Engineering","West Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Yorkshire","Outside London","G6/G7","20","20","53580","50410"
"In post","2022","Science and Engineering","West Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Yorkshire","Outside London","SEO/HEO","45","45","35620","34530"
"In post","2022","Security","Bedfordshire and Hertfordshire","Outside London","AA/AO","60","60","22160","22900"
"In post","2022","Security","Bedfordshire and Hertfordshire","Outside London","EO","15","15","30870","30750"
"In post","2022","Security","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","30","30","41010","42300"
"In post","2022","Security","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","680","675","30870","27680"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","135","135","38400","42250"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","20","20","60060","57790"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","145","135","43250","42130"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","15","15","21570","19110"
"In post","2022","Security","Cheshire","Outside London","AA/AO","10","10","21590","19810"
"In post","2022","Security","Cheshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire","Outside London","SEO/HEO","10","10","39970","38110"
"In post","2022","Security","Cornwall and Isles of Scilly","Outside London","AA/AO","40","40","21150","19810"
"In post","2022","Security","Cornwall and Isles of Scilly","Outside London","EO","10","10","26950","26670"
"In post","2022","Security","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cumbria","Outside London","AA/AO","85","80","26990","24610"
"In post","2022","Security","Cumbria","Outside London","EO","10","10","39940","43290"
"In post","2022","Security","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derbyshire and Nottinghamshire","Outside London","AA/AO","50","50","30400","28890"
"In post","2022","Security","Derbyshire and Nottinghamshire","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Security","Derbyshire and Nottinghamshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Security","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","15","15","38910","38160"
"In post","2022","Security","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon","Outside London","AA/AO","375","360","26920","25000"
"In post","2022","Security","Devon","Outside London","EO","40","40","36380","43920"
"In post","2022","Security","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon","Outside London","SEO/HEO","25","25","38820","33300"
"In post","2022","Security","Dorset and Somerset","Outside London","AA/AO","115","110","21620","19810"
"In post","2022","Security","Dorset and Somerset","Outside London","EO","20","20","26980","26670"
"In post","2022","Security","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset and Somerset","Outside London","SEO/HEO","10","10","39280","37280"
"In post","2022","Security","East Anglia","Outside London","AA/AO","240","240","29230","26750"
"In post","2022","Security","East Anglia","Outside London","EO","60","55","35610","37350"
"In post","2022","Security","East Anglia","Outside London","G6/G7","15","10","70510","63540"
"In post","2022","Security","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Anglia","Outside London","SEO/HEO","110","110","42020","38160"
"In post","2022","Security","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Wales","Outside London","AA/AO","95","90","20750","19810"
"In post","2022","Security","East Wales","Outside London","EO","25","25","26820","26670"
"In post","2022","Security","East Wales","Outside London","G6/G7","15","15","56580","53500"
"In post","2022","Security","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Wales","Outside London","SEO/HEO","55","55","36880","34000"
"In post","2022","Security","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","45","45","34440","39070"
"In post","2022","Security","East Yorkshire and Northern Lincolnshire","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Security","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Eastern Scotland","Outside London","AA/AO","70","65","23980","20310"
"In post","2022","Security","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Eastern Scotland","Outside London","SEO/HEO","20","20","38770","37710"
"In post","2022","Security","Essex","Outside London","AA/AO","55","55","27490","25000"
"In post","2022","Security","Essex","Outside London","EO","15","15","38110","43920"
"In post","2022","Security","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Security","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","345","345","26190","21170"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","75","75","31690","26930"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","30","30","53270","50470"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","140","135","36930","36460"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","30","30","36650","35980"
"In post","2022","Security","Greater Manchester","Outside London","AA/AO","10","10","21350","20940"
"In post","2022","Security","Greater Manchester","Outside London","EO","15","15","26140","25310"
"In post","2022","Security","Greater Manchester","Outside London","G6/G7","30","30","57560","55210"
"In post","2022","Security","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester","Outside London","SEO/HEO","90","90","34840","33900"
"In post","2022","Security","Greater Manchester","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Hampshire and Isle of Wight","Outside London","AA/AO","535","525","26940","21170"
"In post","2022","Security","Hampshire and Isle of Wight","Outside London","EO","80","80","33000","26670"
"In post","2022","Security","Hampshire and Isle of Wight","Outside London","G6/G7","10","10","50450","50210"
"In post","2022","Security","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hampshire and Isle of Wight","Outside London","SEO/HEO","85","85","36670","33300"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","105","105","29170","25680"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","20","20","33200","26670"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","20","20","41930","39370"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Highlands and Islands","Outside London","AA/AO","45","40","25010","20310"
"In post","2022","Security","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inner London - East","London","AA/AO","15","15","23940","24470"
"In post","2022","Security","Inner London - East","London","EO","20","20","31950","32260"
"In post","2022","Security","Inner London - East","London","G6/G7","15","15","65080","62810"
"In post","2022","Security","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inner London - East","London","SEO/HEO","50","50","40790","41750"
"In post","2022","Security","Inner London - East","London","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Inner London - West","London","AA/AO","255","250","28570","25640"
"In post","2022","Security","Inner London - West","London","EO","105","105","32800","30700"
"In post","2022","Security","Inner London - West","London","G6/G7","195","195","61630","60070"
"In post","2022","Security","Inner London - West","London","SCS level","20","20","84200","76850"
"In post","2022","Security","Inner London - West","London","SEO/HEO","445","440","41760","41000"
"In post","2022","Security","Inner London - West","London","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Kent","Outside London","AA/AO","65","65","27610","20740"
"In post","2022","Security","Kent","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Security","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kent","Outside London","SEO/HEO","10","10","38640","37280"
"In post","2022","Security","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancashire","Outside London","AA/AO","30","30","21130","19810"
"In post","2022","Security","Lancashire","Outside London","EO","15","15","27250","27570"
"In post","2022","Security","Lancashire","Outside London","G6/G7","15","15","54010","52030"
"In post","2022","Security","Lancashire","Outside London","SEO/HEO","45","45","36040","35310"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","10","10","35310","39070"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","15","15","37210","38160"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire","Outside London","AA/AO","60","55","20840","19810"
"In post","2022","Security","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Security","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Merseyside","Outside London","AA/AO","40","40","20010","19810"
"In post","2022","Security","Merseyside","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Security","Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Merseyside","Outside London","SEO/HEO","15","10","37710","38060"
"In post","2022","Security","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Eastern Scotland","Outside London","AA/AO","80","75","40230","44070"
"In post","2022","Security","North Eastern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Security","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Yorkshire","Outside London","AA/AO","245","235","28730","25340"
"In post","2022","Security","North Yorkshire","Outside London","EO","25","25","40030","43920"
"In post","2022","Security","North Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Yorkshire","Outside London","SEO/HEO","15","15","40780","37730"
"In post","2022","Security","Northern Ireland","Outside London","AA/AO","365","360","20900","20560"
"In post","2022","Security","Northern Ireland","Outside London","EO","20","20","28520","27420"
"In post","2022","Security","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Outside London","SEO/HEO","10","10","35300","35140"
"In post","2022","Security","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland, and Tyne and Wear","Outside London","AA/AO","25","25","20310","19930"
"In post","2022","Security","Northumberland, and Tyne and Wear","Outside London","EO","15","15","27350","27570"
"In post","2022","Security","Northumberland, and Tyne and Wear","Outside London","G6/G7","30","30","56290","55210"
"In post","2022","Security","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","60","60","35370","35310"
"In post","2022","Security","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - East and North East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - East and North East","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - East and North East","London","SEO/HEO","15","15","39030","37940"
"In post","2022","Security","Outer London - East and North East","London","Unknown","20","20","33610","33950"
"In post","2022","Security","Outer London - South","London","AA/AO","70","65","23960","22460"
"In post","2022","Security","Outer London - South","London","EO","30","30","29710","29080"
"In post","2022","Security","Outer London - South","London","G6/G7","15","10","63650","62370"
"In post","2022","Security","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - South","London","SEO/HEO","60","60","36960","35200"
"In post","2022","Security","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outer London - West and North West","London","AA/AO","50","50","24090","22460"
"In post","2022","Security","Outer London - West and North West","London","EO","10","10","32490","28990"
"In post","2022","Security","Outer London - West and North West","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Overseas","SEO/HEO","70","70","34580","34220"
"In post","2022","Security","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Shropshire and Staffordshire","Outside London","AA/AO","95","95","23430","20310"
"In post","2022","Security","Shropshire and Staffordshire","Outside London","EO","25","20","28240","26820"
"In post","2022","Security","Shropshire and Staffordshire","Outside London","G6/G7","15","15","56600","55210"
"In post","2022","Security","Shropshire and Staffordshire","Outside London","SEO/HEO","50","50","37790","37720"
"In post","2022","Security","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","South Yorkshire","Outside London","AA/AO","35","30","25150","21260"
"In post","2022","Security","South Yorkshire","Outside London","EO","50","50","35430","40190"
"In post","2022","Security","South Yorkshire","Outside London","G6/G7","15","15","59050","52060"
"In post","2022","Security","South Yorkshire","Outside London","SEO/HEO","55","55","37780","36400"
"In post","2022","Security","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Southern Scotland","Outside London","AA/AO","50","50","24740","19810"
"In post","2022","Security","Southern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Southern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Southern Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Surrey, East and West Sussex","Outside London","AA/AO","30","30","20840","19810"
"In post","2022","Security","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Surrey, East and West Sussex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Surrey, East and West Sussex","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Tees Valley and Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Tees Valley and Durham","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Security","Tees Valley and Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Tees Valley and Durham","Outside London","SEO/HEO","35","35","37740","36480"
"In post","2022","Security","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Unknown","55","55","27820","27370"
"In post","2022","Security","West Central Scotland","Outside London","AA/AO","965","925","28610","24610"
"In post","2022","Security","West Central Scotland","Outside London","EO","95","95","38890","43920"
"In post","2022","Security","West Central Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Central Scotland","Outside London","SEO/HEO","55","55","46780","52410"
"In post","2022","Security","West Midlands","Outside London","AA/AO","20","20","21040","19810"
"In post","2022","Security","West Midlands","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Security","West Midlands","Outside London","G6/G7","10","10","56120","50970"
"In post","2022","Security","West Midlands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands","Outside London","SEO/HEO","30","30","35100","33110"
"In post","2022","Security","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Wales and The Valleys","Outside London","AA/AO","100","100","23330","24720"
"In post","2022","Security","West Wales and The Valleys","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Security","West Wales and The Valleys","Outside London","SEO/HEO","10","10","34310","35310"
"In post","2022","Security","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Security","West Yorkshire","Outside London","EO","25","25","27960","27570"
"In post","2022","Security","West Yorkshire","Outside London","G6/G7","30","30","57440","55210"
"In post","2022","Security","West Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Yorkshire","Outside London","SEO/HEO","65","60","37340","36540"
"In post","2022","Security","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Devon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Wales","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Social Research","East Wales","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Social Research","East Wales","Outside London","G6/G7","95","90","54430","51210"
"In post","2022","Social Research","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Wales","Outside London","SEO/HEO","315","300","35560","38160"
"In post","2022","Social Research","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Greater Manchester","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","Social Research","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Greater Manchester","Outside London","SEO/HEO","25","25","35740","33370"
"In post","2022","Social Research","Hampshire and Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Hampshire and Isle of Wight","Outside London","G6/G7","50","50","52770","51210"
"In post","2022","Social Research","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Hampshire and Isle of Wight","Outside London","SEO/HEO","175","165","34620","33850"
"In post","2022","Social Research","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Inner London - East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Inner London - East","London","G6/G7","50","45","61880","60300"
"In post","2022","Social Research","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Inner London - East","London","SEO/HEO","50","50","39630","40060"
"In post","2022","Social Research","Inner London - West","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Social Research","Inner London - West","London","EO","35","35","33120","33650"
"In post","2022","Social Research","Inner London - West","London","G6/G7","125","120","59860","59430"
"In post","2022","Social Research","Inner London - West","London","SCS level","10","10","[c]","[c]"
"In post","2022","Social Research","Inner London - West","London","SEO/HEO","205","200","38600","38020"
"In post","2022","Social Research","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Merseyside","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","Social Research","Merseyside","Outside London","SEO/HEO","10","10","36490","33370"
"In post","2022","Social Research","North Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Northumberland, and Tyne and Wear","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - East and North East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - South","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - South","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - South","London","G6/G7","10","10","65010","62120"
"In post","2022","Social Research","Outer London - South","London","SEO/HEO","10","10","42120","43620"
"In post","2022","Social Research","Outer London - West and North West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Shropshire and Staffordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South Yorkshire","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Social Research","South Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South Yorkshire","Outside London","SEO/HEO","15","15","36380","37380"
"In post","2022","Social Research","Surrey, East and West Sussex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Tees Valley and Durham","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Social Research","West Midlands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Midlands","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Social Research","West Wales and The Valleys","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Wales and The Valleys","Outside London","SEO/HEO","15","15","40320","40100"
"In post","2022","Social Research","West Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Yorkshire","Outside London","SEO/HEO","10","10","35140","33080"
"In post","2022","Statistics","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Statistics","Devon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Devon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Anglia","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Anglia","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Wales","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2022","Statistics","East Wales","Outside London","EO","40","35","26430","25860"
"In post","2022","Statistics","East Wales","Outside London","G6/G7","140","135","55170","51380"
"In post","2022","Statistics","East Wales","Outside London","SCS level","10","10","81240","72050"
"In post","2022","Statistics","East Wales","Outside London","SEO/HEO","250","240","35620","36840"
"In post","2022","Statistics","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Eastern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Statistics","Eastern Scotland","Outside London","SEO/HEO","20","20","40740","37710"
"In post","2022","Statistics","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Essex","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Statistics","Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Essex","Outside London","SEO/HEO","10","10","38700","40520"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","25","25","27120","27530"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","40","35","59310","59220"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","100","95","36800","36000"
"In post","2022","Statistics","Greater Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Greater Manchester","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Statistics","Greater Manchester","Outside London","G6/G7","20","15","54780","55210"
"In post","2022","Statistics","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Greater Manchester","Outside London","SEO/HEO","75","75","35290","33370"
"In post","2022","Statistics","Hampshire and Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
