"Status","Year","Age","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Aberdeen City and Aberdeenshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Aberdeen City and Aberdeenshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Aberdeen City and Aberdeenshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Angus and Dundee City","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Angus and Dundee City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Angus and Dundee City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnet","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnet","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnet","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","55","55","19460","19460"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","40","40","17490","17140"
"In post","2022","16-19","Bedford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bedford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Belfast","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bexley and Greenwich","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bexley and Greenwich","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Birmingham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Birmingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Birmingham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Blackpool","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bradford","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","16-19","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bradford","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bradford","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brent","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brighton and Hove","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bristol, City of","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bristol, City of","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cambridgeshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Cardiff and Vale of Glamorgan","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cardiff and Vale of Glamorgan","Outside London","Undeclared","[c]","[c]","[c]","[c]"
