"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Registers of Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Registers of Scotland","Unknown","60","55","28560","25050"
"In post","2022","20-29","Revenue Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Revenue Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Royal Fleet Auxiliary","Unknown","365","365","28260","28980"
"In post","2022","20-29","Rural Payments Agency","Heterosexual / straight","115","110","22810","21300"
"In post","2022","20-29","Rural Payments Agency","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Rural Payments Agency","Unknown","240","240","22690","21300"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Heterosexual / straight","85","80","24530","22000"
"In post","2022","20-29","Scottish Courts and Tribunals Service","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Courts and Tribunals Service","Unknown","195","190","25350","23780"
"In post","2022","20-29","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Fiscal Commission","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Forestry","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Government (excl. agencies)","Heterosexual / straight","920","915","31830","31540"
"In post","2022","20-29","Scottish Government (excl. agencies)","LGBO","170","170","32170","31540"
"In post","2022","20-29","Scottish Government (excl. agencies)","Undeclared","70","70","32350","31540"
"In post","2022","20-29","Scottish Government (excl. agencies)","Unknown","430","420","30700","30040"
"In post","2022","20-29","Scottish Prison Service","Heterosexual / straight","90","90","28770","28390"
"In post","2022","20-29","Scottish Prison Service","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Scottish Prison Service","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Prison Service","Unknown","585","575","25890","23330"
"In post","2022","20-29","Scottish Public Pensions Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Public Pensions Agency","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Heterosexual / straight","40","40","32620","32920"
"In post","2022","20-29","Serious Fraud Office","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Serious Fraud Office","Unknown","15","10","[c]","[c]"
"In post","2022","20-29","Social Security Scotland","Heterosexual / straight","290","285","27030","27230"
"In post","2022","20-29","Social Security Scotland","LGBO","65","65","25500","27230"
"In post","2022","20-29","Social Security Scotland","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Social Security Scotland","Unknown","180","175","25180","24400"
"In post","2022","20-29","Standards and Testing Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Student Awards Agency for Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Student Awards Agency for Scotland","Unknown","35","35","24780","23230"
"In post","2022","20-29","Submarine Delivery Agency","Heterosexual / straight","350","345","28710","27540"
"In post","2022","20-29","Submarine Delivery Agency","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Submarine Delivery Agency","Unknown","40","40","28010","27540"
"In post","2022","20-29","Teaching Regulation Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Heterosexual / straight","70","70","25040","21130"
"In post","2022","20-29","The Insolvency Service","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","The Insolvency Service","Unknown","105","105","23210","21130"
"In post","2022","20-29","The National Archives","Heterosexual / straight","50","45","27690","26870"
"In post","2022","20-29","The National Archives","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","The National Archives","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","The National Archives","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Transport Scotland","Heterosexual / straight","40","40","30430","31540"
"In post","2022","20-29","Transport Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Transport Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Transport Scotland","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Debt Management Office","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Heterosexual / straight","90","90","36600","33000"
"In post","2022","20-29","UK Export Finance","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Health Security Agency","Heterosexual / straight","910","865","29260","26970"
"In post","2022","20-29","UK Health Security Agency","LGBO","120","115","28970","28390"
"In post","2022","20-29","UK Health Security Agency","Undeclared","155","140","27890","26880"
"In post","2022","20-29","UK Health Security Agency","Unknown","290","290","37060","32790"
"In post","2022","20-29","UK Hydrographic Office","Heterosexual / straight","85","85","27690","26740"
"In post","2022","20-29","UK Hydrographic Office","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","UK Hydrographic Office","Unknown","50","50","25510","21630"
"In post","2022","20-29","UK Space Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","UK Space Agency","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Space Agency","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Heterosexual / straight","790","770","31110","30710"
"In post","2022","20-29","UK Statistics Authority","LGBO","120","120","31440","30710"
"In post","2022","20-29","UK Statistics Authority","Undeclared","70","70","30480","30710"
"In post","2022","20-29","UK Statistics Authority","Unknown","310","300","30250","30210"
"In post","2022","20-29","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Heterosexual / straight","285","280","29070","26880"
"In post","2022","20-29","Valuation Office Agency","LGBO","45","45","28530","26030"
"In post","2022","20-29","Valuation Office Agency","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Valuation Office Agency","Unknown","295","290","28620","26030"
"In post","2022","20-29","Vehicle Certification Agency","Heterosexual / straight","30","30","29090","26980"
"In post","2022","20-29","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Welsh Government (excl. agencies)","Heterosexual / straight","420","415","28550","25860"
"In post","2022","20-29","Welsh Government (excl. agencies)","LGBO","45","45","29710","26820"
"In post","2022","20-29","Welsh Government (excl. agencies)","Undeclared","40","35","27960","25860"
"In post","2022","20-29","Welsh Government (excl. agencies)","Unknown","45","45","25960","24630"
"In post","2022","20-29","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Revenue Authority","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Wilton Park","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","135","125","31610","30950"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Undeclared","20","15","[c]","[c]"
"In post","2022","30-39","Advisory, Conciliation and Arbitration Service","Unknown","45","45","27910","24250"
"In post","2022","30-39","Animal and Plant Health Agency","Heterosexual / straight","425","405","29330","28170"
"In post","2022","30-39","Animal and Plant Health Agency","LGBO","45","45","28260","27960"
"In post","2022","30-39","Animal and Plant Health Agency","Undeclared","50","50","29730","29180"
"In post","2022","30-39","Animal and Plant Health Agency","Unknown","55","50","29420","25210"
"In post","2022","30-39","Attorney General's Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Attorney General's Office","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Heterosexual / straight","1370","1335","48140","52630"
"In post","2022","30-39","Cabinet Office (excl. agencies)","LGBO","195","190","47590","49700"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Undeclared","140","135","50310","54700"
"In post","2022","30-39","Cabinet Office (excl. agencies)","Unknown","820","810","51810","54700"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","60","55","32530","30220"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Unknown","85","85","33400","30220"
"In post","2022","30-39","Charity Commission","Heterosexual / straight","65","60","34020","29160"
"In post","2022","30-39","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Charity Commission","Unknown","40","40","33850","30320"
"In post","2022","30-39","Companies House","Heterosexual / straight","175","170","32080","29910"
"In post","2022","30-39","Companies House","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Companies House","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Companies House","Unknown","55","50","28080","24620"
"In post","2022","30-39","Competition and Markets Authority","Heterosexual / straight","260","250","60400","56830"
"In post","2022","30-39","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Undeclared","25","20","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Heterosexual / straight","50","50","28650","25120"
"In post","2022","30-39","Criminal Injuries Compensation Authority","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Criminal Injuries Compensation Authority","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Heterosexual / straight","175","170","38600","38330"
"In post","2022","30-39","Crown Commercial Service","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Crown Commercial Service","Unknown","45","45","37910","38980"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Heterosexual / straight","520","495","37690","34600"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","LGBO","35","35","41840","41750"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Crown Office and Procurator Fiscal Service","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Crown Prosecution Service","Heterosexual / straight","985","925","40530","40000"
"In post","2022","30-39","Crown Prosecution Service","LGBO","65","65","37250","30130"
"In post","2022","30-39","Crown Prosecution Service","Undeclared","50","50","44480","48080"
"In post","2022","30-39","Crown Prosecution Service","Unknown","95","90","38290","33020"
"In post","2022","30-39","Defence Electronics and Components Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Defence Electronics and Components Agency","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Defence Equipment and Support","Heterosexual / straight","1915","1830","35570","34000"
"In post","2022","30-39","Defence Equipment and Support","LGBO","80","80","33890","33630"
"In post","2022","30-39","Defence Equipment and Support","Undeclared","170","165","36620","36540"
"In post","2022","30-39","Defence Equipment and Support","Unknown","180","175","34710","33900"
"In post","2022","30-39","Defence Science and Technology Laboratory","Heterosexual / straight","235","225","41180","40510"
"In post","2022","30-39","Defence Science and Technology Laboratory","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Defence Science and Technology Laboratory","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Defence Science and Technology Laboratory","Unknown","785","765","40190","38070"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","1275","1235","51830","53380"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","160","160","48020","49080"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","150","145","51490","53380"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","150","150","49030","49500"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Heterosexual / straight","525","520","50330","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","LGBO","75","75","49510","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Undeclared","45","45","51720","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Unknown","70","65","49610","51730"
"In post","2022","30-39","Department for Education (excl. agencies)","Heterosexual / straight","1300","1240","44440","42220"
"In post","2022","30-39","Department for Education (excl. agencies)","LGBO","125","120","45740","42660"
"In post","2022","30-39","Department for Education (excl. agencies)","Undeclared","140","140","47480","49860"
"In post","2022","30-39","Department for Education (excl. agencies)","Unknown","225","215","46250","49860"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","1115","1070","42550","38960"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","130","125","42780","39000"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","110","110","42090","38820"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","280","270","43370","38790"
"In post","2022","30-39","Department for International Trade","Heterosexual / straight","475","470","51010","51970"
"In post","2022","30-39","Department for International Trade","LGBO","60","60","49550","51970"
"In post","2022","30-39","Department for International Trade","Undeclared","50","50","50580","51970"
"In post","2022","30-39","Department for International Trade","Unknown","240","240","49160","51710"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","705","685","47770","49200"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","85","85","47680","48680"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","50","50","48090","48200"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","105","105","51190","53250"
"In post","2022","30-39","Department for Transport (excl. agencies)","Heterosexual / straight","655","645","49990","54110"
"In post","2022","30-39","Department for Transport (excl. agencies)","LGBO","70","70","51330","54110"
"In post","2022","30-39","Department for Transport (excl. agencies)","Undeclared","60","60","49890","54110"
"In post","2022","30-39","Department for Transport (excl. agencies)","Unknown","195","190","48630","48770"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","10350","9595","28200","27570"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","LGBO","920","890","28640","27570"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","Undeclared","890","840","28610","27570"
"In post","2022","30-39","Department for Work and Pensions (excl. agencies)","Unknown","2830","2510","28100","27570"
"In post","2022","30-39","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","570","550","50230","53360"
"In post","2022","30-39","Department of Health and Social Care (excl. agencies)","LGBO","80","75","46690","40650"
"In post","2022","30-39","Department of Health and Social Care (excl. agencies)","Undeclared","420","405","47500","49530"
"In post","2022","30-39","Disclosure Scotland","Heterosexual / straight","65","60","27910","23230"
"In post","2022","30-39","Disclosure Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Disclosure Scotland","Unknown","30","30","25670","23230"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","Heterosexual / straight","1185","1075","26060","21840"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","LGBO","75","75","24600","21840"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","Undeclared","220","190","25030","21840"
"In post","2022","30-39","Driver and Vehicle Licensing Agency","Unknown","230","200","24510","21840"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Heterosexual / straight","380","365","29630","27930"
"In post","2022","30-39","Driver and Vehicle Standards Agency","LGBO","40","40","29480","26700"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Undeclared","50","50","30660","28230"
"In post","2022","30-39","Driver and Vehicle Standards Agency","Unknown","230","225","27380","26350"
"In post","2022","30-39","Education and Skills Funding Agency","Heterosexual / straight","310","300","38400","36500"
"In post","2022","30-39","Education and Skills Funding Agency","LGBO","40","40","39710","36500"
"In post","2022","30-39","Education and Skills Funding Agency","Undeclared","30","30","41870","37990"
"In post","2022","30-39","Education and Skills Funding Agency","Unknown","50","50","39410","36500"
"In post","2022","30-39","Education Scotland","Heterosexual / straight","30","30","44410","48670"
"In post","2022","30-39","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Education Scotland","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","FCDO Services","Heterosexual / straight","160","160","36800","34640"
"In post","2022","30-39","FCDO Services","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","FCDO Services","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","FCDO Services","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Heterosexual / straight","250","250","37900","37350"
"In post","2022","30-39","Food Standards Agency","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Food Standards Scotland","Heterosexual / straight","40","40","34100","33070"
"In post","2022","30-39","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Scotland","Unknown","35","35","34310","33070"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","1235","1215","47610","50960"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","145","145","48860","51500"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","125","125","48110","51500"
"In post","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","445","440","49190","52230"
"In post","2022","30-39","Forestry and Land Scotland","Heterosexual / straight","80","75","31410","30020"
"In post","2022","30-39","Forestry and Land Scotland","LGBO","10","5","[c]","[c]"
"In post","2022","30-39","Forestry and Land Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Forestry and Land Scotland","Unknown","135","135","30590","28980"
"In post","2022","30-39","Government Actuary's Department","Heterosexual / straight","55","55","66110","65470"
"In post","2022","30-39","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Government Actuary's Department","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Government Actuary's Department","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Government Internal Audit Agency","Heterosexual / straight","45","45","46360","44980"
"In post","2022","30-39","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Government Internal Audit Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Government Legal Department","Heterosexual / straight","600","565","50950","51250"
"In post","2022","30-39","Government Legal Department","LGBO","50","50","50350","51250"
"In post","2022","30-39","Government Legal Department","Undeclared","45","40","50400","51250"
"In post","2022","30-39","Government Legal Department","Unknown","125","120","52550","52100"
"In post","2022","30-39","Government Property Agency","Heterosexual / straight","50","50","48350","49700"
"In post","2022","30-39","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Government Property Agency","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Health and Safety Executive","Heterosexual / straight","295","280","38270","36040"
"In post","2022","30-39","Health and Safety Executive","LGBO","40","40","36820","36040"
"In post","2022","30-39","Health and Safety Executive","Undeclared","45","45","39880","40620"
"In post","2022","30-39","Health and Safety Executive","Unknown","40","35","39530","40620"
"In post","2022","30-39","HM Courts and Tribunals Service","Heterosexual / straight","2090","1875","26940","23720"
"In post","2022","30-39","HM Courts and Tribunals Service","LGBO","130","130","26670","23720"
"In post","2022","30-39","HM Courts and Tribunals Service","Undeclared","230","215","26410","23720"
"In post","2022","30-39","HM Courts and Tribunals Service","Unknown","435","405","26950","23720"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","Heterosexual / straight","620","580","30250","27130"
"In post","2022","30-39","HM Land Registry","LGBO","45","45","29790","27130"
"In post","2022","30-39","HM Land Registry","Undeclared","35","35","29480","27130"
"In post","2022","30-39","HM Land Registry","Unknown","365","345","28730","27130"
"In post","2022","30-39","HM Prison and Probation Service","Heterosexual / straight","10420","9960","29820","28200"
"In post","2022","30-39","HM Prison and Probation Service","LGBO","970","955","29620","28010"
"In post","2022","30-39","HM Prison and Probation Service","Undeclared","870","840","30660","30210"
"In post","2022","30-39","HM Prison and Probation Service","Unknown","2530","2380","28000","26460"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","9165","8795","34610","33080"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","LGBO","805","790","35210","33080"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Undeclared","725","700","34520","33080"
"In post","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","4890","4650","31000","26820"
"In post","2022","30-39","HM Treasury (excl. agencies)","Heterosexual / straight","530","520","55350","56840"
"In post","2022","30-39","HM Treasury (excl. agencies)","LGBO","60","60","53040","55530"
"In post","2022","30-39","HM Treasury (excl. agencies)","Undeclared","75","75","53690","53870"
"In post","2022","30-39","HM Treasury (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Home Office","Heterosexual / straight","6670","6290","32390","28670"
"In post","2022","30-39","Home Office","LGBO","380","375","33270","28670"
"In post","2022","30-39","Home Office","Undeclared","575","550","33990","28670"
"In post","2022","30-39","Home Office","Unknown","1100","1080","33710","26820"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Heterosexual / straight","65","65","45140","49960"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Institute for Apprenticeships and Technical Education","Unknown","35","35","46360","49960"
"In post","2022","30-39","Intellectual Property Office","Heterosexual / straight","265","250","37190","32920"
"In post","2022","30-39","Intellectual Property Office","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Intellectual Property Office","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Intellectual Property Office","Unknown","135","125","33920","29670"
"In post","2022","30-39","Legal Aid Agency","Heterosexual / straight","245","225","26520","25120"
"In post","2022","30-39","Legal Aid Agency","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Legal Aid Agency","Undeclared","35","35","26410","25120"
"In post","2022","30-39","Legal Aid Agency","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Maritime and Coastguard Agency","Heterosexual / straight","230","225","36520","34730"
"In post","2022","30-39","Maritime and Coastguard Agency","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Maritime and Coastguard Agency","Undeclared","40","40","36860","34940"
"In post","2022","30-39","Maritime and Coastguard Agency","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","195","195","43250","40850"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Unknown","60","60","44920","41040"
"In post","2022","30-39","Met Office","Heterosexual / straight","435","415","37790","37610"
