"Status","Year","Disability","Ethnicity","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South East (England)","AA/AO","40","30","23240","22080"
"In post","2022","Declared disabled","Asian","South East (England)","EO","45","40","28630","29290"
"In post","2022","Declared disabled","Asian","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South East (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","EO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands (England)","AA/AO","155","135","21350","21260"
"In post","2022","Declared disabled","Asian","West Midlands (England)","EO","180","165","27010","27570"
"In post","2022","Declared disabled","Asian","West Midlands (England)","G6/G7","30","30","53610","49910"
"In post","2022","Declared disabled","Asian","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands (England)","SEO/HEO","95","90","35080","33370"
"In post","2022","Declared disabled","Asian","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","AA/AO","70","60","21860","21260"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","EO","100","95","27010","27570"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","SEO/HEO","40","40","34760","33390"
"In post","2022","Declared disabled","Asian","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","East of England","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","East of England","EO","45","45","29060","29290"
"In post","2022","Declared disabled","Black","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","London","AA/AO","270","245","25320","25110"
"In post","2022","Declared disabled","Black","London","EO","490","465","30440","31060"
"In post","2022","Declared disabled","Black","London","G6/G7","125","125","59170","57570"
"In post","2022","Declared disabled","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","London","SEO/HEO","310","305","38440","37930"
"In post","2022","Declared disabled","Black","London","Unknown","145","140","34780","34100"
"In post","2022","Declared disabled","Black","North East (England)","AA/AO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Black","North East (England)","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","EO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","EO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","AA/AO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","AA/AO","55","45","21710","21260"
"In post","2022","Declared disabled","Black","West Midlands (England)","EO","50","45","27320","27570"
"In post","2022","Declared disabled","Black","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","SEO/HEO","40","35","34990","33370"
"In post","2022","Declared disabled","Black","West Midlands (England)","Unknown","50","45","29860","28200"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","EO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","AA/AO","55","50","25050","25110"
"In post","2022","Declared disabled","Mixed","London","EO","125","120","30480","31060"
"In post","2022","Declared disabled","Mixed","London","G6/G7","95","95","59360","57740"
"In post","2022","Declared disabled","Mixed","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","SEO/HEO","160","155","38370","37610"
"In post","2022","Declared disabled","Mixed","London","Unknown","40","35","34130","33900"
"In post","2022","Declared disabled","Mixed","North East (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","AA/AO","50","45","21650","21260"
"In post","2022","Declared disabled","Mixed","North West (England)","EO","50","45","26950","27570"
"In post","2022","Declared disabled","Mixed","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","SEO/HEO","45","40","34720","33370"
"In post","2022","Declared disabled","Mixed","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","EO","40","40","28820","27570"
"In post","2022","Declared disabled","Mixed","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","AA/AO","40","30","22280","21260"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","EO","30","30","27410","27570"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","EO","35","30","26980","27570"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","EO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","EO","50","50","30280","31060"
"In post","2022","Declared disabled","Other ethnicity","London","G6/G7","40","40","60800","56240"
"In post","2022","Declared disabled","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","SEO/HEO","50","50","37530","37100"
"In post","2022","Declared disabled","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
