"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","No function","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Other","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Other","10","10","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Public Guardian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Public Guardian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Public Guardian","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Public Guardian","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Serious Fraud Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Serious Fraud Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Standards and Testing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Standards and Testing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Standards and Testing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The Insolvency Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The Insolvency Service","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","The Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Medicine","5","5","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Statistics Authority","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Vehicle Certification Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Vehicle Certification Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Welsh Revenue Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Welsh Revenue Authority","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Competition and Markets Authority","Project Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Other","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Project Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
