"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Inner London - West","315","315","41440","38190"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands","20","20","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Inner London - West","100","100","38730","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Greater Manchester","40","40","37550","36500"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Inner London - West","140","135","41890","40230"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","South Yorkshire","20","15","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","West Midlands","25","25","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cheshire","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - West","155","155","35860","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands","10","10","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Inner London - West","125","125","39660","38160"
"In post","2022","Black","Department for International Trade","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Overseas","5","5","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Inner London - West","160","155","42060","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands","25","25","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Inner London - East","10","5","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Inner London - West","160","155","41840","42470"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","West Midlands","20","20","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedfordshire and Hertfordshire","105","100","28930","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","85","85","28650","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derbyshire and Nottinghamshire","95","90","25690","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon","10","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Anglia","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Wales","10","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Eastern Scotland","15","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex","125","115","28080","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","26460","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester","205","195","27860","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - East","895","840","30020","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - West","380","365","35050","31880"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent","85","85","28750","29290"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lancashire","45","40","27060","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","60","55","25320","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merseyside","30","30","26700","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland, and Tyne and Wear","50","50","25750","21260"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - East and North East","420","395","30490","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - South","230","225","30840","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - West and North West","315","300","30910","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Yorkshire","50","50","27490","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southern Scotland","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Surrey, East and West Sussex","45","45","27740","28430"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","40","40","30760","31060"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Central Scotland","40","40","24810","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands","365","335","25830","27570"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Yorkshire","130","120","28300","27570"
