"Status","Year","Age","Disability","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","West Central Scotland","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","20670","19780"
"In post","2022","16-19","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Kent","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Devon","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","20060","19610"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","East Wales","30","30","20670","20890"
"In post","2022","16-19","Declared non-disabled","Wales","West Wales and The Valleys","35","30","20240","18310"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","West Midlands","25","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","40","35","22410","21260"
"In post","2022","16-19","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Essex","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - East","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - West","35","35","26110","25630"
"In post","2022","16-19","Unknown","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Northumberland, and Tyne and Wear","30","30","21590","21250"
"In post","2022","16-19","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Greater Manchester","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Eastern Scotland","35","30","22170","21250"
"In post","2022","16-19","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","West Central Scotland","20","15","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Kent","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Devon","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","18280","17140"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Wales","East Wales","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Wales","West Wales and The Valleys","45","35","19180","18310"
"In post","2022","16-19","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","West Midlands","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","West Yorkshire","30","30","21880","21250"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","160","155","26910","26820"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","70","65","24760","23170"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Lincolnshire","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","East of England","Bedfordshire and Hertfordshire","50","50","27750","27570"
"In post","2022","20-29","Declared disabled","East of England","East Anglia","145","145","25440","25210"
"In post","2022","20-29","Declared disabled","East of England","Essex","50","45","26550","24880"
"In post","2022","20-29","Declared disabled","London","Inner London - East","220","215","33480","31060"
"In post","2022","20-29","Declared disabled","London","Inner London - West","1220","1210","37440","34550"
"In post","2022","20-29","Declared disabled","London","Outer London - East and North East","55","55","29770","31060"
"In post","2022","20-29","Declared disabled","London","Outer London - South","100","100","32880","31020"
"In post","2022","20-29","Declared disabled","London","Outer London - West and North West","85","80","28850","29250"
"In post","2022","20-29","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","210","205","25500","21300"
"In post","2022","20-29","Declared disabled","North East (England)","Tees Valley and Durham","85","80","27690","27130"
"In post","2022","20-29","Declared disabled","North West (England)","Cheshire","50","45","27270","27570"
"In post","2022","20-29","Declared disabled","North West (England)","Cumbria","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","North West (England)","Greater Manchester","245","245","28190","26820"
"In post","2022","20-29","Declared disabled","North West (England)","Lancashire","140","140","24110","21270"
"In post","2022","20-29","Declared disabled","North West (England)","Merseyside","200","195","26130","24880"
"In post","2022","20-29","Declared disabled","Northern Ireland","Northern Ireland","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scotland","Eastern Scotland","240","235","29040","27570"
"In post","2022","20-29","Declared disabled","Scotland","Highlands and Islands","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scotland","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scotland","Southern Scotland","40","35","27300","26470"
"In post","2022","20-29","Declared disabled","Scotland","West Central Scotland","190","185","26880","23830"
"In post","2022","20-29","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","130","130","26780","26610"
"In post","2022","20-29","Declared disabled","South East (England)","Hampshire and Isle of Wight","155","150","26850","26670"
"In post","2022","20-29","Declared disabled","South East (England)","Kent","85","85","27150","26280"
"In post","2022","20-29","Declared disabled","South East (England)","Surrey, East and West Sussex","95","95","27040","27570"
"In post","2022","20-29","Declared disabled","South West (England)","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","South West (England)","Devon","90","90","25780","24650"
"In post","2022","20-29","Declared disabled","South West (England)","Dorset and Somerset","50","50","26170","25900"
"In post","2022","20-29","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","430","425","28180","27540"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wales","East Wales","220","215","27830","25860"
"In post","2022","20-29","Declared disabled","Wales","West Wales and The Valleys","115","110","23590","22600"
"In post","2022","20-29","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","40","24850","24770"
"In post","2022","20-29","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","90","85","25320","24340"
"In post","2022","20-29","Declared disabled","West Midlands (England)","West Midlands","215","205","26690","25870"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30","30","23690","22870"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","North Yorkshire","45","45","28780","27570"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","South Yorkshire","85","85","26610","25000"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","West Yorkshire","215","215","28500","26820"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","1290","1270","27290","26590"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","645","635","24480","24090"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Lincolnshire","240","240","25180","24920"
"In post","2022","20-29","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","455","450","28570","28140"
"In post","2022","20-29","Declared non-disabled","East of England","East Anglia","1110","1090","26320","26140"
"In post","2022","20-29","Declared non-disabled","East of England","Essex","410","405","27060","25220"
"In post","2022","20-29","Declared non-disabled","London","Inner London - East","1990","1975","35350","32050"
"In post","2022","20-29","Declared non-disabled","London","Inner London - West","9055","9020","38970","35700"
"In post","2022","20-29","Declared non-disabled","London","Outer London - East and North East","470","465","29370","31060"
"In post","2022","20-29","Declared non-disabled","London","Outer London - South","825","815","34340","31060"
"In post","2022","20-29","Declared non-disabled","London","Outer London - West and North West","980","955","30250","30930"
"In post","2022","20-29","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","1985","1955","26920","26590"
"In post","2022","20-29","Declared non-disabled","North East (England)","Tees Valley and Durham","870","845","24970","23170"
"In post","2022","20-29","Declared non-disabled","North West (England)","Cheshire","325","320","25810","25210"
"In post","2022","20-29","Declared non-disabled","North West (England)","Cumbria","200","195","24270","21300"
"In post","2022","20-29","Declared non-disabled","North West (England)","Greater Manchester","2295","2265","28470","26820"
"In post","2022","20-29","Declared non-disabled","North West (England)","Lancashire","1165","1140","24850","23170"
"In post","2022","20-29","Declared non-disabled","North West (England)","Merseyside","1990","1955","25910","24890"
"In post","2022","20-29","Declared non-disabled","Northern Ireland","Northern Ireland","260","255","26490","26590"
"In post","2022","20-29","Declared non-disabled","Overseas","Overseas","220","220","34230","32750"
"In post","2022","20-29","Declared non-disabled","Scotland","Eastern Scotland","1715","1695","28660","27230"
"In post","2022","20-29","Declared non-disabled","Scotland","Highlands and Islands","135","130","25510","24400"
"In post","2022","20-29","Declared non-disabled","Scotland","North Eastern Scotland","135","135","28750","27230"
"In post","2022","20-29","Declared non-disabled","Scotland","Southern Scotland","435","430","26400","25930"
"In post","2022","20-29","Declared non-disabled","Scotland","West Central Scotland","1670","1645","27620","26590"
"In post","2022","20-29","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","935","925","27850","27570"
"In post","2022","20-29","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","1325","1310","28630","27570"
"In post","2022","20-29","Declared non-disabled","South East (England)","Kent","755","745","26940","26140"
"In post","2022","20-29","Declared non-disabled","South East (England)","Surrey, East and West Sussex","810","800","27640","27570"
"In post","2022","20-29","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","95","95","24030","21260"
"In post","2022","20-29","Declared non-disabled","South West (England)","Devon","710","700","26150","24920"
"In post","2022","20-29","Declared non-disabled","South West (England)","Dorset and Somerset","375","370","25840","26140"
"In post","2022","20-29","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","3970","3935","28450","27570"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","160","160","30080","28000"
"In post","2022","20-29","Declared non-disabled","Wales","East Wales","2035","2005","27570","26590"
"In post","2022","20-29","Declared non-disabled","Wales","West Wales and The Valleys","1310","1265","24460","22960"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","375","370","24550","24260"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","795","780","25790","25210"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","West Midlands","1970","1935","27210","26590"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","480","470","24650","24730"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","410","405","27080","26370"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","880","865","27410","25480"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","2110","2075","27880","26820"
"In post","2022","20-29","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","85","80","27690","26950"
"In post","2022","20-29","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","40","24970","23170"
"In post","2022","20-29","Undeclared","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","East of England","Bedfordshire and Hertfordshire","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","East of England","East Anglia","45","45","28040","27570"
"In post","2022","20-29","Undeclared","East of England","Essex","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Inner London - East","100","100","35240","32330"
"In post","2022","20-29","Undeclared","London","Inner London - West","620","615","38770","35060"
"In post","2022","20-29","Undeclared","London","Outer London - East and North East","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","London","Outer London - South","30","30","31730","31060"
"In post","2022","20-29","Undeclared","London","Outer London - West and North West","30","30","29940","30590"
"In post","2022","20-29","Undeclared","North East (England)","Northumberland, and Tyne and Wear","85","85","27470","26820"
"In post","2022","20-29","Undeclared","North East (England)","Tees Valley and Durham","35","35","29840","27130"
"In post","2022","20-29","Undeclared","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","North West (England)","Greater Manchester","115","115","29220","27570"
"In post","2022","20-29","Undeclared","North West (England)","Lancashire","55","55","25140","26350"
"In post","2022","20-29","Undeclared","North West (England)","Merseyside","70","70","27120","25650"
"In post","2022","20-29","Undeclared","Northern Ireland","Northern Ireland","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","Eastern Scotland","50","45","29230","27570"
"In post","2022","20-29","Undeclared","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","West Central Scotland","55","55","26380","24880"
"In post","2022","20-29","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","55","55","28400","27570"
"In post","2022","20-29","Undeclared","South East (England)","Hampshire and Isle of Wight","45","45","27770","26610"
"In post","2022","20-29","Undeclared","South East (England)","Kent","35","30","27570","27380"
"In post","2022","20-29","Undeclared","South East (England)","Surrey, East and West Sussex","50","50","27880","27570"
"In post","2022","20-29","Undeclared","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","South West (England)","Devon","35","30","25360","24730"
"In post","2022","20-29","Undeclared","South West (England)","Dorset and Somerset","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","160","160","28140","27540"
"In post","2022","20-29","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Wales","East Wales","85","80","26950","26590"
"In post","2022","20-29","Undeclared","Wales","West Wales and The Valleys","65","60","24790","21840"
"In post","2022","20-29","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2022","20-29","Undeclared","West Midlands (England)","Shropshire and Staffordshire","35","35","26670","25630"
"In post","2022","20-29","Undeclared","West Midlands (England)","West Midlands","105","100","27820","27570"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","South Yorkshire","40","40","27750","27570"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","West Yorkshire","95","95","27080","26750"
"In post","2022","20-29","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","675","660","26540","26590"
"In post","2022","20-29","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","225","215","23590","22600"
"In post","2022","20-29","Unknown","East Midlands (England)","Lincolnshire","45","45","24630","23800"
"In post","2022","20-29","Unknown","East of England","Bedfordshire and Hertfordshire","170","170","28010","27570"
"In post","2022","20-29","Unknown","East of England","East Anglia","370","360","25330","24880"
"In post","2022","20-29","Unknown","East of England","Essex","205","205","26020","24800"
"In post","2022","20-29","Unknown","London","Inner London - East","1065","1060","34730","32640"
"In post","2022","20-29","Unknown","London","Inner London - West","5900","5875","37000","33570"
"In post","2022","20-29","Unknown","London","Outer London - East and North East","195","190","28500","29020"
"In post","2022","20-29","Unknown","London","Outer London - South","650","645","32830","30600"
"In post","2022","20-29","Unknown","London","Outer London - West and North West","335","330","29350","28650"
"In post","2022","20-29","Unknown","North East (England)","Northumberland, and Tyne and Wear","940","920","26510","26590"
"In post","2022","20-29","Unknown","North East (England)","Tees Valley and Durham","390","385","25280","23810"
"In post","2022","20-29","Unknown","North West (England)","Cheshire","280","280","28530","28840"
"In post","2022","20-29","Unknown","North West (England)","Cumbria","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Greater Manchester","1275","1260","27780","26590"
"In post","2022","20-29","Unknown","North West (England)","Lancashire","350","345","24630","23140"
"In post","2022","20-29","Unknown","North West (England)","Merseyside","940","920","25100","24440"
"In post","2022","20-29","Unknown","Northern Ireland","Northern Ireland","255","250","24380","21250"
"In post","2022","20-29","Unknown","Overseas","Overseas","80","80","39250","38090"
"In post","2022","20-29","Unknown","Scotland","Eastern Scotland","1350","1320","27770","26820"
"In post","2022","20-29","Unknown","Scotland","Highlands and Islands","40","40","26630","26870"
"In post","2022","20-29","Unknown","Scotland","North Eastern Scotland","95","95","28590","27940"
"In post","2022","20-29","Unknown","Scotland","Southern Scotland","320","315","25520","23780"
"In post","2022","20-29","Unknown","Scotland","West Central Scotland","1040","1020","26190","24880"
"In post","2022","20-29","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","345","340","27540","27680"
"In post","2022","20-29","Unknown","South East (England)","Hampshire and Isle of Wight","465","455","27850","26470"
"In post","2022","20-29","Unknown","South East (England)","Kent","365","360","25600","24880"
