"Status","Year","Disability","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","AA","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","AO","15","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","EO","35","35","24890","26130"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","G7","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Warwickshire CC","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","AA","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","AO","15","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","EO","20","20","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","G7","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Wolverhampton","Unknown","30","25","29850","28200"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","AA","20","20","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","AO","80","80","23320","23140"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","EO","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","G7","5","5","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Worcestershire CC","Unknown","20","15","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA","40","40","20850","20890"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AO","115","110","24060","23140"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","40","30","29310","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","45","40","28210","25480"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","AO","335","295","21410","21250"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","EO","105","95","26690","26820"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","HEO","25","20","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Bradford","Unknown","50","40","28370","27260"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","EO","35","35","27070","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","AA","35","35","20480","20890"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","AO","105","105","25910","24430"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","EO","55","55","26970","26680"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","AA","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","AO","85","85","22960","22600"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","EO","55","55","26520","26930"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","AA","40","35","20380","20890"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","AO","660","630","22030","21250"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","EO","785","760","26280","26590"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","G6","145","140","65200","62400"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","G7","425","415","52950","50030"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","HEO","665","650","31690","33060"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","SCS level","50","45","85250","77320"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","SEO","360","350","38850","38160"
"In post","2022","Unknown","Yorkshire and The Humber","Leeds","Unknown","70","60","26330","24800"
"In post","2022","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","AO","40","40","21650","21680"
"In post","2022","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","AA","45","45","19650","19810"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","AO","85","85","27490","23540"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","EO","60","60","28130","27570"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","HEO","35","35","35240","34170"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire CC","Unknown","10","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","AO","185","180","21610","21680"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","EO","295","290","26540","25000"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","G6","40","40","67010","63820"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","G7","150","150","53010","50760"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","HEO","175","170","31100","30320"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","SCS level","15","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","SEO","170","165","38610","36780"
"In post","2022","Unknown","Yorkshire and The Humber","Sheffield","Unknown","50","45","27500","26520"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","AA","25","25","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","AO","60","60","24250","23140"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","EO","80","75","32230","32770"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","HEO","40","35","39040","40210"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Wakefield","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","York","AA","10","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","York","AO","75","70","21940","21230"
"In post","2022","Unknown","Yorkshire and The Humber","York","EO","70","65","26040","26350"
"In post","2022","Unknown","Yorkshire and The Humber","York","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","York","G7","55","50","54240","50270"
"In post","2022","Unknown","Yorkshire and The Humber","York","HEO","75","70","31590","32000"
"In post","2022","Unknown","Yorkshire and The Humber","York","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","York","SEO","35","35","38230","37300"
"In post","2022","Unknown","Yorkshire and The Humber","York","Unknown","25","25","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","East Derbyshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Cambridgeshire CC","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Luton","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
