"Status","Year","Age","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Counter Fraud","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Anglia","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Wales","AA/AO","20","15","21580","22140"
"In post","2022","30-39","Counter Fraud","East Wales","EO","20","15","25260","24890"
"In post","2022","30-39","Counter Fraud","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Yorkshire and Northern Lincolnshire","EO","10","10","27570","27570"
"In post","2022","30-39","Counter Fraud","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Eastern Scotland","EO","15","10","27390","27570"
"In post","2022","30-39","Counter Fraud","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Essex","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester","EO","15","15","27570","27570"
"In post","2022","30-39","Counter Fraud","Greater Manchester","SEO/HEO","15","15","33210","33720"
"In post","2022","30-39","Counter Fraud","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Inner London - East","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Inner London - East","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Inner London - West","EO","15","15","29050","29080"
"In post","2022","30-39","Counter Fraud","Inner London - West","G6/G7","20","20","60900","62330"
"In post","2022","30-39","Counter Fraud","Inner London - West","SEO/HEO","50","50","37140","35630"
"In post","2022","30-39","Counter Fraud","Kent","AA/AO","30","25","24280","24250"
"In post","2022","30-39","Counter Fraud","Kent","EO","20","15","29660","29290"
"In post","2022","30-39","Counter Fraud","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lancashire","EO","15","15","27570","27570"
"In post","2022","30-39","Counter Fraud","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Leicestershire, Rutland and Northamptonshire","EO","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Merseyside","EO","25","25","27430","27570"
"In post","2022","30-39","Counter Fraud","Merseyside","SEO/HEO","10","10","32220","31990"
"In post","2022","30-39","Counter Fraud","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Northumberland, and Tyne and Wear","EO","45","40","27540","27570"
"In post","2022","30-39","Counter Fraud","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Northumberland, and Tyne and Wear","SEO/HEO","10","10","32450","31990"
"In post","2022","30-39","Counter Fraud","Outer London - East and North East","AA/AO","30","30","24850","25110"
"In post","2022","30-39","Counter Fraud","Outer London - East and North East","EO","20","20","31140","31060"
"In post","2022","30-39","Counter Fraud","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Shropshire and Staffordshire","EO","10","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South Yorkshire","EO","10","10","27570","27570"
"In post","2022","30-39","Counter Fraud","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Southern Scotland","AA/AO","20","20","21260","21260"
"In post","2022","30-39","Counter Fraud","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Surrey, East and West Sussex","EO","10","10","28280","27570"
"In post","2022","30-39","Counter Fraud","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Tees Valley and Durham","EO","20","20","26470","27570"
"In post","2022","30-39","Counter Fraud","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Central Scotland","AA/AO","20","15","21340","21260"
"In post","2022","30-39","Counter Fraud","West Central Scotland","EO","40","40","26920","27570"
"In post","2022","30-39","Counter Fraud","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Midlands","EO","25","25","27570","27570"
"In post","2022","30-39","Counter Fraud","West Midlands","SEO/HEO","25","25","32570","31990"
"In post","2022","30-39","Counter Fraud","West Wales and The Valleys","AA/AO","15","15","21260","21260"
"In post","2022","30-39","Counter Fraud","West Wales and The Valleys","EO","30","30","27570","27570"
"In post","2022","30-39","Counter Fraud","West Wales and The Valleys","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Yorkshire","EO","15","15","27570","27570"
"In post","2022","30-39","Counter Fraud","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","EO","10","10","30080","30600"
"In post","2022","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","28960","29080"
"In post","2022","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","15","15","52070","51430"
"In post","2022","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","30","30","37590","36520"
"In post","2022","30-39","Digital, Data and Technology","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cheshire","EO","10","10","27370","26670"
"In post","2022","30-39","Digital, Data and Technology","Cheshire","G6/G7","15","15","50700","48370"
"In post","2022","30-39","Digital, Data and Technology","Cheshire","SEO/HEO","25","25","37220","36740"
"In post","2022","30-39","Digital, Data and Technology","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Derbyshire and Nottinghamshire","EO","10","10","25990","26130"
"In post","2022","30-39","Digital, Data and Technology","Derbyshire and Nottinghamshire","G6/G7","10","10","59040","57460"
"In post","2022","30-39","Digital, Data and Technology","Derbyshire and Nottinghamshire","SEO/HEO","40","40","37880","36500"
"In post","2022","30-39","Digital, Data and Technology","Devon","AA/AO","15","15","21290","21290"
"In post","2022","30-39","Digital, Data and Technology","Devon","EO","45","45","27910","27270"
"In post","2022","30-39","Digital, Data and Technology","Devon","G6/G7","20","20","53640","52670"
"In post","2022","30-39","Digital, Data and Technology","Devon","SEO/HEO","105","105","39550","38450"
"In post","2022","30-39","Digital, Data and Technology","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Dorset and Somerset","EO","10","10","28660","28140"
"In post","2022","30-39","Digital, Data and Technology","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Dorset and Somerset","SEO/HEO","45","45","38180","36300"
"In post","2022","30-39","Digital, Data and Technology","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Anglia","EO","15","15","26620","26670"
"In post","2022","30-39","Digital, Data and Technology","East Anglia","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Anglia","SEO/HEO","20","20","34860","35900"
"In post","2022","30-39","Digital, Data and Technology","East Wales","AA/AO","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Wales","EO","50","50","27210","25860"
"In post","2022","30-39","Digital, Data and Technology","East Wales","G6/G7","80","80","53940","50800"
"In post","2022","30-39","Digital, Data and Technology","East Wales","SEO/HEO","175","170","37390","36840"
"In post","2022","30-39","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Eastern Scotland","EO","25","25","29310","28710"
"In post","2022","30-39","Digital, Data and Technology","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Eastern Scotland","SEO/HEO","35","35","38650","37710"
"In post","2022","30-39","Digital, Data and Technology","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Essex","SEO/HEO","25","25","35150","33370"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","21190","21170"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","EO","45","45","25960","26670"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","85","85","52230","49860"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","215","205","36340","36330"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester","EO","30","30","26760","27170"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester","G6/G7","115","115","55910","55000"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester","SEO/HEO","205","200","35770","35310"
"In post","2022","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","EO","25","25","26340","26670"
"In post","2022","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","G6/G7","25","25","53430","52330"
"In post","2022","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","SEO/HEO","75","70","35230","34040"
"In post","2022","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","EO","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Inner London - East","EO","15","15","29990","29370"
"In post","2022","30-39","Digital, Data and Technology","Inner London - East","G6/G7","85","85","62670","60360"
"In post","2022","30-39","Digital, Data and Technology","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Inner London - East","SEO/HEO","80","80","40700","41750"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","EO","30","30","29120","28340"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","G6/G7","295","290","60020","58100"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","SCS level","20","20","82820","77200"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","SEO/HEO","195","195","39600","40230"
"In post","2022","30-39","Digital, Data and Technology","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lancashire","EO","10","10","27360","27570"
"In post","2022","30-39","Digital, Data and Technology","Lancashire","G6/G7","25","25","60300","56250"
"In post","2022","30-39","Digital, Data and Technology","Lancashire","SEO/HEO","50","50","35370","33670"
"In post","2022","30-39","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","EO","10","10","27590","27590"
"In post","2022","30-39","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","SEO/HEO","10","10","38750","36740"
"In post","2022","30-39","Digital, Data and Technology","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Merseyside","EO","15","15","26010","26360"
"In post","2022","30-39","Digital, Data and Technology","Merseyside","G6/G7","20","20","56060","54000"
"In post","2022","30-39","Digital, Data and Technology","Merseyside","SEO/HEO","80","75","35920","36750"
"In post","2022","30-39","Digital, Data and Technology","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","North Yorkshire","G6/G7","10","10","50730","47550"
"In post","2022","30-39","Digital, Data and Technology","North Yorkshire","SEO/HEO","15","15","35680","35900"
"In post","2022","30-39","Digital, Data and Technology","Northern Ireland","SEO/HEO","10","10","34660","33370"
"In post","2022","30-39","Digital, Data and Technology","Northumberland, and Tyne and Wear","AA/AO","10","10","21260","21260"
"In post","2022","30-39","Digital, Data and Technology","Northumberland, and Tyne and Wear","EO","60","55","27440","27570"
"In post","2022","30-39","Digital, Data and Technology","Northumberland, and Tyne and Wear","G6/G7","155","155","56890","55210"
"In post","2022","30-39","Digital, Data and Technology","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Northumberland, and Tyne and Wear","SEO/HEO","260","255","37100","37000"
"In post","2022","30-39","Digital, Data and Technology","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Outer London - South","EO","15","15","29790","28650"
"In post","2022","30-39","Digital, Data and Technology","Outer London - South","G6/G7","90","85","62410","61460"
"In post","2022","30-39","Digital, Data and Technology","Outer London - South","SEO/HEO","100","95","40590","41950"
"In post","2022","30-39","Digital, Data and Technology","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Outer London - West and North West","EO","10","10","29180","29080"
"In post","2022","30-39","Digital, Data and Technology","Outer London - West and North West","G6/G7","10","10","59640","61930"
"In post","2022","30-39","Digital, Data and Technology","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Outer London - West and North West","SEO/HEO","45","45","39350","38200"
"In post","2022","30-39","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Shropshire and Staffordshire","EO","10","10","26570","26670"
"In post","2022","30-39","Digital, Data and Technology","Shropshire and Staffordshire","G6/G7","20","20","54870","55210"
"In post","2022","30-39","Digital, Data and Technology","Shropshire and Staffordshire","SEO/HEO","40","40","37760","40090"
"In post","2022","30-39","Digital, Data and Technology","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","South Yorkshire","EO","15","15","26770","26000"
"In post","2022","30-39","Digital, Data and Technology","South Yorkshire","G6/G7","80","80","57190","56070"
"In post","2022","30-39","Digital, Data and Technology","South Yorkshire","SEO/HEO","85","80","35920","36500"
"In post","2022","30-39","Digital, Data and Technology","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Southern Scotland","G6/G7","10","10","51180","48500"
"In post","2022","30-39","Digital, Data and Technology","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Southern Scotland","SEO/HEO","40","40","35900","33930"
"In post","2022","30-39","Digital, Data and Technology","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Surrey, East and West Sussex","SEO/HEO","10","10","35970","33370"
"In post","2022","30-39","Digital, Data and Technology","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Tees Valley and Durham","G6/G7","15","15","53180","49860"
"In post","2022","30-39","Digital, Data and Technology","Tees Valley and Durham","SEO/HEO","15","15","36240","36500"
"In post","2022","30-39","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Central Scotland","EO","15","15","28120","27570"
"In post","2022","30-39","Digital, Data and Technology","West Central Scotland","G6/G7","15","15","53960","54360"
"In post","2022","30-39","Digital, Data and Technology","West Central Scotland","SEO/HEO","40","40","36270","33430"
"In post","2022","30-39","Digital, Data and Technology","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Midlands","EO","20","20","27330","26470"
"In post","2022","30-39","Digital, Data and Technology","West Midlands","G6/G7","40","40","57040","53880"
"In post","2022","30-39","Digital, Data and Technology","West Midlands","SEO/HEO","105","100","35940","36050"
"In post","2022","30-39","Digital, Data and Technology","West Wales and The Valleys","AA/AO","25","25","21780","21840"
"In post","2022","30-39","Digital, Data and Technology","West Wales and The Valleys","EO","75","75","26910","26350"
"In post","2022","30-39","Digital, Data and Technology","West Wales and The Valleys","G6/G7","35","35","62000","59680"
"In post","2022","30-39","Digital, Data and Technology","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Wales and The Valleys","SEO/HEO","160","160","38810","38650"
"In post","2022","30-39","Digital, Data and Technology","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Yorkshire","EO","15","15","27170","26820"
"In post","2022","30-39","Digital, Data and Technology","West Yorkshire","G6/G7","60","60","56920","55210"
"In post","2022","30-39","Digital, Data and Technology","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Yorkshire","SEO/HEO","90","90","37370","37000"
"In post","2022","30-39","Economics","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","East Wales","G6/G7","15","15","52390","51210"
"In post","2022","30-39","Economics","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","East Wales","SEO/HEO","10","10","35630","36870"
"In post","2022","30-39","Economics","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Inner London - East","G6/G7","60","55","64570","62890"
"In post","2022","30-39","Economics","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Inner London - East","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Inner London - West","G6/G7","255","250","59920","57950"
"In post","2022","30-39","Economics","Inner London - West","SCS level","20","20","77860","75560"
"In post","2022","30-39","Economics","Inner London - West","SEO/HEO","55","50","38620","38750"
"In post","2022","30-39","Economics","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Overseas","G6/G7","15","15","56020","55620"
"In post","2022","30-39","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
