"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","Heterosexual / straight","45","40","40230","36780"
"In post","2022","Commercial","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Commercial","Croydon","London","Heterosexual / straight","80","80","44820","43350"
"In post","2022","Commercial","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Croydon","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Croydon","London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","Heterosexual / straight","60","55","38090","36500"
"In post","2022","Commercial","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Devon CC","Outside London","Heterosexual / straight","170","160","44220","45150"
"In post","2022","Commercial","Devon CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Devon CC","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Commercial","Devon CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dudley","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","Heterosexual / straight","85","85","33820","33000"
"In post","2022","Commercial","Glasgow City","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","Heterosexual / straight","50","50","42790","40520"
"In post","2022","Commercial","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leeds","Outside London","Heterosexual / straight","195","190","42070","36820"
"In post","2022","Commercial","Leeds","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Leeds","Outside London","Undeclared","50","45","40420","36820"
"In post","2022","Commercial","Leeds","Outside London","Unknown","30","30","41460","36820"
"In post","2022","Commercial","Leicester","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","Heterosexual / straight","135","135","36100","38330"
"In post","2022","Commercial","Liverpool","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","Unknown","45","45","34010","31250"
"In post","2022","Commercial","Manchester","Outside London","Heterosexual / straight","115","115","40100","36500"
"In post","2022","Commercial","Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Manchester","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Medway","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Outside London","Heterosexual / straight","65","60","43430","41160"
"In post","2022","Commercial","Milton Keynes","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","Heterosexual / straight","75","75","36120","31250"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","North and North East Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and North East Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
