"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","No function","Ministry of Justice","London","55","[c]","49350","41590"
"Leaver Dept.","2022","50-59","No function","Ministry of Justice","Outside London","155","[c]","29750","25120"
"Leaver Dept.","2022","50-59","No function","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Department for Work and Pensions","Outside London","20","[c]","35180","33700"
"Leaver Dept.","2022","50-59","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Ministry of Defence","Outside London","65","[c]","40400","40000"
"Leaver Dept.","2022","50-59","Project Delivery","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions","Outside London","35","[c]","34120","30640"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs","Outside London","135","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Home Office","London","65","[c]","46890","41970"
"Leaver Dept.","2022","50-59","Unknown","Home Office","Outside London","95","[c]","29850","25310"
"Leaver Dept.","2022","50-59","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Ministry of Defence","Outside London","35","[c]","29210","21830"
"Leaver Dept.","2022","50-59","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Scottish Government","Outside London","15","[c]","50750","47250"
"Leaver Dept.","2022","50-59","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Counter Fraud","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
