"Status","Year","Age","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","SEO/HEO","Heterosexual / straight","1565","[c]","34690","34020"
"Leaver Dept.","2022","20-29","SEO/HEO","LGBO","255","[c]","34670","34490"
"Leaver Dept.","2022","20-29","SEO/HEO","Undeclared","355","[c]","34880","34140"
"Leaver Dept.","2022","20-29","SEO/HEO","Unknown","915","[c]","32940","32000"
"Leaver Dept.","2022","20-29","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Heterosexual / straight","480","[c]","21510","21260"
"Leaver Dept.","2022","30-39","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Undeclared","40","[c]","21820","21260"
"Leaver Dept.","2022","30-39","AA/AO","Unknown","265","[c]","21440","21170"
"Leaver Dept.","2022","30-39","EO","Heterosexual / straight","940","[c]","26910","27570"
"Leaver Dept.","2022","30-39","EO","LGBO","85","[c]","27230","27570"
"Leaver Dept.","2022","30-39","EO","Undeclared","105","[c]","26830","27570"
"Leaver Dept.","2022","30-39","EO","Unknown","290","[c]","27370","27570"
"Leaver Dept.","2022","30-39","G6/G7","Heterosexual / straight","900","[c]","57140","54700"
"Leaver Dept.","2022","30-39","G6/G7","LGBO","100","[c]","55740","54180"
"Leaver Dept.","2022","30-39","G6/G7","Undeclared","215","[c]","56150","53600"
"Leaver Dept.","2022","30-39","G6/G7","Unknown","350","[c]","57150","54700"
"Leaver Dept.","2022","30-39","SCS level","Heterosexual / straight","85","[c]","82630","77440"
"Leaver Dept.","2022","30-39","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Heterosexual / straight","1670","[c]","36250","36330"
"Leaver Dept.","2022","30-39","SEO/HEO","LGBO","175","[c]","36100","36330"
"Leaver Dept.","2022","30-39","SEO/HEO","Undeclared","310","[c]","36570","36500"
"Leaver Dept.","2022","30-39","SEO/HEO","Unknown","615","[c]","35690","34550"
"Leaver Dept.","2022","30-39","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Heterosexual / straight","325","[c]","21550","21260"
"Leaver Dept.","2022","40-49","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Undeclared","40","[c]","22240","21360"
"Leaver Dept.","2022","40-49","AA/AO","Unknown","185","[c]","21760","21260"
"Leaver Dept.","2022","40-49","EO","Heterosexual / straight","630","[c]","27140","27570"
"Leaver Dept.","2022","40-49","EO","LGBO","40","[c]","27480","27570"
"Leaver Dept.","2022","40-49","EO","Undeclared","90","[c]","26910","27570"
"Leaver Dept.","2022","40-49","EO","Unknown","185","[c]","27440","27570"
"Leaver Dept.","2022","40-49","G6/G7","Heterosexual / straight","870","[c]","58330","55990"
"Leaver Dept.","2022","40-49","G6/G7","LGBO","65","[c]","58850","58160"
"Leaver Dept.","2022","40-49","G6/G7","Undeclared","215","[c]","57510","54880"
"Leaver Dept.","2022","40-49","G6/G7","Unknown","365","[c]","58820","56580"
"Leaver Dept.","2022","40-49","SCS level","Heterosexual / straight","205","[c]","91540","92500"
"Leaver Dept.","2022","40-49","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS level","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS level","Unknown","70","[c]","93930","91420"
"Leaver Dept.","2022","40-49","SEO/HEO","Heterosexual / straight","1110","[c]","36550","36340"
"Leaver Dept.","2022","40-49","SEO/HEO","LGBO","60","[c]","37700","38200"
"Leaver Dept.","2022","40-49","SEO/HEO","Undeclared","225","[c]","36690","36820"
"Leaver Dept.","2022","40-49","SEO/HEO","Unknown","380","[c]","37930","38370"
"Leaver Dept.","2022","40-49","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Heterosexual / straight","260","[c]","21430","21260"
"Leaver Dept.","2022","50-59","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Undeclared","30","[c]","21150","20680"
"Leaver Dept.","2022","50-59","AA/AO","Unknown","130","[c]","21490","21260"
"Leaver Dept.","2022","50-59","EO","Heterosexual / straight","455","[c]","27170","27570"
"Leaver Dept.","2022","50-59","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Undeclared","65","[c]","26810","27570"
"Leaver Dept.","2022","50-59","EO","Unknown","130","[c]","28020","27570"
"Leaver Dept.","2022","50-59","G6/G7","Heterosexual / straight","580","[c]","58890","56950"
"Leaver Dept.","2022","50-59","G6/G7","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Undeclared","175","[c]","61530","58770"
"Leaver Dept.","2022","50-59","G6/G7","Unknown","240","[c]","59720","56500"
"Leaver Dept.","2022","50-59","SCS level","Heterosexual / straight","165","[c]","102650","104450"
"Leaver Dept.","2022","50-59","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","SCS level","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","SCS level","Unknown","70","[c]","113520","114000"
"Leaver Dept.","2022","50-59","SEO/HEO","Heterosexual / straight","730","[c]","36650","36330"
"Leaver Dept.","2022","50-59","SEO/HEO","LGBO","35","[c]","37910","38140"
"Leaver Dept.","2022","50-59","SEO/HEO","Undeclared","180","[c]","36900","36330"
"Leaver Dept.","2022","50-59","SEO/HEO","Unknown","240","[c]","37150","36330"
"Leaver Dept.","2022","50-59","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","AA/AO","Heterosexual / straight","60","[c]","21460","21260"
"Leaver Dept.","2022","60-64","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","EO","Heterosexual / straight","70","[c]","26750","27570"
"Leaver Dept.","2022","60-64","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","G6/G7","Heterosexual / straight","90","[c]","60730","57340"
"Leaver Dept.","2022","60-64","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","G6/G7","Unknown","50","[c]","63610","63320"
"Leaver Dept.","2022","60-64","SCS level","Heterosexual / straight","35","[c]","116380","114000"
"Leaver Dept.","2022","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","SEO/HEO","Heterosexual / straight","115","[c]","37030","36330"
"Leaver Dept.","2022","60-64","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","SEO/HEO","Unknown","40","[c]","37500","36320"
"Leaver Dept.","2022","60-64","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SEO/HEO","Heterosexual / straight","35","[c]","36090","37510"
"Leaver Dept.","2022","65+","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","AA/AO","Heterosexual / straight","390","[c]","21480","21260"
"New entrant CS","2022","16-19","AA/AO","LGBO","45","[c]","22520","21260"
"New entrant CS","2022","16-19","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","AA/AO","Unknown","310","[c]","21350","21250"
"New entrant CS","2022","16-19","EO","Heterosexual / straight","100","[c]","24430","25000"
"New entrant CS","2022","16-19","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","EO","Unknown","95","[c]","21830","23670"
"New entrant CS","2022","16-19","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","AA/AO","Heterosexual / straight","6025","[c]","22120","21260"
"New entrant CS","2022","20-29","AA/AO","LGBO","955","[c]","21850","21260"
"New entrant CS","2022","20-29","AA/AO","Undeclared","430","[c]","21710","21260"
"New entrant CS","2022","20-29","AA/AO","Unknown","4235","[c]","22080","21260"
"New entrant CS","2022","20-29","EO","Heterosexual / straight","4245","[c]","27030","27230"
"New entrant CS","2022","20-29","EO","LGBO","590","[c]","26900","27230"
"New entrant CS","2022","20-29","EO","Undeclared","430","[c]","26770","27230"
"New entrant CS","2022","20-29","EO","Unknown","2180","[c]","26590","26590"
"New entrant CS","2022","20-29","G6/G7","Heterosexual / straight","270","[c]","53910","53360"
"New entrant CS","2022","20-29","G6/G7","LGBO","50","[c]","54320","53290"
"New entrant CS","2022","20-29","G6/G7","Undeclared","35","[c]","52860","53360"
"New entrant CS","2022","20-29","G6/G7","Unknown","145","[c]","55040","53460"
"New entrant CS","2022","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","SEO/HEO","Heterosexual / straight","3175","[c]","33900","33080"
"New entrant CS","2022","20-29","SEO/HEO","LGBO","570","[c]","33610","33080"
"New entrant CS","2022","20-29","SEO/HEO","Undeclared","460","[c]","33990","33080"
"New entrant CS","2022","20-29","SEO/HEO","Unknown","2035","[c]","32160","31540"
"New entrant CS","2022","20-29","Unknown","Heterosexual / straight","1100","[c]","23970","23170"
"New entrant CS","2022","20-29","Unknown","LGBO","170","[c]","24030","23170"
"New entrant CS","2022","20-29","Unknown","Undeclared","55","[c]","23770","23170"
"New entrant CS","2022","20-29","Unknown","Unknown","820","[c]","23620","23170"
"New entrant CS","2022","30-39","AA/AO","Heterosexual / straight","2880","[c]","22240","21260"
"New entrant CS","2022","30-39","AA/AO","LGBO","290","[c]","22010","21260"
"New entrant CS","2022","30-39","AA/AO","Undeclared","165","[c]","22540","21260"
"New entrant CS","2022","30-39","AA/AO","Unknown","1895","[c]","22340","21260"
"New entrant CS","2022","30-39","EO","Heterosexual / straight","2365","[c]","27340","27570"
"New entrant CS","2022","30-39","EO","LGBO","285","[c]","27100","27540"
"New entrant CS","2022","30-39","EO","Undeclared","170","[c]","27020","27230"
"New entrant CS","2022","30-39","EO","Unknown","1085","[c]","26930","26660"
"New entrant CS","2022","30-39","G6/G7","Heterosexual / straight","955","[c]","54620","53000"
"New entrant CS","2022","30-39","G6/G7","LGBO","95","[c]","55110","53480"
"New entrant CS","2022","30-39","G6/G7","Undeclared","125","[c]","55900","53360"
"New entrant CS","2022","30-39","G6/G7","Unknown","435","[c]","58570","56540"
"New entrant CS","2022","30-39","SCS level","Heterosexual / straight","40","[c]","84050","84560"
"New entrant CS","2022","30-39","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","SEO/HEO","Heterosexual / straight","2595","[c]","35760","34610"
"New entrant CS","2022","30-39","SEO/HEO","LGBO","310","[c]","35790","34710"
"New entrant CS","2022","30-39","SEO/HEO","Undeclared","325","[c]","36210","36330"
"New entrant CS","2022","30-39","SEO/HEO","Unknown","1075","[c]","35610","34710"
"New entrant CS","2022","30-39","Unknown","Heterosexual / straight","995","[c]","27600","24800"
"New entrant CS","2022","30-39","Unknown","LGBO","100","[c]","26610","24800"
"New entrant CS","2022","30-39","Unknown","Undeclared","60","[c]","29430","27060"
"New entrant CS","2022","30-39","Unknown","Unknown","790","[c]","26550","24800"
"New entrant CS","2022","40-49","AA/AO","Heterosexual / straight","1890","[c]","22120","21260"
"New entrant CS","2022","40-49","AA/AO","LGBO","130","[c]","22080","21260"
"New entrant CS","2022","40-49","AA/AO","Undeclared","85","[c]","21790","21260"
"New entrant CS","2022","40-49","AA/AO","Unknown","1040","[c]","22050","21260"
"New entrant CS","2022","40-49","EO","Heterosexual / straight","1485","[c]","27340","27570"
"New entrant CS","2022","40-49","EO","LGBO","105","[c]","27240","27570"
"New entrant CS","2022","40-49","EO","Undeclared","115","[c]","27300","27570"
"New entrant CS","2022","40-49","EO","Unknown","620","[c]","27000","26590"
"New entrant CS","2022","40-49","G6/G7","Heterosexual / straight","885","[c]","56610","54110"
"New entrant CS","2022","40-49","G6/G7","LGBO","55","[c]","58320","54640"
"New entrant CS","2022","40-49","G6/G7","Undeclared","105","[c]","55910","53360"
"New entrant CS","2022","40-49","G6/G7","Unknown","380","[c]","60010","58000"
"New entrant CS","2022","40-49","SCS level","Heterosexual / straight","90","[c]","91240","88390"
"New entrant CS","2022","40-49","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS level","Unknown","55","[c]","103240","93320"
"New entrant CS","2022","40-49","SEO/HEO","Heterosexual / straight","1655","[c]","36600","36050"
"New entrant CS","2022","40-49","SEO/HEO","LGBO","95","[c]","36340","35560"
"New entrant CS","2022","40-49","SEO/HEO","Undeclared","150","[c]","35910","35900"
"New entrant CS","2022","40-49","SEO/HEO","Unknown","590","[c]","36170","35360"
"New entrant CS","2022","40-49","Unknown","Heterosexual / straight","1095","[c]","32130","28330"
"New entrant CS","2022","40-49","Unknown","LGBO","75","[c]","35690","30910"
"New entrant CS","2022","40-49","Unknown","Undeclared","65","[c]","31740","28450"
"New entrant CS","2022","40-49","Unknown","Unknown","665","[c]","30030","28200"
"New entrant CS","2022","50-59","AA/AO","Heterosexual / straight","1620","[c]","21750","21260"
"New entrant CS","2022","50-59","AA/AO","LGBO","65","[c]","21820","21260"
"New entrant CS","2022","50-59","AA/AO","Undeclared","85","[c]","21570","21260"
"New entrant CS","2022","50-59","AA/AO","Unknown","880","[c]","21750","21250"
"New entrant CS","2022","50-59","EO","Heterosexual / straight","1230","[c]","27850","27570"
"New entrant CS","2022","50-59","EO","LGBO","60","[c]","27400","27570"
"New entrant CS","2022","50-59","EO","Undeclared","70","[c]","28010","27570"
"New entrant CS","2022","50-59","EO","Unknown","630","[c]","28240","27230"
"New entrant CS","2022","50-59","G6/G7","Heterosexual / straight","555","[c]","57680","54830"
"New entrant CS","2022","50-59","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","G6/G7","Undeclared","65","[c]","55230","53360"
"New entrant CS","2022","50-59","G6/G7","Unknown","235","[c]","60750","59000"
"New entrant CS","2022","50-59","SCS level","Heterosexual / straight","55","[c]","107110","104580"
"New entrant CS","2022","50-59","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS level","Unknown","40","[c]","108040","93000"
"New entrant CS","2022","50-59","SEO/HEO","Heterosexual / straight","1050","[c]","36980","36480"
"New entrant CS","2022","50-59","SEO/HEO","LGBO","35","[c]","36860","37000"
"New entrant CS","2022","50-59","SEO/HEO","Undeclared","95","[c]","37310","37530"
"New entrant CS","2022","50-59","SEO/HEO","Unknown","350","[c]","36600","36600"
"New entrant CS","2022","50-59","Unknown","Heterosexual / straight","1250","[c]","31030","28200"
"New entrant CS","2022","50-59","Unknown","LGBO","65","[c]","34660","29890"
"New entrant CS","2022","50-59","Unknown","Undeclared","100","[c]","32360","31420"
"New entrant CS","2022","50-59","Unknown","Unknown","720","[c]","30320","28200"
"New entrant CS","2022","60-64","AA/AO","Heterosexual / straight","370","[c]","21400","21260"
"New entrant CS","2022","60-64","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Unknown","185","[c]","21080","21250"
"New entrant CS","2022","60-64","EO","Heterosexual / straight","165","[c]","27620","27570"
"New entrant CS","2022","60-64","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Unknown","100","[c]","29430","27570"
"New entrant CS","2022","60-64","G6/G7","Heterosexual / straight","70","[c]","58900","57150"
"New entrant CS","2022","60-64","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Unknown","30","[c]","60250","57460"
"New entrant CS","2022","60-64","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Heterosexual / straight","150","[c]","36390","35000"
"New entrant CS","2022","60-64","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Unknown","65","[c]","37100","37610"
"New entrant CS","2022","60-64","Unknown","Heterosexual / straight","455","[c]","30050","28200"
"New entrant CS","2022","60-64","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","280","[c]","30210","28200"
"New entrant CS","2022","65+","AA/AO","Heterosexual / straight","65","[c]","21660","21260"
"New entrant CS","2022","65+","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Unknown","40","[c]","21040","21250"
"New entrant CS","2022","65+","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Unknown","30","[c]","28390","26130"
"New entrant CS","2022","65+","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Heterosexual / straight","30","[c]","35700","35900"
"New entrant CS","2022","65+","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Heterosexual / straight","175","[c]","31670","28200"
"New entrant CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","120","[c]","30220","28300"
"New entrant CS","2022","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
