"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","Inner London - West","20","20","41620","35070"
"In post","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East Anglia","320","305","34670","30220"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Companies House","Digital, Data and Technology","East Wales","15","15","38340","36480"
"In post","2022","Analysis","Companies House","Statistics","East Wales","5","5","[c]","[c]"
"In post","2022","Analysis","Companies House","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Economics","Inner London - East","95","90","64300","59890"
"In post","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","Inner London - East","30","30","55030","54320"
"In post","2022","Analysis","Competition and Markets Authority","Statistics","Inner London - East","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Hampshire and Isle of Wight","15","15","27300","26030"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","40410","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Operational Delivery","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","43590","47010"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Operational Research","Hampshire and Isle of Wight","260","250","43150","47010"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","36250","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Hampshire and Isle of Wight","90","85","39940","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Inner London - West","155","155","39920","33980"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Inner London - West","15","15","47770","46050"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Inner London - West","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Inner London - West","10","10","56600","57620"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Inner London - West","15","15","55820","57620"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Inner London - West","25","25","48200","46050"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Inner London - West","75","70","48560","53230"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Inner London - West","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Inner London - West","10","10","50800","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Inner London - West","20","20","47840","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Inner London - West","20","20","43550","38360"
"In post","2022","Analysis","Department for Education (excl. agencies)","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","36370","36500"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Greater Manchester","10","10","38550","37590"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Inner London - West","30","30","50010","45250"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","South Yorkshire","25","20","43580","42210"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Greater Manchester","15","15","38240","33000"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Inner London - West","40","35","48500","46840"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","South Yorkshire","35","30","47250","49860"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Economics","Inner London - West","145","145","44230","40330"
"In post","2022","Analysis","Department for International Trade","Operational Research","Inner London - West","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Inner London - West","15","15","39710","32120"
"In post","2022","Analysis","Department for International Trade","Policy","Inner London - West","10","10","50460","47870"
"In post","2022","Analysis","Department for International Trade","Social Research","Inner London - West","20","20","43020","32430"
