"Status","Year","Age","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Birmingham","5","5","[c]","[c]"
"In post","2022","16-19","Asian","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bradford","10","10","[c]","[c]"
"In post","2022","16-19","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Leeds","5","5","[c]","[c]"
"In post","2022","16-19","Asian","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","16-19","Asian","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Sefton","[c]","[c]","[c]","[c]"
