"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East of England","Essex","SEO","10","10","[c]","[c]"
"In post","2022","Analysis","London","Inner London - East","AO","5","5","[c]","[c]"
"In post","2022","Analysis","London","Inner London - East","EO","90","85","28870","28950"
"In post","2022","Analysis","London","Inner London - East","G6","85","80","72950","72430"
"In post","2022","Analysis","London","Inner London - East","G7","290","275","58930","60280"
"In post","2022","Analysis","London","Inner London - East","HEO","205","200","35680","35200"
"In post","2022","Analysis","London","Inner London - East","SCS level","40","35","97360","95660"
"In post","2022","Analysis","London","Inner London - East","SEO","180","175","43330","43030"
"In post","2022","Analysis","London","Inner London - West","AO","60","55","24380","24900"
"In post","2022","Analysis","London","Inner London - West","EO","210","205","28770","28000"
"In post","2022","Analysis","London","Inner London - West","G6","375","350","75190","69690"
"In post","2022","Analysis","London","Inner London - West","G7","840","810","56530","55140"
"In post","2022","Analysis","London","Inner London - West","HEO","820","810","35390","34710"
"In post","2022","Analysis","London","Inner London - West","SCS level","100","95","90190","79590"
"In post","2022","Analysis","London","Inner London - West","SEO","390","380","43580","42850"
"In post","2022","Analysis","London","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - South","EO","5","5","[c]","[c]"
"In post","2022","Analysis","London","Outer London - South","G6","10","10","73300","74850"
"In post","2022","Analysis","London","Outer London - South","G7","15","15","61110","62120"
"In post","2022","Analysis","London","Outer London - South","HEO","15","15","36850","37610"
"In post","2022","Analysis","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - South","SEO","15","15","44580","43910"
"In post","2022","Analysis","London","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","AO","10","10","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","G6","5","5","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","G7","45","45","53460","52150"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","HEO","50","50","32430","31990"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","SEO","35","35","37380","36320"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","G7","5","5","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","HEO","20","15","30340","30710"
"In post","2022","Analysis","North East (England)","Tees Valley and Durham","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cumbria","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester","AO","10","10","21260","21260"
"In post","2022","Analysis","North West (England)","Greater Manchester","EO","20","20","26080","25940"
"In post","2022","Analysis","North West (England)","Greater Manchester","G6","10","10","66990","66610"
"In post","2022","Analysis","North West (England)","Greater Manchester","G7","60","60","53560","55210"
"In post","2022","Analysis","North West (England)","Greater Manchester","HEO","135","135","33120","33370"
"In post","2022","Analysis","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester","SEO","75","70","40100","40520"
"In post","2022","Analysis","North West (England)","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Lancashire","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Merseyside","AO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Merseyside","EO","15","10","26630","26590"
"In post","2022","Analysis","North West (England)","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Merseyside","G7","35","35","55660","55210"
"In post","2022","Analysis","North West (England)","Merseyside","HEO","40","35","33310","33220"
"In post","2022","Analysis","North West (England)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Merseyside","SEO","35","35","40070","40520"
"In post","2022","Analysis","Northern Ireland","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Eastern Scotland","EO","10","10","28920","29770"
"In post","2022","Analysis","Scotland","Eastern Scotland","G6","10","10","83620","74760"
"In post","2022","Analysis","Scotland","Eastern Scotland","G7","15","15","55020","53530"
"In post","2022","Analysis","Scotland","Eastern Scotland","HEO","10","10","36500","37710"
"In post","2022","Analysis","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Eastern Scotland","SEO","25","20","43080","45000"
"In post","2022","Analysis","Scotland","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","West Central Scotland","EO","15","15","25750","24650"
"In post","2022","Analysis","Scotland","West Central Scotland","G6","10","10","[c]","[c]"
"In post","2022","Analysis","Scotland","West Central Scotland","G7","10","10","51090","46140"
"In post","2022","Analysis","Scotland","West Central Scotland","HEO","20","20","33050","32410"
"In post","2022","Analysis","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","West Central Scotland","SEO","15","15","38670","38500"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","AO","15","15","20630","20350"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","EO","70","65","25240","23880"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","G6","25","25","62140","60940"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","G7","265","250","50860","50210"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","HEO","300","290","30850","30710"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","Hampshire and Isle of Wight","SEO","265","250","38810","38340"
"In post","2022","Analysis","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon","EO","10","10","26180","26120"
"In post","2022","Analysis","South West (England)","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon","HEO","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","AO","10","10","21540","21510"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","EO","35","30","25300","25010"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","G6","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","G7","15","15","49810","49510"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","HEO","40","35","29950","29750"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset and Somerset","SEO","25","25","37440","36580"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","10","21680","21410"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","45","40","26670","26350"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","70","65","53360","54750"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","105","100","32170","32010"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","105","100","40160","39850"
"In post","2022","Analysis","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","East Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","East Wales","AO","55","55","20090","19860"
"In post","2022","Analysis","Wales","East Wales","EO","150","140","24970","24030"
"In post","2022","Analysis","Wales","East Wales","G6","50","50","61840","60940"
"In post","2022","Analysis","Wales","East Wales","G7","215","210","51460","50210"
"In post","2022","Analysis","Wales","East Wales","HEO","425","415","31000","30710"
"In post","2022","Analysis","Wales","East Wales","SCS level","15","15","80930","72220"
"In post","2022","Analysis","Wales","East Wales","SEO","380","365","38440","38340"
"In post","2022","Analysis","Wales","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","HEO","10","10","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","West Midlands","EO","15","15","26000","25620"
"In post","2022","Analysis","West Midlands (England)","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","West Midlands","G7","15","10","57510","51070"
"In post","2022","Analysis","West Midlands (England)","West Midlands","HEO","20","20","34020","32040"
"In post","2022","Analysis","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","West Midlands","SEO","20","20","44290","41530"
"In post","2022","Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","HEO","10","10","31230","30710"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","AO","10","10","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","G6","30","25","66490","66370"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","G7","65","60","53290","52150"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","HEO","45","45","32840","32870"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","South Yorkshire","SEO","50","45","38850","37370"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","AO","20","20","21520","21260"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","EO","40","40","25700","25120"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","G6","15","15","65250","66370"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","G7","75","70","52250","51530"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","HEO","50","50","31370","31000"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","West Yorkshire","SEO","60","55","38190","36820"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","AO","10","10","21570","21300"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","EO","20","20","26350","26130"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","G6","10","10","74140","69160"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","G7","20","20","54630","53360"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","15","15","31110","31030"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","30","30","40070","39400"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","EO","20","20","26450","26350"
"In post","2022","Commercial","East of England","East Anglia","G6","10","10","70310","68930"
"In post","2022","Commercial","East of England","East Anglia","G7","35","35","55200","51900"
"In post","2022","Commercial","East of England","East Anglia","HEO","55","50","31940","31250"
"In post","2022","Commercial","East of England","East Anglia","SCS level","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","East Anglia","SEO","70","65","39650","39360"
"In post","2022","Commercial","East of England","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","EO","25","25","28550","27860"
"In post","2022","Commercial","London","Inner London - East","G6","30","30","71730","68190"
"In post","2022","Commercial","London","Inner London - East","G7","65","65","58230","56610"
"In post","2022","Commercial","London","Inner London - East","HEO","35","35","35430","34550"
"In post","2022","Commercial","London","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2022","Commercial","London","Inner London - East","SEO","45","45","43900","42010"
"In post","2022","Commercial","London","Inner London - West","AO","20","20","23470","23170"
"In post","2022","Commercial","London","Inner London - West","EO","75","75","28480","28400"
"In post","2022","Commercial","London","Inner London - West","G6","265","265","74790","72030"
"In post","2022","Commercial","London","Inner London - West","G7","570","565","59010","55480"
"In post","2022","Commercial","London","Inner London - West","HEO","170","165","34320","34260"
"In post","2022","Commercial","London","Inner London - West","SCS level","190","185","114820","113880"
"In post","2022","Commercial","London","Inner London - West","SEO","280","275","42820","41750"
"In post","2022","Commercial","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Outer London - South","G6","10","10","77380","73400"
"In post","2022","Commercial","London","Outer London - South","G7","5","5","[c]","[c]"
"In post","2022","Commercial","London","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","AO","20","20","21910","21660"
"In post","2022","Commercial","London","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","G7","10","10","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","London","Outer London - West and North West","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","G6","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","G7","10","10","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","HEO","10","10","31740","29360"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","SEO","20","20","38050","36700"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","EO","10","10","24790","25000"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","G6","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","G7","20","20","56500","50760"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","SEO","15","15","36590","36500"
"In post","2022","Commercial","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","G7","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","Unknown","15","15","41220","38240"
"In post","2022","Commercial","North West (England)","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester","EO","35","35","26420","26820"
"In post","2022","Commercial","North West (England)","Greater Manchester","G6","30","30","72360","68150"
"In post","2022","Commercial","North West (England)","Greater Manchester","G7","85","85","56150","52680"
"In post","2022","Commercial","North West (England)","Greater Manchester","HEO","55","55","32360","33080"
"In post","2022","Commercial","North West (England)","Greater Manchester","SCS level","10","10","96480","86970"
"In post","2022","Commercial","North West (England)","Greater Manchester","SEO","85","85","38890","38650"
"In post","2022","Commercial","North West (England)","Lancashire","G6","10","10","68460","64500"
"In post","2022","Commercial","North West (England)","Lancashire","G7","20","20","55690","49700"
"In post","2022","Commercial","North West (England)","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Lancashire","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","EO","30","30","25890","25950"
"In post","2022","Commercial","North West (England)","Merseyside","G6","20","20","69750","64870"
"In post","2022","Commercial","North West (England)","Merseyside","G7","45","45","55080","51600"
"In post","2022","Commercial","North West (England)","Merseyside","HEO","70","65","30890","30940"
"In post","2022","Commercial","North West (England)","Merseyside","SCS level","10","10","98600","90990"
"In post","2022","Commercial","North West (England)","Merseyside","SEO","95","95","39080","39360"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
