"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Internal Audit","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East of England","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","EO","30","[c]","28710","27350"
"Leaver CS","2022","White","Legal","London","G6","35","[c]","70310","67950"
"Leaver CS","2022","White","Legal","London","G7","85","[c]","53850","53050"
"Leaver CS","2022","White","Legal","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North East (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Scotland","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East Midlands (England)","AA","95","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East Midlands (England)","AO","415","[c]","20960","20970"
"Leaver CS","2022","White","No function","East Midlands (England)","EO","270","[c]","27320","27570"
"Leaver CS","2022","White","No function","East Midlands (England)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East Midlands (England)","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East Midlands (England)","HEO","55","[c]","32870","33740"
"Leaver CS","2022","White","No function","East Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East Midlands (England)","SEO","45","[c]","42430","40460"
"Leaver CS","2022","White","No function","East Midlands (England)","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East of England","AA","130","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East of England","AO","495","[c]","21990","21260"
"Leaver CS","2022","White","No function","East of England","EO","360","[c]","28230","27570"
"Leaver CS","2022","White","No function","East of England","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East of England","G7","50","[c]","56760","54250"
"Leaver CS","2022","White","No function","East of England","HEO","70","[c]","33010","32170"
"Leaver CS","2022","White","No function","East of England","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","East of England","SEO","80","[c]","41520","40450"
"Leaver CS","2022","White","No function","East of England","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","London","AA","75","[c]","20390","21450"
"Leaver CS","2022","White","No function","London","AO","315","[c]","23270","23720"
"Leaver CS","2022","White","No function","London","EO","500","[c]","29510","30900"
"Leaver CS","2022","White","No function","London","G6","185","[c]","68990","66960"
"Leaver CS","2022","White","No function","London","G7","430","[c]","55060","53870"
"Leaver CS","2022","White","No function","London","HEO","410","[c]","33730","33570"
"Leaver CS","2022","White","No function","London","SCS level","150","[c]","93140","89860"
"Leaver CS","2022","White","No function","London","SEO","355","[c]","41340","40450"
"Leaver CS","2022","White","No function","London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North East (England)","AA","55","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North East (England)","AO","520","[c]","21130","21260"
"Leaver CS","2022","White","No function","North East (England)","EO","215","[c]","27090","27570"
"Leaver CS","2022","White","No function","North East (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North East (England)","G7","35","[c]","53990","53170"
"Leaver CS","2022","White","No function","North East (England)","HEO","60","[c]","32490","33090"
"Leaver CS","2022","White","No function","North East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North East (England)","SEO","45","[c]","40950","39780"
"Leaver CS","2022","White","No function","North East (England)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North West (England)","AA","95","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North West (England)","AO","870","[c]","21060","21260"
"Leaver CS","2022","White","No function","North West (England)","EO","540","[c]","27310","27570"
"Leaver CS","2022","White","No function","North West (England)","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North West (England)","G7","50","[c]","57900","53300"
"Leaver CS","2022","White","No function","North West (England)","HEO","115","[c]","33430","32570"
"Leaver CS","2022","White","No function","North West (England)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","North West (England)","SEO","100","[c]","42370","40890"
"Leaver CS","2022","White","No function","North West (England)","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Scotland","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Scotland","AO","395","[c]","21770","21260"
"Leaver CS","2022","White","No function","Scotland","EO","360","[c]","28140","27570"
"Leaver CS","2022","White","No function","Scotland","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Scotland","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Scotland","HEO","65","[c]","34830","34290"
"Leaver CS","2022","White","No function","Scotland","SEO","40","[c]","43070","40670"
"Leaver CS","2022","White","No function","South East (England)","AA","205","[c]","18890","18830"
"Leaver CS","2022","White","No function","South East (England)","AO","825","[c]","21630","21260"
"Leaver CS","2022","White","No function","South East (England)","EO","540","[c]","28020","27570"
"Leaver CS","2022","White","No function","South East (England)","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","South East (England)","G7","55","[c]","55690","53270"
"Leaver CS","2022","White","No function","South East (England)","HEO","120","[c]","32010","31040"
"Leaver CS","2022","White","No function","South East (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","South East (England)","SEO","105","[c]","42790","40760"
"Leaver CS","2022","White","No function","South East (England)","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","South West (England)","AA","120","[c]","18250","18850"
"Leaver CS","2022","White","No function","South West (England)","AO","465","[c]","20920","21010"
"Leaver CS","2022","White","No function","South West (England)","EO","410","[c]","26430","27570"
"Leaver CS","2022","White","No function","South West (England)","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","South West (England)","G7","75","[c]","54040","53000"
"Leaver CS","2022","White","No function","South West (England)","HEO","180","[c]","31380","31170"
"Leaver CS","2022","White","No function","South West (England)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","South West (England)","SEO","165","[c]","41020","40080"
"Leaver CS","2022","White","No function","South West (England)","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","AA","65","[c]","18320","18310"
"Leaver CS","2022","White","No function","Unknown","AO","165","[c]","21780","21840"
"Leaver CS","2022","White","No function","Unknown","EO","50","[c]","27420","27570"
"Leaver CS","2022","White","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","AO","415","[c]","20960","21260"
"Leaver CS","2022","White","No function","Wales","EO","170","[c]","27080","27570"
"Leaver CS","2022","White","No function","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","HEO","45","[c]","32420","33020"
"Leaver CS","2022","White","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Wales","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","West Midlands (England)","AA","70","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","West Midlands (England)","AO","425","[c]","20920","20970"
"Leaver CS","2022","White","No function","West Midlands (England)","EO","335","[c]","27220","27570"
"Leaver CS","2022","White","No function","West Midlands (England)","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","West Midlands (England)","G7","60","[c]","55880","54010"
"Leaver CS","2022","White","No function","West Midlands (England)","HEO","80","[c]","32050","32160"
"Leaver CS","2022","White","No function","West Midlands (England)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","West Midlands (England)","SEO","65","[c]","41110","38940"
"Leaver CS","2022","White","No function","West Midlands (England)","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","AA","125","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","AO","485","[c]","21120","21260"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","EO","410","[c]","27030","27570"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","G7","45","[c]","55350","53120"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","HEO","105","[c]","32840","32070"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","SEO","90","[c]","40120","39290"
"Leaver CS","2022","White","No function","Yorkshire and The Humber","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","East of England","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","North West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South East (England)","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South West (England)","EO","85","[c]","22810","22090"
"Leaver CS","2022","White","Project Delivery","South West (England)","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South West (England)","G7","45","[c]","53950","54540"
"Leaver CS","2022","White","Project Delivery","South West (England)","HEO","115","[c]","30960","31600"
"Leaver CS","2022","White","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","South West (England)","SEO","105","[c]","40940","40580"
"Leaver CS","2022","White","Project Delivery","South West (England)","Unknown","70","[c]","37130","36500"
"Leaver CS","2022","White","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Wales","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Yorkshire and The Humber","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","South East (England)","HEO","15","[c]","[c]","[c]"
