"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Heterosexual / straight","150","[c]","25640","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Unknown","50","[c]","25810","25170"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Heterosexual / straight","50","[c]","62290","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Heterosexual / straight","230","[c]","50060","49010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","LGBO","35","[c]","50650","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Unknown","60","[c]","51140","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","410","[c]","31090","31370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","LGBO","70","[c]","31300","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Undeclared","40","[c]","31150","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Unknown","155","[c]","31440","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","265","[c]","37490","36700"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Unknown","75","[c]","39150","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Heterosexual / straight","60","[c]","26140","26250"
"New entrant CS","2022","Department for International Trade","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Unknown","85","[c]","26000","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Heterosexual / straight","90","[c]","31640","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Unknown","35","[c]","31520","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Heterosexual / straight","40","[c]","39860","40000"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","Heterosexual / straight","85","[c]","26610","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","Heterosexual / straight","75","[c]","51260","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","150","[c]","31780","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","Unknown","30","[c]","32460","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","70","[c]","38790","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","EO","Heterosexual / straight","55","[c]","26840","26130"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","EO","EO","Unknown","45","[c]","27200","29970"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G6","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G7","Heterosexual / straight","100","[c]","53090","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","G6/G7","G7","Unknown","45","[c]","55200","54110"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","100","[c]","32960","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","Unknown","65","[c]","33040","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","85","[c]","41050","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","Unknown","50","[c]","41620","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Heterosexual / straight","3405","[c]","21620","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","LGBO","355","[c]","21500","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Undeclared","205","[c]","21600","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Unknown","695","[c]","21580","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","EO","Heterosexual / straight","3645","[c]","28260","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","EO","LGBO","340","[c]","28050","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","EO","Undeclared","205","[c]","28240","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","EO","Unknown","675","[c]","28050","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Heterosexual / straight","140","[c]","53810","53000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Unknown","40","[c]","55450","55000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","230","[c]","33800","32000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Unknown","35","[c]","34130","33250"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","150","[c]","38230","38000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Unknown","40","[c]","38300","38000"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","EO","Heterosexual / straight","85","[c]","26680","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","EO","Undeclared","165","[c]","26390","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Heterosexual / straight","45","[c]","52870","53360"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Undeclared","70","[c]","52260","53360"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","115","[c]","31920","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Undeclared","175","[c]","31790","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","55","[c]","40210","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Undeclared","100","[c]","40120","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","AA","Heterosexual / straight","40","[c]","21050","21050"
"New entrant CS","2022","Disclosure Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","Heterosexual / straight","115","[c]","18370","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","Unknown","135","[c]","18550","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","Heterosexual / straight","210","[c]","21860","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","Unknown","70","[c]","22020","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","EO","Heterosexual / straight","35","[c]","26280","26130"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AO","Heterosexual / straight","70","[c]","23030","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","AO","Unknown","95","[c]","22370","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","EO","Heterosexual / straight","150","[c]","26740","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","EO","Unknown","215","[c]","26380","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Heterosexual / straight","30","[c]","31540","30730"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
