"Status","Year","Function_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","61180","63130"
"In post","2022","Legal","Ministry of Defence","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","Wiltshire","15","15","50530","46280"
"In post","2022","Legal","Ministry of Justice","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Lambeth","50","50","55400","60960"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Westminster","15","15","60130","62810"
"In post","2022","Legal","Office of Gas and Electricity Markets","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Glasgow City","25","20","58450","54150"
"In post","2022","Legal","Office of Gas and Electricity Markets","Tower Hamlets","60","55","65050","66310"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Coventry","15","15","55150","50050"
"In post","2022","Legal","Office of Rail and Road","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Tower Hamlets","10","10","66620","69750"
"In post","2022","Legal","Scottish Government","Aberdeen City and Aberdeenshire","40","35","50750","53000"
"In post","2022","Legal","Scottish Government","Angus and Dundee City","35","30","53410","53490"
"In post","2022","Legal","Scottish Government","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","City of Edinburgh","195","185","53490","53490"
"In post","2022","Legal","Scottish Government","Clackmannanshire and Fife","25","25","50730","41750"
"In post","2022","Legal","Scottish Government","Dumfries and Galloway","10","10","[c]","[c]"
"In post","2022","Legal","Scottish Government","East Ayrshire and North Ayrshire mainland","25","25","48980","41750"
"In post","2022","Legal","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","46130","41750"
"In post","2022","Legal","Scottish Government","Falkirk","25","25","49210","41750"
"In post","2022","Legal","Scottish Government","Glasgow City","180","170","57100","56920"
"In post","2022","Legal","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","70","60","51810","49150"
"In post","2022","Legal","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","30","25","53590","53490"
"In post","2022","Legal","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","North Lanarkshire","45","45","54860","53490"
"In post","2022","Legal","Scottish Government","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Perth and Kinross, and Stirling","20","20","47690","46100"
"In post","2022","Legal","Scottish Government","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","South Lanarkshire","70","65","54870","53490"
"In post","2022","Legal","Scottish Government","West Lothian","10","10","[c]","[c]"
"In post","2022","Legal","The National Archives","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Westminster","30","30","67510","75000"
"In post","2022","Legal","UK Statistics Authority","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Westminster","35","35","39460","33420"
"In post","2022","Legal","Water Services Regulation Authority","Birmingham","10","10","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Camden and City of London","5","5","[c]","[c]"
"In post","2022","Legal","Welsh Government","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Government","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Attorney General's Departments","Westminster","55","55","44270","38390"
"In post","2022","No function","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","30530","29250"
"In post","2022","No function","Cabinet Office","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Berkshire","20","20","29720","28630"
"In post","2022","No function","Cabinet Office","Birmingham","50","50","30160","28000"
"In post","2022","No function","Cabinet Office","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Bristol, City of","20","20","36810","32000"
"In post","2022","No function","Cabinet Office","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Cardiff and Vale of Glamorgan","20","20","39780","32000"
"In post","2022","No function","Cabinet Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","City of Edinburgh","20","20","32150","32000"
"In post","2022","No function","Cabinet Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Glasgow City","75","75","40390","32280"
"In post","2022","No function","Cabinet Office","Greater Manchester South West","50","50","32100","29250"
"In post","2022","No function","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Leeds","60","60","30960","29250"
"In post","2022","No function","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Liverpool","85","80","35780","31250"
"In post","2022","No function","Cabinet Office","Manchester","25","25","33790","32000"
"In post","2022","No function","Cabinet Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Monmouthshire and Newport","50","50","31450","29250"
"In post","2022","No function","Cabinet Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","North Yorkshire CC","10","10","44450","40600"
"In post","2022","No function","Cabinet Office","Norwich and East Norfolk","30","30","38510","38980"
"In post","2022","No function","Cabinet Office","Nottingham","15","15","31090","29250"
"In post","2022","No function","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Sheffield","10","10","[c]","[c]"
"In post","2022","No function","Cabinet Office","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Tower Hamlets","80","80","46980","40600"
"In post","2022","No function","Cabinet Office","Tyneside","65","65","33260","29250"
"In post","2022","No function","Cabinet Office","Unknown","280","280","33310","29250"
"In post","2022","No function","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Westminster","3130","3105","42970","34550"
"In post","2022","No function","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office","York","15","15","41910","32000"
"In post","2022","No function","Chancellor's other departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Chancellor's other departments","Durham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Chancellor's other departments","Mid Lancashire","10","10","47090","40290"
"In post","2022","No function","Chancellor's other departments","Westminster","40","40","62590","45000"
"In post","2022","No function","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","No function","Charity Commission","Sefton","230","215","29430","29160"
"In post","2022","No function","Charity Commission","Somerset CC","25","20","31490","29540"
"In post","2022","No function","Charity Commission","Westminster","50","50","40520","37910"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","105","100","50730","49080"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Belfast","25","25","25780","23620"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Berkshire","20","15","32720","29160"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Birmingham","540","515","32840","30360"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Blackpool","25","20","28960","26290"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Brighton and Hove","15","15","31060","26410"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Bristol, City of","70","70","35510","30950"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","20","20","36020","35780"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","640","585","27830","24250"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","City of Edinburgh","110","105","26760","22740"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Croydon","50","45","31850","25060"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Darlington","5","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Devon CC","40","40","27050","21130"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Glasgow City","80","70","30620","30950"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","220","215","41080","36740"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Hackney and Newham","125","120","39590","32570"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","10","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","90","90","43030","40050"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Leeds","145","135","30180","26410"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Manchester","210","200","28670","25030"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Medway","50","45","27050","22580"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","1135","1060","35930","30410"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","North Hampshire","20","20","33710","34500"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Nottingham","155","145","28960","26290"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Plymouth","45","40","27400","21130"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Southampton","15","15","27870","26290"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","20","20","29540","29850"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Suffolk CC","85","80","28790","25910"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Tyneside","175","160","30500","27720"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Wandsworth","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Westminster","4480","4385","49920","53380"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Wirral","30","30","29100","26290"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Birmingham","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Bristol, City of","15","10","43230","47070"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","10","10","43930","47070"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","City of Edinburgh","10","10","36600","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Glasgow City","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Leeds","10","10","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Liverpool","10","10","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Manchester","80","80","41190","34050"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Nottingham","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Tyneside","15","15","37750","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Westminster","1420","1395","47400","51730"
"In post","2022","No function","Department for Education","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Bristol, City of","195","190","42300","36780"
"In post","2022","No function","Department for Education","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Cambridgeshire CC","25","25","41820","37100"
"In post","2022","No function","Department for Education","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Coventry","655","640","40930","36780"
"In post","2022","No function","Department for Education","Croydon","45","45","44880","40230"
"In post","2022","No function","Department for Education","Darlington","380","360","38870","36500"
"In post","2022","No function","Department for Education","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Durham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Hertfordshire CC","25","25","45160","40510"
"In post","2022","No function","Department for Education","Leeds","50","50","41670","40300"
"In post","2022","No function","Department for Education","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Manchester","600","585","39870","36500"
"In post","2022","No function","Department for Education","Medway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Nottingham","200","190","40570","36780"
"In post","2022","No function","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Sheffield","840","800","40870","36780"
"In post","2022","No function","Department for Education","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Tyneside","40","40","38210","36500"
"In post","2022","No function","Department for Education","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Westminster","1650","1580","51050","53420"
"In post","2022","No function","Department for Education","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education","York","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","10","10","35120","36750"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Berkshire","15","15","38590","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Birmingham","25","25","46780","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Bristol, City of","610","585","37500","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","40","40","32800","29810"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","95","90","28090","24920"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Central Hampshire","45","40","31880","29180"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Cheshire East","70","65","38820","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","70","65","32830","30320"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Devon CC","255","240","30520","25090"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Dorset","10","10","34470","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Durham","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Cumbria","175","165","26750","21300"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Kent","35","35","29160","29180"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","10","10","37620","33130"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","25","20","29570","29180"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Gloucestershire CC","70","65","32450","29180"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Greater Manchester South West","[c]","[c]","[c]","[c]"
