"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Property","10","[c]","29640","30730"
"New entrant CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Finance","80","[c]","36110","30830"
"New entrant CS","2022","Education and Skills Funding Agency","Operational Delivery","65","[c]","30890","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Policy","35","[c]","33950","36500"
"New entrant CS","2022","Education Scotland","Unknown","50","[c]","49830","49860"
"New entrant CS","2022","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","15","[c]","36390","30350"
"New entrant CS","2022","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Operational Delivery","35","[c]","29220","26930"
"New entrant CS","2022","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Policy","55","[c]","32390","32350"
"New entrant CS","2022","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","45","[c]","32070","30350"
"New entrant CS","2022","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","85","[c]","33020","31540"
"New entrant CS","2022","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Other","35","[c]","46010","43350"
"New entrant CS","2022","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Internal Audit","25","[c]","45190","43330"
"New entrant CS","2022","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Human Resources","10","[c]","28940","25260"
"New entrant CS","2022","Government Legal Department","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Legal","200","[c]","46900","50500"
"New entrant CS","2022","Government Legal Department","Other","95","[c]","27710","26950"
"New entrant CS","2022","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Finance","25","[c]","49190","44500"
"New entrant CS","2022","Government Property Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Project Delivery","10","[c]","43800","37300"
"New entrant CS","2022","Government Property Agency","Property","25","[c]","49440","50850"
"New entrant CS","2022","Government Property Agency","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Digital, Data and Technology","20","[c]","39880","33780"
"New entrant CS","2022","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Operational Delivery","175","[c]","34430","31660"
"New entrant CS","2022","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Science and Engineering","70","[c]","27630","26370"
"New entrant CS","2022","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Digital, Data and Technology","80","[c]","37680","36050"
"New entrant CS","2022","HM Courts and Tribunals Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Legal","110","[c]","32910","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Operational Delivery","1680","[c]","22800","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Property","10","[c]","41070","36050"
"New entrant CS","2022","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","90","[c]","31100","30600"
"New entrant CS","2022","HM Land Registry","Finance","10","[c]","35050","35560"
"New entrant CS","2022","HM Land Registry","Human Resources","15","[c]","31640","27130"
"New entrant CS","2022","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","15","[c]","39330","38550"
"New entrant CS","2022","HM Land Registry","Operational Delivery","345","[c]","24610","22600"
"New entrant CS","2022","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","35","[c]","29370","22600"
"New entrant CS","2022","HM Prison and Probation Service","Commercial","10","[c]","36740","34110"
"New entrant CS","2022","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Human Resources","15","[c]","35500","35530"
"New entrant CS","2022","HM Prison and Probation Service","Intelligence Analysis","15","[c]","23170","24620"
"New entrant CS","2022","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Operational Delivery","14740","[c]","26950","24800"
"New entrant CS","2022","HM Prison and Probation Service","Policy","20","[c]","26610","19780"
"New entrant CS","2022","HM Prison and Probation Service","Psychology","180","[c]","26510","27700"
"New entrant CS","2022","HM Prison and Probation Service","Security","35","[c]","29720","27700"
"New entrant CS","2022","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","180","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Communications","15","[c]","32680","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","310","[c]","35420","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Economics","20","[c]","32970","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Finance","115","[c]","32460","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","45","[c]","32050","26820"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","65","[c]","31040","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Legal","140","[c]","35640","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","3240","[c]","23570","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Operational Research","20","[c]","31160","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Other","20","[c]","50950","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Policy","35","[c]","41050","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","120","[c]","43270","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Property","35","[c]","35110","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Social Research","30","[c]","36390","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","35","[c]","33280","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Tax","2545","[c]","27370","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","1210","[c]","29110","26590"
"New entrant CS","2022","HM Treasury (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Economics","40","[c]","38000","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Human Resources","15","[c]","25570","20750"
"New entrant CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Operational Delivery","30","[c]","25320","25000"
"New entrant CS","2022","HM Treasury (excl. agencies)","Policy","185","[c]","32870","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","20","[c]","32810","28650"
"New entrant CS","2022","Home Office","Communications","15","[c]","36470","35050"
"New entrant CS","2022","Home Office","Digital, Data and Technology","245","[c]","46060","41950"
"New entrant CS","2022","Home Office","Economics","30","[c]","33270","32390"
"New entrant CS","2022","Home Office","Finance","20","[c]","41920","37450"
"New entrant CS","2022","Home Office","Human Resources","20","[c]","51320","52050"
"New entrant CS","2022","Home Office","Intelligence Analysis","35","[c]","26710","24880"
"New entrant CS","2022","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","1745","[c]","25960","24880"
"New entrant CS","2022","Home Office","Operational Research","10","[c]","35680","33650"
"New entrant CS","2022","Home Office","Other","65","[c]","29660","28650"
"New entrant CS","2022","Home Office","Policy","125","[c]","38130","35050"
"New entrant CS","2022","Home Office","Project Delivery","125","[c]","37260","35050"
"New entrant CS","2022","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","40","[c]","34130","33650"
"New entrant CS","2022","Home Office","Statistics","60","[c]","25830","22460"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","30","[c]","42950","36570"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Policy","15","[c]","44610","49960"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Digital, Data and Technology","30","[c]","41550","39910"
"New entrant CS","2022","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Human Resources","10","[c]","28630","22920"
"New entrant CS","2022","Intellectual Property Office","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Operational Delivery","110","[c]","22910","21810"
"New entrant CS","2022","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Science and Engineering","25","[c]","30620","30410"
"New entrant CS","2022","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Unknown","15","[c]","26690","24030"
"New entrant CS","2022","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Operational Delivery","85","[c]","21540","20970"
"New entrant CS","2022","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Operational Delivery","130","[c]","29760","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Policy","25","[c]","33820","30730"
"New entrant CS","2022","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Commercial","15","[c]","43640","45150"
"New entrant CS","2022","Met Office","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Digital, Data and Technology","100","[c]","23690","20660"
"New entrant CS","2022","Met Office","Human Resources","10","[c]","37660","37420"
"New entrant CS","2022","Met Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Project Delivery","20","[c]","31530","24150"
"New entrant CS","2022","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Science and Engineering","55","[c]","25320","21430"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Commercial","105","[c]","29170","26510"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Communications","35","[c]","30090","27350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","140","[c]","31030","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Finance","205","[c]","34940","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Geography","20","[c]","33500","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Human Resources","165","[c]","28310","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","70","[c]","29700","28700"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","10","[c]","35090","35000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","25","[c]","24920","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Medicine","235","[c]","44160","35440"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","730","[c]","24920","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","85","[c]","37620","37000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","200","[c]","38240","35000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","190","[c]","29870","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","115","[c]","30160","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Security","495","[c]","26210","25000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Statistics","40","[c]","31270","27850"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Commercial","25","[c]","32160","30450"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Communications","30","[c]","35480","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","130","[c]","46940","47000"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Economics","10","[c]","31960","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Finance","50","[c]","35220","36050"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Human Resources","80","[c]","33090","30450"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Knowledge and Information Management","25","[c]","23060","20970"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","215","[c]","32330","28310"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Operational Research","15","[c]","30770","28950"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Policy","60","[c]","36640","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Project Delivery","25","[c]","33130","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Property","25","[c]","41670","41100"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Social Research","10","[c]","34130","34440"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Statistics","25","[c]","29560","28310"
"New entrant CS","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","40","[c]","40520","36740"
"New entrant CS","2022","National Crime Agency","Finance","15","[c]","36370","36740"
"New entrant CS","2022","National Crime Agency","Human Resources","15","[c]","39290","32260"
"New entrant CS","2022","National Crime Agency","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Operational Delivery","420","[c]","36100","34140"
"New entrant CS","2022","National Crime Agency","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Policy","10","[c]","47530","45000"
"New entrant CS","2022","National Records of Scotland","Unknown","75","[c]","36430","31540"
"New entrant CS","2022","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Policy","15","[c]","38570","36380"
"New entrant CS","2022","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Economics","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","160","[c]","58620","51360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","10","[c]","20730","21200"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","25","[c]","26370","25750"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","20","[c]","43710","39000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","40","[c]","47650","42810"
"New entrant CS","2022","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","25","[c]","40940","38000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","20","[c]","53200","54150"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","90","[c]","26430","25000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","225","[c]","35460","28500"
"New entrant CS","2022","Office of Gas and Electricity Markets","Policy","25","[c]","34200","33400"
"New entrant CS","2022","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","20","[c]","36030","37270"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Operational Delivery","10","[c]","41450","45680"
