"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","AA/AO","20","20","20960","20970"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","SEO/HEO","15","15","34060","30450"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","AA/AO","85","85","23820","23720"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","EO","260","255","28680","28310"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","G6/G7","455","440","58520","56520"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","SCS level","80","75","83640","76540"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","SEO/HEO","840","820","38540","38370"
"In post","2022","No function","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","EO","15","15","25580","25120"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","G6/G7","10","10","54910","53430"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","SEO/HEO","30","30","35340","35080"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","AA/AO","65","60","20890","20970"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","EO","15","15","25770","25120"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","SEO/HEO","35","35","36290","36050"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","G6/G7","20","20","56960","56340"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SEO/HEO","65","60","34750","36050"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","East Midlands (England)","EO","65","60","34050","34140"
"In post","2022","No function","National Crime Agency","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","National Crime Agency","East Midlands (England)","SEO/HEO","60","60","42700","43710"
"In post","2022","No function","National Crime Agency","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","No function","National Crime Agency","East of England","EO","90","85","34340","34140"
"In post","2022","No function","National Crime Agency","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","National Crime Agency","East of England","SEO/HEO","60","60","43170","43710"
"In post","2022","No function","National Crime Agency","London","AA/AO","70","65","26250","24470"
"In post","2022","No function","National Crime Agency","London","EO","555","545","36600","36720"
"In post","2022","No function","National Crime Agency","London","G6/G7","115","110","67990","69360"
"In post","2022","No function","National Crime Agency","London","SCS level","20","20","107680","96000"
"In post","2022","No function","National Crime Agency","London","SEO/HEO","575","560","46050","47130"
"In post","2022","No function","National Crime Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","North East (England)","EO","55","55","34000","33550"
"In post","2022","No function","National Crime Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","North East (England)","SEO/HEO","40","40","43000","43710"
"In post","2022","No function","National Crime Agency","North West (England)","AA/AO","50","45","22100","21050"
"In post","2022","No function","National Crime Agency","North West (England)","EO","640","630","32830","32770"
"In post","2022","No function","National Crime Agency","North West (England)","G6/G7","35","35","62480","60990"
"In post","2022","No function","National Crime Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","North West (England)","SEO/HEO","435","425","42020","43450"
"In post","2022","No function","National Crime Agency","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Northern Ireland","EO","45","40","33640","34140"
"In post","2022","No function","National Crime Agency","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","National Crime Agency","Northern Ireland","SEO/HEO","45","45","42720","43710"
"In post","2022","No function","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Overseas","G6/G7","15","15","81080","76970"
"In post","2022","No function","National Crime Agency","Overseas","SEO/HEO","110","110","60950","59960"
"In post","2022","No function","National Crime Agency","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Scotland","EO","30","30","34140","34140"
"In post","2022","No function","National Crime Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Scotland","SEO/HEO","20","20","41830","40480"
"In post","2022","No function","National Crime Agency","South East (England)","AA/AO","25","20","25460","24470"
"In post","2022","No function","National Crime Agency","South East (England)","EO","240","235","36630","36490"
"In post","2022","No function","National Crime Agency","South East (England)","G6/G7","15","15","67190","69360"
"In post","2022","No function","National Crime Agency","South East (England)","SEO/HEO","160","155","45600","45480"
"In post","2022","No function","National Crime Agency","South West (England)","AA/AO","10","10","22350","22140"
"In post","2022","No function","National Crime Agency","South West (England)","EO","185","180","32960","32770"
"In post","2022","No function","National Crime Agency","South West (England)","G6/G7","10","10","59910","60990"
"In post","2022","No function","National Crime Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","South West (England)","SEO/HEO","135","130","42390","43710"
"In post","2022","No function","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","SEO/HEO","40","40","45580","47130"
"In post","2022","No function","National Crime Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Wales","EO","35","35","34300","34140"
"In post","2022","No function","National Crime Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Wales","SEO/HEO","25","25","43180","43710"
"In post","2022","No function","National Crime Agency","West Midlands (England)","AA/AO","25","20","22800","21050"
"In post","2022","No function","National Crime Agency","West Midlands (England)","EO","240","235","33530","34140"
"In post","2022","No function","National Crime Agency","West Midlands (England)","G6/G7","20","20","64270","60990"
"In post","2022","No function","National Crime Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","West Midlands (England)","SEO/HEO","175","175","42800","43710"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","EO","130","130","34210","34140"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","National Crime Agency","Yorkshire and The Humber","SEO/HEO","100","100","42670","43450"
"In post","2022","No function","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","G6/G7","25","25","57660","53550"
"In post","2022","No function","National Infrastructure Commission","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","London","SEO/HEO","10","10","36190","35500"
"In post","2022","No function","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","EO","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","National Savings and Investments","London","SCS level","10","10","113680","110000"
"In post","2022","No function","National Savings and Investments","London","SEO/HEO","10","10","39090","40000"
"In post","2022","No function","National Savings and Investments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","EO","10","10","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","London","G6/G7","20","20","56430","54850"
"In post","2022","No function","Northern Ireland Office","London","SCS level","10","10","87730","77440"
"In post","2022","No function","Northern Ireland Office","London","SEO/HEO","25","25","40160","41750"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","G6/G7","15","15","53340","52030"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","SEO/HEO","30","30","35880","36720"
"In post","2022","No function","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","30","25","21390","21410"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","20","15","26120","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G6/G7","50","45","74220","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO/HEO","85","80","45830","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","G6/G7","45","45","75520","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","SEO/HEO","45","45","49140","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","EO","30","30","28610","28880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","G6/G7","55","55","72960","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","85","80","44460","46360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","G6/G7","25","25","76760","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO/HEO","20","20","49860","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","95","85","21280","21410"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","50","50","25840","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","G6/G7","80","80","72310","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO/HEO","115","110","42260","39850"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","G6/G7","65","65","75700","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO/HEO","55","55","50650","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","30","25","21380","21410"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","30","30","25870","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","G6/G7","75","75","74300","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO/HEO","50","50","46300","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AA/AO","10","10","21760","21410"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6/G7","55","55","75760","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO/HEO","50","45","47270","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G6/G7","60","60","73910","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO/HEO","35","35","48480","51360"
"In post","2022","No function","Office of Gas and Electricity Markets","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","London","AA/AO","20","20","20680","19750"
"In post","2022","No function","Office of Gas and Electricity Markets","London","EO","110","110","27620","25750"
"In post","2022","No function","Office of Gas and Electricity Markets","London","G6/G7","150","150","59760","58320"
"In post","2022","No function","Office of Gas and Electricity Markets","London","SCS level","35","30","99280","91520"
"In post","2022","No function","Office of Gas and Electricity Markets","London","SEO/HEO","140","135","37250","36180"
"In post","2022","No function","Office of Gas and Electricity Markets","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","AA/AO","30","25","18730","18180"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","EO","160","155","24240","23700"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","G6/G7","85","85","52490","50180"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Scotland","SEO/HEO","135","135","33460","31720"
"In post","2022","No function","Office of Gas and Electricity Markets","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","20","15","23960","23140"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","85","85","52810","48350"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS level","10","10","101650","103720"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","100","95","35500","36120"
"In post","2022","No function","Office of Rail and Road","London","AA/AO","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","G6/G7","75","70","64060","63520"
"In post","2022","No function","Office of Rail and Road","London","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","London","SEO/HEO","30","30","40260","38640"
"In post","2022","No function","Office of Rail and Road","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","North West (England)","G6/G7","15","15","60500","60020"
"In post","2022","No function","Office of Rail and Road","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Scotland","G6/G7","15","15","57880","56340"
"In post","2022","No function","Office of Rail and Road","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","South West (England)","G6/G7","15","15","56600","51660"
"In post","2022","No function","Office of Rail and Road","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","G6/G7","15","15","58580","52500"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","AA/AO","195","180","20950","20970"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","EO","145","135","25190","25120"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","East Midlands (England)","SEO/HEO","60","55","32360","30450"
"In post","2022","No function","Office of the Public Guardian","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","AA/AO","665","600","21020","20970"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","EO","235","225","25180","25120"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","G6/G7","15","15","52420","50430"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","West Midlands (England)","SEO/HEO","100","95","32520","30450"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","10","10","37330","34260"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","East Midlands (England)","G6/G7","45","40","56710","58810"
"In post","2022","No function","Planning Inspectorate","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","East of England","G6/G7","30","30","56340","58810"
"In post","2022","No function","Planning Inspectorate","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","London","G6/G7","20","20","60830","58810"
"In post","2022","No function","Planning Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North East (England)","G6/G7","35","35","53770","47660"
"In post","2022","No function","Planning Inspectorate","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","North West (England)","G6/G7","40","35","56910","58810"
"In post","2022","No function","Planning Inspectorate","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Scotland","G6/G7","[c]","[c]","[c]","[c]"
