"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","Female","115","105","26660","26120"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","Male","55","55","26650","26120"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","Female","165","155","54050","52410"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","Male","155","150","56370","54270"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","Female","240","230","36270","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","Male","200","195","37350","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","Female","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","Female","460","460","58520","56590"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","Male","560","560","58880","56840"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","Female","105","105","86060","76140"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","Male","145","140","84790","76510"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","Female","310","310","35390","34220"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","Male","430","430","35100","34260"
"In post","2022","Forestry and Land Scotland","Outside London","AA/AO","Female","140","130","24790","24020"
"In post","2022","Forestry and Land Scotland","Outside London","AA/AO","Male","320","310","26470","27360"
"In post","2022","Forestry and Land Scotland","Outside London","EO","Female","105","100","31200","31060"
"In post","2022","Forestry and Land Scotland","Outside London","EO","Male","160","155","32350","31060"
"In post","2022","Forestry and Land Scotland","Outside London","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","SEO/HEO","Female","95","90","40860","39520"
"In post","2022","Forestry and Land Scotland","Outside London","SEO/HEO","Male","150","145","41380","39520"
"In post","2022","Government Actuary's Department","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","London","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","London","EO","Female","10","10","[c]","[c]"
"In post","2022","Government Actuary's Department","London","EO","Male","10","10","[c]","[c]"
"In post","2022","Government Actuary's Department","London","G6/G7","Female","45","40","81010","78140"
"In post","2022","Government Actuary's Department","London","G6/G7","Male","70","65","89470","83640"
"In post","2022","Government Actuary's Department","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","London","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Government Actuary's Department","London","SEO/HEO","Male","40","40","39580","38280"
"In post","2022","Government Actuary's Department","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","EO","Female","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","G6/G7","Male","40","40","60760","60110"
"In post","2022","Government Internal Audit Agency","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","SEO/HEO","Female","40","40","42470","43160"
"In post","2022","Government Internal Audit Agency","London","SEO/HEO","Male","40","40","43720","45420"
"In post","2022","Government Internal Audit Agency","Outside London","EO","Female","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","G6/G7","Female","45","45","56570","55950"
"In post","2022","Government Internal Audit Agency","Outside London","G6/G7","Male","55","55","54990","54470"
"In post","2022","Government Internal Audit Agency","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","SEO/HEO","Female","100","90","38350","39200"
"In post","2022","Government Internal Audit Agency","Outside London","SEO/HEO","Male","60","60","40020","39980"
"In post","2022","Government Legal Department","London","AA/AO","Female","30","25","23990","24050"
"In post","2022","Government Legal Department","London","AA/AO","Male","30","30","23820","23920"
"In post","2022","Government Legal Department","London","EO","Female","225","215","28330","27350"
"In post","2022","Government Legal Department","London","EO","Male","105","105","28520","27350"
"In post","2022","Government Legal Department","London","G6/G7","Female","1110","985","58970","57460"
"In post","2022","Government Legal Department","London","G6/G7","Male","560","545","60180","63730"
"In post","2022","Government Legal Department","London","SCS level","Female","120","110","83510","77850"
"In post","2022","Government Legal Department","London","SCS level","Male","80","75","82510","80010"
"In post","2022","Government Legal Department","London","SEO/HEO","Female","135","130","38000","38010"
"In post","2022","Government Legal Department","London","SEO/HEO","Male","100","100","36890","37730"
"In post","2022","Government Legal Department","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","EO","Male","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","G6/G7","Female","60","50","56710","54140"
"In post","2022","Government Legal Department","Outside London","G6/G7","Male","30","30","58010","57720"
"In post","2022","Government Legal Department","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Government Property Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","EO","Male","5","5","[c]","[c]"
"In post","2022","Government Property Agency","London","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Government Property Agency","London","G6/G7","Male","35","35","61510","59740"
"In post","2022","Government Property Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Government Property Agency","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Government Property Agency","London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Government Property Agency","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Outside London","EO","Male","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Outside London","G6/G7","Female","40","35","57380","56680"
"In post","2022","Government Property Agency","Outside London","G6/G7","Male","60","60","59230","57000"
"In post","2022","Government Property Agency","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Outside London","SEO/HEO","Female","50","45","36170","37300"
"In post","2022","Government Property Agency","Outside London","SEO/HEO","Male","30","30","36800","37300"
"In post","2022","Health and Safety Executive","London","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","Female","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO/HEO","Female","45","45","42490","43710"
"In post","2022","Health and Safety Executive","London","SEO/HEO","Male","40","35","46490","44990"
"In post","2022","Health and Safety Executive","Outside London","AA/AO","Female","175","150","22050","22410"
"In post","2022","Health and Safety Executive","Outside London","AA/AO","Male","90","85","21910","22410"
"In post","2022","Health and Safety Executive","Outside London","EO","Female","305","280","27400","26410"
"In post","2022","Health and Safety Executive","Outside London","EO","Male","175","170","27350","26410"
"In post","2022","Health and Safety Executive","Outside London","G6/G7","Female","205","195","57750","53430"
"In post","2022","Health and Safety Executive","Outside London","G6/G7","Male","310","300","62530","59150"
"In post","2022","Health and Safety Executive","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Outside London","SEO/HEO","Female","590","540","39730","39390"
"In post","2022","Health and Safety Executive","Outside London","SEO/HEO","Male","675","655","47730","43830"
"In post","2022","HM Courts and Tribunals Service","London","AA/AO","Female","1365","1220","23570","23720"
"In post","2022","HM Courts and Tribunals Service","London","AA/AO","Male","740","720","23430","23720"
"In post","2022","HM Courts and Tribunals Service","London","EO","Female","580","555","28490","28310"
"In post","2022","HM Courts and Tribunals Service","London","EO","Male","245","240","28580","28310"
"In post","2022","HM Courts and Tribunals Service","London","G6/G7","Female","185","175","60960","59670"
"In post","2022","HM Courts and Tribunals Service","London","G6/G7","Male","120","120","60060","58950"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","SEO/HEO","Female","575","550","38840","35460"
"In post","2022","HM Courts and Tribunals Service","London","SEO/HEO","Male","340","335","38780","36470"
"In post","2022","HM Courts and Tribunals Service","Outside London","AA/AO","Female","5635","4710","20790","20970"
"In post","2022","HM Courts and Tribunals Service","Outside London","AA/AO","Male","2045","1940","20700","20970"
"In post","2022","HM Courts and Tribunals Service","Outside London","EO","Female","1370","1260","25300","25120"
"In post","2022","HM Courts and Tribunals Service","Outside London","EO","Male","485","480","25250","25120"
"In post","2022","HM Courts and Tribunals Service","Outside London","G6/G7","Female","245","240","55220","52860"
"In post","2022","HM Courts and Tribunals Service","Outside London","G6/G7","Male","160","160","55410","52260"
"In post","2022","HM Courts and Tribunals Service","Outside London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","Female","1375","1270","35530","36050"
"In post","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","Male","550","530","35770","36050"
"In post","2022","HM Courts and Tribunals Service","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Outside London","Unknown","Male","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","AA/AO","Female","30","30","[c]","[c]"
"In post","2022","HM Land Registry","London","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","HM Land Registry","London","EO","Female","65","60","30660","30600"
"In post","2022","HM Land Registry","London","EO","Male","45","45","31030","30600"
"In post","2022","HM Land Registry","London","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","HM Land Registry","London","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","HM Land Registry","London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","London","SEO/HEO","Female","85","80","40120","37290"
"In post","2022","HM Land Registry","London","SEO/HEO","Male","85","85","41970","42100"
"In post","2022","HM Land Registry","Outside London","AA/AO","Female","1060","975","22600","22600"
"In post","2022","HM Land Registry","Outside London","AA/AO","Male","625","605","22550","22600"
"In post","2022","HM Land Registry","Outside London","EO","Female","1490","1275","27210","27130"
"In post","2022","HM Land Registry","Outside London","EO","Male","760","725","27480","27130"
"In post","2022","HM Land Registry","Outside London","G6/G7","Female","145","135","60640","60520"
"In post","2022","HM Land Registry","Outside London","G6/G7","Male","105","100","61020","58710"
"In post","2022","HM Land Registry","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Outside London","SEO/HEO","Female","1085","960","36500","33840"
"In post","2022","HM Land Registry","Outside London","SEO/HEO","Male","935","855","37620","38450"
"In post","2022","HM Prison and Probation Service","London","AA/AO","Female","1340","1275","28840","28210"
"In post","2022","HM Prison and Probation Service","London","AA/AO","Male","1640","1595","31480","32460"
"In post","2022","HM Prison and Probation Service","London","EO","Female","405","395","32000","30920"
"In post","2022","HM Prison and Probation Service","London","EO","Male","405","395","34980","36850"
"In post","2022","HM Prison and Probation Service","London","G6/G7","Female","150","140","69990","68240"
"In post","2022","HM Prison and Probation Service","London","G6/G7","Male","125","125","72860","70450"
"In post","2022","HM Prison and Probation Service","London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","HM Prison and Probation Service","London","SEO/HEO","Female","550","540","43390","41760"
"In post","2022","HM Prison and Probation Service","London","SEO/HEO","Male","470","460","45540","43240"
"In post","2022","HM Prison and Probation Service","London","Unknown","Female","1705","1620","34190","33410"
"In post","2022","HM Prison and Probation Service","London","Unknown","Male","625","605","35810","34100"
"In post","2022","HM Prison and Probation Service","Outside London","AA/AO","Female","10665","9875","24530","23960"
"In post","2022","HM Prison and Probation Service","Outside London","AA/AO","Male","14505","13870","26940","26610"
"In post","2022","HM Prison and Probation Service","Outside London","EO","Female","2150","2055","29160","27380"
"In post","2022","HM Prison and Probation Service","Outside London","EO","Male","3520","3355","31470","32240"
"In post","2022","HM Prison and Probation Service","Outside London","G6/G7","Female","290","285","70310","67310"
"In post","2022","HM Prison and Probation Service","Outside London","G6/G7","Male","255","250","75560","73130"
"In post","2022","HM Prison and Probation Service","Outside London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Outside London","SCS level","Male","30","30","98880","103000"
"In post","2022","HM Prison and Probation Service","Outside London","SEO/HEO","Female","2920","2800","38600","36720"
"In post","2022","HM Prison and Probation Service","Outside London","SEO/HEO","Male","2990","2840","41460","38160"
"In post","2022","HM Prison and Probation Service","Outside London","Unknown","Female","12775","11705","29170","28200"
"In post","2022","HM Prison and Probation Service","Outside London","Unknown","Male","4060","3820","30340","28200"
"In post","2022","HM Prison and Probation Service","Unknown","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","Female","30","25","30890","28200"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","Male","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","AA/AO","Female","515","440","25780","25900"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","AA/AO","Male","315","305","25750","25550"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","EO","Female","985","915","31590","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","EO","Male","800","785","31500","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","Female","1025","975","65820","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","Male","1295","1255","66230","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","SCS level","Female","110","110","87950","82340"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","SCS level","Male","120","115","89920","82340"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","Female","1840","1765","40150","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","Male","2035","1980","40540","38390"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","Female","10950","8960","21540","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","Male","7675","7240","21430","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","EO","Female","7425","6680","26910","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","EO","Male","6535","6320","26870","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","Female","2665","2550","57430","55210"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","Male","3290","3210","57710","55210"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","Female","115","115","81740","74700"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","Male","145","145","84180","76480"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","Female","9730","9155","35630","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","Male","9945","9700","35620","33370"
"In post","2022","HM Treasury (excl. agencies)","London","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","London","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","London","EO","Female","115","110","27590","26860"
"In post","2022","HM Treasury (excl. agencies)","London","EO","Male","60","60","26420","25530"
"In post","2022","HM Treasury (excl. agencies)","London","G6/G7","Female","385","370","58430","55870"
"In post","2022","HM Treasury (excl. agencies)","London","G6/G7","Male","480","475","58370","55840"
"In post","2022","HM Treasury (excl. agencies)","London","SCS level","Female","75","70","82390","78000"
"In post","2022","HM Treasury (excl. agencies)","London","SCS level","Male","80","80","89240","78130"
"In post","2022","HM Treasury (excl. agencies)","London","SEO/HEO","Female","345","340","34700","32320"
"In post","2022","HM Treasury (excl. agencies)","London","SEO/HEO","Male","360","360","34480","32320"
"In post","2022","HM Treasury (excl. agencies)","Outside London","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","EO","Female","35","35","24920","24000"
"In post","2022","HM Treasury (excl. agencies)","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Outside London","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","London","AA/AO","Female","975","825","25160","25630"
"In post","2022","Home Office","London","AA/AO","Male","640","615","24910","25630"
"In post","2022","Home Office","London","EO","Female","2185","1985","29310","28990"
"In post","2022","Home Office","London","EO","Male","1830","1745","29520","28990"
"In post","2022","Home Office","London","G6/G7","Female","1365","1315","61650","57680"
"In post","2022","Home Office","London","G6/G7","Male","1415","1405","62820","59460"
"In post","2022","Home Office","London","SCS level","Female","115","115","87370","81530"
"In post","2022","Home Office","London","SCS level","Male","140","140","92500","84030"
"In post","2022","Home Office","London","SEO/HEO","Female","2605","2510","39050","37760"
"In post","2022","Home Office","London","SEO/HEO","Male","2210","2180","39260","38530"
"In post","2022","Home Office","London","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Home Office","London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Home Office","Outside London","AA/AO","Female","3315","2810","21420","21680"
"In post","2022","Home Office","Outside London","AA/AO","Male","2435","2305","21380","21680"
"In post","2022","Home Office","Outside London","EO","Female","5220","4710","25720","25040"
"In post","2022","Home Office","Outside London","EO","Male","5580","5265","26240","25220"
"In post","2022","Home Office","Outside London","G6/G7","Female","490","475","55720","52280"
"In post","2022","Home Office","Outside London","G6/G7","Male","610","605","56290","52340"
"In post","2022","Home Office","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Home Office","Outside London","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Home Office","Outside London","SEO/HEO","Female","2440","2310","33600","30980"
"In post","2022","Home Office","Outside London","SEO/HEO","Male","2570","2520","34060","31890"
"In post","2022","Home Office","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","EO","Female","40","35","27200","27370"
"In post","2022","Home Office","Overseas","EO","Male","65","65","27090","27310"
"In post","2022","Home Office","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Overseas","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Home Office","Overseas","Unknown","Female","65","65","[c]","[c]"
"In post","2022","Home Office","Overseas","Unknown","Male","100","100","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","Female","35","35","58340","54230"
"In post","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","Male","30","30","58010","54230"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","Female","55","55","52690","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","Male","35","35","51930","50210"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","Female","50","50","35170","36570"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","Male","20","20","[c]","[c]"
