"Status","Year","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","890","865","29920","27230"
"In post","2022","Unknown","Standards and Testing Agency","Department for Education","35","35","34560","36500"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","130","120","29850","27230"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","225","220","40560","37900"
"In post","2022","Unknown","Teaching Regulation Agency","Department for Education","30","30","25730","25000"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","445","435","28880","23920"
"In post","2022","Unknown","The National Archives","The National Archives","175","165","35120","30820"
"In post","2022","Unknown","Transport Scotland","Scottish Government","195","190","45360","44740"
"In post","2022","Unknown","UK Debt Management Office","HM Treasury","115","110","58240","51220"
"In post","2022","Unknown","UK Export Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","2505","2370","48540","41580"
"In post","2022","Unknown","UK Hydrographic Office","Ministry of Defence","250","240","34160","33290"
"In post","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","105","100","46260","40410"
"In post","2022","Unknown","UK Statistics Authority","UK Statistics Authority","2220","2005","32450","30210"
"In post","2022","Unknown","UK Supreme Court","UK Supreme Court","5","5","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","770","750","29760","26030"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","35","35","54000","45000"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","310","295","38690","31210"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","80","80","43900","40100"
"In post","2022","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"Leaver CS","2022","Declared disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","50","[c]","42700","38420"
"Leaver CS","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","50","[c]","39920","31560"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","90","[c]","37150","33520"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","30","[c]","37800","33880"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","30","[c]","41600","35970"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1340","[c]","26460","27570"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","35","[c]","24550","21840"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","45","[c]","28880","26780"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","230","[c]","23680","20970"
"Leaver CS","2022","Declared disabled","HM Land Registry","HM Land Registry","45","[c]","32430","27130"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","690","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","430","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Home Office","205","[c]","31110","27240"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","340","[c]","30250","26670"
"Leaver CS","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","40","[c]","37650","33160"
"Leaver CS","2022","Declared disabled","National Crime Agency","National Crime Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Public Health England","Department of Health and Social Care","90","[c]","39660","32330"
"Leaver CS","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","35","[c]","36580","34600"
"Leaver CS","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","Scottish Government","40","[c]","35080","35000"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","50","[c]","36510","32330"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","50","[c]","31670","28560"
"Leaver CS","2022","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","190","[c]","30090","25100"
"Leaver CS","2022","Declared non-disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","325","[c]","50130","42760"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","30","[c]","30900","29510"
"Leaver CS","2022","Declared non-disabled","Charity Commission","Charity Commission","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","40","[c]","31740","27460"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","85","[c]","52770","54190"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","90","[c]","33770","23230"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","225","[c]","43190","38090"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","590","[c]","33980","30570"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","270","[c]","36330","36160"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","215","[c]","46770","40220"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","100","[c]","41200","35510"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","150","[c]","46160","40640"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","260","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Department for International Trade","95","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","110","[c]","46460","39910"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","130","[c]","49720","44030"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","6010","[c]","27170","27570"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","260","[c]","25000","21840"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","250","[c]","29310","26780"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","50","[c]","47010","40300"
"Leaver CS","2022","Declared non-disabled","Education Scotland","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","Estyn","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","65","[c]","44610","38680"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","55","[c]","33410","30810"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","185","[c]","52760","53310"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","Scottish Government","105","[c]","30040","27360"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","160","[c]","51380","51250"
"Leaver CS","2022","Declared non-disabled","Government Property Agency","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","150","[c]","41040","35910"
"Leaver CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","1135","[c]","24960","20970"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","HM Land Registry","210","[c]","34730","33840"
"Leaver CS","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","4125","[c]","31670","27250"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2450","[c]","33970","28920"
"Leaver CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","125","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","Home Office","1420","[c]","32030","27250"
"Leaver CS","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","35","[c]","38290","28750"
"Leaver CS","2022","Declared non-disabled","Legal Aid Agency","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","95","[c]","39060","32180"
"Leaver CS","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","85","[c]","51190","41080"
"Leaver CS","2022","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","130","[c]","34910","35580"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","2120","[c]","31640","27370"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","240","[c]","44890","41750"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","National Crime Agency","95","[c]","45110","41170"
"Leaver CS","2022","Declared non-disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Records of Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Savings and Investments","Chancellor's other departments","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","150","[c]","54770","51360"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","205","[c]","44170","38000"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","30","[c]","52280","51810"
"Leaver CS","2022","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","40","[c]","22410","20970"
"Leaver CS","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","45","[c]","45320","47660"
"Leaver CS","2022","Declared non-disabled","Public Health England","Department of Health and Social Care","1100","[c]","42310","38070"
"Leaver CS","2022","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Registers of Scotland","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","155","[c]","25020","21300"
"Leaver CS","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","35","[c]","28620","22000"
"Leaver CS","2022","Declared non-disabled","Scottish Forestry","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","175","[c]","47130","39660"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","35","[c]","41760","40000"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","100","[c]","37600","39680"
"Leaver CS","2022","Declared non-disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","45","[c]","39400","39170"
"Leaver CS","2022","Declared non-disabled","The National Archives","The National Archives","50","[c]","31820","28460"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","UK Export Finance","40","[c]","53760","47000"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","450","[c]","36410","32330"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","40","[c]","37070","33330"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","220","[c]","29810","23880"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","UK Supreme Court","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","150","[c]","30780","25750"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","30","[c]","51640","49500"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","205","[c]","42330","37410"
"Leaver CS","2022","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","Ministry of Defence","55","[c]","35480","34190"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","Department for Education","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","Department for Transport","15","[c]","[c]","[c]"
