"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Hackney and Newham","London","20","20","36500","37610"
"In post","2022","Property","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2022","Property","Harrow and Hillingdon","London","185","180","25310","22010"
"In post","2022","Property","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Heart of Essex","Outside London","10","10","[c]","[c]"
"In post","2022","Property","Herefordshire, County of","Outside London","15","15","22010","19010"
"In post","2022","Property","Hertfordshire CC","Outside London","25","25","39200","35500"
"In post","2022","Property","Hounslow and Richmond upon Thames","London","20","20","37710","33900"
"In post","2022","Property","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","15","15","27970","27700"
"In post","2022","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","45","45","33550","33300"
"In post","2022","Property","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Kingston upon Hull, City of","Outside London","85","80","34020","29440"
"In post","2022","Property","Lambeth","London","25","25","45270","40810"
"In post","2022","Property","Lancaster and Wyre","Outside London","40","35","35520","33460"
"In post","2022","Property","Leeds","Outside London","375","355","38090","33740"
"In post","2022","Property","Leicester","Outside London","10","10","35370","33250"
"In post","2022","Property","Leicestershire CC and Rutland","Outside London","80","75","25320","19050"
"In post","2022","Property","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2022","Property","Lincolnshire CC","Outside London","65","60","30050","26670"
"In post","2022","Property","Lisburn and Castlereagh","Outside London","40","40","36010","37210"
"In post","2022","Property","Liverpool","Outside London","35","35","36930","35160"
"In post","2022","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Luton","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Manchester","Outside London","270","265","39790","36500"
"In post","2022","Property","Medway","Outside London","10","10","38250","33300"
"In post","2022","Property","Merton, Kingston upon Thames and Sutton","London","10","10","[c]","[c]"
"In post","2022","Property","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Mid Lancashire","Outside London","80","75","35950","32890"
"In post","2022","Property","Milton Keynes","Outside London","185","185","36630","34140"
"In post","2022","Property","Monmouthshire and Newport","Outside London","45","40","30640","27570"
"In post","2022","Property","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","North and West Norfolk","Outside London","20","20","27190","21270"
"In post","2022","Property","North Hampshire","Outside London","30","30","30250","29200"
"In post","2022","Property","North Lanarkshire","Outside London","25","25","28640","29180"
"In post","2022","Property","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","North Yorkshire CC","Outside London","125","120","33210","33000"
"In post","2022","Property","Northumberland","Outside London","15","15","31070","33300"
"In post","2022","Property","Norwich and East Norfolk","Outside London","50","45","36080","31900"
"In post","2022","Property","Nottingham","Outside London","310","290","39720","34000"
"In post","2022","Property","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","Overseas","175","175","39220","37950"
"In post","2022","Property","Oxfordshire CC","Outside London","100","95","34930","33300"
"In post","2022","Property","Perth and Kinross, and Stirling","Outside London","50","50","28850","29900"
"In post","2022","Property","Peterborough","Outside London","20","20","32830","32310"
"In post","2022","Property","Plymouth","Outside London","435","410","26780","22040"
"In post","2022","Property","Portsmouth","Outside London","75","70","35110","33300"
"In post","2022","Property","Powys","Outside London","35","30","33470","33300"
"In post","2022","Property","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2022","Property","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sefton","Outside London","145","135","33850","31000"
"In post","2022","Property","Sheffield","Outside London","160","155","40420","36500"
"In post","2022","Property","Shropshire","Outside London","15","15","37800","33300"
"In post","2022","Property","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Somerset CC","Outside London","35","35","34450","33300"
"In post","2022","Property","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2022","Property","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Hampshire","Outside London","15","15","31190","33300"
"In post","2022","Property","South Lanarkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Property","South Nottinghamshire","Outside London","30","30","32610","33150"
"In post","2022","Property","South West Wales","Outside London","30","30","32290","29180"
"In post","2022","Property","Southampton","Outside London","100","90","34960","31900"
"In post","2022","Property","Staffordshire CC","Outside London","120","115","39070","38680"
"In post","2022","Property","Stoke-on-Trent","Outside London","70","65","34130","31900"
"In post","2022","Property","Suffolk CC","Outside London","120","115","31910","33000"
"In post","2022","Property","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Swansea","Outside London","130","120","32910","30730"
"In post","2022","Property","Swindon","Outside London","15","15","39520","36070"
"In post","2022","Property","Telford and Wrekin","Outside London","80","75","34850","33300"
"In post","2022","Property","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Tower Hamlets","London","315","300","45940","39050"
"In post","2022","Property","Tyneside","Outside London","280","260","34940","31900"
"In post","2022","Property","Unknown","Unknown","40","40","44230","41390"
"In post","2022","Property","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warrington","Outside London","25","20","39630","36740"
"In post","2022","Property","Warwickshire CC","Outside London","10","10","39570","43040"
"In post","2022","Property","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Property","West Essex","Outside London","25","20","21720","20480"
"In post","2022","Property","West Kent","Outside London","15","15","39120","38000"
"In post","2022","Property","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Northamptonshire","Outside London","15","15","37230","33300"
"In post","2022","Property","West Surrey","Outside London","80","75","48410","52290"
"In post","2022","Property","West Sussex (North East)","Outside London","10","10","38340","30700"
"In post","2022","Property","West Sussex (South West)","Outside London","20","15","37590","31590"
"In post","2022","Property","Westminster","London","665","655","49740","45330"
"In post","2022","Property","Wiltshire","Outside London","185","180","37050","33300"
"In post","2022","Property","Wirral","Outside London","5","5","[c]","[c]"
"In post","2022","Property","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Property","Worcestershire CC","Outside London","25","20","44760","46500"
"In post","2022","Property","York","Outside London","55","55","41100","37300"
"In post","2022","Security","Aberdeen City and Aberdeenshire","Outside London","90","85","41430","44070"
"In post","2022","Security","Antrim and Newtownabbey","Outside London","70","70","21160","20560"
"In post","2022","Security","Ards and North Down","Outside London","100","100","21450","20560"
"In post","2022","Security","Barnsley, Doncaster and Rotherham","Outside London","105","105","37400","39610"
"In post","2022","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","215","210","31510","29060"
"In post","2022","Security","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Belfast","Outside London","25","25","29560","20560"
"In post","2022","Security","Berkshire","Outside London","615","615","35210","35200"
"In post","2022","Security","Bexley and Greenwich","London","45","45","34790","33950"
"In post","2022","Security","Birmingham","Outside London","60","60","30960","27700"
"In post","2022","Security","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Breckland and South Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Bristol, City of","Outside London","30","30","33680","32560"
"In post","2022","Security","Buckinghamshire","Outside London","10","10","30770","24860"
"In post","2022","Security","Caithness and Sutherland, and Ross and Cromarty","Outside London","20","15","32730","35200"
"In post","2022","Security","Cambridgeshire CC","Outside London","475","470","36510","33300"
"In post","2022","Security","Camden and City of London","London","45","45","40540","41570"
"In post","2022","Security","Cardiff and Vale of Glamorgan","Outside London","75","70","27400","24630"
"In post","2022","Security","Causeway Coast and Glens","Outside London","60","60","20750","20560"
"In post","2022","Security","Central Bedfordshire","Outside London","50","50","28500","21380"
"In post","2022","Security","Central Hampshire","Outside London","100","100","29330","26350"
"In post","2022","Security","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire East","Outside London","15","15","29160","21170"
"In post","2022","Security","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Security","City of Edinburgh","Outside London","25","25","29050","20310"
"In post","2022","Security","Clackmannanshire and Fife","Outside London","55","50","26760","20310"
"In post","2022","Security","Conwy and Denbighshire","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","Outside London","55","50","22900","19810"
"In post","2022","Security","Coventry","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Croydon","London","40","40","37870","33560"
"In post","2022","Security","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derby","Outside London","50","50","34970","39070"
"In post","2022","Security","Devon CC","Outside London","100","100","25090","25000"
"In post","2022","Security","Dorset","Outside London","80","80","24790","20310"
"In post","2022","Security","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dumfries and Galloway","Outside London","10","10","19950","19810"
"In post","2022","Security","Durham","Outside London","40","40","35430","34060"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","Outside London","35","35","28730","21830"
"In post","2022","Security","East Cumbria","Outside London","45","45","25170","20310"
"In post","2022","Security","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","1070","1035","30650","26750"
"In post","2022","Security","East Kent","Outside London","25","25","21810","19810"
"In post","2022","Security","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","Outside London","50","50","36640","39070"
"In post","2022","Security","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","Outside London","10","10","33470","22400"
"In post","2022","Security","Essex Haven Gateway","Outside London","80","80","33750","26670"
"In post","2022","Security","Fermanagh and Omagh","Outside London","15","15","20640","20560"
"In post","2022","Security","Flintshire and Wrexham","Outside London","40","40","30200","26670"
"In post","2022","Security","Glasgow City","Outside London","110","105","31390","26670"
"In post","2022","Security","Gloucestershire CC","Outside London","85","80","33290","39070"
"In post","2022","Security","Greater Manchester North East","Outside London","10","10","[c]","[c]"
"In post","2022","Security","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South East","Outside London","10","10","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","Outside London","40","40","37640","33370"
"In post","2022","Security","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hackney and Newham","London","25","20","43620","38240"
"In post","2022","Security","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Harrow and Hillingdon","London","20","20","29190","23150"
"In post","2022","Security","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","Outside London","80","80","34670","39070"
"In post","2022","Security","Hertfordshire CC","Outside London","60","60","30130","25640"
"In post","2022","Security","Hounslow and Richmond upon Thames","London","250","235","32530","29250"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","20","22040","20060"
"In post","2022","Security","Isle of Anglesey","Outside London","10","10","20780","19810"
"In post","2022","Security","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Kingston upon Hull, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Lambeth","London","30","30","35060","33090"
"In post","2022","Security","Lancaster and Wyre","Outside London","15","15","29400","30960"
"In post","2022","Security","Leeds","Outside London","65","60","38410","35310"
"In post","2022","Security","Leicester","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Leicestershire CC and Rutland","Outside London","10","10","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","London","10","10","40110","41060"
"In post","2022","Security","Lincolnshire CC","Outside London","110","110","25220","25000"
"In post","2022","Security","Lisburn and Castlereagh","Outside London","70","70","23360","20560"
"In post","2022","Security","Liverpool","Outside London","50","45","26460","21310"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","10","10","19910","19810"
"In post","2022","Security","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","Outside London","35","30","38350","34290"
"In post","2022","Security","Medway","Outside London","15","15","27250","20310"
"In post","2022","Security","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","Outside London","40","35","26350","22080"
"In post","2022","Security","Milton Keynes","Outside London","325","310","34100","33300"
"In post","2022","Security","Monmouthshire and Newport","Outside London","50","50","37520","31090"
"In post","2022","Security","Newry, Mourne and Down","Outside London","60","60","20820","20560"
"In post","2022","Security","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","Outside London","95","95","32520","33200"
"In post","2022","Security","North Hampshire","Outside London","60","60","25210","20060"
"In post","2022","Security","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","Outside London","15","15","27940","20310"
"In post","2022","Security","North Yorkshire CC","Outside London","265","255","30020","26750"
"In post","2022","Security","Northumberland","Outside London","15","15","21290","20060"
"In post","2022","Security","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Nottingham","Outside London","35","35","38950","39040"
"In post","2022","Security","Overseas","Overseas","160","160","40030","34450"
"In post","2022","Security","Oxfordshire CC","Outside London","155","155","30660","26670"
"In post","2022","Security","Perth and Kinross, and Stirling","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Peterborough","Outside London","40","35","31930","29060"
"In post","2022","Security","Plymouth","Outside London","340","330","29610","26750"
"In post","2022","Security","Portsmouth","Outside London","430","420","30690","28080"
"In post","2022","Security","Powys","Outside London","30","30","21120","19810"
"In post","2022","Security","Sefton","Outside London","15","10","25340","20310"
"In post","2022","Security","Sheffield","Outside London","15","15","35290","29360"
"In post","2022","Security","Shropshire","Outside London","15","10","28510","21170"
"In post","2022","Security","Somerset CC","Outside London","75","75","25230","21390"
"In post","2022","Security","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","South Ayrshire","Outside London","10","10","22180","19810"
"In post","2022","Security","South Hampshire","Outside London","140","140","27060","23880"
"In post","2022","Security","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West Wales","Outside London","20","20","21330","19810"
"In post","2022","Security","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Staffordshire CC","Outside London","65","65","28070","25220"
"In post","2022","Security","Suffolk CC","Outside London","75","75","26930","21170"
"In post","2022","Security","Sunderland","Outside London","10","10","27420","27570"
"In post","2022","Security","Swansea","Outside London","75","70","26280","24720"
"In post","2022","Security","Swindon","Outside London","5","5","[c]","[c]"
"In post","2022","Security","Telford and Wrekin","Outside London","105","105","32340","28920"
"In post","2022","Security","Tower Hamlets","London","50","50","44150","41750"
"In post","2022","Security","Tyneside","Outside London","40","40","38870","37170"
"In post","2022","Security","Unknown","Unknown","110","110","30230","27370"
"In post","2022","Security","Wakefield","Outside London","10","10","33980","32870"
"In post","2022","Security","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wandsworth","London","10","10","26020","21400"
"In post","2022","Security","Warrington","Outside London","10","10","33180","36690"
"In post","2022","Security","Warwickshire CC","Outside London","60","60","27090","20740"
"In post","2022","Security","West Cumbria","Outside London","55","55","32160","31050"
"In post","2022","Security","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Kent","Outside London","25","25","42570","43570"
"In post","2022","Security","West Northamptonshire","Outside London","15","15","37060","39070"
"In post","2022","Security","West Surrey","Outside London","25","25","23900","19810"
"In post","2022","Security","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Westminster","London","1415","1400","43450","40600"
"In post","2022","Security","Wiltshire","Outside London","315","310","29930","26670"
"In post","2022","Security","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Security","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Security","York","Outside London","480","455","30300","26670"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","Outside London","725","690","36190","31540"
"In post","2022","Unknown","Angus and Dundee City","Outside London","985","955","29360","27230"
"In post","2022","Unknown","Antrim and Newtownabbey","Outside London","100","95","27070","22130"
"In post","2022","Unknown","Ards and North Down","Outside London","80","75","27230","22580"
"In post","2022","Unknown","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barking & Dagenham and Havering","London","10","10","39210","36760"
"In post","2022","Unknown","Barnet","London","180","180","42990","41950"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","Outside London","60","50","28910","27370"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","840","795","35830","33300"
"In post","2022","Unknown","Bedford","Outside London","120","115","28990","26070"
"In post","2022","Unknown","Belfast","Outside London","450","415","25330","24880"
"In post","2022","Unknown","Berkshire","Outside London","305","295","32630","28650"
"In post","2022","Unknown","Bexley and Greenwich","London","70","65","33190","27180"
"In post","2022","Unknown","Birmingham","Outside London","240","225","28690","25310"
"In post","2022","Unknown","Blackburn with Darwen","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Blackpool","Outside London","60","55","35290","32000"
"In post","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","160","150","26640","25260"
"In post","2022","Unknown","Bradford","Outside London","15","15","26430","24880"
"In post","2022","Unknown","Breckland and South Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Brent","London","5","5","[c]","[c]"
"In post","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","20","20","31490","29430"
"In post","2022","Unknown","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Bristol, City of","Outside London","40","40","27600","22330"
"In post","2022","Unknown","Bromley","London","10","10","28380","25110"
"In post","2022","Unknown","Buckinghamshire","Outside London","335","320","32670","28670"
"In post","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","110","105","31130","30040"
"In post","2022","Unknown","Calderdale and Kirklees","Outside London","25","20","28290","26820"
"In post","2022","Unknown","Cambridgeshire CC","Outside London","265","260","32050","28800"
"In post","2022","Unknown","Camden and City of London","London","375","360","35150","31520"
"In post","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","3620","3425","41880","38160"
"In post","2022","Unknown","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Central Bedfordshire","Outside London","150","145","30070","26670"
"In post","2022","Unknown","Central Hampshire","Outside London","920","890","30930","26670"
"In post","2022","Unknown","Central Valleys","Outside London","850","815","41330","38160"
"In post","2022","Unknown","Cheshire East","Outside London","95","85","27300","22170"
"In post","2022","Unknown","Cheshire West and Chester","Outside London","25","25","37720","33300"
"In post","2022","Unknown","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","City of Edinburgh","Outside London","7660","7345","43310","39660"
"In post","2022","Unknown","Clackmannanshire and Fife","Outside London","145","140","30810","26350"
"In post","2022","Unknown","Conwy and Denbighshire","Outside London","435","410","39580","38160"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","330","310","26220","22200"
"In post","2022","Unknown","Coventry","Outside London","10","10","23030","21600"
"In post","2022","Unknown","Croydon","London","5605","5345","39010","35070"
"In post","2022","Unknown","Darlington","Outside London","20","20","29360","24890"
"In post","2022","Unknown","Derby","Outside London","10","10","25160","23360"
"In post","2022","Unknown","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Devon CC","Outside London","310","290","27650","21830"
"In post","2022","Unknown","Dorset","Outside London","385","370","30690","26930"
"In post","2022","Unknown","Dudley","Outside London","20","20","29880","24880"
"In post","2022","Unknown","Dumfries and Galloway","Outside London","225","220","30690","27360"
"In post","2022","Unknown","Durham","Outside London","880","750","25100","21680"
"In post","2022","Unknown","Ealing","London","10","10","[c]","[c]"
"In post","2022","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","150","140","31820","30040"
"In post","2022","Unknown","East Cumbria","Outside London","20","15","29990","27930"
"In post","2022","Unknown","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","315","310","35580","33000"
"In post","2022","Unknown","East Kent","Outside London","2560","2360","27450","25310"
"In post","2022","Unknown","East Lancashire","Outside London","15","15","31240","27570"
"In post","2022","Unknown","East Lothian and Midlothian","Outside London","25","20","40740","33070"
"In post","2022","Unknown","East Merseyside","Outside London","20","20","27770","25910"
"In post","2022","Unknown","East Riding of Yorkshire","Outside London","400","380","26470","26670"
"In post","2022","Unknown","East Surrey","Outside London","15","15","36840","35290"
"In post","2022","Unknown","East Sussex CC","Outside London","65","60","29100","27370"
"In post","2022","Unknown","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex Haven Gateway","Outside London","290","270","29510","26310"
"In post","2022","Unknown","Essex Thames Gateway","Outside London","20","15","30890","30830"
"In post","2022","Unknown","Falkirk","Outside London","80","75","42250","32320"
"In post","2022","Unknown","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Flintshire and Wrexham","Outside London","50","50","36070","35310"
"In post","2022","Unknown","Glasgow City","Outside London","5010","4830","37510","31540"
"In post","2022","Unknown","Gloucestershire CC","Outside London","210","200","29170","26350"
"In post","2022","Unknown","Greater Manchester North East","Outside London","10","10","27530","22330"
"In post","2022","Unknown","Greater Manchester North West","Outside London","25","20","27530","27570"
"In post","2022","Unknown","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Greater Manchester South West","Outside London","1010","980","34310","30820"
"In post","2022","Unknown","Gwent Valleys","Outside London","250","230","37990","38160"
"In post","2022","Unknown","Gwynedd","Outside London","120","110","31920","29430"
"In post","2022","Unknown","Hackney and Newham","London","165","150","31430","30460"
"In post","2022","Unknown","Haringey and Islington","London","15","15","31080","25340"
"In post","2022","Unknown","Harrow and Hillingdon","London","2230","2030","31410","29080"
"In post","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","15","15","27810","25470"
"In post","2022","Unknown","Heart of Essex","Outside London","15","15","31040","26210"
"In post","2022","Unknown","Herefordshire, County of","Outside London","130","125","26380","21830"
"In post","2022","Unknown","Hertfordshire CC","Outside London","160","155","40100","37340"
"In post","2022","Unknown","Hounslow and Richmond upon Thames","London","650","615","31410","29030"
"In post","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","205","185","29740","27370"
"In post","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","560","535","30200","27230"
"In post","2022","Unknown","Isle of Anglesey","Outside London","115","110","28390","25510"
"In post","2022","Unknown","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","30","30","36400","36020"
"In post","2022","Unknown","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Kingston upon Hull, City of","Outside London","160","155","26880","25220"
"In post","2022","Unknown","Lambeth","London","70","65","48440","42290"
"In post","2022","Unknown","Lancaster and Wyre","Outside London","185","170","33990","26670"
"In post","2022","Unknown","Leeds","Outside London","1110","1050","31410","27370"
"In post","2022","Unknown","Leicester","Outside London","15","15","28780","27570"
"In post","2022","Unknown","Leicestershire CC and Rutland","Outside London","325","305","28290","26160"
"In post","2022","Unknown","Lewisham and Southwark","London","220","215","33240","28990"
"In post","2022","Unknown","Lincolnshire CC","Outside London","670","645","26950","21380"
"In post","2022","Unknown","Lisburn and Castlereagh","Outside London","290","280","27190","24880"
"In post","2022","Unknown","Liverpool","Outside London","4200","3910","27240","24890"
"In post","2022","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","250","240","30260","28980"
"In post","2022","Unknown","Luton","Outside London","155","140","29530","27370"
"In post","2022","Unknown","Manchester","Outside London","810","770","29140","26410"
"In post","2022","Unknown","Medway","Outside London","70","65","27630","22330"
"In post","2022","Unknown","Merton, Kingston upon Thames and Sutton","London","15","15","37080","31060"
"In post","2022","Unknown","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mid Kent","Outside London","35","30","31860","27370"
"In post","2022","Unknown","Mid Lancashire","Outside London","120","110","29960","25860"
"In post","2022","Unknown","Milton Keynes","Outside London","45","45","32130","26010"
"In post","2022","Unknown","Monmouthshire and Newport","Outside London","265","235","29600","24880"
"In post","2022","Unknown","Na h-Eileanan Siar","Outside London","35","30","33810","31540"
"In post","2022","Unknown","Newry, Mourne and Down","Outside London","10","10","30950","22130"
"In post","2022","Unknown","North and North East Lincolnshire","Outside London","165","155","25840","24890"
"In post","2022","Unknown","North and West Norfolk","Outside London","180","175","22760","20970"
"In post","2022","Unknown","North Hampshire","Outside London","360","345","32860","30820"
"In post","2022","Unknown","North Lanarkshire","Outside London","55","50","30900","27230"
"In post","2022","Unknown","North Northamptonshire","Outside London","25","25","24930","21680"
"In post","2022","Unknown","North Nottinghamshire","Outside London","30","30","33770","27570"
"In post","2022","Unknown","North Yorkshire CC","Outside London","735","705","28280","22750"
"In post","2022","Unknown","Northumberland","Outside London","80","75","28960","24880"
"In post","2022","Unknown","Norwich and East Norfolk","Outside London","35","30","31190","27370"
"In post","2022","Unknown","Nottingham","Outside London","20","20","28360","27570"
"In post","2022","Unknown","Orkney Islands","Outside London","20","20","37370","31540"
"In post","2022","Unknown","Overseas","Overseas","785","775","42010","40120"
"In post","2022","Unknown","Oxfordshire CC","Outside London","545","525","32470","26670"
"In post","2022","Unknown","Perth and Kinross, and Stirling","Outside London","395","370","34220","30040"
"In post","2022","Unknown","Peterborough","Outside London","645","580","25230","21680"
"In post","2022","Unknown","Plymouth","Outside London","445","415","32410","26670"
