"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","East Midlands (England)","Derby","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","Leicester","100","85","24740","22200"
"In post","2022","Declared disabled","Asian","East Midlands (England)","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","Nottingham","65","60","31490","31150"
"In post","2022","Declared disabled","Asian","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Midlands (England)","West Northamptonshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Bedford","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Hertfordshire CC","45","40","36500","30750"
"In post","2022","Declared disabled","Asian","East of England","Luton","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Peterborough","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East of England","West Essex","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Barking & Dagenham and Havering","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Barnet","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Brent","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Camden and City of London","30","30","28930","28450"
"In post","2022","Declared disabled","Asian","London","Croydon","160","140","34250","30880"
"In post","2022","Declared disabled","Asian","London","Ealing","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Enfield","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Hackney and Newham","155","140","34990","31060"
"In post","2022","Declared disabled","Asian","London","Haringey and Islington","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Harrow and Hillingdon","120","105","30770","29510"
"In post","2022","Declared disabled","Asian","London","Hounslow and Richmond upon Thames","55","50","32010","30110"
"In post","2022","Declared disabled","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Lambeth","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Lewisham and Southwark","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Redbridge and Waltham Forest","55","50","29170","30330"
"In post","2022","Declared disabled","Asian","London","Tower Hamlets","75","70","40670","34550"
"In post","2022","Declared disabled","Asian","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","London","Westminster","545","525","42470","39320"
"In post","2022","Declared disabled","Asian","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","South Teesside","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North East (England)","Tyneside","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","Blackburn with Darwen","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","Blackpool","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
