"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","60-64","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Medicine","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Medicine","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Operational Delivery","Heterosexual / straight","180","[c]","40190","30690"
"Leaver Dept.","2022","60-64","No function","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Operational Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Operational Delivery","Unknown","60","[c]","46060","37280"
"Leaver Dept.","2022","60-64","No function","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Policy","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Science and Engineering","Heterosexual / straight","55","[c]","48180","40890"
"Leaver Dept.","2022","60-64","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Science and Engineering","Unknown","30","[c]","54660","52310"
"Leaver Dept.","2022","60-64","No function","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Medicine","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Operational Delivery","Heterosexual / straight","65","[c]","34290","28200"
"Leaver Dept.","2022","65+","No function","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Science and Engineering","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
