"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","Female","35","[c]","35320","32120"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","Male","105","[c]","39040","39500"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","AA/AO","AO","Female","65","[c]","21340","21820"
"Leaver CS","2022","UK Health Security Agency","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","EO","EO","Female","75","[c]","25320","25010"
"Leaver CS","2022","UK Health Security Agency","EO","EO","Male","35","[c]","25820","26880"
"Leaver CS","2022","UK Health Security Agency","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","G6/G7","G7","Female","85","[c]","52620","52610"
"Leaver CS","2022","UK Health Security Agency","G6/G7","G7","Male","50","[c]","52730","52610"
"Leaver CS","2022","UK Health Security Agency","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","HEO","Female","115","[c]","31280","31300"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","HEO","Male","65","[c]","31760","32330"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","SEO","Female","115","[c]","39420","40060"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","SEO","Male","50","[c]","39390","40070"
"Leaver CS","2022","UK Health Security Agency","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","Female","45","[c]","19120","18830"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","Male","35","[c]","19740","19130"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","Female","80","[c]","20100","19610"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","Male","105","[c]","20100","19610"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Female","40","[c]","24000","23630"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Male","35","[c]","24040","23630"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Female","50","[c]","30710","30210"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Male","60","[c]","31140","30210"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","Female","30","[c]","37830","36840"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","Male","45","[c]","37450","36840"
"Leaver CS","2022","UK Supreme Court","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","AO","Female","75","[c]","21950","22010"
"Leaver CS","2022","Valuation Office Agency","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","EO","EO","Male","30","[c]","26130","26020"
"Leaver CS","2022","Valuation Office Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","AA/AO","AO","Female","40","[c]","23220","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","EO","EO","Female","105","[c]","27420","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","EO","EO","Male","70","[c]","27180","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","G6/G7","G6","Female","85","[c]","66190","64500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","G6/G7","G6","Male","50","[c]","66340","65270"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","G6/G7","G7","Female","180","[c]","54980","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","G6/G7","G7","Male","160","[c]","55150","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SCS level","SCS level","Female","50","[c]","86010","76580"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SCS level","SCS level","Male","50","[c]","88130","77820"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Female","480","[c]","32440","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Male","400","[c]","32530","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Female","90","[c]","40230","40600"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Male","50","[c]","40180","40600"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Male","[c]","[c]","[c]","[c]"
