"Status","Year","Age","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
