"Status","Year","Age","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Operational Delivery","London","195","155","30750","29740"
"In post","2022","65+","Declared disabled","Operational Delivery","Outside London","1050","765","25680","22600"
"In post","2022","65+","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Other","London","15","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Other","Outside London","120","100","25890","21830"
"In post","2022","65+","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Policy","London","30","25","[c]","[c]"
"In post","2022","65+","Declared disabled","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Project Delivery","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Property","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Science and Engineering","Outside London","50","40","37420","35790"
"In post","2022","65+","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Security","Outside London","20","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Tax","London","15","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Tax","Outside London","35","25","37510","35980"
"In post","2022","65+","Declared disabled","Unknown","London","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","Outside London","20","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Commercial","London","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Commercial","Outside London","45","35","40490","37920"
"In post","2022","65+","Declared non-disabled","Communications","London","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Communications","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Counter Fraud","London","55","40","30900","31060"
"In post","2022","65+","Declared non-disabled","Counter Fraud","Outside London","175","120","27690","27570"
"In post","2022","65+","Declared non-disabled","Digital, Data and Technology","London","50","45","45670","45070"
"In post","2022","65+","Declared non-disabled","Digital, Data and Technology","Outside London","175","140","37800","34110"
"In post","2022","65+","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Economics","London","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Finance","London","50","45","37670","36570"
"In post","2022","65+","Declared non-disabled","Finance","Outside London","150","125","35510","33300"
"In post","2022","65+","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Human Resources","London","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Human Resources","Outside London","75","60","32980","29430"
"In post","2022","65+","Declared non-disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Inspector of Education and Training","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Intelligence Analysis","London","25","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Intelligence Analysis","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","International Trade","London","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Knowledge and Information Management","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Legal","London","60","50","61090","62340"
"In post","2022","65+","Declared non-disabled","Legal","Outside London","105","70","47070","49110"
"In post","2022","65+","Declared non-disabled","Medicine","London","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Medicine","Outside London","30","25","63230","72300"
"In post","2022","65+","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Operational Delivery","London","840","680","29990","27060"
"In post","2022","65+","Declared non-disabled","Operational Delivery","Outside London","3985","2895","26280","24630"
"In post","2022","65+","Declared non-disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Operational Research","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Other","London","85","75","32510","25640"
"In post","2022","65+","Declared non-disabled","Other","Outside London","640","555","26650","22120"
"In post","2022","65+","Declared non-disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Other","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning Inspectors","Outside London","30","20","65180","65270"
"In post","2022","65+","Declared non-disabled","Policy","London","135","115","46820","42440"
"In post","2022","65+","Declared non-disabled","Policy","Outside London","85","70","41370","37540"
"In post","2022","65+","Declared non-disabled","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Project Delivery","London","40","35","45370","39510"
"In post","2022","65+","Declared non-disabled","Project Delivery","Outside London","135","105","41930","40440"
"In post","2022","65+","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Property","London","40","35","45750","39050"
"In post","2022","65+","Declared non-disabled","Property","Outside London","180","150","32740","33000"
"In post","2022","65+","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Science and Engineering","London","15","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Science and Engineering","Outside London","275","220","40530","38460"
"In post","2022","65+","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Security","London","40","40","35940","30110"
"In post","2022","65+","Declared non-disabled","Security","Outside London","155","130","25230","21170"
"In post","2022","65+","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Statistics","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Tax","London","45","35","43020","40910"
"In post","2022","65+","Declared non-disabled","Tax","Outside London","150","100","37720","35980"
"In post","2022","65+","Declared non-disabled","Unknown","London","40","35","55480","34700"
"In post","2022","65+","Declared non-disabled","Unknown","Outside London","175","145","37470","30040"
"In post","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Veterinarian","Outside London","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Intelligence Analysis","London","5","0","[c]","[c]"
"In post","2022","65+","Undeclared","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Operational Delivery","London","100","75","31310","27410"
"In post","2022","65+","Undeclared","Operational Delivery","Outside London","390","280","26180","23520"
"In post","2022","65+","Undeclared","Other","London","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Other","Outside London","85","75","27720","22330"
"In post","2022","65+","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Policy","London","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Property","London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Property","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Science and Engineering","Outside London","35","25","33180","31630"
"In post","2022","65+","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Security","London","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Security","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Tax","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","London","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","Outside London","40","35","36430","35100"
"In post","2022","65+","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","London","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Finance","Outside London","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","London","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","London","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Legal","Outside London","25","15","[c]","[c]"
"In post","2022","65+","Unknown","Medicine","London","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Medicine","Outside London","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Operational Delivery","London","120","100","36680","33020"
"In post","2022","65+","Unknown","Operational Delivery","Outside London","645","455","26970","23780"
"In post","2022","65+","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Other","London","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Other","Outside London","105","90","28490","22120"
"In post","2022","65+","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Other","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Planning Inspectors","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Policy","London","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Policy","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Property","London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Property","Outside London","35","30","25190","18620"
"In post","2022","65+","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Science and Engineering","London","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Science and Engineering","Outside London","35","30","40080","32100"
"In post","2022","65+","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","Outside London","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Tax","London","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Tax","Outside London","55","40","32620","28920"
"In post","2022","65+","Unknown","Unknown","London","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Outside London","95","80","38110","31540"
"In post","2022","65+","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Operational Delivery","Outside London","45","[c]","21170","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Operational Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Outside London","[c]","[c]","[c]","[c]"
