"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","115","110","30580","28200"
"In post","2022","Declared disabled","Cheshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA/AO","AO","120","105","22830","21260"
"In post","2022","Declared disabled","Cheshire","EO","EO","165","150","28330","27570"
"In post","2022","Declared disabled","Cheshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","HEO","55","50","34320","33240"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","SEO","30","30","40910","39920"
"In post","2022","Declared disabled","Cheshire","Unknown","Unknown","45","40","28700","28200"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","AO","95","80","21250","21260"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","EO","80","75","27420","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","HEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA/AO","AA","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA/AO","AO","85","75","21520","21300"
"In post","2022","Declared disabled","Cumbria","EO","EO","70","60","26540","27550"
"In post","2022","Declared disabled","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6/G7","G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Unknown","35","30","36250","31420"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","AA","60","55","20560","20890"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","AO","450","405","22710","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","EO","535","485","27120","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","G6","25","20","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","G7","90","90","54580","55210"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","HEO","270","260","32850","33300"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","SEO","145","135","41130","40520"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","165","150","30290","28200"
"In post","2022","Declared disabled","Devon","AA/AO","AA","65","60","19650","19810"
"In post","2022","Declared disabled","Devon","AA/AO","AO","330","285","22650","21260"
"In post","2022","Declared disabled","Devon","EO","EO","305","270","27590","27570"
"In post","2022","Declared disabled","Devon","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6/G7","G7","40","40","52460","48420"
"In post","2022","Declared disabled","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO/HEO","HEO","125","115","33800","33320"
"In post","2022","Declared disabled","Devon","SEO/HEO","SEO","105","95","41380","40850"
"In post","2022","Declared disabled","Devon","Unknown","Unknown","80","70","31380","29270"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","AA","40","35","19940","19500"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","AO","165","150","23060","21260"
"In post","2022","Declared disabled","Dorset and Somerset","EO","EO","225","205","27540","27570"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","HEO","90","85","33820","33300"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","SEO","55","55","43590","42510"
"In post","2022","Declared disabled","Dorset and Somerset","Unknown","Unknown","65","60","29650","28200"
"In post","2022","Declared disabled","East Anglia","AA/AO","AA","95","90","20590","20390"
"In post","2022","Declared disabled","East Anglia","AA/AO","AO","395","350","24070","21680"
"In post","2022","Declared disabled","East Anglia","EO","EO","465","420","27620","27570"
"In post","2022","Declared disabled","East Anglia","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","G6/G7","G7","40","35","53560","52560"
"In post","2022","Declared disabled","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","HEO","220","205","33540","33300"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","SEO","125","120","42570","40980"
"In post","2022","Declared disabled","East Anglia","Unknown","Unknown","125","115","29180","28200"
"In post","2022","Declared disabled","East Wales","AA/AO","AA","50","50","20090","19810"
"In post","2022","Declared disabled","East Wales","AA/AO","AO","485","425","21970","21260"
"In post","2022","Declared disabled","East Wales","EO","EO","500","460","27120","27460"
"In post","2022","Declared disabled","East Wales","G6/G7","G6","45","45","67700","67910"
"In post","2022","Declared disabled","East Wales","G6/G7","G7","145","140","54780","54310"
"In post","2022","Declared disabled","East Wales","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SEO/HEO","HEO","335","315","33320","33080"
"In post","2022","Declared disabled","East Wales","SEO/HEO","SEO","220","210","41040","40180"
"In post","2022","Declared disabled","East Wales","Unknown","Unknown","90","80","30650","29660"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","AA","30","30","21210","20890"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","AO","175","150","23490","21260"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","EO","210","190","27510","27570"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","40","40","33660","33310"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","60","55","29780","28320"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","AA","110","100","22180","22140"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","AO","490","445","22800","21260"
"In post","2022","Declared disabled","Eastern Scotland","EO","EO","660","605","29210","27570"
"In post","2022","Declared disabled","Eastern Scotland","G6/G7","G6","65","60","72240","75340"
"In post","2022","Declared disabled","Eastern Scotland","G6/G7","G7","165","160","57020","57190"
"In post","2022","Declared disabled","Eastern Scotland","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Eastern Scotland","SEO/HEO","HEO","325","310","34780","33370"
"In post","2022","Declared disabled","Eastern Scotland","SEO/HEO","SEO","230","215","44360","44430"
"In post","2022","Declared disabled","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Essex","AA/AO","AO","170","150","23710","23770"
"In post","2022","Declared disabled","Essex","EO","EO","305","275","29240","29290"
"In post","2022","Declared disabled","Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","SEO/HEO","HEO","60","55","34600","34830"
"In post","2022","Declared disabled","Essex","SEO/HEO","SEO","40","40","42080","40890"
"In post","2022","Declared disabled","Essex","Unknown","Unknown","65","60","28510","28200"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","45","40","20420","19810"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","370","335","22340","21260"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","685","625","26310","26930"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","95","95","67000","66050"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","300","290","52180","52570"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","630","605","31800","32750"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","590","565","40770","40580"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","290","275","34770","32570"
"In post","2022","Declared disabled","Greater Manchester","AA/AO","AA","55","50","20080","20890"
"In post","2022","Declared disabled","Greater Manchester","AA/AO","AO","625","550","21700","21260"
"In post","2022","Declared disabled","Greater Manchester","EO","EO","720","660","27060","27570"
"In post","2022","Declared disabled","Greater Manchester","G6/G7","G6","50","50","67370","66610"
"In post","2022","Declared disabled","Greater Manchester","G6/G7","G7","180","175","53980","55210"
"In post","2022","Declared disabled","Greater Manchester","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester","SEO/HEO","HEO","365","345","32710","33080"
"In post","2022","Declared disabled","Greater Manchester","SEO/HEO","SEO","215","205","39860","40180"
"In post","2022","Declared disabled","Greater Manchester","Unknown","Unknown","170","160","31260","30210"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","AA/AO","AA","120","95","20050","19810"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","AA/AO","AO","405","340","22360","21260"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","EO","EO","450","415","27360","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","G6/G7","G6","25","20","[c]","[c]"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","G6/G7","G7","100","95","53150","52650"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","SEO/HEO","HEO","285","270","33050","33300"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","SEO/HEO","SEO","185","175","41000","40070"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Unknown","Unknown","85","80","30220","28200"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","30","25","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","150","130","23330","21260"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","EO","135","125","27320","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","35","35","31880","31760"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","30","30","40730","37740"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","75","70","29950","28200"
"In post","2022","Declared disabled","Highlands and Islands","AA/AO","AA","15","10","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","AA/AO","AO","50","45","22950","21260"
"In post","2022","Declared disabled","Highlands and Islands","EO","EO","90","80","28720","27570"
"In post","2022","Declared disabled","Highlands and Islands","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inner London - East","AA/AO","AA","25","20","[c]","[c]"
"In post","2022","Declared disabled","Inner London - East","AA/AO","AO","305","280","25780","25110"
"In post","2022","Declared disabled","Inner London - East","EO","EO","560","525","31130","31060"
"In post","2022","Declared disabled","Inner London - East","G6/G7","G6","65","60","71380","72430"
"In post","2022","Declared disabled","Inner London - East","G6/G7","G7","230","220","58940","59290"
"In post","2022","Declared disabled","Inner London - East","SCS level","SCS level","30","30","97020","88620"
"In post","2022","Declared disabled","Inner London - East","SEO/HEO","HEO","290","280","37330","37640"
"In post","2022","Declared disabled","Inner London - East","SEO/HEO","SEO","180","175","44810","43810"
"In post","2022","Declared disabled","Inner London - East","Unknown","Unknown","180","175","35740","34100"
"In post","2022","Declared disabled","Inner London - West","AA/AO","AA","65","60","22880","22050"
"In post","2022","Declared disabled","Inner London - West","AA/AO","AO","390","360","25770","24490"
"In post","2022","Declared disabled","Inner London - West","EO","EO","865","835","29690","29500"
"In post","2022","Declared disabled","Inner London - West","G6/G7","G6","555","530","68080","66680"
"In post","2022","Declared disabled","Inner London - West","G6/G7","G7","1240","1200","56140","54700"
"In post","2022","Declared disabled","Inner London - West","SCS level","SCS level","265","255","88550","79200"
"In post","2022","Declared disabled","Inner London - West","SEO/HEO","HEO","1170","1150","35330","34640"
"In post","2022","Declared disabled","Inner London - West","SEO/HEO","SEO","870","850","42710","41760"
"In post","2022","Declared disabled","Inner London - West","Unknown","Unknown","35","35","37370","38230"
"In post","2022","Declared disabled","Kent","AA/AO","AA","50","45","20680","20920"
"In post","2022","Declared disabled","Kent","AA/AO","AO","280","255","24950","24250"
"In post","2022","Declared disabled","Kent","EO","EO","380","350","28980","29290"
"In post","2022","Declared disabled","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Kent","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Kent","SEO/HEO","HEO","95","90","34510","34290"
"In post","2022","Declared disabled","Kent","SEO/HEO","SEO","65","60","43550","41140"
"In post","2022","Declared disabled","Kent","Unknown","Unknown","95","90","30120","28760"
"In post","2022","Declared disabled","Lancashire","AA/AO","AA","60","50","21190","20890"
"In post","2022","Declared disabled","Lancashire","AA/AO","AO","790","695","21890","21260"
"In post","2022","Declared disabled","Lancashire","EO","EO","685","615","27450","27570"
"In post","2022","Declared disabled","Lancashire","G6/G7","G6","20","15","[c]","[c]"
"In post","2022","Declared disabled","Lancashire","G6/G7","G7","75","70","52810","49170"
"In post","2022","Declared disabled","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lancashire","SEO/HEO","HEO","210","195","32950","32410"
"In post","2022","Declared disabled","Lancashire","SEO/HEO","SEO","125","120","38960","37830"
"In post","2022","Declared disabled","Lancashire","Unknown","Unknown","95","85","30090","28200"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","AA","35","30","19860","19200"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","315","275","22130","21260"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","EO","EO","255","235","27410","27570"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","60","55","34100","33370"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","95","85","30410","30880"
"In post","2022","Declared disabled","Lincolnshire","AA/AO","AA","40","40","19790","19810"
"In post","2022","Declared disabled","Lincolnshire","AA/AO","AO","115","105","23120","21380"
"In post","2022","Declared disabled","Lincolnshire","EO","EO","125","110","27610","27570"
"In post","2022","Declared disabled","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","G6/G7","G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","SEO/HEO","HEO","50","50","33340","33300"
"In post","2022","Declared disabled","Lincolnshire","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","Unknown","Unknown","50","45","31410","28200"
"In post","2022","Declared disabled","Merseyside","AA/AO","AA","70","60","19230","18240"
"In post","2022","Declared disabled","Merseyside","AA/AO","AO","840","720","21600","21260"
"In post","2022","Declared disabled","Merseyside","EO","EO","790","700","26930","27570"
"In post","2022","Declared disabled","Merseyside","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Declared disabled","Merseyside","G6/G7","G7","125","120","53740","54160"
"In post","2022","Declared disabled","Merseyside","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Merseyside","SEO/HEO","HEO","305","290","32830","33080"
"In post","2022","Declared disabled","Merseyside","SEO/HEO","SEO","185","175","40430","40180"
"In post","2022","Declared disabled","Merseyside","Unknown","Unknown","150","145","29730","28200"
"In post","2022","Declared disabled","North Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","AA/AO","AO","35","30","23280","21260"
"In post","2022","Declared disabled","North Eastern Scotland","EO","EO","45","40","28420","27570"
"In post","2022","Declared disabled","North Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","AA/AO","AO","100","95","22050","21300"
"In post","2022","Declared disabled","North Yorkshire","EO","EO","130","120","26800","26670"
"In post","2022","Declared disabled","North Yorkshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","G6/G7","G7","45","45","52410","49860"
"In post","2022","Declared disabled","North Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","SEO/HEO","HEO","95","95","32900","32720"
"In post","2022","Declared disabled","North Yorkshire","SEO/HEO","SEO","50","45","38460","37630"
"In post","2022","Declared disabled","North Yorkshire","Unknown","Unknown","35","30","29350","28200"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","AA","25","25","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","AO","100","90","22320","21680"
"In post","2022","Declared disabled","Northern Ireland","EO","EO","90","85","27050","26820"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","HEO","70","70","33250","33370"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","AA/AO","AA","60","50","20610","21250"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","AA/AO","AO","1025","860","21370","21260"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","EO","EO","715","630","27160","27570"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","G6/G7","G6","35","30","66060","67560"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","G6/G7","G7","120","120","52710","52750"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","SEO/HEO","HEO","350","325","32620","33080"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","SEO/HEO","SEO","180","175","39270","40180"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Unknown","Unknown","110","100","29700","28200"
"In post","2022","Declared disabled","Outer London - East and North East","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","AA/AO","AO","125","115","26270","25110"
"In post","2022","Declared disabled","Outer London - East and North East","EO","EO","260","240","31200","31060"
"In post","2022","Declared disabled","Outer London - East and North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","SEO/HEO","HEO","40","35","37160","36650"
"In post","2022","Declared disabled","Outer London - East and North East","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","Unknown","Unknown","65","65","33160","32890"
"In post","2022","Declared disabled","Outer London - South","AA/AO","AA","25","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - South","AA/AO","AO","170","155","25430","25630"
"In post","2022","Declared disabled","Outer London - South","EO","EO","385","360","30200","30330"
"In post","2022","Declared disabled","Outer London - South","G6/G7","G6","50","50","73430","74850"
"In post","2022","Declared disabled","Outer London - South","G6/G7","G7","100","95","60290","59960"
"In post","2022","Declared disabled","Outer London - South","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Outer London - South","SEO/HEO","HEO","230","220","36560","36620"
"In post","2022","Declared disabled","Outer London - South","SEO/HEO","SEO","175","170","44530","43810"
"In post","2022","Declared disabled","Outer London - South","Unknown","Unknown","65","60","34440","32090"
"In post","2022","Declared disabled","Outer London - West and North West","AA/AO","AA","40","35","22720","22460"
"In post","2022","Declared disabled","Outer London - West and North West","AA/AO","AO","160","145","25890","25110"
"In post","2022","Declared disabled","Outer London - West and North West","EO","EO","400","365","30120","31050"
"In post","2022","Declared disabled","Outer London - West and North West","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","SEO/HEO","HEO","125","115","35780","35520"
"In post","2022","Declared disabled","Outer London - West and North West","SEO/HEO","SEO","50","50","43370","42550"
"In post","2022","Declared disabled","Outer London - West and North West","Unknown","Unknown","75","70","36100","35290"
"In post","2022","Declared disabled","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6/G7","G6","35","35","66920","65380"
"In post","2022","Declared disabled","Overseas","G6/G7","G7","60","60","55370","54470"
"In post","2022","Declared disabled","Overseas","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO/HEO","HEO","75","75","34540","33860"
"In post","2022","Declared disabled","Overseas","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","AA/AO","AA","55","50","20640","20890"
"In post","2022","Declared disabled","Shropshire and Staffordshire","AA/AO","AO","350","315","23180","21260"
