"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Male","Heterosexual / straight","65","60","42790","40080"
"In post","2022","Digital, Data & Technology","Project Delivery","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Female","Heterosexual / straight","255","235","36580","37420"
"In post","2022","Digital, Data & Technology","Science and Engineering","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Female","Undeclared","60","50","36620","38200"
"In post","2022","Digital, Data & Technology","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Male","Heterosexual / straight","465","445","40320","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","Male","LGBO","40","35","36820","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","Male","Undeclared","130","120","41120","39750"
"In post","2022","Digital, Data & Technology","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","425","410","48200","49700"
"In post","2022","Digital, Data & Technology","Unknown","Female","LGBO","50","50","46560","49700"
"In post","2022","Digital, Data & Technology","Unknown","Female","Undeclared","65","60","49430","54700"
"In post","2022","Digital, Data & Technology","Unknown","Female","Unknown","120","115","44900","40600"
"In post","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","570","565","51230","54700"
"In post","2022","Digital, Data & Technology","Unknown","Male","LGBO","60","60","50420","54700"
"In post","2022","Digital, Data & Technology","Unknown","Male","Undeclared","70","70","51450","54700"
"In post","2022","Digital, Data & Technology","Unknown","Male","Unknown","170","170","50260","49700"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","Female","Heterosexual / straight","245","225","35970","33170"
"In post","2022","Finance","Commercial","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Finance","Commercial","Female","Undeclared","35","35","35710","32790"
"In post","2022","Finance","Commercial","Female","Unknown","55","45","34450","32300"
"In post","2022","Finance","Commercial","Male","Heterosexual / straight","175","170","38530","35310"
"In post","2022","Finance","Commercial","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Commercial","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Commercial","Male","Unknown","60","55","41000","36780"
"In post","2022","Finance","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Female","Unknown","35","35","40480","38260"
"In post","2022","Finance","Corporate Finance","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Female","Heterosexual / straight","60","55","38340","36500"
"In post","2022","Finance","Digital, Data and Technology","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Female","Unknown","30","25","37300","36500"
"In post","2022","Finance","Digital, Data and Technology","Male","Heterosexual / straight","75","75","40160","36700"
"In post","2022","Finance","Digital, Data and Technology","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Male","Unknown","35","35","38650","37100"
"In post","2022","Finance","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Finance","Female","Heterosexual / straight","3625","3405","39370","35360"
"In post","2022","Finance","Finance","Female","LGBO","135","130","39840","35900"
"In post","2022","Finance","Finance","Female","Undeclared","500","470","38760","34290"
"In post","2022","Finance","Finance","Female","Unknown","655","605","38010","34580"
"In post","2022","Finance","Finance","Male","Heterosexual / straight","2800","2755","43590","40180"
"In post","2022","Finance","Finance","Male","LGBO","160","155","43390","40520"
"In post","2022","Finance","Finance","Male","Undeclared","415","405","44200","40910"
"In post","2022","Finance","Finance","Male","Unknown","620","610","40320","37000"
"In post","2022","Finance","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Female","Heterosexual / straight","535","455","28090","22080"
"In post","2022","Finance","Operational Delivery","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Female","Undeclared","100","80","25310","22080"
"In post","2022","Finance","Operational Delivery","Female","Unknown","290","240","25720","22080"
"In post","2022","Finance","Operational Delivery","Male","Heterosexual / straight","295","285","30340","26820"
"In post","2022","Finance","Operational Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Male","Undeclared","45","45","31790","26700"
"In post","2022","Finance","Operational Delivery","Male","Unknown","185","175","26270","21250"
"In post","2022","Finance","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Finance","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Female","Heterosexual / straight","90","85","39110","35680"
"In post","2022","Finance","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Security","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","Security","Male","Heterosexual / straight","125","125","43880","38460"
"In post","2022","Finance","Security","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Security","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Security","Male","Unknown","35","35","42810","36650"
"In post","2022","Finance","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Tax","Male","Heterosexual / straight","30","30","37080","39050"
"In post","2022","Finance","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Heterosexual / straight","85","85","44090","39380"
"In post","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Finance","Unknown","Female","Unknown","40","35","43480","37930"
"In post","2022","Finance","Unknown","Male","Heterosexual / straight","120","120","48780","43810"
"In post","2022","Finance","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","Male","Unknown","50","45","46870","42510"
"In post","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Female","Heterosexual / straight","610","530","25580","24920"
"In post","2022","Grants Management","Operational Delivery","Female","LGBO","40","40","25390","24920"
"In post","2022","Grants Management","Operational Delivery","Female","Undeclared","40","35","24080","21300"
"In post","2022","Grants Management","Operational Delivery","Female","Unknown","655","585","24140","21300"
"In post","2022","Grants Management","Operational Delivery","Male","Heterosexual / straight","420","405","26680","24920"
"In post","2022","Grants Management","Operational Delivery","Male","LGBO","35","35","25600","23110"
"In post","2022","Grants Management","Operational Delivery","Male","Undeclared","45","45","25670","24920"
"In post","2022","Grants Management","Operational Delivery","Male","Unknown","460","450","24450","21300"
"In post","2022","Grants Management","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
