"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Tax","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","AO","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","EO","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HEO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Heterosexual / straight","40","[c]","23270","24490"
"Leaver CS","2022","Unknown","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Unknown","160","[c]","21930","23380"
"Leaver CS","2022","Unknown","London","EO","Heterosexual / straight","80","[c]","28930","30270"
"Leaver CS","2022","Unknown","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Unknown","200","[c]","28940","31060"
"Leaver CS","2022","Unknown","London","G6","Heterosexual / straight","50","[c]","68380","66230"
"Leaver CS","2022","Unknown","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G6","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Heterosexual / straight","100","[c]","56600","54760"
"Leaver CS","2022","Unknown","London","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Unknown","150","[c]","59940","57860"
"Leaver CS","2022","Unknown","London","HEO","Heterosexual / straight","60","[c]","35420","34710"
"Leaver CS","2022","Unknown","London","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","HEO","Unknown","210","[c]","32010","34550"
"Leaver CS","2022","Unknown","London","SCS level","Heterosexual / straight","45","[c]","91420","87670"
"Leaver CS","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Heterosexual / straight","65","[c]","42630","42470"
"Leaver CS","2022","Unknown","London","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Unknown","105","[c]","42130","42470"
"Leaver CS","2022","Unknown","London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AA","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AO","Heterosexual / straight","40","[c]","21140","21260"
"Leaver CS","2022","Unknown","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","AO","Unknown","545","[c]","21200","21260"
"Leaver CS","2022","Unknown","North East (England)","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","EO","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","HEO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AO","Heterosexual / straight","50","[c]","21180","21260"
"Leaver CS","2022","Unknown","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","AO","Unknown","535","[c]","21120","21260"
"Leaver CS","2022","Unknown","North West (England)","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","EO","Unknown","165","[c]","27060","27570"
"Leaver CS","2022","Unknown","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","G7","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","HEO","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","SEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","AO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","AA","Heterosexual / straight","35","[c]","22940","23230"
"Leaver CS","2022","Unknown","Scotland","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","AA","Unknown","95","[c]","22390","22140"
"Leaver CS","2022","Unknown","Scotland","AO","Heterosexual / straight","50","[c]","24370","24020"
"Leaver CS","2022","Unknown","Scotland","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","AO","Unknown","670","[c]","24700","24400"
"Leaver CS","2022","Unknown","Scotland","EO","Heterosexual / straight","65","[c]","28950","28990"
"Leaver CS","2022","Unknown","Scotland","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","EO","Unknown","200","[c]","29050","27940"
"Leaver CS","2022","Unknown","Scotland","G6","Heterosexual / straight","35","[c]","74750","75340"
"Leaver CS","2022","Unknown","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","G6","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","G7","Unknown","50","[c]","58660","59590"
"Leaver CS","2022","Unknown","Scotland","HEO","Heterosexual / straight","45","[c]","35520","36130"
"Leaver CS","2022","Unknown","Scotland","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","HEO","Unknown","130","[c]","34740","36130"
"Leaver CS","2022","Unknown","Scotland","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","SEO","Heterosexual / straight","60","[c]","44640","47120"
"Leaver CS","2022","Unknown","Scotland","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","SEO","Unknown","85","[c]","44360","47250"
"Leaver CS","2022","Unknown","South East (England)","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","AO","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","EO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","EO","Unknown","35","[c]","[c]","[c]"
