"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","AA/AO","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Medway","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Mid Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","AA/AO","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","AA/AO","Male","90","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Milton Keynes","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","North Hampshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","AA/AO","Female","110","[c]","20880","21170"
"Leaver CS","2022","South East (England)","Oxfordshire CC","AA/AO","Male","190","[c]","20730","20770"
"Leaver CS","2022","South East (England)","Oxfordshire CC","EO","Female","45","[c]","26040","27570"
"Leaver CS","2022","South East (England)","Oxfordshire CC","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","SEO/HEO","Male","40","[c]","38080","37560"
"Leaver CS","2022","South East (England)","Oxfordshire CC","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Oxfordshire CC","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","AA/AO","Female","100","[c]","21080","21170"
"Leaver CS","2022","South East (England)","Portsmouth","AA/AO","Male","70","[c]","24740","21010"
"Leaver CS","2022","South East (England)","Portsmouth","EO","Female","40","[c]","27240","27570"
"Leaver CS","2022","South East (England)","Portsmouth","EO","Male","50","[c]","28430","27570"
"Leaver CS","2022","South East (England)","Portsmouth","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","SEO/HEO","Male","55","[c]","41730","40580"
"Leaver CS","2022","South East (England)","Portsmouth","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Portsmouth","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","AA/AO","Female","100","[c]","19960","19520"
"Leaver CS","2022","South East (England)","South Hampshire","AA/AO","Male","120","[c]","20450","19860"
"Leaver CS","2022","South East (England)","South Hampshire","EO","Female","55","[c]","25070","23990"
"Leaver CS","2022","South East (England)","South Hampshire","EO","Male","55","[c]","26070","26300"
"Leaver CS","2022","South East (England)","South Hampshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","SEO/HEO","Female","45","[c]","34090","31940"
"Leaver CS","2022","South East (England)","South Hampshire","SEO/HEO","Male","60","[c]","35270","36840"
"Leaver CS","2022","South East (England)","South Hampshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","South Hampshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Southampton","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","AA/AO","Female","70","[c]","23400","24370"
"Leaver CS","2022","South East (England)","West Surrey","AA/AO","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Surrey","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","EO","Female","45","[c]","27440","27570"
"Leaver CS","2022","South East (England)","West Sussex (North East)","EO","Male","35","[c]","28610","27570"
"Leaver CS","2022","South East (England)","West Sussex (North East)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (North East)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","West Sussex (South West)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","125","[c]","23750","25210"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","145","[c]","22970","22290"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Female","35","[c]","59560","56690"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Male","75","[c]","57440","55070"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","145","[c]","34870","34710"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","320","[c]","36980","37400"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","75","[c]","38950","39000"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bournemouth, Christchurch and Poole","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","AA/AO","Female","110","[c]","20360","20970"
"Leaver CS","2022","South West (England)","Bristol, City of","AA/AO","Male","80","[c]","20670","21260"
"Leaver CS","2022","South West (England)","Bristol, City of","EO","Female","70","[c]","26210","27270"
"Leaver CS","2022","South West (England)","Bristol, City of","EO","Male","55","[c]","26610","27550"
"Leaver CS","2022","South West (England)","Bristol, City of","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","SEO/HEO","Female","75","[c]","37440","36780"
"Leaver CS","2022","South West (England)","Bristol, City of","SEO/HEO","Male","70","[c]","38050","36330"
"Leaver CS","2022","South West (England)","Bristol, City of","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Bristol, City of","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","Female","60","[c]","20850","21260"
