"Status","Year","Age","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","40","42190","33080"
"In post","2022","40-49","Unknown","South East (England)","Hampshire and Isle of Wight","65","65","59270","61710"
"In post","2022","40-49","Unknown","South East (England)","Kent","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","South East (England)","Surrey, East and West Sussex","40","35","52280","53420"
"In post","2022","40-49","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","100","95","58430","52810"
"In post","2022","40-49","Unknown","Unknown","Unknown","60","60","50100","49700"
"In post","2022","40-49","Unknown","Wales","East Wales","75","70","38910","33370"
"In post","2022","40-49","Unknown","Wales","West Wales and The Valleys","15","15","47710","45840"
"In post","2022","40-49","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","West Midlands (England)","Shropshire and Staffordshire","35","35","48630","42260"
"In post","2022","40-49","Unknown","West Midlands (England)","West Midlands","125","125","41550","33370"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","North Yorkshire","120","115","38280","33300"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","South Yorkshire","35","35","49970","49700"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","West Yorkshire","165","160","46150","49530"
"In post","2022","40-49","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","Eastern Scotland","10","10","49040","47550"
"In post","2022","40-49","Veterinarian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","Devon","10","10","42820","37910"
"In post","2022","40-49","Veterinarian","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","39140","37690"
"In post","2022","40-49","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","West Wales and The Valleys","15","15","41270","37910"
"In post","2022","40-49","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","40-49","Veterinarian","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","47310","42520"
"In post","2022","50-59","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","43200","38150"
"In post","2022","50-59","Commercial","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","East Anglia","55","55","40730","38980"
"In post","2022","50-59","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","London","Inner London - East","30","25","47290","42200"
"In post","2022","50-59","Commercial","London","Inner London - West","165","160","51580","45600"
"In post","2022","50-59","Commercial","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","London","Outer London - South","35","35","44250","42100"
"In post","2022","50-59","Commercial","London","Outer London - West and North West","25","25","40890","35160"
"In post","2022","50-59","Commercial","North East (England)","Northumberland, and Tyne and Wear","35","30","39320","36130"
"In post","2022","50-59","Commercial","North East (England)","Tees Valley and Durham","25","25","43030","40300"
"In post","2022","50-59","Commercial","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","North West (England)","Greater Manchester","70","65","40560","39850"
"In post","2022","50-59","Commercial","North West (England)","Lancashire","25","20","35860","31990"
"In post","2022","50-59","Commercial","North West (England)","Merseyside","75","70","37300","36820"
"In post","2022","50-59","Commercial","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","Scotland","Eastern Scotland","30","30","37170","33170"
"In post","2022","50-59","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Scotland","Southern Scotland","20","20","40220","42890"
"In post","2022","50-59","Commercial","Scotland","West Central Scotland","50","50","34680","33790"
"In post","2022","50-59","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","55","55","44400","42500"
"In post","2022","50-59","Commercial","South East (England)","Hampshire and Isle of Wight","60","60","40230","40550"
"In post","2022","50-59","Commercial","South East (England)","Kent","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","South East (England)","Surrey, East and West Sussex","15","15","43580","41460"
"In post","2022","50-59","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","South West (England)","Devon","65","65","45750","47960"
"In post","2022","50-59","Commercial","South West (England)","Dorset and Somerset","50","50","42920","42220"
"In post","2022","50-59","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","325","320","46440","41770"
"In post","2022","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Wales","East Wales","55","50","38330","33000"
"In post","2022","50-59","Commercial","Wales","West Wales and The Valleys","45","40","35640","32590"
"In post","2022","50-59","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","West Midlands (England)","Shropshire and Staffordshire","40","40","43160","40580"
"In post","2022","50-59","Commercial","West Midlands (England)","West Midlands","35","35","39390","36520"
"In post","2022","50-59","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Yorkshire and The Humber","North Yorkshire","20","20","40070","38160"
"In post","2022","50-59","Commercial","Yorkshire and The Humber","South Yorkshire","80","80","37160","35310"
"In post","2022","50-59","Commercial","Yorkshire and The Humber","West Yorkshire","75","70","44670","42480"
"In post","2022","50-59","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","44070","40890"
"In post","2022","50-59","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","50-59","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","50-59","Communications","East of England","East Anglia","15","15","35210","31310"
"In post","2022","50-59","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","London","Inner London - East","45","40","46550","41010"
"In post","2022","50-59","Communications","London","Inner London - West","220","220","51480","47420"
"In post","2022","50-59","Communications","London","Outer London - South","15","15","44070","42100"
"In post","2022","50-59","Communications","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","50-59","Communications","North East (England)","Northumberland, and Tyne and Wear","20","20","38800","33880"
"In post","2022","50-59","Communications","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","50-59","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","North West (England)","Greater Manchester","15","15","31000","29360"
"In post","2022","50-59","Communications","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2022","50-59","Communications","North West (England)","Merseyside","25","25","42070","39420"
"In post","2022","50-59","Communications","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2022","50-59","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Scotland","Eastern Scotland","10","10","50900","51300"
"In post","2022","50-59","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","50-59","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","35650","34270"
"In post","2022","50-59","Communications","South East (England)","Hampshire and Isle of Wight","60","60","34050","31860"
"In post","2022","50-59","Communications","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","50-59","Communications","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","50-59","Communications","South West (England)","Devon","15","15","36570","33630"
"In post","2022","50-59","Communications","South West (England)","Dorset and Somerset","10","10","34970","31970"
"In post","2022","50-59","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","40020","36850"
"In post","2022","50-59","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Wales","East Wales","40","40","43290","38160"
"In post","2022","50-59","Communications","Wales","West Wales and The Valleys","15","15","34360","30450"
"In post","2022","50-59","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","50-59","Communications","West Midlands (England)","Shropshire and Staffordshire","15","15","41010","36960"
"In post","2022","50-59","Communications","West Midlands (England)","West Midlands","15","15","47380","41100"
"In post","2022","50-59","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Yorkshire and The Humber","South Yorkshire","15","15","41280","40300"
"In post","2022","50-59","Communications","Yorkshire and The Humber","West Yorkshire","20","20","47830","49530"
"In post","2022","50-59","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","50-59","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","50-59","Corporate Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","50-59","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","80","75","29570","27570"
"In post","2022","50-59","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","35","28230","27570"
"In post","2022","50-59","Counter Fraud","East Midlands (England)","Lincolnshire","10","10","28120","27570"
"In post","2022","50-59","Counter Fraud","East of England","Bedfordshire and Hertfordshire","50","45","31130","30020"
"In post","2022","50-59","Counter Fraud","East of England","East Anglia","50","45","27900","27570"
"In post","2022","50-59","Counter Fraud","East of England","Essex","45","40","32390","31880"
"In post","2022","50-59","Counter Fraud","London","Inner London - East","75","70","32080","31880"
"In post","2022","50-59","Counter Fraud","London","Inner London - West","110","105","46980","40000"
"In post","2022","50-59","Counter Fraud","London","Outer London - East and North East","165","150","29260","28310"
"In post","2022","50-59","Counter Fraud","London","Outer London - South","40","40","34150","31880"
"In post","2022","50-59","Counter Fraud","London","Outer London - West and North West","60","55","32730","31880"
"In post","2022","50-59","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","95","85","28670","27570"
"In post","2022","50-59","Counter Fraud","North East (England)","Tees Valley and Durham","100","85","25090","26120"
"In post","2022","50-59","Counter Fraud","North West (England)","Cheshire","10","10","28210","27570"
"In post","2022","50-59","Counter Fraud","North West (England)","Cumbria","10","10","28300","27570"
"In post","2022","50-59","Counter Fraud","North West (England)","Greater Manchester","95","90","30960","27570"
"In post","2022","50-59","Counter Fraud","North West (England)","Lancashire","65","60","28630","27570"
"In post","2022","50-59","Counter Fraud","North West (England)","Merseyside","75","70","29710","27570"
"In post","2022","50-59","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Scotland","Eastern Scotland","70","65","27180","27570"
"In post","2022","50-59","Counter Fraud","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Scotland","Southern Scotland","85","75","24100","21260"
"In post","2022","50-59","Counter Fraud","Scotland","West Central Scotland","125","115","27640","27570"
"In post","2022","50-59","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","40","29190","29530"
"In post","2022","50-59","Counter Fraud","South East (England)","Hampshire and Isle of Wight","40","35","28170","27570"
"In post","2022","50-59","Counter Fraud","South East (England)","Kent","105","95","28740","29290"
"In post","2022","50-59","Counter Fraud","South East (England)","Surrey, East and West Sussex","80","75","29560","27570"
"In post","2022","50-59","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","25","20","29470","27570"
"In post","2022","50-59","Counter Fraud","South West (England)","Devon","40","35","28410","27570"
"In post","2022","50-59","Counter Fraud","South West (England)","Dorset and Somerset","30","30","28460","27570"
"In post","2022","50-59","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","27800","27570"
"In post","2022","50-59","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Wales","East Wales","70","65","27650","27290"
"In post","2022","50-59","Counter Fraud","Wales","West Wales and The Valleys","130","125","27850","27570"
"In post","2022","50-59","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","20","28600","27570"
"In post","2022","50-59","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","45","40","28750","27570"
"In post","2022","50-59","Counter Fraud","West Midlands (England)","West Midlands","145","135","28880","27570"
"In post","2022","50-59","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30","30","29300","27570"
"In post","2022","50-59","Counter Fraud","Yorkshire and The Humber","North Yorkshire","30","30","30750","30580"
"In post","2022","50-59","Counter Fraud","Yorkshire and The Humber","South Yorkshire","50","45","28170","27570"
"In post","2022","50-59","Counter Fraud","Yorkshire and The Humber","West Yorkshire","90","85","30840","27570"
"In post","2022","50-59","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","55","50","39480","36050"
"In post","2022","50-59","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","30","37760","36050"
"In post","2022","50-59","Digital, Data and Technology","East Midlands (England)","Lincolnshire","25","25","31150","27570"
"In post","2022","50-59","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","55","50","38690","36460"
"In post","2022","50-59","Digital, Data and Technology","East of England","East Anglia","95","90","35920","33300"
"In post","2022","50-59","Digital, Data and Technology","East of England","Essex","105","105","39360","35980"
"In post","2022","50-59","Digital, Data and Technology","London","Inner London - East","175","175","53530","47590"
"In post","2022","50-59","Digital, Data and Technology","London","Inner London - West","480","475","50500","46120"
"In post","2022","50-59","Digital, Data and Technology","London","Outer London - East and North East","10","10","34040","32100"
"In post","2022","50-59","Digital, Data and Technology","London","Outer London - South","205","200","55630","57460"
"In post","2022","50-59","Digital, Data and Technology","London","Outer London - West and North West","100","100","44740","43000"
"In post","2022","50-59","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","530","515","44110","40520"
"In post","2022","50-59","Digital, Data and Technology","North East (England)","Tees Valley and Durham","75","75","35280","33640"
"In post","2022","50-59","Digital, Data and Technology","North West (England)","Cheshire","60","55","42470","40580"
"In post","2022","50-59","Digital, Data and Technology","North West (England)","Cumbria","10","10","34510","28040"
"In post","2022","50-59","Digital, Data and Technology","North West (England)","Greater Manchester","255","250","47480","40670"
"In post","2022","50-59","Digital, Data and Technology","North West (England)","Lancashire","425","410","43040","38490"
"In post","2022","50-59","Digital, Data and Technology","North West (England)","Merseyside","175","170","40040","35910"
"In post","2022","50-59","Digital, Data and Technology","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","Overseas","Overseas","20","20","31260","33150"
"In post","2022","50-59","Digital, Data and Technology","Scotland","Eastern Scotland","90","90","42010","39700"
"In post","2022","50-59","Digital, Data and Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","Scotland","Southern Scotland","50","50","46630","44770"
"In post","2022","50-59","Digital, Data and Technology","Scotland","West Central Scotland","70","70","36720","33000"
"In post","2022","50-59","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","75","75","47090","42390"
"In post","2022","50-59","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","170","165","38850","33300"
"In post","2022","50-59","Digital, Data and Technology","South East (England)","Kent","10","10","37120","34630"
"In post","2022","50-59","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","80","75","42290","40180"
"In post","2022","50-59","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","South West (England)","Devon","265","255","40870","38450"
"In post","2022","50-59","Digital, Data and Technology","South West (England)","Dorset and Somerset","80","80","39740","39840"
"In post","2022","50-59","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","400","390","43120","40580"
"In post","2022","50-59","Digital, Data and Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","Wales","East Wales","275","270","44810","40640"
"In post","2022","50-59","Digital, Data and Technology","Wales","West Wales and The Valleys","235","230","43610","41230"
"In post","2022","50-59","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","55","55","30480","27880"
"In post","2022","50-59","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","145","140","44560","40520"
"In post","2022","50-59","Digital, Data and Technology","West Midlands (England)","West Midlands","125","125","42970","37710"
"In post","2022","50-59","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","55","55","36490","33310"
"In post","2022","50-59","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","170","165","45650","44090"
"In post","2022","50-59","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","195","190","45940","40520"
"In post","2022","50-59","Economics","London","Inner London - East","20","20","76630","74970"
"In post","2022","50-59","Economics","London","Inner London - West","70","65","71990","69310"
"In post","2022","50-59","Economics","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","Wales","East Wales","15","15","58180","60810"
"In post","2022","50-59","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","50","50","40790","39850"
"In post","2022","50-59","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","36780","33300"
"In post","2022","50-59","Finance","East Midlands (England)","Lincolnshire","50","50","31300","29200"
"In post","2022","50-59","Finance","East of England","Bedfordshire and Hertfordshire","50","50","43500","39600"
"In post","2022","50-59","Finance","East of England","East Anglia","100","95","37330","33300"
"In post","2022","50-59","Finance","East of England","Essex","35","35","33710","33300"
"In post","2022","50-59","Finance","London","Inner London - East","160","155","48880","43810"
"In post","2022","50-59","Finance","London","Inner London - West","540","535","52490","46710"
"In post","2022","50-59","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","London","Outer London - South","85","85","48720","45740"
"In post","2022","50-59","Finance","London","Outer London - West and North West","20","20","46880","43700"
"In post","2022","50-59","Finance","North East (England)","Northumberland, and Tyne and Wear","140","130","41880","36170"
"In post","2022","50-59","Finance","North East (England)","Tees Valley and Durham","50","50","40610","36500"
"In post","2022","50-59","Finance","North West (England)","Cheshire","20","20","38670","31070"
"In post","2022","50-59","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","North West (England)","Greater Manchester","95","95","45070","42470"
"In post","2022","50-59","Finance","North West (England)","Lancashire","195","185","36710","35310"
"In post","2022","50-59","Finance","North West (England)","Merseyside","105","100","34660","28410"
"In post","2022","50-59","Finance","Northern Ireland","Northern Ireland","20","20","34120","30450"
"In post","2022","50-59","Finance","Overseas","Overseas","30","30","38850","33460"
"In post","2022","50-59","Finance","Scotland","Eastern Scotland","65","65","37390","33300"
"In post","2022","50-59","Finance","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Scotland","Southern Scotland","15","15","35430","33930"
"In post","2022","50-59","Finance","Scotland","West Central Scotland","75","70","36780","33370"
"In post","2022","50-59","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","165","160","40330","35480"
"In post","2022","50-59","Finance","South East (England)","Hampshire and Isle of Wight","280","270","36750","33300"
"In post","2022","50-59","Finance","South East (England)","Kent","15","15","33770","33700"
"In post","2022","50-59","Finance","South East (England)","Surrey, East and West Sussex","100","90","36130","33370"
"In post","2022","50-59","Finance","South West (England)","Cornwall and Isles of Scilly","10","10","28880","26510"
"In post","2022","50-59","Finance","South West (England)","Devon","60","60","40250","34800"
"In post","2022","50-59","Finance","South West (England)","Dorset and Somerset","50","45","32210","29870"
"In post","2022","50-59","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","410","400","45120","40580"
"In post","2022","50-59","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Wales","East Wales","125","120","42380","38160"
"In post","2022","50-59","Finance","Wales","West Wales and The Valleys","110","105","40550","38410"
"In post","2022","50-59","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","25","37710","32960"
"In post","2022","50-59","Finance","West Midlands (England)","Shropshire and Staffordshire","95","95","39630","33300"
"In post","2022","50-59","Finance","West Midlands (England)","West Midlands","95","90","40580","37150"
"In post","2022","50-59","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Yorkshire and The Humber","North Yorkshire","70","70","35450","33000"
"In post","2022","50-59","Finance","Yorkshire and The Humber","South Yorkshire","125","120","40700","36970"
"In post","2022","50-59","Finance","Yorkshire and The Humber","West Yorkshire","170","160","42850","37550"
"In post","2022","50-59","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","50-59","Geography","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","South West (England)","Dorset and Somerset","90","85","34010","33290"
"In post","2022","50-59","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Geography","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","50-59","Geography","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","105","100","41440","40520"
"In post","2022","50-59","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","39440","38100"
"In post","2022","50-59","Human Resources","East Midlands (England)","Lincolnshire","20","20","29890","24500"
"In post","2022","50-59","Human Resources","East of England","Bedfordshire and Hertfordshire","25","25","38220","33300"
"In post","2022","50-59","Human Resources","East of England","East Anglia","60","60","39340","36460"
"In post","2022","50-59","Human Resources","East of England","Essex","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","London","Inner London - East","110","110","50390","45670"
"In post","2022","50-59","Human Resources","London","Inner London - West","445","440","51210","47460"
"In post","2022","50-59","Human Resources","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","London","Outer London - South","125","120","48660","45070"
"In post","2022","50-59","Human Resources","London","Outer London - West and North West","35","30","42090","36190"
"In post","2022","50-59","Human Resources","North East (England)","Northumberland, and Tyne and Wear","70","70","39420","35310"
"In post","2022","50-59","Human Resources","North East (England)","Tees Valley and Durham","20","20","37230","31970"
