"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Unknown","AA/AO","Female","2635","2315","22460","21260"
"In post","2022","30-39","Unknown","AA/AO","Male","2630","2580","24080","21690"
"In post","2022","30-39","Unknown","EO","Female","2140","1985","27780","27230"
"In post","2022","30-39","Unknown","EO","Male","2180","2165","28010","27080"
"In post","2022","30-39","Unknown","G6/G7","Female","1550","1495","58020","55550"
"In post","2022","30-39","Unknown","G6/G7","Male","1510","1505","58650","56530"
"In post","2022","30-39","Unknown","SCS level","Female","80","80","81550","76410"
"In post","2022","30-39","Unknown","SCS level","Male","90","90","81630","77340"
"In post","2022","30-39","Unknown","SEO/HEO","Female","2405","2305","36380","35250"
"In post","2022","30-39","Unknown","SEO/HEO","Male","2630","2610","36510","35630"
"In post","2022","30-39","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Female","725","650","28030","25610"
"In post","2022","30-39","Unknown","Unknown","Male","570","565","33570","32250"
"In post","2022","30-39","White","AA/AO","Female","8685","7415","22510","21260"
"In post","2022","30-39","White","AA/AO","Male","7480","7380","24290","21960"
"In post","2022","30-39","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","EO","Female","9525","8675","27430","27570"
"In post","2022","30-39","White","EO","Male","7355","7310","27890","27570"
"In post","2022","30-39","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","G6/G7","Female","6505","6185","56920","54760"
"In post","2022","30-39","White","G6/G7","Male","6040","5990","57420","55210"
"In post","2022","30-39","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","SCS level","Female","405","380","79500","75050"
"In post","2022","30-39","White","SCS level","Male","350","345","79730","75540"
"In post","2022","30-39","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","SEO/HEO","Female","12500","11845","36570","36050"
"In post","2022","30-39","White","SEO/HEO","Male","10825","10770","36960","36500"
"In post","2022","30-39","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Unknown","Female","2455","2245","29940","30210"
"In post","2022","30-39","White","Unknown","Male","835","825","33030","31420"
"In post","2022","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","AA/AO","Female","1225","945","22460","21410"
"In post","2022","40-49","Asian","AA/AO","Male","835","790","23170","21260"
"In post","2022","40-49","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","EO","Female","1525","1330","28420","27870"
"In post","2022","40-49","Asian","EO","Male","1135","1110","28150","27570"
"In post","2022","40-49","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","G6/G7","Female","780","740","58960","57460"
"In post","2022","40-49","Asian","G6/G7","Male","575","570","59910","58400"
"In post","2022","40-49","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","SCS level","Female","90","85","87050","79140"
"In post","2022","40-49","Asian","SCS level","Male","70","70","89060","85000"
"In post","2022","40-49","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","SEO/HEO","Female","1350","1290","37790","37000"
"In post","2022","40-49","Asian","SEO/HEO","Male","1150","1130","38370","37610"
"In post","2022","40-49","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Female","180","165","31570","30210"
"In post","2022","40-49","Asian","Unknown","Male","80","80","34710","32090"
"In post","2022","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","AA/AO","Female","480","420","23540","23380"
"In post","2022","40-49","Black","AA/AO","Male","330","320","26160","24370"
"In post","2022","40-49","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","EO","Female","765","710","29160","29290"
"In post","2022","40-49","Black","EO","Male","420","415","28930","28530"
"In post","2022","40-49","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","G6/G7","Female","285","280","57660","56150"
"In post","2022","40-49","Black","G6/G7","Male","160","160","58520","56710"
"In post","2022","40-49","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","SCS level","Female","15","15","[c]","[c]"
"In post","2022","40-49","Black","SCS level","Male","15","15","[c]","[c]"
"In post","2022","40-49","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","SEO/HEO","Female","660","650","37980","37610"
"In post","2022","40-49","Black","SEO/HEO","Male","500","495","37890","37320"
"In post","2022","40-49","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Female","145","140","33170","32090"
"In post","2022","40-49","Black","Unknown","Male","75","70","30050","27980"
"In post","2022","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","AA/AO","Female","190","160","22410","21260"
"In post","2022","40-49","Mixed","AA/AO","Male","155","150","24680","22020"
"In post","2022","40-49","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","EO","Female","280","255","28110","27570"
"In post","2022","40-49","Mixed","EO","Male","165","160","28430","27570"
"In post","2022","40-49","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","G6/G7","Female","255","240","59610","57680"
"In post","2022","40-49","Mixed","G6/G7","Male","180","180","59700","58100"
"In post","2022","40-49","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","SCS level","Female","30","30","83480","78460"
"In post","2022","40-49","Mixed","SCS level","Male","30","30","[c]","[c]"
"In post","2022","40-49","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","SEO/HEO","Female","280","270","38170","37630"
"In post","2022","40-49","Mixed","SEO/HEO","Male","215","215","38770","38140"
"In post","2022","40-49","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Female","105","100","33150","34340"
