"Status","Year","Age","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Greater Manchester","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","AO","40","40","21370","21250"
"In post","2022","16-19","Greater Manchester","Outside London","EO","15","15","25620","25000"
"In post","2022","16-19","Greater Manchester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","AA","10","5","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","AO","20","20","22970","22230"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","AO","15","15","24930","25000"
"In post","2022","16-19","Inner London - East","London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","AO","30","30","23840","23840"
"In post","2022","16-19","Inner London - West","London","EO","60","60","25970","25170"
"In post","2022","16-19","Inner London - West","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","AO","25","25","23970","21680"
"In post","2022","16-19","Kent","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","AO","20","20","21380","21260"
"In post","2022","16-19","Lancashire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","AO","15","15","21900","21260"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","AO","45","45","21260","21250"
"In post","2022","16-19","Merseyside","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","AO","5","5","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","AO","50","50","21110","21250"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","AO","10","10","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","AO","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","AA","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","AO","10","10","22390","22490"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","AO","10","10","21760","21470"
"In post","2022","16-19","South Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","AO","15","15","21470","21250"
"In post","2022","16-19","Southern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","AO","15","15","24400","23770"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","AO","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","West Central Scotland","Outside London","AA","20","20","21280","21050"
"In post","2022","16-19","West Central Scotland","Outside London","AO","30","25","21170","21250"
"In post","2022","16-19","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","AO","30","30","21450","21260"
"In post","2022","16-19","West Midlands","Outside London","EO","15","15","24610","24830"
"In post","2022","16-19","West Wales and The Valleys","Outside London","AA","55","45","18360","18310"
"In post","2022","16-19","West Wales and The Valleys","Outside London","AO","25","20","21760","21840"
"In post","2022","16-19","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","AO","55","50","21390","21250"
"In post","2022","16-19","West Yorkshire","Outside London","EO","10","10","26080","26590"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","AA","50","50","21110","21790"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","AO","240","240","26910","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","EO","225","220","28220","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","HEO","80","80","34620","34880"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","SEO","20","20","42800","44500"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Unknown","75","75","25510","24800"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","70","70","21060","21790"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","640","635","26440","26610"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","355","355","28450","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","150","150","31940","31940"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","50","50","41030","40000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","190","190","24780","24090"
"In post","2022","20-29","Cheshire","Outside London","AA","30","30","20760","20890"
"In post","2022","20-29","Cheshire","Outside London","AO","270","265","23060","22850"
"In post","2022","20-29","Cheshire","Outside London","EO","250","250","29610","28840"
"In post","2022","20-29","Cheshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","Outside London","HEO","70","70","33340","33000"
"In post","2022","20-29","Cheshire","Outside London","SEO","10","10","40370","37770"
"In post","2022","20-29","Cheshire","Outside London","Unknown","40","35","24970","24800"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","AA","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","AO","80","80","21580","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","EO","40","40","27160","27570"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","AO","140","140","22110","21300"
"In post","2022","20-29","Cumbria","Outside London","EO","45","45","25680","24920"
"In post","2022","20-29","Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","HEO","20","20","30430","29650"
"In post","2022","20-29","Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","Unknown","35","35","29320","30880"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","AA","70","70","20550","20890"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","AO","790","770","22710","21260"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","EO","690","680","26660","26630"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","G7","40","40","52470","54160"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","HEO","410","405","32190","33080"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","SEO","90","90","38820","40170"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Unknown","120","115","25640","23170"
"In post","2022","20-29","Devon","Outside London","AA","100","100","19990","19810"
"In post","2022","20-29","Devon","Outside London","AO","405","395","22820","22010"
"In post","2022","20-29","Devon","Outside London","EO","290","285","26660","27130"
"In post","2022","20-29","Devon","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Devon","Outside London","HEO","155","150","32670","31900"
"In post","2022","20-29","Devon","Outside London","SEO","45","45","39440","38550"
"In post","2022","20-29","Devon","Outside London","Unknown","85","80","25110","23860"
"In post","2022","20-29","Dorset and Somerset","Outside London","AA","35","35","20170","19810"
"In post","2022","20-29","Dorset and Somerset","Outside London","AO","255","250","23050","21610"
"In post","2022","20-29","Dorset and Somerset","Outside London","EO","155","155","26700","26740"
"In post","2022","20-29","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","Outside London","HEO","65","65","32140","33290"
"In post","2022","20-29","Dorset and Somerset","Outside London","SEO","20","20","39440","38230"
"In post","2022","20-29","Dorset and Somerset","Outside London","Unknown","65","60","24520","23170"
"In post","2022","20-29","East Anglia","Outside London","AA","125","125","20920","20890"
"In post","2022","20-29","East Anglia","Outside London","AO","720","705","24660","23140"
"In post","2022","20-29","East Anglia","Outside London","EO","410","405","26500","26350"
"In post","2022","20-29","East Anglia","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","East Anglia","Outside London","HEO","195","195","31250","30460"
"In post","2022","20-29","East Anglia","Outside London","SEO","50","45","38390","38550"
"In post","2022","20-29","East Anglia","Outside London","Unknown","160","155","24290","24270"
"In post","2022","20-29","East Wales","Outside London","AA","90","85","20270","20890"
"In post","2022","20-29","East Wales","Outside London","AO","1200","1175","21980","21250"
"In post","2022","20-29","East Wales","Outside London","EO","990","975","26360","26590"
"In post","2022","20-29","East Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","East Wales","Outside London","G7","90","90","52010","50210"
"In post","2022","20-29","East Wales","Outside London","HEO","745","740","31700","30770"
"In post","2022","20-29","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","Outside London","SEO","290","285","39080","38340"
"In post","2022","20-29","East Wales","Outside London","Unknown","115","115","24000","23170"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","AA","75","70","20660","20890"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","AO","415","410","23810","23140"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","EO","130","130","27030","27130"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","HEO","25","25","29720","29060"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","60","55","23920","23170"
"In post","2022","20-29","Eastern Scotland","Outside London","AA","330","320","21830","21050"
"In post","2022","20-29","Eastern Scotland","Outside London","AO","1115","1085","22690","21640"
"In post","2022","20-29","Eastern Scotland","Outside London","EO","955","940","28290","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Eastern Scotland","Outside London","G7","95","95","52400","49860"
"In post","2022","20-29","Eastern Scotland","Outside London","HEO","630","625","33260","32380"
"In post","2022","20-29","Eastern Scotland","Outside London","SEO","225","225","41180","40180"
"In post","2022","20-29","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Essex","Outside London","AA","25","25","20920","20890"
"In post","2022","20-29","Essex","Outside London","AO","250","245","24360","24250"
"In post","2022","20-29","Essex","Outside London","EO","225","220","28040","29290"
"In post","2022","20-29","Essex","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Essex","Outside London","HEO","45","45","32260","31680"
"In post","2022","20-29","Essex","Outside London","SEO","20","20","38790","40310"
"In post","2022","20-29","Essex","Outside London","Unknown","110","110","24990","24090"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","125","120","19690","19200"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","770","750","22260","21270"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","1640","1625","25130","26030"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","10","10","[c]","[c]"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","110","110","50720","49700"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","1780","1765","30180","29690"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","565","560","38380","38070"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","530","525","27820","27540"
"In post","2022","20-29","Greater Manchester","Outside London","AA","65","60","19960","20890"
"In post","2022","20-29","Greater Manchester","Outside London","AO","1045","1020","21780","21250"
"In post","2022","20-29","Greater Manchester","Outside London","EO","1250","1245","26350","26590"
"In post","2022","20-29","Greater Manchester","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","Greater Manchester","Outside London","G7","145","145","52740","52080"
"In post","2022","20-29","Greater Manchester","Outside London","HEO","860","855","31920","33080"
"In post","2022","20-29","Greater Manchester","Outside London","SEO","335","335","38530","37450"
"In post","2022","20-29","Greater Manchester","Outside London","Unknown","230","220","25000","23170"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","AA","115","100","20050","19810"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","AO","440","430","23570","21840"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","EO","510","500","25930","26350"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","G7","35","35","50680","50210"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","HEO","605","605","30820","30710"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","SEO","200","200","38860","38340"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Unknown","90","90","24970","24090"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","50","50","20620","20890"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","270","265","23440","23140"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","105","105","26380","27570"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","30","30","30270","30350"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","10","10","36180","35970"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","60","60","24550","24090"
"In post","2022","20-29","Highlands and Islands","Outside London","AA","25","25","21620","21050"
"In post","2022","20-29","Highlands and Islands","Outside London","AO","90","90","23420","22810"
"In post","2022","20-29","Highlands and Islands","Outside London","EO","55","55","28470","27570"
"In post","2022","20-29","Highlands and Islands","Outside London","HEO","15","15","32560","31540"
"In post","2022","20-29","Highlands and Islands","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","London","AA","25","25","23680","24050"
"In post","2022","20-29","Inner London - East","London","AO","395","390","27020","25110"
"In post","2022","20-29","Inner London - East","London","EO","1285","1275","30650","31060"
"In post","2022","20-29","Inner London - East","London","G6","25","25","66940","67520"
"In post","2022","20-29","Inner London - East","London","G7","305","305","56530","54970"
"In post","2022","20-29","Inner London - East","London","HEO","855","850","35480","35020"
"In post","2022","20-29","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","London","SEO","310","305","42260","41750"
"In post","2022","20-29","Inner London - East","London","Unknown","175","175","28490","27060"
"In post","2022","20-29","Inner London - West","London","AA","90","90","22960","22460"
"In post","2022","20-29","Inner London - West","London","AO","870","860","26130","24490"
"In post","2022","20-29","Inner London - West","London","EO","2620","2600","28430","27960"
"In post","2022","20-29","Inner London - West","London","G6","255","255","65570","64700"
"In post","2022","20-29","Inner London - West","London","G7","3115","3105","54610","53420"
"In post","2022","20-29","Inner London - West","London","HEO","6840","6815","33740","33570"
"In post","2022","20-29","Inner London - West","London","SCS level","10","10","[c]","[c]"
"In post","2022","20-29","Inner London - West","London","SEO","2945","2935","41400","40650"
"In post","2022","20-29","Inner London - West","London","Unknown","50","50","29910","27060"
"In post","2022","20-29","Kent","Outside London","AA","70","70","20890","20890"
"In post","2022","20-29","Kent","Outside London","AO","645","635","25960","24250"
"In post","2022","20-29","Kent","Outside London","EO","385","380","27320","25220"
"In post","2022","20-29","Kent","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Kent","Outside London","HEO","55","55","31030","30450"
"In post","2022","20-29","Kent","Outside London","SEO","10","10","40120","38070"
"In post","2022","20-29","Kent","Outside London","Unknown","70","65","25950","24270"
"In post","2022","20-29","Lancashire","Outside London","AA","55","55","20510","20890"
"In post","2022","20-29","Lancashire","Outside London","AO","940","915","22200","21260"
"In post","2022","20-29","Lancashire","Outside London","EO","485","475","27430","27570"
"In post","2022","20-29","Lancashire","Outside London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Lancashire","Outside London","HEO","90","90","31570","31990"
"In post","2022","20-29","Lancashire","Outside London","SEO","35","35","38730","38180"
"In post","2022","20-29","Lancashire","Outside London","Unknown","100","95","24810","23170"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","AA","70","70","19940","19200"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","AO","545","525","22700","21680"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","EO","200","200","27080","27570"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","50","50","32160","31990"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","100","95","25110","23170"
"In post","2022","20-29","Lincolnshire","Outside London","AA","40","40","20340","20890"
"In post","2022","20-29","Lincolnshire","Outside London","AO","125","120","23780","23140"
"In post","2022","20-29","Lincolnshire","Outside London","EO","80","80","27420","27570"
"In post","2022","20-29","Lincolnshire","Outside London","HEO","25","25","31000","30930"
"In post","2022","20-29","Lincolnshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Lincolnshire","Outside London","Unknown","35","35","24230","23170"
"In post","2022","20-29","Merseyside","Outside London","AA","45","45","18680","18240"
"In post","2022","20-29","Merseyside","Outside London","AO","1260","1215","21550","21260"
"In post","2022","20-29","Merseyside","Outside London","EO","1160","1150","25940","26270"
"In post","2022","20-29","Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Merseyside","Outside London","G7","40","40","52640","54160"
"In post","2022","20-29","Merseyside","Outside London","HEO","435","430","31930","33000"
"In post","2022","20-29","Merseyside","Outside London","SEO","125","120","38240","39330"
"In post","2022","20-29","Merseyside","Outside London","Unknown","130","130","24800","24090"
"In post","2022","20-29","North Eastern Scotland","Outside London","AA","15","15","22010","21640"
"In post","2022","20-29","North Eastern Scotland","Outside London","AO","85","85","25080","23630"
"In post","2022","20-29","North Eastern Scotland","Outside London","EO","85","85","28680","27570"
"In post","2022","20-29","North Eastern Scotland","Outside London","HEO","45","45","32480","31540"
"In post","2022","20-29","North Eastern Scotland","Outside London","SEO","15","15","43840","41750"
"In post","2022","20-29","North Yorkshire","Outside London","AA","15","15","20750","19810"
"In post","2022","20-29","North Yorkshire","Outside London","AO","170","170","22380","21300"
"In post","2022","20-29","North Yorkshire","Outside London","EO","190","190","25920","26370"
"In post","2022","20-29","North Yorkshire","Outside London","G7","15","15","50820","49700"
"In post","2022","20-29","North Yorkshire","Outside London","HEO","120","120","30900","30450"
"In post","2022","20-29","North Yorkshire","Outside London","SEO","50","50","37320","37300"
"In post","2022","20-29","North Yorkshire","Outside London","Unknown","45","40","23350","23170"
"In post","2022","20-29","Northern Ireland","Outside London","AA","20","20","20350","20560"
"In post","2022","20-29","Northern Ireland","Outside London","AO","255","240","21280","21250"
"In post","2022","20-29","Northern Ireland","Outside London","EO","175","175","26120","26590"
"In post","2022","20-29","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","HEO","85","85","32770","33080"
