"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Cambridgeshire CC","G7","10","[c]","53810","54250"
"Leaver CS","2022","Knowledge and Information Management","Cambridgeshire CC","HEO","10","[c]","30160","30190"
"Leaver CS","2022","Knowledge and Information Management","Cambridgeshire CC","SEO","20","[c]","38510","37460"
"Leaver CS","2022","Knowledge and Information Management","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Central Hampshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Croydon","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Croydon","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Ealing","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Glasgow City","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Hounslow and Richmond upon Thames","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","G7","10","[c]","53660","53490"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","HEO","10","[c]","30950","30150"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lambeth","SEO","15","[c]","39380","40070"
"Leaver CS","2022","Knowledge and Information Management","Leeds","AO","10","[c]","21380","20480"
"Leaver CS","2022","Knowledge and Information Management","Leeds","EO","90","[c]","25540","25080"
"Leaver CS","2022","Knowledge and Information Management","Leeds","G7","10","[c]","50730","50660"
"Leaver CS","2022","Knowledge and Information Management","Leeds","HEO","35","[c]","31600","31780"
"Leaver CS","2022","Knowledge and Information Management","Leeds","SEO","25","[c]","38970","38070"
"Leaver CS","2022","Knowledge and Information Management","Lewisham and Southwark","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lewisham and Southwark","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Manchester","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Nottingham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Nottingham","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Portsmouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Sefton","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Sheffield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Sheffield","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Somerset CC","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Somerset CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Somerset CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","South Lanarkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","South West Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tower Hamlets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tyneside","AO","10","[c]","21350","20440"
"Leaver CS","2022","Knowledge and Information Management","Tyneside","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tyneside","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Tyneside","HEO","10","[c]","31260","31440"
"Leaver CS","2022","Knowledge and Information Management","Tyneside","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","West Surrey","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Westminster","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Wiltshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","York","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","York","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Aberdeen City and Aberdeenshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Angus and Dundee City","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Belfast","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Belfast","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Berkshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Berkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Brighton and Hove","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Brighton and Hove","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cardiff and Vale of Glamorgan","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","City of Edinburgh","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","City of Edinburgh","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Coventry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Coventry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Coventry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Croydon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Croydon","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Darlington","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Devon CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Devon CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Durham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","East Kent","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Glasgow City","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Gloucestershire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Gwent Valleys","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hackney and Newham","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Kingston upon Hull, City of","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lambeth","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leeds","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leeds","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leeds","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leeds","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leeds","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leicester","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Leicester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Liverpool","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Liverpool","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Liverpool","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Manchester","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Manchester","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Manchester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mid Lancashire","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Milton Keynes","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Nottingham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Nottingham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Nottingham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Peterborough","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Plymouth","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Plymouth","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Portsmouth","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Sefton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Sefton","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Sefton","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Sheffield","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Somerset CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South Hampshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South Lanarkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South Teesside","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South Teesside","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Stoke-on-Trent","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Suffolk CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Swansea","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Swansea","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Swansea","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Swansea","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Swindon","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tyneside","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tyneside","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Lothian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Lothian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Northamptonshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Surrey","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Surrey","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Westminster","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Westminster","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Westminster","G6","50","[c]","69020","67780"
"Leaver CS","2022","Legal","Westminster","G7","120","[c]","54060","53050"
"Leaver CS","2022","Legal","Westminster","HEO","15","[c]","41380","43920"
"Leaver CS","2022","Legal","Westminster","SCS level","15","[c]","90270","81420"
"Leaver CS","2022","Legal","Westminster","SEO","15","[c]","37900","37230"
"Leaver CS","2022","Legal","Wiltshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wirral","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","York","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Ards and North Down","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Barnet","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Barnet","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Berkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Birmingham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Birmingham","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Hampshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Devon CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Devon CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Dorset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Dorset","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Dorset","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Dorset","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","East Surrey","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Lambeth","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Lambeth","SCS level","25","[c]","105490","110860"
"Leaver CS","2022","Medicine","Lambeth","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Leeds","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Leeds","Unknown","[c]","[c]","[c]","[c]"
