"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","West Midlands (England)","West Midlands","90","90","42500","38810"
"In post","2022","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","North Yorkshire","20","20","35590","35900"
"In post","2022","Communications","Yorkshire and The Humber","South Yorkshire","55","50","40170","38180"
"In post","2022","Communications","Yorkshire and The Humber","West Yorkshire","90","90","47970","49530"
"In post","2022","Corporate Finance","London","Inner London - East","20","20","44000","39000"
"In post","2022","Corporate Finance","London","Inner London - West","35","35","64340","64570"
"In post","2022","Corporate Finance","Scotland","West Central Scotland","10","10","45380","42200"
"In post","2022","Corporate Finance","South East (England)","Hampshire and Isle of Wight","25","25","38140","38070"
"In post","2022","Corporate Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","48080","47010"
"In post","2022","Corporate Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","West Midlands","10","10","45850","40800"
"In post","2022","Corporate Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","215","185","28280","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","80","75","28020","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Lincolnshire","25","20","27380","27570"
"In post","2022","Counter Fraud","East of England","Bedfordshire and Hertfordshire","115","105","30830","29290"
"In post","2022","Counter Fraud","East of England","East Anglia","115","100","27850","27570"
"In post","2022","Counter Fraud","East of England","Essex","110","100","31630","31410"
"In post","2022","Counter Fraud","London","Inner London - East","155","145","32090","31170"
"In post","2022","Counter Fraud","London","Inner London - West","380","360","43390","38450"
"In post","2022","Counter Fraud","London","Outer London - East and North East","510","455","28310","25110"
"In post","2022","Counter Fraud","London","Outer London - South","85","75","33920","31880"
"In post","2022","Counter Fraud","London","Outer London - West and North West","130","120","32580","31880"
"In post","2022","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","335","305","28400","27570"
"In post","2022","Counter Fraud","North East (England)","Tees Valley and Durham","215","185","25170","25560"
"In post","2022","Counter Fraud","North West (England)","Cheshire","30","25","27920","27570"
"In post","2022","Counter Fraud","North West (England)","Cumbria","20","15","28110","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","250","225","30660","27570"
"In post","2022","Counter Fraud","North West (England)","Lancashire","160","145","28830","27570"
"In post","2022","Counter Fraud","North West (England)","Merseyside","255","235","28540","27570"
"In post","2022","Counter Fraud","Northern Ireland","Northern Ireland","15","10","25140","25310"
"In post","2022","Counter Fraud","Scotland","Eastern Scotland","155","140","26860","27570"
"In post","2022","Counter Fraud","Scotland","Highlands and Islands","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","North Eastern Scotland","15","10","28290","27570"
"In post","2022","Counter Fraud","Scotland","Southern Scotland","210","190","23800","21260"
"In post","2022","Counter Fraud","Scotland","West Central Scotland","355","320","26980","27570"
"In post","2022","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","95","80","28270","29290"
"In post","2022","Counter Fraud","South East (England)","Hampshire and Isle of Wight","105","90","28530","27570"
"In post","2022","Counter Fraud","South East (England)","Kent","280","255","27950","25110"
"In post","2022","Counter Fraud","South East (England)","Surrey, East and West Sussex","170","155","29160","27570"
"In post","2022","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","50","45","28780","27570"
"In post","2022","Counter Fraud","South West (England)","Devon","100","85","27950","27570"
"In post","2022","Counter Fraud","South West (England)","Dorset and Somerset","90","80","28050","27570"
"In post","2022","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","120","100","27920","27570"
"In post","2022","Counter Fraud","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Wales","East Wales","220","195","26230","24500"
"In post","2022","Counter Fraud","Wales","West Wales and The Valleys","360","330","27170","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60","50","28480","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","105","90","28230","27570"
"In post","2022","Counter Fraud","West Midlands (England)","West Midlands","385","345","28760","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","85","75","28100","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","North Yorkshire","70","65","30360","30350"
"In post","2022","Counter Fraud","Yorkshire and The Humber","South Yorkshire","135","120","28320","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","West Yorkshire","225","200","30020","27570"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","245","240","39050","35890"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","90","36140","35000"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Lincolnshire","55","55","29360","26670"
"In post","2022","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","145","145","37150","35780"
"In post","2022","Digital, Data and Technology","East of England","East Anglia","275","265","34870","32930"
"In post","2022","Digital, Data and Technology","East of England","Essex","245","235","37970","35840"
"In post","2022","Digital, Data and Technology","London","Inner London - East","765","755","50260","45080"
"In post","2022","Digital, Data and Technology","London","Inner London - West","2100","2065","49810","45890"
"In post","2022","Digital, Data and Technology","London","Outer London - East and North East","25","25","36120","34260"
"In post","2022","Digital, Data and Technology","London","Outer London - South","825","810","50540","45170"
"In post","2022","Digital, Data and Technology","London","Outer London - West and North West","335","330","42680","41030"
"In post","2022","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","1990","1920","42300","39000"
"In post","2022","Digital, Data and Technology","North East (England)","Tees Valley and Durham","190","180","37550","36430"
"In post","2022","Digital, Data and Technology","North West (England)","Cheshire","220","215","39900","36740"
"In post","2022","Digital, Data and Technology","North West (England)","Cumbria","20","20","32130","29180"
"In post","2022","Digital, Data and Technology","North West (England)","Greater Manchester","1210","1185","43490","38500"
"In post","2022","Digital, Data and Technology","North West (England)","Lancashire","930","890","42010","36940"
"In post","2022","Digital, Data and Technology","North West (England)","Merseyside","570","555","37930","33370"
"In post","2022","Digital, Data and Technology","Northern Ireland","Northern Ireland","55","55","36430","33370"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","40","40","32510","33170"
"In post","2022","Digital, Data and Technology","Scotland","Eastern Scotland","315","310","38750","36360"
"In post","2022","Digital, Data and Technology","Scotland","Highlands and Islands","15","15","31680","29540"
"In post","2022","Digital, Data and Technology","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Scotland","Southern Scotland","210","210","41300","38500"
"In post","2022","Digital, Data and Technology","Scotland","West Central Scotland","255","250","37560","33370"
"In post","2022","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","280","270","41640","38370"
"In post","2022","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","560","545","37240","33300"
"In post","2022","Digital, Data and Technology","South East (England)","Kent","35","30","36890","33300"
"In post","2022","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","205","200","40730","39000"
"In post","2022","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","20","20","35270","31660"
"In post","2022","Digital, Data and Technology","South West (England)","Devon","965","930","37260","37330"
"In post","2022","Digital, Data and Technology","South West (England)","Dorset and Somerset","275","270","38060","35560"
"In post","2022","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1520","1475","39440","37300"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","20","20","43910","40670"
"In post","2022","Digital, Data and Technology","Wales","East Wales","1170","1145","41270","38160"
"In post","2022","Digital, Data and Technology","Wales","West Wales and The Valleys","1040","1020","39420","38160"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","135","135","30780","26670"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","415","400","42060","40520"
"In post","2022","Digital, Data and Technology","West Midlands (England)","West Midlands","655","640","40880","36600"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30","25","32790","30630"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","170","165","39170","37530"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","660","640","44220","40830"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","720","700","42740","39750"
"In post","2022","Economics","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","Inner London - East","215","205","56820","55860"
"In post","2022","Economics","London","Inner London - West","1400","1375","47920","43950"
"In post","2022","Economics","London","Outer London - South","30","30","50300","43950"
"In post","2022","Economics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Economics","North East (England)","Tees Valley and Durham","10","10","37340","30710"
"In post","2022","Economics","North West (England)","Greater Manchester","55","55","39760","33400"
"In post","2022","Economics","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","35","35","56860","55620"
"In post","2022","Economics","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Economics","Scotland","Southern Scotland","15","15","44270","48500"
"In post","2022","Economics","Scotland","West Central Scotland","15","15","48010","44520"
"In post","2022","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South East (England)","Hampshire and Isle of Wight","15","15","38500","30810"
"In post","2022","Economics","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","42550","39970"
"In post","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","East Wales","170","165","37440","30710"
"In post","2022","Economics","Wales","West Wales and The Valleys","10","10","45200","42150"
"In post","2022","Economics","West Midlands (England)","West Midlands","20","20","49940","49780"
"In post","2022","Economics","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","West Yorkshire","25","25","41340","36820"
"In post","2022","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","180","170","38030","33370"
"In post","2022","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","40","35510","32010"
"In post","2022","Finance","East Midlands (England)","Lincolnshire","110","110","29810","26670"
"In post","2022","Finance","East of England","Bedfordshire and Hertfordshire","150","145","43060","39040"
"In post","2022","Finance","East of England","East Anglia","270","255","35030","33300"
"In post","2022","Finance","East of England","Essex","85","80","32470","33000"
"In post","2022","Finance","London","Inner London - East","465","455","47380","43430"
"In post","2022","Finance","London","Inner London - West","2125","2080","49780","45200"
"In post","2022","Finance","London","Outer London - East and North East","15","15","35000","32950"
"In post","2022","Finance","London","Outer London - South","235","230","47480","43420"
"In post","2022","Finance","London","Outer London - West and North West","75","70","42380","37890"
"In post","2022","Finance","North East (England)","Northumberland, and Tyne and Wear","455","435","40060","35310"
"In post","2022","Finance","North East (England)","Tees Valley and Durham","160","150","39590","36500"
"In post","2022","Finance","North West (England)","Cheshire","65","65","37520","33300"
"In post","2022","Finance","North West (England)","Cumbria","15","15","36610","34850"
"In post","2022","Finance","North West (England)","Greater Manchester","410","395","40570","36500"
"In post","2022","Finance","North West (England)","Lancashire","440","410","35380","33300"
"In post","2022","Finance","North West (England)","Merseyside","315","300","34230","30820"
"In post","2022","Finance","Northern Ireland","Northern Ireland","65","65","36590","34050"
"In post","2022","Finance","Overseas","Overseas","80","80","38690","33300"
"In post","2022","Finance","Scotland","Eastern Scotland","190","185","35750","33300"
"In post","2022","Finance","Scotland","Highlands and Islands","15","15","28330","26670"
"In post","2022","Finance","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Finance","Scotland","Southern Scotland","75","70","36830","33930"
"In post","2022","Finance","Scotland","West Central Scotland","225","200","32020","27570"
"In post","2022","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","470","455","38390","35000"
"In post","2022","Finance","South East (England)","Hampshire and Isle of Wight","720","700","36630","33300"
"In post","2022","Finance","South East (England)","Kent","35","35","35930","33300"
"In post","2022","Finance","South East (England)","Surrey, East and West Sussex","225","210","36370","33370"
"In post","2022","Finance","South West (England)","Cornwall and Isles of Scilly","20","20","29820","26800"
"In post","2022","Finance","South West (England)","Devon","170","160","37380","33530"
"In post","2022","Finance","South West (England)","Dorset and Somerset","95","90","31940","26930"
"In post","2022","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1505","1445","39270","33300"
"In post","2022","Finance","Unknown","Unknown","30","30","38020","33730"
"In post","2022","Finance","Wales","East Wales","435","410","39490","36050"
"In post","2022","Finance","Wales","West Wales and The Valleys","355","335","36650","32640"
"In post","2022","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50","45","35030","29440"
"In post","2022","Finance","West Midlands (England)","Shropshire and Staffordshire","300","290","38870","33300"
"In post","2022","Finance","West Midlands (England)","West Midlands","460","445","40010","36630"
"In post","2022","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","45670","44590"
"In post","2022","Finance","Yorkshire and The Humber","North Yorkshire","185","180","36100","33300"
"In post","2022","Finance","Yorkshire and The Humber","South Yorkshire","365","350","39410","35760"
"In post","2022","Finance","Yorkshire and The Humber","West Yorkshire","630","600","39130","36450"
"In post","2022","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","East Anglia","10","10","26390","25510"
"In post","2022","Geography","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Geography","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Dorset and Somerset","430","405","31380","33290"
"In post","2022","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","35850","33000"
"In post","2022","Geography","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Geography","West Midlands (England)","Shropshire and Staffordshire","10","10","35850","33300"
"In post","2022","Geography","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","345","330","39570","35660"
"In post","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50","50","34400","31670"
"In post","2022","Human Resources","East Midlands (England)","Lincolnshire","35","35","29960","26670"
"In post","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","80","75","38280","33650"
"In post","2022","Human Resources","East of England","East Anglia","180","170","35590","33300"
"In post","2022","Human Resources","East of England","Essex","25","20","32770","30460"
"In post","2022","Human Resources","London","Inner London - East","375","360","45890","40910"
"In post","2022","Human Resources","London","Inner London - West","1880","1825","46890","42170"
"In post","2022","Human Resources","London","Outer London - East and North East","15","15","36770","34260"
"In post","2022","Human Resources","London","Outer London - South","375","360","46860","41970"
"In post","2022","Human Resources","London","Outer London - West and North West","110","105","39660","35050"
"In post","2022","Human Resources","North East (England)","Northumberland, and Tyne and Wear","245","230","38110","34290"
"In post","2022","Human Resources","North East (England)","Tees Valley and Durham","75","70","34220","31080"
"In post","2022","Human Resources","North West (England)","Cheshire","250","235","30930","26670"
"In post","2022","Human Resources","North West (England)","Cumbria","15","15","39340","35900"
"In post","2022","Human Resources","North West (England)","Greater Manchester","385","370","39260","33810"
"In post","2022","Human Resources","North West (England)","Lancashire","325","295","31050","26930"
"In post","2022","Human Resources","North West (England)","Merseyside","345","330","37310","33080"
"In post","2022","Human Resources","Northern Ireland","Northern Ireland","15","15","36510","32730"
"In post","2022","Human Resources","Overseas","Overseas","40","40","42940","35610"
"In post","2022","Human Resources","Scotland","Eastern Scotland","215","210","35950","33540"
"In post","2022","Human Resources","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","Southern Scotland","55","55","41880","36750"
"In post","2022","Human Resources","Scotland","West Central Scotland","505","475","26450","22330"
"In post","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","150","140","39610","33300"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","255","245","34940","32180"
"In post","2022","Human Resources","South East (England)","Kent","90","90","35500","32250"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","70","65","39510","36010"
"In post","2022","Human Resources","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Devon","140","130","37400","33710"
"In post","2022","Human Resources","South West (England)","Dorset and Somerset","80","80","34390","32900"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","795","740","36350","33300"
"In post","2022","Human Resources","Unknown","Unknown","20","15","35710","32390"
"In post","2022","Human Resources","Wales","East Wales","585","550","36460","31930"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","290","275","33910","31040"
"In post","2022","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","105","100","36080","31740"
"In post","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","115","110","37770","33640"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","205","200","38370","36050"
"In post","2022","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30","30","35510","31900"
"In post","2022","Human Resources","Yorkshire and The Humber","North Yorkshire","100","95","37820","33300"
"In post","2022","Human Resources","Yorkshire and The Humber","South Yorkshire","205","190","38410","33300"
"In post","2022","Human Resources","Yorkshire and The Humber","West Yorkshire","405","390","40540","36700"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","60","60","63040","64500"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","25","58730","51360"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Lincolnshire","10","10","58080","51360"
"In post","2022","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","30","30","67140","70500"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","40","40","63440","64500"
"In post","2022","Inspector of Education and Training","East of England","Essex","20","20","61930","51360"
"In post","2022","Inspector of Education and Training","London","Inner London - East","25","25","63570","51360"
"In post","2022","Inspector of Education and Training","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - East and North East","20","20","59520","51360"
"In post","2022","Inspector of Education and Training","London","Outer London - South","15","15","59920","51360"
"In post","2022","Inspector of Education and Training","London","Outer London - West and North West","15","15","62320","51360"
"In post","2022","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","20","20","66230","70000"
"In post","2022","Inspector of Education and Training","North East (England)","Tees Valley and Durham","25","20","63440","64500"
"In post","2022","Inspector of Education and Training","North West (England)","Cheshire","10","10","69400","72990"
"In post","2022","Inspector of Education and Training","North West (England)","Cumbria","15","15","65450","70500"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","40","40","61840","51360"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","25","25","65110","64500"
"In post","2022","Inspector of Education and Training","North West (England)","Merseyside","30","30","63850","64500"
"In post","2022","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","68260","75500"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","35","35","61570","51360"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","20","20","67990","70500"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","40","40","63710","51360"
"In post","2022","Inspector of Education and Training","South West (England)","Cornwall and Isles of Scilly","10","10","64070","70500"
