"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Forestry and Land Scotland","15","[c]","32730","34220"
"Leaver CS","2022","60-64","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Government Internal Audit Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Government Legal Department","20","[c]","66110","73400"
"Leaver CS","2022","60-64","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Health and Safety Executive","55","[c]","44730","45870"
"Leaver CS","2022","60-64","HM Courts and Tribunals Service","235","[c]","25800","20970"
"Leaver CS","2022","60-64","HM Land Registry","60","[c]","34510","33840"
"Leaver CS","2022","60-64","HM Prison and Probation Service","650","[c]","35000","31700"
"Leaver CS","2022","60-64","HM Revenue and Customs (excl. agencies)","1015","[c]","35580","33370"
"Leaver CS","2022","60-64","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Home Office","360","[c]","33780","29080"
"Leaver CS","2022","60-64","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal Aid Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Maritime and Coastguard Agency","15","[c]","47380","42520"
"Leaver CS","2022","60-64","Medicines and Healthcare Products Regulatory Agency","20","[c]","57920","53930"
"Leaver CS","2022","60-64","Met Office","15","[c]","40780","39650"
"Leaver CS","2022","60-64","Ministry of Defence (excl. agencies)","765","[c]","33300","29670"
"Leaver CS","2022","60-64","Ministry of Justice (excl. agencies)","40","[c]","51550","48320"
"Leaver CS","2022","60-64","National Crime Agency","65","[c]","43730","43220"
"Leaver CS","2022","60-64","National Records of Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","35","[c]","62050","51360"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Public Health England","125","[c]","54520","45840"
"Leaver CS","2022","60-64","Registers of Scotland","10","[c]","34840","34100"
"Leaver CS","2022","60-64","Royal Fleet Auxiliary","45","[c]","45410","39050"
"Leaver CS","2022","60-64","Rural Payments Agency","35","[c]","29320","26320"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","45","[c]","34290","30450"
"Leaver CS","2022","60-64","Scottish Forestry","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","90","[c]","54260","47490"
"Leaver CS","2022","60-64","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","65","[c]","34730","35000"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","15","[c]","46030","45480"
"Leaver CS","2022","60-64","The Insolvency Service","20","[c]","47140","46880"
"Leaver CS","2022","60-64","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Transport Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","35","[c]","52640","46460"
"Leaver CS","2022","60-64","UK Hydrographic Office","10","[c]","35430","34700"
"Leaver CS","2022","60-64","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","60","[c]","26770","19980"
"Leaver CS","2022","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","35","[c]","30190","26690"
"Leaver CS","2022","60-64","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","60","[c]","55260","47000"
"Leaver CS","2022","60-64","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","10","[c]","32940","34420"
"Leaver CS","2022","65+","Animal and Plant Health Agency","25","[c]","32440","30510"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","20","[c]","46610","34980"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","15","[c]","27550","22740"
"Leaver CS","2022","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","20","[c]","28110","23230"
"Leaver CS","2022","65+","Crown Prosecution Service","35","[c]","39840","28430"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","100","[c]","33690","31190"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","40","[c]","43050","40170"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","46020","38480"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","15","[c]","47770","50630"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","10","[c]","47090","46620"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","1185","[c]","25740","26120"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","45","[c]","23020","21720"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","95","[c]","28080","26830"
"Leaver CS","2022","65+","Education and Skills Funding Agency","10","[c]","41220","40300"
"Leaver CS","2022","65+","Education Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","15","[c]","42240","37940"
"Leaver CS","2022","65+","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","20","[c]","41390","33930"
"Leaver CS","2022","65+","Forestry and Land Scotland","10","[c]","29940","27360"
"Leaver CS","2022","65+","Government Internal Audit Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","10","[c]","55270","51250"
"Leaver CS","2022","65+","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","25","[c]","43720","38040"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","245","[c]","22510","20970"
"Leaver CS","2022","65+","HM Land Registry","55","[c]","34500","27170"
"Leaver CS","2022","65+","HM Prison and Probation Service","555","[c]","32950","31650"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","660","[c]","28670","28920"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","255","[c]","28060","25630"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","15","[c]","36990","28760"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","25","[c]","65360","71150"
"Leaver CS","2022","65+","Met Office","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","610","[c]","29470","26510"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","25","[c]","41600","41750"
"Leaver CS","2022","65+","National Crime Agency","20","[c]","38290","35700"
"Leaver CS","2022","65+","National Records of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","15","[c]","55820","51360"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Public Guardian","10","[c]","23790","20970"
"Leaver CS","2022","65+","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","15","[c]","62320","65270"
"Leaver CS","2022","65+","Public Health England","55","[c]","42440","36690"
"Leaver CS","2022","65+","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","10","[c]","31110","30690"
"Leaver CS","2022","65+","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Royal Fleet Auxiliary","15","[c]","42710","34160"
"Leaver CS","2022","65+","Rural Payments Agency","15","[c]","23980","21300"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","30","[c]","27040","23780"
"Leaver CS","2022","65+","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government (excl. agencies)","45","[c]","42040","36130"
"Leaver CS","2022","65+","Scottish Prison Service","35","[c]","34650","35000"
"Leaver CS","2022","65+","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","10","[c]","37580","32850"
"Leaver CS","2022","65+","The Insolvency Service","15","[c]","33020","27930"
"Leaver CS","2022","65+","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","35","[c]","55450","40560"
"Leaver CS","2022","65+","UK Hydrographic Office","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","80","[c]","23990","20350"
"Leaver CS","2022","65+","Valuation Office Agency","40","[c]","31460","26480"
"Leaver CS","2022","65+","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","55","[c]","42800","34980"
"Leaver CS","2022","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Public Health England","10","[c]","21180","22350"
"Leaver Dept.","2022","16-19","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","15","[c]","25010","24250"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","15","[c]","24770","24920"
"Leaver Dept.","2022","20-29","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","895","[c]","34090","32000"
"Leaver Dept.","2022","20-29","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","15","[c]","27760","24580"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","25","[c]","29410","28160"
"Leaver Dept.","2022","20-29","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","10","[c]","32190","34800"
"Leaver Dept.","2022","20-29","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","40","[c]","24990","23770"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","135","[c]","26630","27540"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","25","[c]","30050","29230"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","235","[c]","38220","33640"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","95","[c]","37000","34020"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","150","[c]","35520","33190"
"Leaver Dept.","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","150","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for International Trade","105","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","135","[c]","34670","33210"
"Leaver Dept.","2022","20-29","Department for Transport (excl. agencies)","135","[c]","37800","34710"
"Leaver Dept.","2022","20-29","Department for Work and Pensions (excl. agencies)","860","[c]","28140","27570"
"Leaver Dept.","2022","20-29","Department of Health and Social Care (excl. agencies)","425","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Driver and Vehicle Licensing Agency","35","[c]","23370","21840"
"Leaver Dept.","2022","20-29","Driver and Vehicle Standards Agency","30","[c]","25130","21840"
"Leaver Dept.","2022","20-29","Education and Skills Funding Agency","20","[c]","33130","32870"
"Leaver Dept.","2022","20-29","Food Standards Agency","15","[c]","39060","37910"
"Leaver Dept.","2022","20-29","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","100","[c]","34400","38500"
"Leaver Dept.","2022","20-29","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Legal Department","25","[c]","29980","27350"
"Leaver Dept.","2022","20-29","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Health and Safety Executive","15","[c]","26610","23970"
"Leaver Dept.","2022","20-29","HM Courts and Tribunals Service","220","[c]","23130","20970"
"Leaver Dept.","2022","20-29","HM Prison and Probation Service","175","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Revenue and Customs (excl. agencies)","440","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Treasury (excl. agencies)","90","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Home Office","445","[c]","30930","28670"
"Leaver Dept.","2022","20-29","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal Aid Agency","10","[c]","21820","20970"
"Leaver Dept.","2022","20-29","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Ministry of Defence (excl. agencies)","170","[c]","32350","31350"
"Leaver Dept.","2022","20-29","Ministry of Justice (excl. agencies)","145","[c]","34610","34260"
"Leaver Dept.","2022","20-29","National Crime Agency","25","[c]","36950","34060"
"Leaver Dept.","2022","20-29","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","15","[c]","27240","25880"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","50","[c]","28740","26390"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Public Guardian","45","[c]","21750","20970"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Public Health England","1275","[c]","28600","26880"
"Leaver Dept.","2022","20-29","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Rural Payments Agency","25","[c]","22420","21300"
"Leaver Dept.","2022","20-29","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government (excl. agencies)","10","[c]","35370","35400"
"Leaver Dept.","2022","20-29","Serious Fraud Office","15","[c]","32790","31680"
"Leaver Dept.","2022","20-29","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Submarine Delivery Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The Insolvency Service","20","[c]","24840","21130"
"Leaver Dept.","2022","20-29","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Health Security Agency","15","[c]","37330","32650"
"Leaver Dept.","2022","20-29","UK Statistics Authority","95","[c]","30790","29540"
"Leaver Dept.","2022","20-29","Valuation Office Agency","20","[c]","26020","22130"
"Leaver Dept.","2022","20-29","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government (excl. agencies)","25","[c]","27880","27400"
"Leaver Dept.","2022","20-29","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Advisory, Conciliation and Arbitration Service","10","[c]","29550","24250"
"Leaver Dept.","2022","30-39","Animal and Plant Health Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Office","10","[c]","45130","42410"
"Leaver Dept.","2022","30-39","Cabinet Office (excl. agencies)","560","[c]","46610","41860"
"Leaver Dept.","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","10","[c]","34800","33540"
"Leaver Dept.","2022","30-39","Companies House","20","[c]","31310","35160"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Criminal Injuries Compensation Authority","10","[c]","23250","22100"
"Leaver Dept.","2022","30-39","Crown Commercial Service","15","[c]","40580","39360"
"Leaver Dept.","2022","30-39","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Prosecution Service","30","[c]","37760","30130"
"Leaver Dept.","2022","30-39","Defence Equipment and Support","115","[c]","33190","33530"
"Leaver Dept.","2022","30-39","Defence Science and Technology Laboratory","20","[c]","42360","47010"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","185","[c]","49520","53380"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","75","[c]","49710","51730"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","145","[c]","43970","40860"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","130","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","80","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","95","[c]","45260","41730"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","90","[c]","45580","42890"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","855","[c]","28980","27570"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","300","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","50","[c]","27460","26410"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","40","[c]","30450","29630"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","25","[c]","36040","35120"
"Leaver Dept.","2022","30-39","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","20","[c]","41260","40350"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","170","[c]","43370","39630"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Legal Department","30","[c]","50830","51250"
"Leaver Dept.","2022","30-39","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","20","[c]","38220","39330"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","120","[c]","27500","22890"
"Leaver Dept.","2022","30-39","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","165","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","420","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Treasury (excl. agencies)","75","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","505","[c]","35910","29110"
"Leaver Dept.","2022","30-39","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","15","[c]","40960","34500"
"Leaver Dept.","2022","30-39","Legal Aid Agency","15","[c]","25420","25120"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","15","[c]","30610","31040"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","185","[c]","37710","37640"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","150","[c]","39930","36800"
"Leaver Dept.","2022","30-39","National Crime Agency","35","[c]","38880","37560"
"Leaver Dept.","2022","30-39","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","20","[c]","44290","39850"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","35","[c]","42750","44520"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","55","[c]","24410","21170"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","10","[c]","30900","32780"
"Leaver Dept.","2022","30-39","Public Health England","1525","[c]","39130","36330"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","15","[c]","27100","25010"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","10","[c]","31230","27120"
"Leaver Dept.","2022","30-39","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","10","[c]","47550","47490"
