"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","London","G6","Male","380","380","69170","66440"
"In post","2022","Cabinet Office (excl. agencies)","London","G7","Female","925","900","56430","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","G7","Male","935","930","57020","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","HEO","Female","1105","1095","31660","32000"
"In post","2022","Cabinet Office (excl. agencies)","London","HEO","Male","795","795","32170","32000"
"In post","2022","Cabinet Office (excl. agencies)","London","SCS level","Female","250","240","92580","82850"
"In post","2022","Cabinet Office (excl. agencies)","London","SCS level","Male","335","330","105220","94860"
"In post","2022","Cabinet Office (excl. agencies)","London","SEO","Female","380","375","40990","40600"
"In post","2022","Cabinet Office (excl. agencies)","London","SEO","Male","300","300","41040","40600"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","AO","Female","210","185","21150","21050"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","AO","Male","140","135","21130","21050"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","EO","Female","230","215","25200","24590"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","EO","Male","120","115","25240","25210"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","G6","Female","130","130","69860","64670"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","G6","Male","130","130","73640","68110"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","G7","Female","360","350","55270","51560"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","G7","Male","330","330","57520","53500"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","HEO","Female","495","480","31580","32000"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","HEO","Male","420","415","31730","32000"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","Female","55","55","101710","94440"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","Male","80","80","105090","96790"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","SEO","Female","200","190","38490","37300"
"In post","2022","Cabinet Office (excl. agencies)","Outside London","SEO","Male","125","125","38490","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G7","Female","35","35","54080","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G7","Male","40","40","54200","54620"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","HEO","Female","170","165","30450","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","HEO","Male","135","130","30590","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SEO","Male","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","Female","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","Male","20","20","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Female","90","80","25220","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Male","60","60","25320","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","Female","35","30","48650","47820"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","Male","55","55","49190","48080"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","Female","90","85","29810","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","Male","95","95","29840","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","Female","70","65","36860","36580"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","Male","80","75","37410","36580"
"In post","2022","Charity Commission","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","G6","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","G7","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","London","G7","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","HEO","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","HEO","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","SEO","Female","15","15","[c]","[c]"
"In post","2022","Charity Commission","London","SEO","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Outside London","AO","Female","15","15","[c]","[c]"
"In post","2022","Charity Commission","Outside London","AO","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","Outside London","EO","Female","70","65","24850","24440"
"In post","2022","Charity Commission","Outside London","EO","Male","40","40","25100","24440"
"In post","2022","Charity Commission","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","G7","Female","20","20","[c]","[c]"
"In post","2022","Charity Commission","Outside London","G7","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Outside London","HEO","Female","75","70","29350","29160"
"In post","2022","Charity Commission","Outside London","HEO","Male","55","50","29100","29160"
"In post","2022","Charity Commission","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Outside London","SEO","Female","40","40","37100","37910"
"In post","2022","Charity Commission","Outside London","SEO","Male","40","40","37720","37910"
"In post","2022","Companies House","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","AO","Female","300","245","21840","22740"
"In post","2022","Companies House","Outside London","AO","Male","145","145","21420","21190"
"In post","2022","Companies House","Outside London","EO","Female","150","135","26460","25100"
"In post","2022","Companies House","Outside London","EO","Male","150","150","28350","27460"
"In post","2022","Companies House","Outside London","G6","Female","15","15","[c]","[c]"
"In post","2022","Companies House","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2022","Companies House","Outside London","G7","Female","35","35","52520","50120"
"In post","2022","Companies House","Outside London","G7","Male","30","30","[c]","[c]"
"In post","2022","Companies House","Outside London","HEO","Female","95","90","34030","34000"
"In post","2022","Companies House","Outside London","HEO","Male","75","75","34910","36020"
"In post","2022","Companies House","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outside London","SEO","Female","65","60","42230","40500"
"In post","2022","Companies House","Outside London","SEO","Male","95","90","43690","42990"
"In post","2022","Competition and Markets Authority","London","AO","Female","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","AO","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","EO","Female","35","30","27870","27830"
"In post","2022","Competition and Markets Authority","London","EO","Male","30","30","28620","28170"
"In post","2022","Competition and Markets Authority","London","G6","Female","90","85","76070","75140"
"In post","2022","Competition and Markets Authority","London","G6","Male","95","90","76240","75140"
"In post","2022","Competition and Markets Authority","London","G7","Female","105","100","57050","56360"
"In post","2022","Competition and Markets Authority","London","G7","Male","110","110","57700","56630"
"In post","2022","Competition and Markets Authority","London","HEO","Female","75","70","34860","34570"
"In post","2022","Competition and Markets Authority","London","HEO","Male","60","60","34790","34570"
"In post","2022","Competition and Markets Authority","London","SCS level","Female","50","45","105350","99510"
"In post","2022","Competition and Markets Authority","London","SCS level","Male","70","70","109800","100340"
"In post","2022","Competition and Markets Authority","London","SEO","Female","35","35","43340","43490"
"In post","2022","Competition and Markets Authority","London","SEO","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","G7","Female","15","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","HEO","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA","Female","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AO","Female","65","55","21180","20970"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AO","Male","45","45","21210","21250"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","Female","45","45","25270","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","Male","35","35","25460","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G7","Female","10","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","HEO","Female","45","40","30750","30450"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","HEO","Male","40","40","30950","30450"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO","Male","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","Female","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6","Male","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G7","Female","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G7","Male","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","London","HEO","Female","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO","Male","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AO","Female","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AO","Male","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","EO","Female","65","60","25880","25520"
"In post","2022","Crown Commercial Service","Outside London","EO","Male","45","45","25720","25520"
"In post","2022","Crown Commercial Service","Outside London","G6","Female","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","G7","Female","75","75","50140","51600"
"In post","2022","Crown Commercial Service","Outside London","G7","Male","50","50","51170","51100"
"In post","2022","Crown Commercial Service","Outside London","HEO","Female","95","90","30840","30940"
"In post","2022","Crown Commercial Service","Outside London","HEO","Male","90","90","30920","30940"
"In post","2022","Crown Commercial Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SEO","Female","120","115","38690","38980"
"In post","2022","Crown Commercial Service","Outside London","SEO","Male","110","110","39000","38980"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AO","Female","580","520","22550","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AO","Male","210","200","22440","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","Female","290","275","28540","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","Male","95","95","29060","28990"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6","Female","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G7","Female","140","125","67510","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G7","Male","50","50","66510","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","HEO","Female","270","255","34100","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","HEO","Male","120","115","34470","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO","Female","360","335","48920","47490"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO","Male","180","175","49870","51490"
"In post","2022","Crown Prosecution Service","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA","Male","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AO","Female","240","220","23450","23770"
"In post","2022","Crown Prosecution Service","London","AO","Male","105","100","23330","23770"
"In post","2022","Crown Prosecution Service","London","EO","Female","260","240","28660","28950"
"In post","2022","Crown Prosecution Service","London","EO","Male","120","115","28780","30040"
"In post","2022","Crown Prosecution Service","London","G6","Female","45","45","74800","73060"
"In post","2022","Crown Prosecution Service","London","G6","Male","45","45","76690","76540"
"In post","2022","Crown Prosecution Service","London","G7","Female","450","415","59060","59320"
"In post","2022","Crown Prosecution Service","London","G7","Male","230","225","60190","61360"
"In post","2022","Crown Prosecution Service","London","HEO","Female","110","105","34820","33930"
"In post","2022","Crown Prosecution Service","London","HEO","Male","65","65","33700","32960"
"In post","2022","Crown Prosecution Service","London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO","Female","45","45","40990","39750"
"In post","2022","Crown Prosecution Service","London","SEO","Male","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","AO","Female","825","740","22440","22200"
"In post","2022","Crown Prosecution Service","Outside London","AO","Male","265","260","22460","22200"
"In post","2022","Crown Prosecution Service","Outside London","EO","Female","825","745","27380","27760"
"In post","2022","Crown Prosecution Service","Outside London","EO","Male","260","255","27250","27050"
"In post","2022","Crown Prosecution Service","Outside London","G6","Female","75","75","70530","68770"
"In post","2022","Crown Prosecution Service","Outside London","G6","Male","80","80","74980","71730"
"In post","2022","Crown Prosecution Service","Outside London","G7","Female","1300","1155","54230","54200"
"In post","2022","Crown Prosecution Service","Outside London","G7","Male","825","795","55420","55610"
"In post","2022","Crown Prosecution Service","Outside London","HEO","Female","390","370","34280","33310"
"In post","2022","Crown Prosecution Service","Outside London","HEO","Male","185","185","33960","33610"
"In post","2022","Crown Prosecution Service","Outside London","SCS level","Female","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","SCS level","Male","15","15","[c]","[c]"
