"Status","Year","Parent_department","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","AO","Female","Heterosexual / straight","10740","9555","23780","21960"
"In post","2022","Ministry of Justice","AO","Female","LGBO","1015","980","26100","25700"
"In post","2022","Ministry of Justice","AO","Female","Undeclared","1360","1190","23910","21960"
"In post","2022","Ministry of Justice","AO","Female","Unknown","2825","2590","25140","23720"
"In post","2022","Ministry of Justice","AO","Male","Heterosexual / straight","10980","10620","27290","26950"
"In post","2022","Ministry of Justice","AO","Male","LGBO","510","500","26600","25700"
"In post","2022","Ministry of Justice","AO","Male","Undeclared","1135","1070","27540","27120"
"In post","2022","Ministry of Justice","AO","Male","Unknown","3470","3280","27820","28010"
"In post","2022","Ministry of Justice","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","EO","Female","Heterosexual / straight","4015","3780","27600","26850"
"In post","2022","Ministry of Justice","EO","Female","LGBO","305","300","29580","28800"
"In post","2022","Ministry of Justice","EO","Female","Undeclared","505","480","28060","27380"
"In post","2022","Ministry of Justice","EO","Female","Unknown","625","595","28700","28310"
"In post","2022","Ministry of Justice","EO","Male","Heterosexual / straight","3800","3670","30350","30220"
"In post","2022","Ministry of Justice","EO","Male","LGBO","190","185","29040","28310"
"In post","2022","Ministry of Justice","EO","Male","Undeclared","540","520","30490","30810"
"In post","2022","Ministry of Justice","EO","Male","Unknown","775","730","30980","31740"
"In post","2022","Ministry of Justice","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","G6","Female","Heterosexual / straight","375","365","70880","68540"
"In post","2022","Ministry of Justice","G6","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Ministry of Justice","G6","Female","Undeclared","40","40","72100","70420"
"In post","2022","Ministry of Justice","G6","Female","Unknown","50","50","70280","67920"
"In post","2022","Ministry of Justice","G6","Male","Heterosexual / straight","300","295","74640","72100"
"In post","2022","Ministry of Justice","G6","Male","LGBO","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","G6","Male","Undeclared","40","40","74980","72060"
"In post","2022","Ministry of Justice","G6","Male","Unknown","35","35","72370","70730"
"In post","2022","Ministry of Justice","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","G7","Female","Heterosexual / straight","985","950","57700","56620"
"In post","2022","Ministry of Justice","G7","Female","LGBO","50","50","58140","56880"
"In post","2022","Ministry of Justice","G7","Female","Undeclared","120","115","58160","57390"
"In post","2022","Ministry of Justice","G7","Female","Unknown","150","145","57790","56780"
"In post","2022","Ministry of Justice","G7","Male","Heterosexual / straight","815","800","59480","59000"
"In post","2022","Ministry of Justice","G7","Male","LGBO","85","85","58470","57220"
"In post","2022","Ministry of Justice","G7","Male","Undeclared","120","120","59540","59000"
"In post","2022","Ministry of Justice","G7","Male","Unknown","150","150","59510","58060"
"In post","2022","Ministry of Justice","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","HEO","Female","Heterosexual / straight","3155","3030","32900","31600"
"In post","2022","Ministry of Justice","HEO","Female","LGBO","245","245","34010","34260"
"In post","2022","Ministry of Justice","HEO","Female","Undeclared","310","295","33810","34110"
"In post","2022","Ministry of Justice","HEO","Female","Unknown","520","505","33440","34260"
"In post","2022","Ministry of Justice","HEO","Male","Heterosexual / straight","2415","2310","35870","36480"
"In post","2022","Ministry of Justice","HEO","Male","LGBO","160","155","34400","34260"
"In post","2022","Ministry of Justice","HEO","Male","Undeclared","355","340","35850","36480"
"In post","2022","Ministry of Justice","HEO","Male","Unknown","475","455","35520","34860"
"In post","2022","Ministry of Justice","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Female","Heterosexual / straight","135","130","87480","82270"
"In post","2022","Ministry of Justice","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Male","Heterosexual / straight","115","115","91870","92000"
"In post","2022","Ministry of Justice","SCS level","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO","Female","Heterosexual / straight","2505","2375","43920","41770"
"In post","2022","Ministry of Justice","SEO","Female","LGBO","175","175","45630","44290"
"In post","2022","Ministry of Justice","SEO","Female","Undeclared","310","285","44930","43940"
"In post","2022","Ministry of Justice","SEO","Female","Unknown","365","350","43780","42010"
"In post","2022","Ministry of Justice","SEO","Male","Heterosexual / straight","1810","1770","46610","45920"
"In post","2022","Ministry of Justice","SEO","Male","LGBO","110","105","44040","41750"
"In post","2022","Ministry of Justice","SEO","Male","Undeclared","270","265","47050","46550"
"In post","2022","Ministry of Justice","SEO","Male","Unknown","315","305","44530","41750"
"In post","2022","Ministry of Justice","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Female","Heterosexual / straight","10560","9745","30130","28200"
"In post","2022","Ministry of Justice","Unknown","Female","LGBO","675","650","29360","26310"
"In post","2022","Ministry of Justice","Unknown","Female","Undeclared","775","710","31690","31420"
"In post","2022","Ministry of Justice","Unknown","Female","Unknown","2515","2260","27860","26250"
"In post","2022","Ministry of Justice","Unknown","Male","Heterosexual / straight","3060","2920","31600","28890"
"In post","2022","Ministry of Justice","Unknown","Male","LGBO","285","280","30750","27060"
"In post","2022","Ministry of Justice","Unknown","Male","Undeclared","360","340","33740","34340"
"In post","2022","Ministry of Justice","Unknown","Male","Unknown","1020","915","29100","28200"
"In post","2022","Ministry of Justice","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AO","Female","Heterosexual / straight","140","125","23720","24470"
"In post","2022","National Crime Agency","AO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","AO","Female","Unknown","30","25","[c]","[c]"
"In post","2022","National Crime Agency","AO","Male","Heterosexual / straight","60","60","24490","24470"
"In post","2022","National Crime Agency","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","AO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","AO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Female","Heterosexual / straight","970","935","33490","32770"
"In post","2022","National Crime Agency","EO","Female","LGBO","75","75","33610","34140"
"In post","2022","National Crime Agency","EO","Female","Undeclared","75","75","33810","32770"
"In post","2022","National Crime Agency","EO","Female","Unknown","130","120","34510","34540"
"In post","2022","National Crime Agency","EO","Male","Heterosexual / straight","915","905","34860","35470"
"In post","2022","National Crime Agency","EO","Male","LGBO","55","55","33800","32770"
"In post","2022","National Crime Agency","EO","Male","Undeclared","105","105","34430","34140"
"In post","2022","National Crime Agency","EO","Male","Unknown","160","155","35650","36410"
"In post","2022","National Crime Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","National Crime Agency","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Male","Heterosexual / straight","55","55","75230","74010"
"In post","2022","National Crime Agency","G6","Male","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G7","Female","Heterosexual / straight","90","90","60370","59160"
"In post","2022","National Crime Agency","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G7","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","G7","Male","Heterosexual / straight","135","135","63960","64410"
"In post","2022","National Crime Agency","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","G7","Male","Unknown","35","35","63260","60990"
"In post","2022","National Crime Agency","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","HEO","Female","Heterosexual / straight","495","470","40580","40170"
"In post","2022","National Crime Agency","HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","National Crime Agency","HEO","Female","Undeclared","30","30","42120","41100"
"In post","2022","National Crime Agency","HEO","Female","Unknown","90","85","41970","41510"
"In post","2022","National Crime Agency","HEO","Male","Heterosexual / straight","740","735","42400","43630"
"In post","2022","National Crime Agency","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","National Crime Agency","HEO","Male","Undeclared","65","60","43090","43450"
"In post","2022","National Crime Agency","HEO","Male","Unknown","150","150","43360","43630"
"In post","2022","National Crime Agency","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Female","Heterosexual / straight","220","210","47930","47280"
"In post","2022","National Crime Agency","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Male","Heterosexual / straight","400","395","50650","48900"
"In post","2022","National Crime Agency","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Male","Unknown","55","55","53270","49390"
"In post","2022","National Crime Agency","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Female","Heterosexual / straight","105","90","21480","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Male","Heterosexual / straight","45","45","21560","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","Heterosexual / straight","105","95","26280","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","Heterosexual / straight","45","45","26520","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Female","Heterosexual / straight","75","70","81920","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Male","Heterosexual / straight","50","50","80840","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Female","Heterosexual / straight","265","255","70070","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Male","Heterosexual / straight","150","145","71200","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Female","Heterosexual / straight","100","95","32630","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Male","Heterosexual / straight","55","55","32800","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO","Female","Heterosexual / straight","390","375","48040","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO","Male","Heterosexual / straight","100","95","44380","42850"
