"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","AA/AO","AO","Heterosexual / straight","75","[c]","21120","21050"
"New entrant CS","2022","Cabinet Office","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","AA/AO","AO","Unknown","55","[c]","19980","18450"
"New entrant CS","2022","Cabinet Office","EO","EO","Heterosexual / straight","185","[c]","25660","25520"
"New entrant CS","2022","Cabinet Office","EO","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","EO","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","EO","EO","Unknown","75","[c]","25580","25210"
"New entrant CS","2022","Cabinet Office","G6/G7","G6","Heterosexual / straight","30","[c]","65530","64500"
"New entrant CS","2022","Cabinet Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","G6/G7","G6","Unknown","40","[c]","84470","87000"
"New entrant CS","2022","Cabinet Office","G6/G7","G7","Heterosexual / straight","145","[c]","53310","54700"
"New entrant CS","2022","Cabinet Office","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","G6/G7","G7","Unknown","185","[c]","64240","65000"
"New entrant CS","2022","Cabinet Office","SCS level","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SCS level","SCS level","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","HEO","Heterosexual / straight","190","[c]","32410","32000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","HEO","Unknown","615","[c]","28350","28000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","SEO","Heterosexual / straight","120","[c]","39170","38330"
"New entrant CS","2022","Cabinet Office","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","SEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Heterosexual / straight","30","[c]","17370","17900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Heterosexual / straight","155","[c]","21320","21130"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Unknown","80","[c]","21020","21130"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Heterosexual / straight","225","[c]","26420","24790"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","LGBO","30","[c]","26520","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Unknown","80","[c]","26130","24780"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Heterosexual / straight","105","[c]","52080","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Heterosexual / straight","255","[c]","33320","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","LGBO","40","[c]","33320","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Unknown","60","[c]","33190","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Heterosexual / straight","155","[c]","41100","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Unknown","45","[c]","42470","40800"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Heterosexual / straight","70","[c]","26120","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Heterosexual / straight","35","[c]","52670","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Heterosexual / straight","170","[c]","34450","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","EO","Heterosexual / straight","200","[c]","25410","25000"
"New entrant CS","2022","Department for Education","EO","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","EO","Unknown","70","[c]","26120","25000"
"New entrant CS","2022","Department for Education","G6/G7","G6","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G7","Heterosexual / straight","100","[c]","50630","49860"
"New entrant CS","2022","Department for Education","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","G6/G7","G7","Unknown","35","[c]","51530","49960"
"New entrant CS","2022","Department for Education","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","Heterosexual / straight","190","[c]","30640","29360"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","Unknown","45","[c]","31150","29440"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","Heterosexual / straight","175","[c]","37660","36500"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","Unknown","50","[c]","37280","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Heterosexual / straight","320","[c]","21770","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","LGBO","50","[c]","21980","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Undeclared","30","[c]","21830","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Unknown","380","[c]","21290","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Heterosexual / straight","300","[c]","25680","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","LGBO","35","[c]","25780","25030"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Unknown","115","[c]","25480","25010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Heterosexual / straight","50","[c]","62060","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Heterosexual / straight","235","[c]","50100","49300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","LGBO","35","[c]","50650","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Unknown","65","[c]","50940","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Heterosexual / straight","450","[c]","30990","30320"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","LGBO","75","[c]","31270","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Undeclared","50","[c]","31240","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Unknown","185","[c]","31090","31210"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Heterosexual / straight","310","[c]","37440","36510"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","LGBO","30","[c]","37750","36850"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Undeclared","35","[c]","37100","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Unknown","90","[c]","38980","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Heterosexual / straight","60","[c]","26140","26250"
"New entrant CS","2022","Department for International Trade","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","Unknown","85","[c]","26000","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Heterosexual / straight","90","[c]","31640","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","Unknown","35","[c]","31520","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Heterosexual / straight","40","[c]","39860","40000"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Heterosexual / straight","85","[c]","26590","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Unknown","30","[c]","26850","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Heterosexual / straight","90","[c]","49810","48700"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Heterosexual / straight","155","[c]","31820","33000"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Unknown","40","[c]","33220","33210"
